date,CMCL_Open,CMCL_High,CMCL_Low,CMCL_Close,CMCL_Volume,CMCL_Dividends,CMCL_Stock Splits
1984-11-19 00:00:00+00:00,28.125,28.125,28.125,17.620412826538086,28,0.0,
1984-11-20 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,28,0.0,
1984-11-21 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,0,0.0,
1984-11-23 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,0,0.0,
1984-11-26 00:00:00+00:00,21.875,21.875,21.875,13.704768180847168,40,0.0,
1984-11-27 00:00:00+00:00,21.875,21.875,21.875,13.704768180847168,2,0.0,
1984-11-28 00:00:00+00:00,21.875,21.875,21.875,13.704768180847168,26,0.0,
1984-11-29 00:00:00+00:00,21.875,21.875,21.875,13.704768180847168,18,0.0,
1984-11-30 00:00:00+00:00,21.875,21.875,21.875,13.704768180847168,68,0.0,
1984-12-03 00:00:00+00:00,21.875,21.875,21.875,13.704768180847168,0,0.0,
1984-12-04 00:00:00+00:00,21.875,21.875,21.875,13.704768180847168,0,0.0,
1984-12-05 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,90,0.0,
1984-12-06 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,6,0.0,
1984-12-07 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,0,0.0,
1984-12-10 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,0,0.0,
1984-12-11 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,38,0.0,
1984-12-12 00:00:00+00:00,21.875,21.875,21.875,13.704768180847168,36,0.0,
1984-12-13 00:00:00+00:00,21.875,21.875,21.875,13.704768180847168,6,0.0,
1984-12-14 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,70,0.0,
1984-12-17 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,32,0.0,
1984-12-18 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,28,0.0,
1984-12-19 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,16,0.0,
1984-12-20 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,2,0.0,
1984-12-21 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,34,0.0,
1984-12-24 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,12,0.0,
1984-12-26 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,18,0.0,
1984-12-27 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,10,0.0,
1984-12-28 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,90,0.0,
1984-12-31 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,28,0.0,
1985-01-02 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,4,0.0,
1985-01-03 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,110,0.0,
1985-01-04 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,0,0.0,
1985-01-07 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,0,0.0,
1985-01-08 00:00:00+00:00,25.0,25.0,25.0,15.662589073181152,0,0.0,
1985-01-09 00:00:00+00:00,28.125,28.125,28.125,17.620412826538086,2,0.0,
1985-01-10 00:00:00+00:00,28.125,28.125,28.125,17.620412826538086,0,0.0,
1985-01-11 00:00:00+00:00,28.125,28.125,28.125,17.620412826538086,0,0.0,
1985-01-14 00:00:00+00:00,28.125,28.125,28.125,17.620412826538086,0,0.0,
