date,VHC_Open,VHC_High,VHC_Low,VHC_Close,VHC_Volume,VHC_Dividends,VHC_Stock Splits
1999-07-30 00:00:00+00:00,450.0,457.5,375.0,105.65251159667967,8530,0.0,
1999-08-02 00:00:00+00:00,405.0,405.0,390.0,105.65251159667967,1668,0.0,
1999-08-03 00:00:00+00:00,397.5,397.5,390.0,107.68429565429688,1303,0.0,
1999-08-04 00:00:00+00:00,397.5,397.5,390.0,106.6684112548828,1287,0.0,
1999-08-05 00:00:00+00:00,390.0,397.5,390.0,107.68429565429688,715,0.0,
1999-08-06 00:00:00+00:00,397.5,405.0,390.0,107.68429565429688,658,0.0,
1999-08-09 00:00:00+00:00,405.0,405.0,390.0,105.65251159667967,425,0.0,
1999-08-10 00:00:00+00:00,390.0,397.5,382.5,105.65251159667967,598,0.0,
1999-08-11 00:00:00+00:00,390.0,391.875,382.5,103.6207275390625,813,0.0,
1999-08-12 00:00:00+00:00,382.5,390.0,382.5,103.6207275390625,640,0.0,
1999-08-13 00:00:00+00:00,390.0,390.0,382.5,104.12867736816406,920,0.0,
1999-08-16 00:00:00+00:00,382.5,386.25,375.0,101.58895874023438,567,0.0,
1999-08-17 00:00:00+00:00,375.0,382.5,375.0,102.09690856933594,513,0.0,
1999-08-18 00:00:00+00:00,376.875,382.5,375.0,103.6207275390625,425,0.0,
1999-08-19 00:00:00+00:00,382.5,386.25,376.875,102.60484313964844,772,0.0,
1999-08-20 00:00:00+00:00,378.75,390.0,378.75,104.63662719726562,388,0.0,
1999-08-23 00:00:00+00:00,382.5,401.25,382.5,108.70018005371094,528,0.0,
1999-08-24 00:00:00+00:00,397.5,401.25,390.0,105.65251159667967,877,0.0,
1999-08-25 00:00:00+00:00,390.0,420.0,390.0,113.77963256835938,1260,0.0,
1999-08-26 00:00:00+00:00,408.75,476.25,408.75,124.95442199707033,1985,0.0,
1999-08-27 00:00:00+00:00,487.5,517.5,480.0,136.1291961669922,2430,0.0,
1999-08-30 00:00:00+00:00,502.5,607.5,502.5,148.31988525390625,12527,0.0,
1999-08-31 00:00:00+00:00,564.375,566.25,487.5,140.19276428222656,3230,0.0,
1999-09-01 00:00:00+00:00,525.0,525.0,491.25,135.11331176757812,1463,0.0,
1999-09-02 00:00:00+00:00,495.0,532.5,483.75,144.25631713867188,1215,0.0,
1999-09-03 00:00:00+00:00,543.75,558.75,525.0,146.28810119628906,1038,0.0,
1999-09-07 00:00:00+00:00,540.0,540.0,510.0,142.2245330810547,908,0.0,
1999-09-08 00:00:00+00:00,510.0,517.5,442.5,130.03387451171875,748,0.0,
1999-09-09 00:00:00+00:00,480.0,480.0,412.5,117.84318542480467,507,0.0,
1999-09-10 00:00:00+00:00,427.5,433.125,412.5,113.77963256835938,448,0.0,
1999-09-13 00:00:00+00:00,416.25,416.25,405.0,111.7478485107422,313,0.0,
1999-09-14 00:00:00+00:00,420.0,420.0,405.0,109.71607971191406,803,0.0,
1999-09-15 00:00:00+00:00,405.0,427.5,405.0,111.7478485107422,143,0.0,
1999-09-16 00:00:00+00:00,427.5,427.5,412.5,111.7478485107422,288,0.0,
1999-09-17 00:00:00+00:00,427.5,431.25,412.5,113.77963256835938,170,0.0,
1999-09-20 00:00:00+00:00,420.0,427.5,416.25,112.76373291015624,177,0.0,
1999-09-21 00:00:00+00:00,416.25,416.25,401.25,108.70018005371094,295,0.0,
1999-09-22 00:00:00+00:00,401.25,412.5,401.25,111.7478485107422,40,0.0,
1999-09-23 00:00:00+00:00,401.25,405.0,401.25,108.70018005371094,218,0.0,
1999-09-24 00:00:00+00:00,401.25,401.25,397.5,107.68429565429688,190,0.0,
1999-09-27 00:00:00+00:00,403.125,408.75,401.25,108.70018005371094,90,0.0,
1999-09-28 00:00:00+00:00,405.0,405.0,397.5,107.68429565429688,28,0.0,
1999-09-29 00:00:00+00:00,397.5,397.5,397.5,107.68429565429688,23,0.0,
1999-09-30 00:00:00+00:00,397.5,408.75,397.5,110.73196411132812,187,0.0,
1999-10-01 00:00:00+00:00,405.0,408.75,405.0,109.71607971191406,265,0.0,
1999-10-04 00:00:00+00:00,405.0,412.5,405.0,111.7478485107422,238,0.0,
1999-10-05 00:00:00+00:00,405.0,412.5,405.0,109.71607971191406,215,0.0,
1999-10-06 00:00:00+00:00,405.0,405.0,382.5,107.68429565429688,207,0.0,
1999-10-07 00:00:00+00:00,397.5,397.5,363.75,98.54129028320312,142,0.0,
1999-10-08 00:00:00+00:00,360.0,360.0,352.5,95.49362182617188,198,0.0,
1999-10-11 00:00:00+00:00,352.5,360.0,352.5,96.50950622558594,138,0.0,
1999-10-12 00:00:00+00:00,356.25,356.25,352.5,95.49362182617188,60,0.0,
1999-10-13 00:00:00+00:00,345.0,345.0,322.5,89.39826965332031,392,0.0,
1999-10-14 00:00:00+00:00,330.0,337.5,330.0,89.39826965332031,122,0.0,
1999-10-15 00:00:00+00:00,318.75,341.25,305.625,83.30294036865234,202,0.0,
1999-10-18 00:00:00+00:00,307.5,307.5,277.5,75.17583465576172,480,0.0,
1999-10-19 00:00:00+00:00,285.0,345.0,285.0,90.41416931152344,800,0.0,
1999-10-20 00:00:00+00:00,330.0,345.0,330.0,89.39826965332031,33,0.0,
1999-10-21 00:00:00+00:00,330.0,345.0,330.0,89.39826965332031,95,0.0,
1999-10-22 00:00:00+00:00,330.0,345.0,330.0,91.43006896972656,200,0.0,
1999-10-25 00:00:00+00:00,337.5,352.5,337.5,91.43006896972656,43,0.0,
1999-10-26 00:00:00+00:00,337.5,345.0,330.0,89.39826965332031,322,0.0,
1999-10-27 00:00:00+00:00,333.75,337.5,330.0,91.43006896972656,162,0.0,
1999-10-28 00:00:00+00:00,352.5,352.5,330.0,89.39826965332031,40,0.0,
1999-10-29 00:00:00+00:00,345.0,352.5,330.0,89.39826965332031,77,0.0,
1999-11-01 00:00:00+00:00,330.0,330.0,300.0,81.27117156982422,455,0.0,
1999-11-02 00:00:00+00:00,303.75,311.25,300.0,84.31883239746094,267,0.0,
1999-11-03 00:00:00+00:00,300.0,352.5,300.0,95.49362182617188,412,0.0,
1999-11-04 00:00:00+00:00,375.0,393.75,363.75,105.65251159667967,2195,0.0,
1999-11-05 00:00:00+00:00,397.5,442.5,397.5,109.71607971191406,4053,0.0,
1999-11-08 00:00:00+00:00,412.5,420.0,360.0,97.525390625,722,0.0,
1999-11-09 00:00:00+00:00,367.5,375.0,352.5,99.55718231201172,230,0.0,
1999-11-10 00:00:00+00:00,360.0,378.75,360.0,98.54129028320312,92,0.0,
1999-11-11 00:00:00+00:00,375.0,378.75,363.75,101.58895874023438,163,0.0,
1999-11-12 00:00:00+00:00,378.75,378.75,345.0,93.46183776855467,380,0.0,
1999-11-15 00:00:00+00:00,352.5,352.5,296.25,93.46183776855467,1385,0.0,
1999-11-16 00:00:00+00:00,345.0,345.0,322.5,93.46183776855467,103,0.0,
1999-11-17 00:00:00+00:00,345.0,352.5,337.5,92.44595336914062,295,0.0,
1999-11-18 00:00:00+00:00,333.75,352.5,330.0,89.39826965332031,143,0.0,
1999-11-19 00:00:00+00:00,330.0,348.75,330.0,93.46183776855467,120,0.0,
1999-11-22 00:00:00+00:00,337.5,356.25,337.5,94.47772216796876,685,0.0,
1999-11-23 00:00:00+00:00,348.75,352.5,337.5,91.43006896972656,348,0.0,
1999-11-24 00:00:00+00:00,333.75,356.25,333.75,96.50950622558594,248,0.0,
1999-11-26 00:00:00+00:00,356.25,363.75,352.5,97.525390625,162,0.0,
1999-11-29 00:00:00+00:00,363.75,375.0,356.25,101.58895874023438,333,0.0,
1999-11-30 00:00:00+00:00,367.5,378.75,367.5,101.58895874023438,440,0.0,
1999-12-01 00:00:00+00:00,375.0,386.25,371.25,103.6207275390625,618,0.0,
1999-12-02 00:00:00+00:00,382.5,442.5,378.75,117.84318542480467,3103,0.0,
1999-12-03 00:00:00+00:00,442.5,472.5,435.0,124.95442199707033,2533,0.0,
1999-12-06 00:00:00+00:00,472.5,472.5,435.0,121.90675354003906,1072,0.0,
1999-12-07 00:00:00+00:00,465.0,487.5,397.5,109.71607971191406,3152,0.0,
1999-12-08 00:00:00+00:00,401.25,461.25,401.25,118.8590850830078,3920,0.0,
