date,FCFS_Open,FCFS_High,FCFS_Low,FCFS_Close,FCFS_Volume,FCFS_Dividends,FCFS_Stock Splits
1991-06-10 00:00:00+00:00,0.0,1.25,1.1666669845581057,1.0386732816696167,100500,0.0,
1991-06-11 00:00:00+00:00,0.0,1.2083330154418943,1.1666669845581057,1.0386732816696167,126600,0.0,
1991-06-12 00:00:00+00:00,0.0,1.25,1.1666669845581057,1.0386732816696167,196500,0.0,
1991-06-13 00:00:00+00:00,0.0,1.2291669845581057,1.1875,1.0572205781936646,275400,0.0,
1991-06-14 00:00:00+00:00,0.0,1.2291669845581057,1.1875,1.0572205781936646,99000,0.0,
1991-06-17 00:00:00+00:00,0.0,1.1875,1.125,1.001577377319336,54000,0.0,
1991-06-18 00:00:00+00:00,0.0,1.1875,1.1041669845581057,0.9830297827720642,46500,0.0,
1991-06-19 00:00:00+00:00,0.0,1.1458330154418943,1.1041669845581057,0.9830297827720642,99300,0.0,
1991-06-20 00:00:00+00:00,0.0,1.1458330154418943,1.1041669845581057,0.9830297827720642,92100,0.0,
1991-06-21 00:00:00+00:00,0.0,1.1458330154418943,1.1041669845581057,0.9830297827720642,57900,0.0,
1991-06-24 00:00:00+00:00,0.0,1.125,1.0833330154418943,0.9644815325737,31200,0.0,
1991-06-25 00:00:00+00:00,0.0,1.125,1.0833330154418943,0.9644815325737,108300,0.0,
1991-06-26 00:00:00+00:00,0.0,1.125,1.0625,0.945933997631073,21000,0.0,
1991-06-27 00:00:00+00:00,0.0,1.125,1.0625,0.945933997631073,21900,0.0,
1991-06-28 00:00:00+00:00,0.0,1.125,1.0833330154418943,0.9644815325737,97200,0.0,
1991-07-01 00:00:00+00:00,0.0,1.0833330154418943,1.0416669845581057,0.9273865222930908,44700,0.0,
1991-07-02 00:00:00+00:00,0.0,1.0833330154418943,1.0625,0.945933997631073,58200,0.0,
1991-07-03 00:00:00+00:00,0.0,1.1041669845581057,1.0625,0.945933997631073,81600,0.0,
1991-07-05 00:00:00+00:00,0.0,1.1041669845581057,1.0833330154418943,0.9644815325737,21900,0.0,
1991-07-08 00:00:00+00:00,0.0,1.1666669845581057,1.1458330154418943,1.0201245546340942,97800,0.0,
1991-07-09 00:00:00+00:00,0.0,1.1666669845581057,1.1458330154418943,1.0201245546340942,72600,0.0,
1991-07-10 00:00:00+00:00,0.0,1.2083330154418943,1.1875,1.0572205781936646,82800,0.0,
1991-07-11 00:00:00+00:00,0.0,1.2083330154418943,1.1875,1.0572205781936646,99000,0.0,
1991-07-12 00:00:00+00:00,0.0,1.25,1.2083330154418943,1.075767993927002,86400,0.0,
1991-07-15 00:00:00+00:00,0.0,1.375,1.3333330154418943,1.1870543956756592,110100,0.0,
1991-07-16 00:00:00+00:00,0.0,1.4166669845581057,1.375,1.2241499423980713,216900,0.0,
1991-07-17 00:00:00+00:00,0.0,1.3125,1.2916669845581057,1.149959683418274,90300,0.0,
1991-07-18 00:00:00+00:00,0.0,1.3541669845581057,1.3125,1.168506741523743,48600,0.0,
1991-07-19 00:00:00+00:00,0.0,1.3333330154418943,1.2916669845581057,1.149959683418274,179400,0.0,
1991-07-22 00:00:00+00:00,0.0,1.3125,1.25,1.1128634214401243,94500,0.0,
1991-07-23 00:00:00+00:00,0.0,1.25,1.2083330154418943,1.075767993927002,105000,0.0,
1991-07-24 00:00:00+00:00,0.0,1.2916669845581057,1.25,1.1128634214401243,57300,0.0,
1991-07-25 00:00:00+00:00,0.0,1.2916669845581057,1.25,1.1128634214401243,23700,0.0,
1991-07-26 00:00:00+00:00,0.0,1.3333330154418943,1.2916669845581057,1.149959683418274,54000,0.0,
1991-07-29 00:00:00+00:00,0.0,1.3125,1.2916669845581057,1.149959683418274,51600,0.0,
1991-07-30 00:00:00+00:00,0.0,1.3125,1.2916669845581057,1.149959683418274,51300,0.0,
1991-07-31 00:00:00+00:00,0.0,1.4166669845581057,1.375,1.2241499423980713,127200,0.0,
1991-08-01 00:00:00+00:00,0.0,1.375,1.3333330154418943,1.1870543956756592,69300,0.0,
1991-08-02 00:00:00+00:00,0.0,1.2916669845581057,1.25,1.1128634214401243,115200,0.0,
1991-08-05 00:00:00+00:00,0.0,1.3125,1.2708330154418943,1.1314107179641724,55500,0.0,
1991-08-06 00:00:00+00:00,0.0,1.3333330154418943,1.3125,1.168506741523743,54000,0.0,
1991-08-07 00:00:00+00:00,0.0,1.3541669845581057,1.2708330154418943,1.1314107179641724,21300,0.0,
1991-08-08 00:00:00+00:00,0.0,1.3541669845581057,1.2708330154418943,1.1314107179641724,20700,0.0,
1991-08-09 00:00:00+00:00,0.0,1.3125,1.2708330154418943,1.1314107179641724,17700,0.0,
1991-08-12 00:00:00+00:00,0.0,1.3125,1.2708330154418943,1.1314107179641724,2100,0.0,
1991-08-13 00:00:00+00:00,0.0,1.3333330154418943,1.2916669845581057,1.149959683418274,900,0.0,
1991-08-14 00:00:00+00:00,0.0,1.3333330154418943,1.2708330154418943,1.1314107179641724,7200,0.0,
1991-08-15 00:00:00+00:00,0.0,1.3333330154418943,1.2916669845581057,1.149959683418274,15000,0.0,
1991-08-16 00:00:00+00:00,0.0,1.2708330154418943,1.2291669845581057,1.0943161249160769,30300,0.0,
1991-08-19 00:00:00+00:00,0.0,1.2916669845581057,1.2291669845581057,1.0943161249160769,43500,0.0,
1991-08-20 00:00:00+00:00,0.0,1.2916669845581057,1.2291669845581057,1.0943161249160769,24300,0.0,
1991-08-21 00:00:00+00:00,0.0,1.2916669845581057,1.25,1.1128634214401243,34200,0.0,
1991-08-22 00:00:00+00:00,0.0,1.25,1.1666669845581057,1.0386732816696167,40500,0.0,
1991-08-23 00:00:00+00:00,0.0,1.25,1.1666669845581057,1.0386732816696167,12300,0.0,
1991-08-26 00:00:00+00:00,0.0,1.25,1.1666669845581057,1.0386732816696167,35700,0.0,
