date,EME_Open,EME_High,EME_Low,EME_Close,EME_Volume,EME_Dividends,EME_Stock Splits
1995-01-10 00:00:00+00:00,1.3359379768371582,1.34375,1.3359379768371582,1.2437456846237185,24000,0.0,
1995-01-11 00:00:00+00:00,1.34375,1.34375,1.34375,1.2437456846237185,0,0.0,
1995-01-12 00:00:00+00:00,1.34375,1.34375,1.34375,1.2437456846237185,120000,0.0,
1995-01-13 00:00:00+00:00,1.25,1.25,1.15625,1.0701993703842163,300000,0.0,
1995-01-16 00:00:00+00:00,1.25,1.25,1.25,1.1569727659225464,4000,0.0,
1995-01-17 00:00:00+00:00,1.25,1.25,1.25,1.1569727659225464,0,0.0,
1995-01-18 00:00:00+00:00,1.25,1.25,1.25,1.1569727659225464,0,0.0,
1995-01-19 00:00:00+00:00,1.25,1.25,1.25,1.1569727659225464,0,0.0,
1995-01-20 00:00:00+00:00,1.25,1.25,1.25,1.1569727659225464,8000,0.0,
1995-01-23 00:00:00+00:00,1.0,1.0,1.0,0.9255781769752502,800,0.0,
1995-01-24 00:00:00+00:00,1.0,1.0,1.0,0.9255781769752502,0,0.0,
1995-01-25 00:00:00+00:00,1.15625,1.1640629768371582,1.15625,1.0774312019348145,180000,0.0,
1995-01-26 00:00:00+00:00,1.1640629768371582,1.21875,1.15625,1.0701993703842163,1100000,0.0,
1995-01-27 00:00:00+00:00,1.15625,1.15625,1.15625,1.0701993703842163,33600,0.0,
1995-01-30 00:00:00+00:00,1.15625,1.15625,1.15625,1.0701993703842163,0,0.0,
1995-01-31 00:00:00+00:00,1.2109379768371582,1.21875,1.2109379768371582,1.12081778049469,100000,0.0,
1995-02-01 00:00:00+00:00,1.25,1.25,1.25,1.1569727659225464,160000,0.0,
1995-02-02 00:00:00+00:00,1.25,1.25,1.25,1.1569727659225464,0,0.0,
1995-02-03 00:00:00+00:00,1.3828129768371582,1.5,1.34375,1.3666746616363523,523200,0.0,
1995-02-06 00:00:00+00:00,1.46875,1.5,1.421875,1.3883671760559082,400000,0.0,
1995-02-07 00:00:00+00:00,1.5,1.5,1.5,1.3883671760559082,0,0.0,
1995-02-08 00:00:00+00:00,1.4375,1.4375,1.4296879768371582,1.3232882022857666,104000,0.0,
1995-02-09 00:00:00+00:00,1.625,1.625,1.625,1.5040645599365234,4000,0.0,
1995-02-10 00:00:00+00:00,1.625,1.625,1.625,1.5040645599365234,0,0.0,
1995-02-13 00:00:00+00:00,1.625,1.625,1.625,1.5040645599365234,0,0.0,
1995-02-14 00:00:00+00:00,1.625,1.625,1.625,1.5040645599365234,0,0.0,
1995-02-15 00:00:00+00:00,1.390625,1.40625,1.390625,1.3015942573547363,40000,0.0,
1995-02-16 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-02-17 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-02-21 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-02-22 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-02-23 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-02-24 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-02-27 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-02-28 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-03-01 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-03-02 00:00:00+00:00,1.375,1.46875,1.375,1.359442949295044,65600,0.0,
1995-03-03 00:00:00+00:00,1.46875,1.46875,1.46875,1.359442949295044,0,0.0,
1995-03-06 00:00:00+00:00,1.375,1.4375,1.375,1.330518364906311,88000,0.0,
1995-03-07 00:00:00+00:00,1.4375,1.4375,1.4375,1.330518364906311,0,0.0,
1995-03-08 00:00:00+00:00,1.4375,1.4375,1.4375,1.330518364906311,0,0.0,
1995-03-09 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,2400,0.0,
1995-03-10 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-03-13 00:00:00+00:00,1.40625,1.40625,1.40625,1.3015942573547363,0,0.0,
1995-03-14 00:00:00+00:00,1.28125,1.28125,1.28125,1.185896873474121,100400,0.0,
1995-03-15 00:00:00+00:00,1.28125,1.28125,1.28125,1.185896873474121,0,0.0,
