date,CSM_Open,CSM_High,CSM_Low,CSM_Close,CSM_Volume,CSM_Dividends,CSM_Stock Splits
2009-07-14 00:00:00+00:00,10.0,10.102499961853027,9.975000381469728,8.388072967529297,0,0.0,
2009-07-15 00:00:00+00:00,10.192500114440918,10.362500190734863,10.1899995803833,8.655354499816895,0,0.0,
2009-07-16 00:00:00+00:00,10.3125,10.46500015258789,10.287500381469728,8.70964241027832,0,0.0,
2009-07-17 00:00:00+00:00,10.4375,10.457500457763672,10.375,8.70964241027832,0,0.0,
2009-07-20 00:00:00+00:00,10.4975004196167,10.517499923706056,10.43000030517578,8.784818649291992,0,0.0,
2009-07-21 00:00:00+00:00,10.5600004196167,10.579999923706056,10.479999542236328,8.837021827697754,0,0.0,
2009-07-22 00:00:00+00:00,10.52750015258789,10.63249969482422,10.52750015258789,8.826580047607422,0,0.0,
2009-07-23 00:00:00+00:00,10.592499732971191,10.850000381469728,10.582500457763672,9.037480354309082,0,0.0,
2009-07-24 00:00:00+00:00,10.787500381469728,10.862500190734863,10.712499618530272,9.066715240478516,0,0.0,
2009-07-27 00:00:00+00:00,10.850000381469728,10.892499923706056,10.787500381469728,9.083419799804688,0,0.0,
2009-07-28 00:00:00+00:00,10.869999885559082,10.885000228881836,10.75,9.083419799804688,0,0.0,
2009-07-29 00:00:00+00:00,10.829999923706056,10.880000114440918,10.774999618530272,9.054190635681152,0,0.0,
2009-07-30 00:00:00+00:00,10.9399995803833,11.072500228881836,10.542499542236328,9.14815616607666,0,0.0,
2009-07-31 00:00:00+00:00,10.649999618530272,11.052499771118164,10.649999618530272,9.146065711975098,0,0.0,
2009-08-03 00:00:00+00:00,11.095000267028809,11.5625,11.00749969482422,9.28388214111328,0,0.0,
2009-08-04 00:00:00+00:00,11.102499961853027,11.147500038146973,11.039999961853027,9.298500061035156,0,0.0,
2009-08-05 00:00:00+00:00,11.149999618530272,11.172499656677246,11.042499542236328,9.304765701293944,0,0.0,
2009-08-06 00:00:00+00:00,11.140000343322754,11.140000343322754,10.842499732971191,9.237947463989258,0,0.0,
2009-08-07 00:00:00+00:00,11.149999618530272,11.25749969482422,11.102499961853027,9.35905647277832,0,0.0,
2009-08-10 00:00:00+00:00,11.13249969482422,11.1850004196167,11.085000038146973,9.26718044281006,0,0.0,
