date,DMRC_Open,DMRC_High,DMRC_Low,DMRC_Close,DMRC_Volume,DMRC_Dividends,DMRC_Stock Splits
2000-02-03 00:00:00+00:00,63.25,64.5,60.0,60.22733688354492,153700,0.0,
2000-02-04 00:00:00+00:00,64.0,70.375,63.375,65.74617004394531,318400,0.0,
2000-02-07 00:00:00+00:00,70.0,71.5,68.0,67.42581939697266,277700,0.0,
2000-02-08 00:00:00+00:00,72.25,75.75,71.0,71.14505004882812,213400,0.0,
2000-02-09 00:00:00+00:00,74.75,74.75,71.0,68.62557983398438,197000,0.0,
2000-02-10 00:00:00+00:00,71.875,73.25,69.0,66.70597839355469,100100,0.0,
2000-02-11 00:00:00+00:00,69.25,69.25,65.625,64.30648040771484,118900,0.0,
2000-02-14 00:00:00+00:00,67.5,68.0,67.0,64.54641723632812,104200,0.0,
2000-02-15 00:00:00+00:00,67.6875,69.0,67.625,65.86614227294922,120400,0.0,
2000-02-16 00:00:00+00:00,69.125,69.625,60.0,58.54769134521485,228300,0.0,
2000-02-17 00:00:00+00:00,64.375,65.0,61.875,60.82720947265625,224800,0.0,
2000-02-18 00:00:00+00:00,62.875,64.375,62.6875,60.1673469543457,45500,0.0,
2000-02-22 00:00:00+00:00,63.0,63.5,55.625,54.22858810424805,110200,0.0,
2000-02-23 00:00:00+00:00,56.0,57.5,52.25,51.829097747802734,184200,0.0,
2000-02-24 00:00:00+00:00,53.75,54.5,50.0,49.90950012207031,186200,0.0,
2000-02-25 00:00:00+00:00,51.25,56.25,51.125,52.00905990600586,108900,0.0,
2000-02-28 00:00:00+00:00,54.0,55.25,51.75,49.6695556640625,209100,0.0,
2000-02-29 00:00:00+00:00,52.125,60.5,52.125,55.18840026855469,455900,0.0,
2000-03-01 00:00:00+00:00,58.0,65.5,57.875,59.38751220703125,216100,0.0,
2000-03-02 00:00:00+00:00,61.875,70.5,61.875,65.98612976074219,116700,0.0,
2000-03-03 00:00:00+00:00,69.0,70.5,66.625,66.22607421875,185300,0.0,
2000-03-06 00:00:00+00:00,69.0,71.0,68.0,66.58598327636719,104700,0.0,
2000-03-07 00:00:00+00:00,71.0,72.25,68.0,69.10546875,327500,0.0,
2000-03-08 00:00:00+00:00,72.0,75.0,71.375,69.70533752441406,222600,0.0,
2000-03-09 00:00:00+00:00,73.375,73.375,72.0,69.70533752441406,53800,0.0,
2000-03-10 00:00:00+00:00,73.875,74.0,70.625,69.94529724121094,36000,0.0,
2000-03-13 00:00:00+00:00,71.0,72.0,70.0,67.42581939697266,32700,0.0,
2000-03-14 00:00:00+00:00,72.0,73.5,70.125,67.30584716796875,90200,0.0,
2000-03-15 00:00:00+00:00,69.375,69.875,63.125,62.98675155639648,123500,0.0,
2000-03-16 00:00:00+00:00,65.5,68.0,63.125,61.90697860717773,77700,0.0,
2000-03-17 00:00:00+00:00,65.0,67.75,63.625,62.446876525878906,32500,0.0,
2000-03-20 00:00:00+00:00,62.0,63.0,59.765625,58.72764587402344,80400,0.0,
2000-03-21 00:00:00+00:00,58.125,59.0,51.375,49.42960357666016,154800,0.0,
2000-03-22 00:00:00+00:00,53.0,55.0,53.0,51.829097747802734,87900,0.0,
2000-03-23 00:00:00+00:00,54.0,54.0,52.0,50.08946228027344,62400,0.0,
2000-03-24 00:00:00+00:00,52.125,54.0,49.875,48.82973098754883,117900,0.0,
2000-03-27 00:00:00+00:00,50.625,50.625,43.25,46.55020904541016,194400,0.0,
2000-03-28 00:00:00+00:00,48.75,48.75,46.0,44.750587463378906,83300,0.0,
2000-03-29 00:00:00+00:00,46.625,47.0,44.0,42.95097351074219,127900,0.0,
2000-03-30 00:00:00+00:00,43.875,45.5,40.75,40.43149566650391,158900,0.0,
2000-03-31 00:00:00+00:00,44.125,44.125,41.875,42.23112106323242,354800,0.0,
2000-04-03 00:00:00+00:00,44.375,44.375,35.0,34.79268264770508,104900,0.0,
2000-04-04 00:00:00+00:00,37.0,38.5,26.5,31.073467254638672,349800,0.0,
2000-04-05 00:00:00+00:00,30.5,33.0,29.0,29.513790130615234,113600,0.0,
2000-04-06 00:00:00+00:00,32.625,37.375,32.5,31.673341751098636,88500,0.0,
2000-04-07 00:00:00+00:00,39.625,41.0,37.0625,36.47233200073242,74700,0.0,
2000-04-10 00:00:00+00:00,41.0,42.5,36.0,35.51252746582031,37500,0.0,
2000-04-11 00:00:00+00:00,37.0,37.0,34.125,33.59293746948242,104600,0.0,
2000-04-12 00:00:00+00:00,36.0,36.625,32.0,32.393192291259766,45900,0.0,
2000-04-13 00:00:00+00:00,33.625,35.5,33.625,33.233009338378906,75400,0.0,
2000-04-14 00:00:00+00:00,31.25,31.3125,25.0625,24.594823837280277,154800,0.0,
2000-04-17 00:00:00+00:00,24.5,24.625,21.0,20.75563621520996,389400,0.0,
2000-04-18 00:00:00+00:00,21.8125,25.25,21.75,24.11492919921875,591200,0.0,
2000-04-19 00:00:00+00:00,25.8125,31.75,24.8125,24.234901428222656,280200,0.0,
2000-04-20 00:00:00+00:00,27.25,27.25,24.8125,24.65481376647949,153800,0.0,
2000-04-24 00:00:00+00:00,25.5,25.75,22.0,22.075359344482425,112200,0.0,
2000-04-25 00:00:00+00:00,23.375,24.875,22.875,22.915178298950195,170900,0.0,
2000-04-26 00:00:00+00:00,24.40625,25.875,23.703125,22.79520797729492,141000,0.0,
2000-04-27 00:00:00+00:00,23.0,23.0625,21.125,21.71543312072754,112800,0.0,
2000-04-28 00:00:00+00:00,22.625,25.625,22.5,22.13534545898437,126000,0.0,
2000-05-01 00:00:00+00:00,25.125,35.5,24.0,30.833515167236328,138100,0.0,
2000-05-02 00:00:00+00:00,31.9375,35.0,30.0,29.633766174316406,204400,0.0,
2000-05-03 00:00:00+00:00,31.375,31.375,29.0,29.03389358520508,48000,0.0,
2000-05-04 00:00:00+00:00,30.5,30.5,27.5,27.594200134277344,42300,0.0,
2000-05-05 00:00:00+00:00,29.0,31.125,28.3125,29.753740310668945,76200,0.0,
2000-05-08 00:00:00+00:00,31.125,31.125,29.5,28.314048767089844,51300,0.0,
2000-05-09 00:00:00+00:00,31.25,31.25,25.25,24.234901428222656,316000,0.0,
2000-05-10 00:00:00+00:00,25.125,25.875,23.5,24.83477783203125,301700,0.0,
2000-05-11 00:00:00+00:00,26.5,28.0,26.0,26.39444732666016,37500,0.0,
2000-05-12 00:00:00+00:00,28.75,31.9375,27.625,28.793943405151367,87400,0.0,
2000-05-15 00:00:00+00:00,31.6875,31.75,28.5,30.233644485473636,62300,0.0,
2000-05-16 00:00:00+00:00,31.625,48.625,31.625,39.47169876098633,279200,0.0,
2000-05-17 00:00:00+00:00,38.875,44.9375,35.75,42.11114501953125,194300,0.0,
2000-05-18 00:00:00+00:00,43.875,44.25,35.625,34.19280242919922,91600,0.0,
2000-05-19 00:00:00+00:00,37.125,37.125,33.75,33.71290969848633,150900,0.0,
2000-05-22 00:00:00+00:00,34.8125,35.125,28.5,28.793943405151367,117800,0.0,
2000-05-23 00:00:00+00:00,30.0625,32.5,29.125,28.0740966796875,149700,0.0,
2000-05-24 00:00:00+00:00,30.0,30.0,28.3125,28.43402099609375,130000,0.0,
2000-05-25 00:00:00+00:00,29.75,31.75,27.875,26.874345779418945,145000,0.0,
2000-05-26 00:00:00+00:00,27.875,29.875,26.125,28.673973083496094,155300,0.0,
2000-05-30 00:00:00+00:00,29.5625,29.5625,25.5,26.15449905395508,428000,0.0,
2000-05-31 00:00:00+00:00,27.0,27.75,26.0,25.31467628479004,105300,0.0,
2000-06-01 00:00:00+00:00,26.375,31.0,26.0,28.793943405151367,174300,0.0,
2000-06-02 00:00:00+00:00,30.0,31.875,28.0,29.753740310668945,371600,0.0,
2000-06-05 00:00:00+00:00,30.875,35.0,30.375,32.633140563964844,307100,0.0,
2000-06-06 00:00:00+00:00,34.125,34.75,33.25,32.633140563964844,252100,0.0,
2000-06-07 00:00:00+00:00,33.0,33.5,31.875,31.913293838500977,134300,0.0,
2000-06-08 00:00:00+00:00,33.5,37.5,33.4375,35.87245178222656,260600,0.0,
2000-06-09 00:00:00+00:00,38.0,41.0,36.8125,39.11178207397461,307300,0.0,
2000-06-12 00:00:00+00:00,40.75,40.75,38.125,37.1321907043457,91600,0.0,
2000-06-13 00:00:00+00:00,39.125,39.375,35.375,34.73269271850586,97800,0.0,
2000-06-14 00:00:00+00:00,36.75,39.3125,36.75,36.5923080444336,136000,0.0,
2000-06-15 00:00:00+00:00,38.125,39.0,37.875,36.71227645874024,120800,0.0,
2000-06-16 00:00:00+00:00,38.25,38.75,34.0,33.71290969848633,102500,0.0,
2000-06-19 00:00:00+00:00,35.375,38.0,34.5625,35.51252746582031,125900,0.0,
2000-06-20 00:00:00+00:00,36.875,37.625,36.75,35.2725830078125,103900,0.0,
2000-06-21 00:00:00+00:00,36.375,40.25,36.375,37.43212890625,149700,0.0,
2000-06-22 00:00:00+00:00,38.875,43.25,38.5,38.631874084472656,178200,0.0,
2000-06-23 00:00:00+00:00,40.125,40.25,36.5,37.1321907043457,51500,0.0,
2000-06-26 00:00:00+00:00,38.65625,40.0,36.5,38.39192962646485,65300,0.0,
2000-06-27 00:00:00+00:00,39.75,43.25,39.25,38.75185012817383,137900,0.0,
2000-06-28 00:00:00+00:00,40.5,40.5,37.5,36.47233200073242,120100,0.0,
2000-06-29 00:00:00+00:00,37.5,38.625,37.5,36.1723861694336,107300,0.0,
2000-06-30 00:00:00+00:00,38.75,39.875,37.0,36.95223617553711,386400,0.0,
2000-07-03 00:00:00+00:00,38.34375,38.375,35.75,34.552734375,40000,0.0,
2000-07-05 00:00:00+00:00,36.375,38.5,34.0,33.352989196777344,73000,0.0,
2000-07-06 00:00:00+00:00,34.3125,35.8125,34.125,33.59293746948242,86600,0.0,
2000-07-07 00:00:00+00:00,35.0,35.1875,28.0,29.21385765075684,146600,0.0,
2000-07-10 00:00:00+00:00,30.75,30.75,28.6875,27.83414649963379,100300,0.0,
2000-07-11 00:00:00+00:00,28.875,28.875,25.5625,24.534841537475582,101300,0.0,
2000-07-12 00:00:00+00:00,25.8125,27.8125,25.8125,25.914548873901367,541200,0.0,
2000-07-13 00:00:00+00:00,27.625,28.5,27.5,26.874345779418945,256700,0.0,
2000-07-14 00:00:00+00:00,28.75,28.75,26.8125,25.914548873901367,141200,0.0,
2000-07-17 00:00:00+00:00,27.625,27.625,26.25,25.1947021484375,178100,0.0,
2000-07-18 00:00:00+00:00,26.25,26.3125,23.6875,23.79999542236328,178900,0.0,
2000-07-19 00:00:00+00:00,24.8125,24.875,23.875,23.63502693176269,135300,0.0,
2000-07-20 00:00:00+00:00,23.5,23.5,21.375,21.655445098876957,490400,0.0,
2000-07-21 00:00:00+00:00,22.5,22.5,21.75,20.8756103515625,177800,0.0,
2000-07-24 00:00:00+00:00,22.125,22.375,19.0,18.416126251220703,233000,0.0,
2000-07-25 00:00:00+00:00,19.75,20.25,19.5625,19.25595092773437,164700,0.0,
2000-07-26 00:00:00+00:00,20.0,20.875,19.5,19.555891036987305,209500,0.0,
2000-07-27 00:00:00+00:00,20.8125,22.5,20.25,19.795839309692383,176300,0.0,
2000-07-28 00:00:00+00:00,21.0,21.25,20.25,19.4359130859375,72000,0.0,
2000-07-31 00:00:00+00:00,20.375,21.25,20.25,20.33572196960449,67000,0.0,
2000-08-01 00:00:00+00:00,21.25,22.0,18.4375,18.95601463317871,120500,0.0,
2000-08-02 00:00:00+00:00,19.875,20.515625,19.875,19.195964813232425,102000,0.0,
2000-08-03 00:00:00+00:00,19.4375,20.125,18.5625,19.195964813232425,110200,0.0,
2000-08-04 00:00:00+00:00,20.09375,22.5,20.0,20.095775604248047,51900,0.0,
2000-08-07 00:00:00+00:00,21.0,21.0,18.3125,17.9962158203125,119900,0.0,
2000-08-08 00:00:00+00:00,18.875,18.875,18.0,17.576305389404297,168100,0.0,
2000-08-09 00:00:00+00:00,18.25,18.3125,16.125,16.856454849243164,173100,0.0,
2000-08-10 00:00:00+00:00,15.8125,17.125,15.75,16.196596145629883,110100,0.0,
2000-08-11 00:00:00+00:00,16.625,17.25,16.625,16.376554489135742,120700,0.0,
2000-08-14 00:00:00+00:00,17.0,17.0,13.125,14.396971702575684,357900,0.0,
2000-08-15 00:00:00+00:00,15.125,15.125,14.0,13.797100067138672,497700,0.0,
2000-08-16 00:00:00+00:00,14.5,14.75,14.0,13.497161865234377,200300,0.0,
2000-08-17 00:00:00+00:00,14.53125,17.375,14.25,16.376554489135742,556600,0.0,
2000-08-18 00:00:00+00:00,18.21875,18.625,16.75,16.79646873474121,374700,0.0,
2000-08-21 00:00:00+00:00,17.8125,18.0625,15.5,15.23679542541504,249700,0.0,
2000-08-22 00:00:00+00:00,15.78125,17.25,14.25,13.857086181640623,178700,0.0,
2000-08-23 00:00:00+00:00,15.375,15.75,14.25,15.116822242736816,223900,0.0,
2000-08-24 00:00:00+00:00,15.625,16.3125,15.0,15.17680835723877,78200,0.0,
2000-08-25 00:00:00+00:00,16.1875,16.25,14.875,14.636922836303713,62400,0.0,
2000-08-28 00:00:00+00:00,15.21875,15.3125,14.0,13.677123069763184,200400,0.0,
2000-08-29 00:00:00+00:00,14.125,15.1875,14.0625,14.336986541748049,237900,0.0,
2000-08-30 00:00:00+00:00,14.25,15.6875,14.25,14.157024383544922,93300,0.0,
2000-08-31 00:00:00+00:00,14.8125,15.0,14.125,14.396971702575684,196500,0.0,
2000-09-01 00:00:00+00:00,14.75,14.875,14.5,14.157024383544922,168100,0.0,
2000-09-05 00:00:00+00:00,14.875,16.25,14.75,14.636922836303713,114300,0.0,
2000-09-06 00:00:00+00:00,15.375,15.5,14.5,14.03704833984375,89100,0.0,
2000-09-07 00:00:00+00:00,14.65625,14.65625,14.0,13.437172889709473,144100,0.0,
2000-09-08 00:00:00+00:00,14.1875,14.375,13.9375,13.437172889709473,35100,0.0,
2000-09-11 00:00:00+00:00,14.25,14.25,12.75,12.83730125427246,285600,0.0,
2000-09-12 00:00:00+00:00,13.34375,13.5625,12.875,12.83730125427246,181400,0.0,
2000-09-13 00:00:00+00:00,13.5,13.5,12.875,12.35740089416504,138500,0.0,
2000-09-14 00:00:00+00:00,13.5,13.5,12.25,12.35740089416504,100700,0.0,
2000-09-15 00:00:00+00:00,12.625,12.625,11.0,11.39760398864746,222400,0.0,
2000-09-18 00:00:00+00:00,13.5,14.234375,12.75,13.31719970703125,820800,0.0,
2000-09-19 00:00:00+00:00,13.875,14.75,13.5625,14.097033500671388,393300,0.0,
2000-09-20 00:00:00+00:00,15.21875,17.5625,15.0,16.436542510986328,746800,0.0,
2000-09-21 00:00:00+00:00,17.53125,17.75,17.0,16.856454849243164,353200,0.0,
2000-09-22 00:00:00+00:00,17.03125,17.5,16.25,16.736478805541992,291900,0.0,
2000-09-25 00:00:00+00:00,17.875,18.8125,17.5,17.51631736755371,116200,0.0,
2000-09-26 00:00:00+00:00,19.25,21.125,18.75,19.25595092773437,165700,0.0,
2000-09-27 00:00:00+00:00,20.5,21.625,20.25,20.395713806152344,210300,0.0,
2000-09-28 00:00:00+00:00,20.8125,21.8125,15.625,18.23616600036621,418700,0.0,
2000-09-29 00:00:00+00:00,18.40625,18.875,16.0,17.87624168395996,375800,0.0,
2000-10-02 00:00:00+00:00,18.5625,18.5625,16.0625,16.316570281982422,128000,0.0,
2000-10-03 00:00:00+00:00,17.25,17.25,15.0,14.396971702575684,84000,0.0,
2000-10-04 00:00:00+00:00,15.34375,15.9375,14.8125,15.296783447265623,70600,0.0,
2000-10-05 00:00:00+00:00,15.3125,16.5625,14.5,14.51694679260254,117600,0.0,
2000-10-06 00:00:00+00:00,15.125,15.5,13.0,13.31719970703125,182100,0.0,
2000-10-09 00:00:00+00:00,14.109375,14.125,13.375,13.07724952697754,131000,0.0,
2000-10-10 00:00:00+00:00,13.6875,13.75,12.625,12.117450714111328,135500,0.0,
2000-10-11 00:00:00+00:00,12.75,13.1875,12.625,12.297411918640137,255300,0.0,
2000-10-12 00:00:00+00:00,13.25,13.25,12.0625,11.997477531433104,193200,0.0,
2000-10-13 00:00:00+00:00,12.4375,13.625,11.75,12.53736400604248,130200,0.0,
2000-10-16 00:00:00+00:00,13.0,15.25,12.875,14.45695972442627,60200,0.0,
2000-10-17 00:00:00+00:00,14.625,16.0,14.625,14.097033500671388,58600,0.0,
2000-10-18 00:00:00+00:00,13.5,14.0,12.75,12.717326164245604,97100,0.0,
2000-10-19 00:00:00+00:00,13.5,18.125,13.5,17.39634132385254,90500,0.0,
2000-10-20 00:00:00+00:00,18.15625,18.25,16.6875,16.316570281982422,91000,0.0,
2000-10-23 00:00:00+00:00,18.125,18.125,16.75,16.79646873474121,146300,0.0,
2000-10-24 00:00:00+00:00,17.25,18.75,17.25,17.216381072998047,124800,0.0,
2000-10-25 00:00:00+00:00,18.375,18.375,16.625,16.436542510986328,490800,0.0,
2000-10-26 00:00:00+00:00,16.8125,19.0,16.8125,16.436542510986328,88400,0.0,
2000-10-27 00:00:00+00:00,17.21875,17.375,15.5625,14.936857223510742,43700,0.0,
2000-10-30 00:00:00+00:00,15.5625,15.5625,14.5625,14.396971702575684,64200,0.0,
2000-10-31 00:00:00+00:00,14.875,15.3125,14.875,14.336986541748049,182500,0.0,
2000-11-01 00:00:00+00:00,14.9375,15.1875,14.875,14.51694679260254,167200,0.0,
2000-11-02 00:00:00+00:00,15.03125,15.1875,14.5625,14.396971702575684,121000,0.0,
2000-11-03 00:00:00+00:00,15.125,16.15625,14.890625,15.356769561767578,79900,0.0,
2000-11-06 00:00:00+00:00,16.25,17.0,14.75,14.336986541748049,50900,0.0,
2000-11-07 00:00:00+00:00,15.0,15.5,14.375,14.396971702575684,132300,0.0,
2000-11-08 00:00:00+00:00,14.96875,15.625,14.875,14.816883087158203,231500,0.0,
2000-11-09 00:00:00+00:00,15.4375,15.625,14.6875,14.51694679260254,120300,0.0,
2000-11-10 00:00:00+00:00,14.9375,15.5,14.9375,14.396971702575684,103600,0.0,
2000-11-13 00:00:00+00:00,15.21875,16.375,14.6875,15.596720695495604,163300,0.0,
2000-11-14 00:00:00+00:00,15.4375,17.125,15.4375,16.316570281982422,207100,0.0,
2000-11-15 00:00:00+00:00,17.234375,18.125,16.375,16.736478805541992,114500,0.0,
2000-11-16 00:00:00+00:00,17.5,17.75,17.0,16.736478805541992,68100,0.0,
2000-11-17 00:00:00+00:00,17.390625,17.75,17.0,16.496532440185547,81800,0.0,
2000-11-20 00:00:00+00:00,16.875,16.890625,16.375,15.776679039001465,84000,0.0,
2000-11-21 00:00:00+00:00,16.875,16.875,16.4375,15.836670875549316,107600,0.0,
2000-11-22 00:00:00+00:00,16.375,16.375,15.1875,15.116822242736816,103900,0.0,
2000-11-24 00:00:00+00:00,15.953125,17.125,15.8125,16.436542510986328,23400,0.0,
2000-11-27 00:00:00+00:00,17.0,19.4375,17.0,18.536102294921875,192400,0.0,
2000-11-28 00:00:00+00:00,19.125,19.125,18.0,17.336355209350586,122100,0.0,
2000-11-29 00:00:00+00:00,18.25,18.5,17.265625,17.216381072998047,104700,0.0,
2000-11-30 00:00:00+00:00,17.515625,17.625,16.375,16.316570281982422,269100,0.0,
2000-12-01 00:00:00+00:00,16.625,18.125,15.875,16.436542510986328,242300,0.0,
2000-12-04 00:00:00+00:00,17.125,17.8125,17.0625,16.79646873474121,26700,0.0,
2000-12-05 00:00:00+00:00,17.75,18.625,17.0,17.39634132385254,106700,0.0,
2000-12-06 00:00:00+00:00,18.4375,18.4375,16.75,16.07662010192871,88700,0.0,
2000-12-07 00:00:00+00:00,16.875,17.8125,15.84375,15.596720695495604,89300,0.0,
2000-12-08 00:00:00+00:00,16.734375,17.0625,16.1875,15.596720695495604,48600,0.0,
2000-12-11 00:00:00+00:00,16.25,16.8125,16.0,15.596720695495604,112800,0.0,
2000-12-12 00:00:00+00:00,16.125,16.25,16.0,15.536733627319336,94900,0.0,
2000-12-13 00:00:00+00:00,16.71875,17.0,16.0,15.416757583618164,65900,0.0,
2000-12-14 00:00:00+00:00,16.25,16.875,15.75,15.356769561767578,55500,0.0,
2000-12-15 00:00:00+00:00,15.75,15.75,15.0,14.396971702575684,75700,0.0,
2000-12-18 00:00:00+00:00,15.015625,15.3125,14.9375,14.396971702575684,56900,0.0,
2000-12-19 00:00:00+00:00,14.9375,15.875,14.75,14.336986541748049,85400,0.0,
2000-12-20 00:00:00+00:00,15.0,15.0,13.375,13.857086181640623,102900,0.0,
2000-12-21 00:00:00+00:00,14.0,14.4375,12.75,13.557147026062012,169200,0.0,
2000-12-22 00:00:00+00:00,13.75,14.5625,13.375,13.437172889709473,88900,0.0,
2000-12-26 00:00:00+00:00,14.0,14.5,12.25,12.477375030517578,128600,0.0,
2000-12-27 00:00:00+00:00,12.578125,13.5,12.125,12.957274436950684,76200,0.0,
2000-12-28 00:00:00+00:00,12.609375,16.25,12.5,13.917073249816896,199200,0.0,
2000-12-29 00:00:00+00:00,14.15625,16.5,13.625,15.836670875549316,279600,0.0,
2001-01-02 00:00:00+00:00,16.28125,16.28125,13.6875,13.31719970703125,139600,0.0,
2001-01-03 00:00:00+00:00,13.84375,15.125,13.125,14.157024383544922,65800,0.0,
2001-01-04 00:00:00+00:00,14.3125,15.25,13.625,13.07724952697754,47100,0.0,
2001-01-05 00:00:00+00:00,13.75,14.0,12.75,12.297411918640137,61600,0.0,
2001-01-08 00:00:00+00:00,13.375,13.5625,11.8125,11.517578125,48800,0.0,
2001-01-09 00:00:00+00:00,12.125,12.125,11.125,11.21764087677002,124500,0.0,
2001-01-10 00:00:00+00:00,11.625,14.0,11.625,11.997477531433104,45000,0.0,
2001-01-11 00:00:00+00:00,12.875,14.125,12.6875,13.197223663330078,103100,0.0,
2001-01-12 00:00:00+00:00,13.6875,15.25,13.25,14.276997566223145,162400,0.0,
2001-01-16 00:00:00+00:00,15.015625,15.75,14.375,14.336986541748049,145400,0.0,
2001-01-17 00:00:00+00:00,15.0,15.25,14.375,13.917073249816896,129600,0.0,
2001-01-18 00:00:00+00:00,14.375,14.5,13.75,13.437172889709473,108700,0.0,
2001-01-19 00:00:00+00:00,14.0,14.0,12.0,11.577566146850586,75800,0.0,
2001-01-22 00:00:00+00:00,12.25,12.5,11.75,11.817513465881348,102000,0.0,
2001-01-23 00:00:00+00:00,12.25,12.25,11.5,11.277626991271973,83500,0.0,
2001-01-24 00:00:00+00:00,11.59375,11.75,11.0,11.157651901245115,140600,0.0,
2001-01-25 00:00:00+00:00,11.625,11.75,11.375,11.277626991271973,84500,0.0,
2001-01-26 00:00:00+00:00,11.9375,12.5,11.5,11.877501487731934,91200,0.0,
2001-01-29 00:00:00+00:00,12.5,12.75,12.1875,11.997477531433104,60700,0.0,
2001-01-30 00:00:00+00:00,12.484375,14.75,12.25,13.857086181640623,808700,0.0,
2001-01-31 00:00:00+00:00,15.0,16.0,14.125,13.737110137939451,277300,0.0,
2001-02-01 00:00:00+00:00,14.53125,14.9375,14.125,14.03704833984375,102600,0.0,
2001-02-02 00:00:00+00:00,15.0,15.0,14.125,13.857086181640623,54700,0.0,
2001-02-05 00:00:00+00:00,14.625,14.625,13.0625,12.627345085144045,58200,0.0,
2001-02-06 00:00:00+00:00,13.1875,13.9375,13.0,12.53736400604248,46200,0.0,
2001-02-07 00:00:00+00:00,13.5,13.5,12.0625,11.877501487731934,57400,0.0,
2001-02-08 00:00:00+00:00,12.859375,12.9375,11.75,12.14744472503662,189500,0.0,
2001-02-09 00:00:00+00:00,12.859375,12.9375,11.8125,11.93748950958252,128600,0.0,
2001-02-12 00:00:00+00:00,12.5,13.0,12.4375,11.997477531433104,18600,0.0,
2001-02-13 00:00:00+00:00,13.125,13.5,12.75,12.59735107421875,44100,0.0,
2001-02-14 00:00:00+00:00,13.125,13.25,12.0,11.517578125,23900,0.0,
