date,LEE_Open,LEE_High,LEE_Low,LEE_Close,LEE_Volume,LEE_Dividends,LEE_Stock Splits
1980-03-17 00:00:00+00:00,0.0,23.59375,22.8125,12.792108535766602,2320,0.0,
1980-03-18 00:00:00+00:00,0.0,22.96875,22.8125,12.705666542053224,1600,0.0,
1980-03-19 00:00:00+00:00,0.0,22.65625,22.65625,12.53280544281006,1760,0.0,
1980-03-20 00:00:00+00:00,0.0,22.96875,22.65625,12.53280544281006,320,0.0,
1980-03-21 00:00:00+00:00,0.0,22.96875,22.65625,12.53280544281006,720,0.0,
1980-03-24 00:00:00+00:00,0.0,22.5,21.875,12.100635528564451,17280,0.0,
1980-03-25 00:00:00+00:00,0.0,22.5,21.875,12.446369171142578,3920,0.0,
1980-03-26 00:00:00+00:00,0.0,23.125,22.65625,12.705666542053224,1040,0.0,
1980-03-27 00:00:00+00:00,0.0,22.65625,21.875,12.100635528564451,1600,0.0,
1980-03-28 00:00:00+00:00,0.0,22.1875,21.5625,12.273502349853516,4080,0.0,
1980-03-31 00:00:00+00:00,0.0,22.8125,22.34375,12.619239807128906,1040,0.0,
1980-04-01 00:00:00+00:00,0.0,22.65625,22.5,12.446369171142578,1840,0.0,
1980-04-02 00:00:00+00:00,0.0,23.125,22.8125,12.792108535766602,720,0.0,
1980-04-03 00:00:00+00:00,0.0,22.96875,22.5,12.705666542053224,1360,0.0,
1980-04-07 00:00:00+00:00,0.0,23.125,23.125,12.792108535766602,400,0.0,
1980-04-08 00:00:00+00:00,0.0,23.125,22.34375,12.792108535766602,1840,0.0,
1980-04-09 00:00:00+00:00,0.0,23.59375,23.125,13.051403045654297,4080,0.0,
1980-04-10 00:00:00+00:00,0.0,24.375,23.75,13.48357105255127,1040,0.0,
1980-04-11 00:00:00+00:00,0.0,24.6875,24.6875,13.65643310546875,320,0.0,
1980-04-14 00:00:00+00:00,0.0,24.375,23.75,13.13783359527588,480,0.0,
1980-04-15 00:00:00+00:00,0.0,25.0,24.84375,13.829299926757812,1040,0.0,
1980-04-16 00:00:00+00:00,0.0,25.0,24.53125,13.569998741149902,2800,0.0,
1980-04-17 00:00:00+00:00,0.0,24.375,23.90625,13.310705184936523,2160,0.0,
1980-04-18 00:00:00+00:00,0.0,24.84375,24.21875,13.397138595581056,1440,0.0,
1980-04-21 00:00:00+00:00,0.0,24.375,23.90625,13.48357105255127,560,0.0,
1980-04-22 00:00:00+00:00,0.0,25.3125,24.375,14.002164840698242,1120,0.0,
1980-04-23 00:00:00+00:00,0.0,24.53125,24.53125,13.569998741149902,4000,0.0,
1980-04-24 00:00:00+00:00,0.0,24.21875,23.90625,13.224273681640623,9520,0.0,
1980-04-25 00:00:00+00:00,0.0,23.75,23.75,13.13783359527588,1120,0.0,
1980-04-28 00:00:00+00:00,0.0,23.59375,23.59375,13.051403045654297,1120,0.0,
1980-04-29 00:00:00+00:00,0.0,23.59375,23.59375,13.051403045654297,4560,0.0,
1980-04-30 00:00:00+00:00,0.0,23.125,23.125,12.792108535766602,9520,0.0,
1980-05-01 00:00:00+00:00,0.0,23.125,23.125,12.792108535766602,80,0.0,
1980-05-02 00:00:00+00:00,0.0,22.96875,22.8125,12.619239807128906,1200,0.0,
1980-05-05 00:00:00+00:00,0.0,22.96875,22.96875,12.705666542053224,480,0.0,
1980-05-06 00:00:00+00:00,0.0,22.65625,22.5,12.446369171142578,1280,0.0,
1980-05-07 00:00:00+00:00,0.0,22.96875,22.5,12.705666542053224,14480,0.0,
1980-05-08 00:00:00+00:00,0.0,22.5,22.5,12.446369171142578,12320,0.0,
1980-05-09 00:00:00+00:00,0.0,23.125,22.96875,12.705666542053224,2240,0.0,
1980-05-12 00:00:00+00:00,0.0,23.4375,22.96875,12.964974403381348,800,0.0,
1980-05-13 00:00:00+00:00,0.0,23.75,23.4375,13.051403045654297,960,0.0,
1980-05-14 00:00:00+00:00,0.0,23.75,23.59375,13.051403045654297,800,0.0,
1980-05-15 00:00:00+00:00,0.0,23.59375,23.59375,13.051403045654297,80,0.0,
1980-05-16 00:00:00+00:00,0.0,24.0625,23.90625,13.224273681640623,1520,0.0,
1980-05-19 00:00:00+00:00,0.0,23.90625,23.90625,13.224273681640623,400,0.0,
1980-05-20 00:00:00+00:00,0.0,23.59375,23.59375,13.051403045654297,400,0.0,
1980-05-21 00:00:00+00:00,0.0,23.4375,23.4375,12.964974403381348,720,0.0,
1980-05-22 00:00:00+00:00,0.0,23.59375,23.4375,12.964974403381348,1760,0.0,
1980-05-23 00:00:00+00:00,0.0,23.59375,23.59375,13.051403045654297,1520,0.0,
1980-05-27 00:00:00+00:00,0.0,24.0625,23.4375,13.13783359527588,1280,0.0,
1980-05-28 00:00:00+00:00,0.0,23.75,23.75,13.13783359527588,720,0.0,
1980-05-29 00:00:00+00:00,0.0,23.59375,23.4375,12.964974403381348,800,0.0,
1980-05-30 00:00:00+00:00,0.0,23.59375,23.28125,13.051403045654297,720,0.0,
1980-06-02 00:00:00+00:00,0.0,23.75,23.4375,12.964974403381348,5040,0.0,
1980-06-03 00:00:00+00:00,0.0,23.4375,23.4375,12.964974403381348,320,0.0,
1980-06-04 00:00:00+00:00,0.0,23.75,23.75,13.13783359527588,400,0.0,
1980-06-05 00:00:00+00:00,0.0,24.21875,24.21875,13.397138595581056,480,0.0,
1980-06-06 00:00:00+00:00,0.0,25.46875,24.53125,14.088603019714355,3440,0.0,
1980-06-09 00:00:00+00:00,0.0,25.9375,25.625,14.347901344299316,800,0.0,
1980-06-10 00:00:00+00:00,0.0,26.25,26.25,14.520766258239746,800,0.0,
1980-06-11 00:00:00+00:00,0.0,26.5625,26.25,14.693631172180176,3040,0.0,
1980-06-12 00:00:00+00:00,0.0,26.25,25.625,14.520766258239746,6720,0.0,
1980-06-13 00:00:00+00:00,0.0,26.25,26.25,14.520766258239746,640,0.0,
1980-06-16 00:00:00+00:00,0.0,26.25,26.25,14.520766258239746,160,0.0,
1980-06-17 00:00:00+00:00,0.0,26.25,26.25,14.520766258239746,1520,0.0,
1980-06-18 00:00:00+00:00,0.0,25.9375,25.78125,14.261466979980469,1280,0.0,
1980-06-19 00:00:00+00:00,0.0,25.625,25.3125,14.002164840698242,3440,0.0,
1980-06-20 00:00:00+00:00,0.0,25.625,25.15625,14.175029754638672,1200,0.0,
1980-06-23 00:00:00+00:00,0.0,25.625,25.3125,14.002164840698242,480,0.0,
1980-06-24 00:00:00+00:00,0.0,25.0,25.0,13.829299926757812,960,0.0,
