date,GHI_Open,GHI_High,GHI_Low,GHI_Close,GHI_Volume,GHI_Dividends,GHI_Stock Splits
1986-04-02 00:00:00+00:00,64.24302673339844,64.24302673339844,61.25497817993164,2.1279687881469727,4284,0.0,
1986-04-03 00:00:00+00:00,61.25497817993164,64.24302673339844,61.25497817993164,2.1279687881469727,5254,0.0,
1986-04-04 00:00:00+00:00,61.25497817993164,63.49601745605469,61.25497817993164,2.1279687881469727,2644,0.0,
1986-04-07 00:00:00+00:00,61.25497817993164,62.001991271972656,59.76095581054688,2.0760672092437744,2510,0.0,
1986-04-08 00:00:00+00:00,60.50796890258789,62.74900436401367,60.50796890258789,2.1020185947418213,3949,0.0,
1986-04-09 00:00:00+00:00,60.50796890258789,62.74900436401367,60.50796890258789,2.1020185947418213,2510,0.0,
1986-04-10 00:00:00+00:00,61.25497817993164,63.49601745605469,61.25497817993164,2.1279687881469727,4384,0.0,
1986-04-11 00:00:00+00:00,63.49601745605469,66.48406219482422,63.49601745605469,2.2058184146881104,3146,0.0,
1986-04-14 00:00:00+00:00,63.49601745605469,66.48406219482422,63.49601745605469,2.2058184146881104,5689,0.0,
1986-04-15 00:00:00+00:00,63.49601745605469,64.24302673339844,61.25497817993164,2.1279687881469727,4183,0.0,
1986-04-16 00:00:00+00:00,62.001991271972656,64.99004364013672,62.001991271972656,2.1539201736450195,3715,0.0,
1986-04-17 00:00:00+00:00,62.74900436401367,65.73705291748047,62.74900436401367,2.179868698120117,4317,0.0,
1986-04-18 00:00:00+00:00,62.74900436401367,64.24302673339844,61.25497817993164,2.1279687881469727,3079,0.0,
1986-04-21 00:00:00+00:00,63.49601745605469,65.73705291748047,63.49601745605469,2.2058184146881104,3213,0.0,
1986-04-22 00:00:00+00:00,63.49601745605469,66.48406219482422,63.49601745605469,2.2058184146881104,3012,0.0,
1986-04-23 00:00:00+00:00,64.99004364013672,67.97808837890625,64.99004364013672,2.2577221393585205,4485,0.0,
1986-04-24 00:00:00+00:00,64.99004364013672,67.2310791015625,64.24302673339844,2.24643611907959,2108,0.424303,
1986-04-25 00:00:00+00:00,64.99004364013672,67.97808837890625,64.99004364013672,2.272557258605957,4016,0.0,
1986-04-28 00:00:00+00:00,64.99004364013672,66.48406219482422,64.24302673339844,2.24643611907959,4083,0.0,
1986-04-29 00:00:00+00:00,64.24302673339844,65.73705291748047,63.49601745605469,2.220315933227539,4083,0.0,
1986-04-30 00:00:00+00:00,64.24302673339844,66.48406219482422,64.24302673339844,2.24643611907959,2108,0.0,
1986-05-01 00:00:00+00:00,64.24302673339844,65.73705291748047,63.49601745605469,2.220315933227539,1406,0.0,
1986-05-02 00:00:00+00:00,63.49601745605469,64.99004364013672,62.74900436401367,2.1941940784454346,4183,0.0,
1986-05-05 00:00:00+00:00,62.74900436401367,64.99004364013672,62.74900436401367,2.1941940784454346,1874,0.0,
1986-05-06 00:00:00+00:00,62.74900436401367,64.99004364013672,62.001991271972656,2.272557258605957,4685,0.0,
1986-05-07 00:00:00+00:00,64.99004364013672,67.2310791015625,63.49601745605469,2.272557258605957,7128,0.0,
1986-05-08 00:00:00+00:00,64.99004364013672,67.2310791015625,64.99004364013672,2.350924015045166,2543,0.0,
1986-05-09 00:00:00+00:00,67.2310791015625,67.2310791015625,64.99004364013672,2.350924015045166,5087,0.0,
1986-05-12 00:00:00+00:00,66.48406219482422,66.48406219482422,64.24302673339844,2.285619735717773,5656,0.0,
1986-05-13 00:00:00+00:00,65.3635482788086,66.48406219482422,64.24302673339844,2.324801445007324,3949,0.0,
1986-05-14 00:00:00+00:00,66.48406219482422,66.48406219482422,64.24302673339844,2.2986810207366943,2811,0.0,
