date,FDP_Open,FDP_High,FDP_Low,FDP_Close,FDP_Volume,FDP_Dividends,FDP_Stock Splits
1998-02-10 00:00:00+00:00,14.125,14.625,14.125,10.274701118469238,154500,0.0,
1998-02-11 00:00:00+00:00,14.625,15.0,14.5625,10.5381498336792,274900,0.0,
1998-02-12 00:00:00+00:00,15.0,15.25,14.75,10.362516403198242,82700,0.0,
1998-02-13 00:00:00+00:00,14.6875,15.0,14.6875,10.5381498336792,36400,0.0,
1998-02-17 00:00:00+00:00,15.125,16.1875,15.125,11.108970642089844,282300,0.0,
1998-02-18 00:00:00+00:00,15.875,15.875,15.375,10.845513343811035,111600,0.0,
1998-02-19 00:00:00+00:00,15.5,15.5,14.9375,10.494242668151855,66800,0.0,
1998-02-20 00:00:00+00:00,14.9375,15.1875,14.9375,10.582059860229492,20300,0.0,
1998-02-23 00:00:00+00:00,15.0625,15.625,14.9375,10.88942527770996,201800,0.0,
1998-02-24 00:00:00+00:00,15.625,15.8125,15.375,11.065058708190918,133900,0.0,
1998-02-25 00:00:00+00:00,15.9375,16.125,15.75,11.108970642089844,190900,0.0,
1998-02-26 00:00:00+00:00,15.5625,15.875,15.25,10.845513343811035,98100,0.0,
1998-02-27 00:00:00+00:00,15.5,15.625,15.4375,10.845513343811035,31900,0.0,
1998-03-02 00:00:00+00:00,15.5625,15.75,15.5625,10.977238655090332,96700,0.0,
1998-03-03 00:00:00+00:00,15.75,15.875,15.75,11.065058708190918,71400,0.0,
1998-03-04 00:00:00+00:00,15.75,15.8125,15.0,10.5381498336792,164600,0.0,
1998-03-05 00:00:00+00:00,15.0,15.0,14.75,10.362516403198242,155200,0.0,
1998-03-06 00:00:00+00:00,15.0,15.375,15.0,10.582059860229492,71100,0.0,
1998-03-09 00:00:00+00:00,15.0625,15.25,15.0625,10.713788032531738,27700,0.0,
1998-03-10 00:00:00+00:00,15.125,15.25,15.0625,10.582059860229492,33200,0.0,
1998-03-11 00:00:00+00:00,15.0625,15.25,15.0625,10.713788032531738,50900,0.0,
1998-03-12 00:00:00+00:00,15.0625,15.0625,14.75,10.582059860229492,77200,0.0,
1998-03-13 00:00:00+00:00,15.125,15.3125,15.125,10.713788032531738,36900,0.0,
1998-03-16 00:00:00+00:00,15.375,15.625,15.3125,10.933332443237305,23500,0.0,
1998-03-17 00:00:00+00:00,15.4375,15.9375,15.4375,11.065058708190918,100000,0.0,
1998-03-18 00:00:00+00:00,15.625,15.875,15.625,11.152878761291504,26800,0.0,
1998-03-19 00:00:00+00:00,15.9375,15.9375,15.75,11.065058708190918,51200,0.0,
1998-03-20 00:00:00+00:00,15.625,16.0,15.625,11.240694999694824,107900,0.0,
1998-03-23 00:00:00+00:00,15.9375,15.9375,15.75,11.108970642089844,65500,0.0,
1998-03-24 00:00:00+00:00,15.75,15.75,15.625,10.977238655090332,24500,0.0,
1998-03-25 00:00:00+00:00,15.5,15.8125,15.5,11.108970642089844,71500,0.0,
1998-03-26 00:00:00+00:00,15.6875,15.6875,15.125,10.801608085632324,37700,0.0,
1998-03-27 00:00:00+00:00,15.375,15.5,15.125,10.669878005981444,58200,0.0,
1998-03-30 00:00:00+00:00,15.0625,15.25,15.0,10.713788032531738,16600,0.0,
1998-03-31 00:00:00+00:00,15.375,15.5625,15.3125,10.845513343811035,41300,0.0,
1998-04-01 00:00:00+00:00,15.5,16.0,15.3125,11.240694999694824,87800,0.0,
1998-04-02 00:00:00+00:00,16.0,16.25,15.875,11.328516960144045,132600,0.0,
1998-04-03 00:00:00+00:00,16.0,16.1875,16.0,11.240694999694824,44000,0.0,
1998-04-06 00:00:00+00:00,16.0,16.125,16.0,11.328516960144045,53600,0.0,
1998-04-07 00:00:00+00:00,16.25,16.25,16.0625,11.284602165222168,81500,0.0,
1998-04-08 00:00:00+00:00,16.0625,16.0625,16.0,11.240694999694824,41000,0.0,
1998-04-09 00:00:00+00:00,16.0,16.125,16.0,11.328516960144045,32700,0.0,
1998-04-13 00:00:00+00:00,16.125,16.5625,16.125,11.635873794555664,148700,0.0,
1998-04-14 00:00:00+00:00,16.5625,16.6875,16.5625,11.635873794555664,97600,0.0,
1998-04-15 00:00:00+00:00,16.5625,16.8125,16.5,11.767600059509276,130300,0.0,
1998-04-16 00:00:00+00:00,16.75,16.875,16.5625,11.767600059509276,75100,0.0,
1998-04-17 00:00:00+00:00,16.625,16.8125,16.5,11.59196662902832,55500,0.0,
1998-04-20 00:00:00+00:00,16.5,16.625,16.125,11.328516960144045,71800,0.0,
1998-04-21 00:00:00+00:00,16.25,16.375,16.1875,11.460240364074709,94900,0.0,
1998-04-22 00:00:00+00:00,16.375,16.875,16.375,11.855419158935549,67200,0.0,
1998-04-23 00:00:00+00:00,16.8125,17.0,16.6875,11.811511993408203,115800,0.0,
1998-04-24 00:00:00+00:00,16.875,16.875,16.5625,11.635873794555664,53300,0.0,
1998-04-27 00:00:00+00:00,16.4375,16.4375,16.3125,11.460240364074709,67100,0.0,
1998-04-28 00:00:00+00:00,16.375,16.4375,16.25,11.416330337524414,23200,0.0,
1998-04-29 00:00:00+00:00,16.25,16.3125,16.1875,11.416330337524414,14400,0.0,
1998-04-30 00:00:00+00:00,16.4375,17.1875,16.4375,11.987149238586426,144300,0.0,
1998-05-01 00:00:00+00:00,17.5,18.125,17.375,12.645784378051758,283300,0.0,
1998-05-04 00:00:00+00:00,18.0,18.1875,18.0,12.645784378051758,119000,0.0,
1998-05-05 00:00:00+00:00,18.125,18.1875,18.0625,12.689687728881836,148500,0.0,
1998-05-06 00:00:00+00:00,18.25,18.5,18.1875,12.909235000610352,149700,0.0,
1998-05-07 00:00:00+00:00,18.375,18.5,18.3125,12.953145027160645,169900,0.0,
1998-05-08 00:00:00+00:00,18.5,19.9375,18.5,13.611781120300291,381700,0.0,
1998-05-11 00:00:00+00:00,19.5,19.5,18.625,13.08487319946289,104700,0.0,
1998-05-12 00:00:00+00:00,18.5625,18.625,18.25,12.997056007385254,90900,0.0,
1998-05-13 00:00:00+00:00,18.5,18.75,18.5,12.997056007385254,53400,0.0,
1998-05-14 00:00:00+00:00,18.4375,18.5,18.375,12.997056007385254,24600,0.0,
1998-05-15 00:00:00+00:00,18.5,18.625,18.5,13.04096508026123,42000,0.0,
1998-05-18 00:00:00+00:00,18.5,18.625,18.5,13.08487319946289,97400,0.0,
1998-05-19 00:00:00+00:00,18.625,18.625,18.5,13.04096508026123,58100,0.0,
1998-05-20 00:00:00+00:00,18.5,18.625,18.5,13.08487319946289,40600,0.0,
1998-05-21 00:00:00+00:00,18.625,19.0,18.625,13.34832000732422,61500,0.0,
1998-05-22 00:00:00+00:00,18.9375,19.75,18.9375,13.7874174118042,163900,0.0,
1998-05-26 00:00:00+00:00,19.75,19.8125,18.5,13.04096508026123,106400,0.0,
1998-05-27 00:00:00+00:00,18.375,18.5625,18.25,12.997056007385254,179500,0.0,
1998-05-28 00:00:00+00:00,18.375,18.6875,18.375,13.08487319946289,38000,0.0,
1998-05-29 00:00:00+00:00,19.125,19.3125,19.0,13.43614101409912,186800,0.0,
1998-06-01 00:00:00+00:00,19.125,19.1875,18.5625,13.08487319946289,113900,0.0,
1998-06-02 00:00:00+00:00,18.6875,18.875,18.625,13.260506629943848,74900,0.0,
1998-06-03 00:00:00+00:00,18.875,19.1875,18.8125,13.34832000732422,134800,0.0,
1998-06-04 00:00:00+00:00,19.0,19.25,19.0,13.523959159851074,102400,0.0,
1998-06-05 00:00:00+00:00,19.3125,19.625,19.3125,13.74350929260254,41700,0.0,
1998-06-08 00:00:00+00:00,19.5625,19.5625,19.25,13.611781120300291,81200,0.0,
1998-06-09 00:00:00+00:00,19.3125,19.5625,19.25,13.523959159851074,149700,0.0,
1998-06-10 00:00:00+00:00,19.3125,19.375,19.25,13.523959159851074,40800,0.0,
1998-06-11 00:00:00+00:00,19.1875,19.25,18.9375,13.30441951751709,56900,0.0,
1998-06-12 00:00:00+00:00,19.0625,19.125,18.9375,13.30441951751709,41500,0.0,
1998-06-15 00:00:00+00:00,18.75,18.75,18.4375,12.997056007385254,37900,0.0,
1998-06-16 00:00:00+00:00,18.625,18.625,18.5,13.08487319946289,160900,0.0,
1998-06-17 00:00:00+00:00,18.625,18.75,18.5625,13.04096508026123,12200,0.0,
1998-06-18 00:00:00+00:00,18.6875,18.8125,18.625,13.21660041809082,33900,0.0,
1998-06-19 00:00:00+00:00,18.75,18.875,18.6875,13.172689437866213,15100,0.0,
1998-06-22 00:00:00+00:00,18.8125,19.0,18.75,13.34832000732422,89500,0.0,
1998-06-23 00:00:00+00:00,19.0,19.0,18.75,13.21660041809082,52600,0.0,
1998-06-24 00:00:00+00:00,18.9375,19.125,18.75,13.43614101409912,46500,0.0,
1998-06-25 00:00:00+00:00,19.0625,19.125,19.0,13.392234802246094,147600,0.0,
1998-06-26 00:00:00+00:00,19.0,19.125,18.875,13.30441951751709,10200,0.0,
1998-06-29 00:00:00+00:00,18.875,19.0,18.8125,13.21660041809082,33600,0.0,
1998-06-30 00:00:00+00:00,18.875,19.1875,18.875,13.30441951751709,114700,0.0,
1998-07-01 00:00:00+00:00,18.9375,19.375,18.9375,13.567867279052734,32500,0.0,
1998-07-02 00:00:00+00:00,19.0625,19.375,19.0625,13.43614101409912,55900,0.0,
1998-07-06 00:00:00+00:00,19.25,19.375,19.125,13.43614101409912,13700,0.0,
1998-07-07 00:00:00+00:00,19.25,19.375,19.125,13.567867279052734,15100,0.0,
1998-07-08 00:00:00+00:00,19.3125,19.5,19.3125,13.567867279052734,14200,0.0,
1998-07-09 00:00:00+00:00,19.25,19.375,19.1875,13.611781120300291,9300,0.0,
1998-07-10 00:00:00+00:00,19.375,20.125,19.375,13.963051795959473,74400,0.0,
1998-07-13 00:00:00+00:00,19.875,20.125,19.875,14.138680458068848,45800,0.0,
1998-07-14 00:00:00+00:00,20.0625,20.1875,20.0,14.182591438293455,30000,0.0,
1998-07-15 00:00:00+00:00,20.125,20.1875,20.0,14.050869941711426,32600,0.0,
1998-07-16 00:00:00+00:00,20.125,20.125,20.0,14.050869941711426,18600,0.0,
1998-07-17 00:00:00+00:00,20.0,20.0625,19.875,13.963051795959473,118400,0.0,
1998-07-20 00:00:00+00:00,20.125,20.125,19.5625,13.963051795959473,126500,0.0,
1998-07-21 00:00:00+00:00,19.9375,20.1875,19.5625,13.74350929260254,89800,0.0,
1998-07-22 00:00:00+00:00,19.5625,19.5625,18.625,13.08487319946289,106100,0.0,
1998-07-23 00:00:00+00:00,18.8125,19.0,17.5,12.821414947509766,99600,0.0,
1998-07-24 00:00:00+00:00,18.25,18.8125,18.25,13.08487319946289,29900,0.0,
1998-07-27 00:00:00+00:00,18.5,18.875,18.5,13.172689437866213,27700,0.0,
1998-07-28 00:00:00+00:00,18.9375,18.9375,18.0,12.733593940734863,162200,0.0,
1998-07-29 00:00:00+00:00,18.125,18.125,17.875,12.645784378051758,43500,0.0,
1998-07-30 00:00:00+00:00,18.625,19.5,18.625,13.30441951751709,206300,0.0,
1998-07-31 00:00:00+00:00,19.0,19.0,18.75,13.172689437866213,181900,0.0,
1998-08-03 00:00:00+00:00,18.875,18.875,18.625,13.172689437866213,86200,0.0,
1998-08-04 00:00:00+00:00,18.8125,19.0,17.75,12.470149993896484,151700,0.0,
1998-08-05 00:00:00+00:00,17.75,17.75,17.125,12.470149993896484,108000,0.0,
1998-08-06 00:00:00+00:00,17.625,18.0,17.5,12.645784378051758,13300,0.0,
1998-08-07 00:00:00+00:00,18.375,18.625,18.3125,13.08487319946289,19000,0.0,
1998-08-10 00:00:00+00:00,18.5,18.5,18.0,12.997056007385254,76500,0.0,
1998-08-11 00:00:00+00:00,18.25,18.25,17.875,12.689687728881836,20300,0.0,
1998-08-12 00:00:00+00:00,18.0625,18.3125,17.125,12.11887550354004,151300,0.0,
1998-08-13 00:00:00+00:00,17.375,17.375,17.0,11.943236351013184,10900,0.0,
1998-08-14 00:00:00+00:00,17.125,17.375,17.0,12.03105926513672,58400,0.0,
1998-08-17 00:00:00+00:00,17.0,17.4375,17.0,12.25060749053955,9100,0.0,
1998-08-18 00:00:00+00:00,17.5,18.5,17.5,12.997056007385254,56400,0.0,
1998-08-19 00:00:00+00:00,18.5,18.5,18.0,12.645784378051758,40100,0.0,
1998-08-20 00:00:00+00:00,17.875,18.5,17.875,12.60187530517578,36600,0.0,
1998-08-21 00:00:00+00:00,17.8125,18.25,17.6875,12.733593940734863,33300,0.0,
1998-08-24 00:00:00+00:00,17.875,17.875,17.625,12.42623805999756,10000,0.0,
1998-08-25 00:00:00+00:00,17.625,18.25,17.625,12.689687728881836,48800,0.0,
1998-08-26 00:00:00+00:00,17.875,18.0,17.75,12.60187530517578,15300,0.0,
1998-08-27 00:00:00+00:00,17.6875,17.75,17.125,12.11887550354004,60000,0.0,
1998-08-28 00:00:00+00:00,17.0625,17.25,17.0,12.11887550354004,27500,0.0,
1998-08-31 00:00:00+00:00,17.0625,17.0625,16.0,11.240694999694824,36900,0.0,
1998-09-01 00:00:00+00:00,16.25,16.3125,15.9375,11.240694999694824,98300,0.0,
1998-09-02 00:00:00+00:00,16.125,16.4375,16.0,11.372421264648438,124900,0.0,
1998-09-03 00:00:00+00:00,16.0625,16.25,16.0,11.372421264648438,5500,0.0,
1998-09-04 00:00:00+00:00,16.25,16.3125,15.625,11.02114963531494,28400,0.0,
1998-09-08 00:00:00+00:00,15.9375,16.0,15.6875,11.065058708190918,35200,0.0,
1998-09-09 00:00:00+00:00,15.625,15.625,15.375,10.801608085632324,18700,0.0,
1998-09-10 00:00:00+00:00,15.375,15.625,15.25,10.713788032531738,15000,0.0,
1998-09-11 00:00:00+00:00,15.4375,15.4375,14.5625,10.230788230895996,95800,0.0,
1998-09-14 00:00:00+00:00,14.6875,14.875,14.625,10.450334548950195,17000,0.0,
1998-09-15 00:00:00+00:00,14.875,14.875,14.5,10.186881065368652,108400,0.0,
1998-09-16 00:00:00+00:00,14.5625,14.75,14.5,10.274701118469238,85100,0.0,
1998-09-17 00:00:00+00:00,14.6875,14.8125,14.5,10.362516403198242,13200,0.0,
1998-09-18 00:00:00+00:00,15.0,15.5,15.0,10.582059860229492,101300,0.0,
1998-09-21 00:00:00+00:00,14.875,14.875,14.5,10.318605422973633,21200,0.0,
1998-09-22 00:00:00+00:00,14.625,14.875,14.5,10.274701118469238,11700,0.0,
1998-09-23 00:00:00+00:00,14.5,15.125,14.5,10.5381498336792,7800,0.0,
1998-09-24 00:00:00+00:00,15.125,15.375,15.0625,10.713788032531738,96000,0.0,
1998-09-25 00:00:00+00:00,15.25,15.25,15.125,10.713788032531738,40400,0.0,
1998-09-28 00:00:00+00:00,15.25,15.375,15.125,10.713788032531738,13700,0.0,
1998-09-29 00:00:00+00:00,15.5,16.5,15.4375,11.59196662902832,131700,0.0,
1998-09-30 00:00:00+00:00,16.25,17.125,16.0,11.943236351013184,22100,0.0,
1998-10-01 00:00:00+00:00,16.75,16.875,15.75,11.152878761291504,77400,0.0,
1998-10-02 00:00:00+00:00,15.5,15.625,15.25,10.801608085632324,64700,0.0,
1998-10-05 00:00:00+00:00,15.25,15.5,15.1875,10.713788032531738,68300,0.0,
1998-10-06 00:00:00+00:00,15.375,15.5625,15.3125,10.88942527770996,10900,0.0,
1998-10-07 00:00:00+00:00,15.375,15.625,15.1875,10.669878005981444,62300,0.0,
1998-10-08 00:00:00+00:00,15.0,15.0,14.0,10.099061012268066,13100,0.0,
1998-10-09 00:00:00+00:00,14.5,15.5,14.5,10.88942527770996,11500,0.0,
1998-10-12 00:00:00+00:00,15.5,15.5,15.375,10.801608085632324,500,0.0,
1998-10-13 00:00:00+00:00,15.5,15.5,14.6875,10.450334548950195,19800,0.0,
1998-10-14 00:00:00+00:00,14.75,15.375,14.75,10.801608085632324,106000,0.0,
1998-10-15 00:00:00+00:00,15.25,16.0,15.25,11.240694999694824,5800,0.0,
1998-10-16 00:00:00+00:00,16.25,16.8125,16.25,11.767600059509276,45100,0.0,
1998-10-19 00:00:00+00:00,16.5,17.0,16.375,11.943236351013184,24400,0.0,
1998-10-20 00:00:00+00:00,17.25,17.5,17.25,12.11887550354004,46100,0.0,
1998-10-21 00:00:00+00:00,17.375,17.875,17.3125,12.206693649291992,64500,0.0,
1998-10-22 00:00:00+00:00,17.25,18.0,17.25,12.645784378051758,12200,0.0,
1998-10-23 00:00:00+00:00,17.875,17.875,16.25,11.723692893981934,135900,0.0,
1998-10-26 00:00:00+00:00,16.4375,16.5625,15.5,11.240694999694824,38200,0.0,
1998-10-27 00:00:00+00:00,16.125,16.125,15.875,11.240694999694824,10200,0.0,
1998-10-28 00:00:00+00:00,15.9375,16.5,15.875,11.416330337524414,80800,0.0,
1998-10-29 00:00:00+00:00,16.5,17.5,16.5,12.206693649291992,63000,0.0,
1998-10-30 00:00:00+00:00,17.4375,18.0,17.25,12.557964324951172,277300,0.0,
1998-11-02 00:00:00+00:00,17.75,18.375,17.625,12.865327835083008,88300,0.0,
1998-11-03 00:00:00+00:00,18.5,19.9375,18.5,13.875231742858888,383000,0.0,
1998-11-04 00:00:00+00:00,19.875,20.75,19.875,14.226506233215332,196200,0.0,
1998-11-05 00:00:00+00:00,20.3125,21.5,20.3125,15.104687690734863,190500,0.0,
1998-11-06 00:00:00+00:00,21.9375,21.9375,20.875,15.104687690734863,383800,0.0,
1998-11-09 00:00:00+00:00,22.25,23.625,22.25,16.158493041992188,373000,0.0,
1998-11-10 00:00:00+00:00,23.125,23.1875,22.5,15.807232856750488,350300,0.0,
1998-11-11 00:00:00+00:00,22.5,22.5,20.8125,14.665593147277832,207300,0.0,
1998-11-12 00:00:00+00:00,20.9375,21.25,20.5625,14.92905044555664,182000,0.0,
1998-11-13 00:00:00+00:00,21.1875,21.5,21.0,14.753414154052734,207300,0.0,
1998-11-16 00:00:00+00:00,21.25,22.0,21.125,15.192500114440918,100600,0.0,
1998-11-17 00:00:00+00:00,21.5625,21.875,21.5,15.104687690734863,87700,0.0,
1998-11-18 00:00:00+00:00,21.5,21.5625,21.0625,14.841231346130373,55900,0.0,
1998-11-19 00:00:00+00:00,21.0,22.0,21.0,15.4120512008667,57800,0.0,
1998-11-20 00:00:00+00:00,21.9375,23.0,21.9375,15.938952445983888,91500,0.0,
1998-11-23 00:00:00+00:00,22.9375,23.25,22.8125,16.114595413208008,153900,0.0,
1998-11-24 00:00:00+00:00,23.0,23.0625,22.375,15.719409942626951,195000,0.0,
1998-11-25 00:00:00+00:00,22.25,22.375,22.125,15.543773651123049,16300,0.0,
1998-11-27 00:00:00+00:00,22.125,22.125,22.0,15.49986457824707,63800,0.0,
1998-11-30 00:00:00+00:00,22.125,22.125,21.875,15.455955505371094,96200,0.0,
1998-12-01 00:00:00+00:00,22.0,22.0,21.5,15.4120512008667,25000,0.0,
1998-12-02 00:00:00+00:00,21.875,21.9375,21.75,15.32422924041748,7300,0.0,
1998-12-03 00:00:00+00:00,21.875,22.375,21.75,15.4120512008667,35500,0.0,
1998-12-04 00:00:00+00:00,22.0,22.125,21.75,15.368136405944824,55200,0.0,
1998-12-07 00:00:00+00:00,21.8125,22.0,21.5,15.104687690734863,11000,0.0,
1998-12-08 00:00:00+00:00,21.625,21.75,21.25,15.104687690734863,19300,0.0,
1998-12-09 00:00:00+00:00,21.5625,21.75,21.0625,14.797330856323242,23200,0.0,
1998-12-10 00:00:00+00:00,21.0625,21.0625,20.0625,14.138680458068848,98800,0.0,
1998-12-11 00:00:00+00:00,20.0,21.4375,20.0,15.060773849487305,57800,0.0,
1998-12-14 00:00:00+00:00,21.0,21.0,19.875,14.138680458068848,43100,0.0,
1998-12-15 00:00:00+00:00,19.0,19.0,17.25,12.294510841369627,601600,0.0,
1998-12-16 00:00:00+00:00,17.6875,17.875,17.5,12.42623805999756,229400,0.0,
1998-12-17 00:00:00+00:00,17.625,18.625,17.625,12.909235000610352,86100,0.0,
1998-12-18 00:00:00+00:00,18.375,18.625,18.25,12.821414947509766,59600,0.0,
1998-12-21 00:00:00+00:00,18.25,18.375,17.875,12.557964324951172,134100,0.0,
1998-12-22 00:00:00+00:00,17.9375,18.1875,17.8125,12.60187530517578,43900,0.0,
1998-12-23 00:00:00+00:00,17.9375,18.0625,17.9375,12.645784378051758,46400,0.0,
1998-12-24 00:00:00+00:00,18.125,18.3125,18.125,12.865327835083008,11100,0.0,
1998-12-28 00:00:00+00:00,18.4375,18.875,18.4375,13.04096508026123,36000,0.0,
1998-12-29 00:00:00+00:00,18.8125,19.375,18.3125,13.523959159851074,23000,0.0,
1998-12-30 00:00:00+00:00,19.25,19.875,19.25,13.963051795959473,80400,0.0,
1998-12-31 00:00:00+00:00,20.0,21.6875,20.0,15.236410140991213,58000,0.0,
1999-01-04 00:00:00+00:00,20.75,21.0,20.125,14.138680458068848,38700,0.0,
1999-01-05 00:00:00+00:00,19.875,20.0,19.0,13.919139862060549,36600,0.0,
1999-01-06 00:00:00+00:00,19.8125,20.0,19.5,13.74350929260254,22900,0.0,
