date,MCO_Open,MCO_High,MCO_Low,MCO_Close,MCO_Volume,MCO_Dividends,MCO_Stock Splits
1994-10-31 00:00:00+00:00,8.1875,8.3125,8.1875,6.541041374206543,1984200,0.0,
1994-11-01 00:00:00+00:00,8.3125,8.3125,8.1875,6.491858959197998,2176400,0.0,
1994-11-02 00:00:00+00:00,8.25,8.25,8.1875,6.442680358886719,2348200,0.0,
1994-11-03 00:00:00+00:00,8.1875,8.25,8.125,6.442680358886719,2060800,0.0,
1994-11-04 00:00:00+00:00,8.1875,8.25,8.125,6.393499374389648,2663800,0.0,
1994-11-07 00:00:00+00:00,8.0625,8.0625,8.0,6.344316482543945,1049400,0.0,
1994-11-08 00:00:00+00:00,8.0625,8.0625,7.875,6.196776390075684,5761000,0.0,
1994-11-09 00:00:00+00:00,7.9375,8.0625,7.9375,6.29513692855835,2480000,0.0,
1994-11-10 00:00:00+00:00,8.0,8.0625,8.0,6.344316482543945,1956000,0.0,
1994-11-11 00:00:00+00:00,8.0625,8.0625,8.0,6.29513692855835,1300200,0.0,
1994-11-14 00:00:00+00:00,7.9375,7.9375,7.875,6.245955944061279,1419200,0.0,
1994-11-15 00:00:00+00:00,7.9375,7.9375,7.875,6.196776390075684,3118800,0.0,
1994-11-16 00:00:00+00:00,7.875,7.9375,7.875,6.196776390075684,813400,0.0,
1994-11-17 00:00:00+00:00,7.875,7.875,7.75,6.14759635925293,1477600,0.0,
1994-11-18 00:00:00+00:00,7.8125,7.8125,7.6875,6.098412990570068,2452600,0.0,
1994-11-21 00:00:00+00:00,7.75,7.75,7.5625,5.95087194442749,3276000,0.0,
1994-11-22 00:00:00+00:00,7.5625,7.625,7.4375,5.852512359619141,2725000,0.0,
1994-11-23 00:00:00+00:00,7.4375,7.5,7.3125,5.901691436767578,2634200,0.0,
1994-11-25 00:00:00+00:00,7.5,7.5,7.5,5.901691436767578,640800,0.0,
1994-11-28 00:00:00+00:00,7.5,7.5625,7.4375,5.95087194442749,1583400,0.0,
1994-11-29 00:00:00+00:00,7.5625,7.5625,7.4375,5.901691436767578,1056400,0.0,
1994-11-30 00:00:00+00:00,7.5,7.5,7.4375,5.901691436767578,1086800,0.0,
1994-12-01 00:00:00+00:00,7.5,7.5,7.4375,5.852512359619141,979000,0.0,
1994-12-02 00:00:00+00:00,7.4375,7.5,7.375,5.901691436767578,1257200,0.0,
1994-12-05 00:00:00+00:00,7.5,7.5625,7.4375,5.852512359619141,1071200,0.0,
1994-12-06 00:00:00+00:00,7.4375,7.4375,7.375,5.852512359619141,1819200,0.0,
1994-12-07 00:00:00+00:00,7.4375,7.4375,7.3125,5.803330898284912,1223400,0.0,
1994-12-08 00:00:00+00:00,7.375,7.4375,7.375,5.803330898284912,1178400,0.0,
1994-12-09 00:00:00+00:00,7.375,7.375,7.3125,5.803330898284912,1682000,0.0,
1994-12-12 00:00:00+00:00,7.375,7.4375,7.3125,5.803330898284912,1011400,0.0,
1994-12-13 00:00:00+00:00,7.375,7.5,7.375,5.852512359619141,1555200,0.0,
1994-12-14 00:00:00+00:00,7.4375,7.5,7.4375,5.901691436767578,1351600,0.0,
1994-12-15 00:00:00+00:00,7.5,7.5625,7.375,5.901691436767578,2600400,0.0,
1994-12-16 00:00:00+00:00,7.5,7.5625,7.4375,5.901691436767578,3428800,0.0,
1994-12-19 00:00:00+00:00,7.5,7.625,7.375,5.95087194442749,3590000,0.0,
1994-12-20 00:00:00+00:00,7.5625,7.625,7.5625,6.000053405761719,1464200,0.0,
1994-12-21 00:00:00+00:00,7.625,7.6875,7.625,6.000053405761719,3717600,0.0,
1994-12-22 00:00:00+00:00,7.625,7.75,7.625,6.098412990570068,1467200,0.0,
1994-12-23 00:00:00+00:00,7.75,7.75,7.625,6.000053405761719,1012000,0.0,
1994-12-27 00:00:00+00:00,7.625,7.75,7.625,6.098412990570068,3242800,0.0,
1994-12-28 00:00:00+00:00,7.75,7.75,7.625,6.098412990570068,1814400,0.0,
1994-12-29 00:00:00+00:00,7.75,7.8125,7.75,6.14759635925293,1436200,0.0,
1994-12-30 00:00:00+00:00,7.8125,7.8125,7.6875,6.14759635925293,1365600,0.0,
1995-01-03 00:00:00+00:00,7.8125,7.8125,7.6875,6.098412990570068,1064200,0.0,
1995-01-04 00:00:00+00:00,7.75,7.8125,7.625,6.049234390258789,1751600,0.0,
1995-01-05 00:00:00+00:00,7.6875,7.75,7.625,6.098412990570068,1600200,0.0,
1995-01-06 00:00:00+00:00,7.75,7.8125,7.6875,6.049234390258789,2230600,0.0,
1995-01-09 00:00:00+00:00,7.6875,7.75,7.625,6.049234390258789,2108800,0.0,
1995-01-10 00:00:00+00:00,7.6875,7.75,7.6875,6.049234390258789,1580600,0.0,
1995-01-11 00:00:00+00:00,7.6875,7.6875,7.5625,6.000053405761719,3488600,0.0,
1995-01-12 00:00:00+00:00,7.5625,7.5625,7.5,5.901691436767578,1875600,0.0,
1995-01-13 00:00:00+00:00,7.5625,7.5625,7.5625,5.95087194442749,2206600,0.0,
1995-01-16 00:00:00+00:00,7.5625,7.625,7.5625,6.000053405761719,3502000,0.0,
1995-01-17 00:00:00+00:00,7.625,7.6875,7.625,6.000053405761719,1322800,0.0,
1995-01-18 00:00:00+00:00,7.625,7.625,7.5625,5.95087194442749,2150400,0.0,
1995-01-19 00:00:00+00:00,7.5,7.5,7.4375,5.901691436767578,3214600,0.0,
1995-01-20 00:00:00+00:00,7.5,7.5625,7.4375,5.901691436767578,2263800,0.0,
1995-01-23 00:00:00+00:00,7.5,7.5625,7.4375,5.95087194442749,4176200,0.0,
1995-01-24 00:00:00+00:00,7.5625,7.625,7.5,5.95087194442749,1362800,0.0,
1995-01-25 00:00:00+00:00,7.5625,7.625,7.5625,6.000053405761719,2840000,0.0,
1995-01-26 00:00:00+00:00,7.125,7.125,6.875,5.557426929473877,14524000,0.0,
1995-01-27 00:00:00+00:00,7.0625,7.125,6.9375,5.459065437316895,7288800,0.0,
1995-01-30 00:00:00+00:00,6.9375,7.0,6.9375,5.508246898651123,3881000,0.0,
1995-01-31 00:00:00+00:00,7.0,7.0625,7.0,5.557426929473877,2975200,0.0,
1995-02-01 00:00:00+00:00,7.0625,7.0625,6.875,5.459065437316895,2668000,0.0,
1995-02-02 00:00:00+00:00,6.9375,7.0,6.875,5.459065437316895,1846800,0.0,
1995-02-03 00:00:00+00:00,6.9375,7.0625,6.9375,5.557426929473877,3790800,0.0,
1995-02-06 00:00:00+00:00,7.0625,7.125,7.0,5.557426929473877,2963200,0.0,
1995-02-07 00:00:00+00:00,7.125,7.1875,7.125,5.655786514282227,2994800,0.0,
1995-02-08 00:00:00+00:00,7.1875,7.3125,7.125,5.655786514282227,3764800,0.0,
1995-02-09 00:00:00+00:00,7.1875,7.25,7.0625,5.704967975616455,1978400,0.0,
1995-02-10 00:00:00+00:00,7.25,7.25,7.1875,5.655786514282227,1724200,0.0,
1995-02-13 00:00:00+00:00,7.1875,7.1875,7.125,5.606605529785156,1560000,0.0,
1995-02-14 00:00:00+00:00,7.125,7.1875,7.0625,5.606605529785156,1967200,0.0,
1995-02-15 00:00:00+00:00,7.125,7.1875,7.125,5.655786514282227,1822800,0.0,
1995-02-16 00:00:00+00:00,7.1875,7.1875,7.125,5.655786514282227,1477000,0.0,
1995-02-17 00:00:00+00:00,7.1875,7.3125,7.1875,5.704967975616455,3836600,0.0,
1995-02-21 00:00:00+00:00,7.25,7.3125,7.1875,5.655786514282227,2169400,0.0,
1995-02-22 00:00:00+00:00,7.1875,7.1875,7.125,5.655786514282227,1879800,0.0,
1995-02-23 00:00:00+00:00,7.1875,7.25,7.125,5.655786514282227,1599600,0.0,
1995-02-24 00:00:00+00:00,7.1875,7.25,7.1875,5.704967975616455,1129800,0.0,
1995-02-27 00:00:00+00:00,7.25,7.25,7.1875,5.704967975616455,910000,0.0,
