date,YINN_Open,YINN_High,YINN_Low,YINN_Close,YINN_Volume,YINN_Dividends,YINN_Stock Splits
2009-12-03 00:00:00+00:00,816.2000122070312,816.2000122070312,800.2000122070312,697.571044921875,325,0.0,
2009-12-04 00:00:00+00:00,851.5999755859375,851.5999755859375,774.4000244140625,691.991943359375,625,0.0,
2009-12-07 00:00:00+00:00,801.0,801.0,779.0,683.9717407226562,295,0.0,
2009-12-08 00:00:00+00:00,770.0,770.0,737.2000122070312,655.901611328125,350,0.0,
2009-12-09 00:00:00+00:00,780.5999755859375,780.5999755859375,737.2000122070312,657.9937744140625,335,0.0,
2009-12-10 00:00:00+00:00,770.0,770.0,755.7999877929688,666.0139770507812,610,0.0,
2009-12-11 00:00:00+00:00,792.2000122070312,792.2000122070312,750.0,666.5370483398438,565,0.0,
2009-12-14 00:00:00+00:00,785.2000122070312,798.0,773.4000244140625,689.8997802734375,845,0.0,
2009-12-15 00:00:00+00:00,802.4000244140625,803.0,783.7999877929688,686.2383422851562,510,0.0,
2009-12-16 00:00:00+00:00,781.4000244140625,798.5999755859375,781.4000244140625,688.6793212890625,540,0.0,
2009-12-17 00:00:00+00:00,764.0,764.0,732.7999877929688,640.9075927734375,1390,0.0,
2009-12-18 00:00:00+00:00,730.0,732.0,706.4000244140625,633.9336547851562,1345,0.0,
2009-12-21 00:00:00+00:00,780.0,780.0,719.7999877929688,632.1902465820312,480,0.0,
2009-12-22 00:00:00+00:00,780.0,797.7999877929688,654.0,610.9194946289062,1265,0.0,
2009-12-23 00:00:00+00:00,706.4000244140625,731.4000244140625,706.4000244140625,636.3746337890625,1130,0.0,
2009-12-24 00:00:00+00:00,758.0,758.0,740.4000244140625,648.055908203125,805,0.0,
2009-12-28 00:00:00+00:00,743.0,766.0,740.0,648.5789184570312,1210,0.0,
2009-12-29 00:00:00+00:00,749.7999877929688,749.7999877929688,730.2000122070312,644.0458984375,575,0.0,
2009-12-30 00:00:00+00:00,732.0,739.4000244140625,730.5999755859375,643.87158203125,440,0.0,
2009-12-31 00:00:00+00:00,749.7999877929688,758.0,741.7999877929688,647.5327758789062,590,0.0,
2010-01-04 00:00:00+00:00,770.0,814.5999755859375,763.2000122070312,710.1241455078125,1970,0.0,
2010-01-05 00:00:00+00:00,855.4000244140625,874.2000122070312,838.7999877929688,759.46484375,4220,0.0,
2010-01-06 00:00:00+00:00,903.2000122070312,922.5999755859376,880.0,784.5712890625,4390,0.0,
2010-01-07 00:00:00+00:00,903.4000244140624,903.4000244140624,860.0,761.2086181640625,2650,0.0,
2010-01-08 00:00:00+00:00,881.4000244140625,888.7999877929688,860.5999755859375,772.715576171875,1410,0.0,
2010-01-11 00:00:00+00:00,906.4000244140624,1000.0,900.0,794.6835327148438,3730,0.0,
2010-01-12 00:00:00+00:00,915.0,934.5999755859376,840.2000122070312,745.3427734375,3905,0.0,
2010-01-13 00:00:00+00:00,814.2000122070312,848.0,805.0,735.23046875,2190,0.0,
2010-01-14 00:00:00+00:00,865.7999877929688,874.2000122070312,844.2000122070312,736.6253662109375,2010,0.0,
2010-01-15 00:00:00+00:00,838.2000122070312,840.0,800.0,701.232421875,2445,0.0,
2010-01-19 00:00:00+00:00,810.7999877929688,820.4000244140625,791.5999755859375,713.0881958007812,2395,0.0,
2010-01-20 00:00:00+00:00,785.5999755859375,785.5999755859375,741.4000244140625,652.589111328125,4015,0.0,
2010-01-21 00:00:00+00:00,744.0,744.0,681.2000122070312,598.192138671875,3780,0.0,
2010-01-22 00:00:00+00:00,681.2000122070312,684.0,628.5999755859375,550.9434204101562,4835,0.0,
2010-01-25 00:00:00+00:00,664.5999755859375,673.0,640.0,566.8092651367188,1695,0.0,
2010-01-26 00:00:00+00:00,608.5999755859375,632.2000122070312,600.0,533.5082397460938,3800,0.0,
2010-01-27 00:00:00+00:00,612.5999755859375,617.4000244140625,575.0,520.0835571289062,5755,0.0,
2010-01-28 00:00:00+00:00,626.0,627.7999877929688,576.7999877929688,514.1557006835938,2545,0.0,
2010-01-29 00:00:00+00:00,598.5999755859375,611.5999755859375,560.0,496.37213134765625,4085,0.0,
2010-02-01 00:00:00+00:00,586.7999877929688,616.0,584.0,535.4264526367188,3175,0.0,
2010-02-02 00:00:00+00:00,625.2000122070312,651.2000122070312,617.2000122070312,561.7530517578125,3550,0.0,
2010-02-03 00:00:00+00:00,653.4000244140625,672.5999755859375,648.0,572.0396728515625,2575,0.0,
2010-02-04 00:00:00+00:00,625.5999755859375,626.2000122070312,563.0,493.2338562011719,4640,0.0,
2010-02-05 00:00:00+00:00,563.2000122070312,564.4000244140625,521.5999755859375,490.96722412109375,5710,0.0,
2010-02-08 00:00:00+00:00,564.0,571.5999755859375,544.4000244140625,476.496337890625,3165,0.0,
2010-02-09 00:00:00+00:00,583.7999877929688,595.7999877929688,566.4000244140625,507.8791809082031,3890,0.0,
2010-02-10 00:00:00+00:00,591.4000244140625,610.5999755859375,570.7999877929688,519.3864135742188,2760,0.0,
2010-02-11 00:00:00+00:00,600.0,647.4000244140625,580.0,562.1016845703125,4360,0.0,
2010-02-12 00:00:00+00:00,620.0,642.7999877929688,600.2000122070312,548.3283081054688,2585,0.0,
2010-02-16 00:00:00+00:00,651.7999877929688,667.7999877929688,640.7999877929688,579.18798828125,4035,0.0,
2010-02-17 00:00:00+00:00,680.0,683.0,662.4000244140625,582.3262939453125,2525,0.0,
2010-02-18 00:00:00+00:00,647.7999877929688,676.0,647.7999877929688,589.3001098632812,2430,0.0,
2010-02-19 00:00:00+00:00,635.0,656.0,630.0,562.276123046875,5695,0.0,
2010-02-22 00:00:00+00:00,667.0,667.0,646.5999755859375,564.542724609375,1685,0.0,
2010-02-23 00:00:00+00:00,645.0,658.2000122070312,625.2000122070312,550.071533203125,2890,0.0,
2010-02-24 00:00:00+00:00,640.0,656.7999877929688,640.0,566.983642578125,2045,0.0,
2010-02-25 00:00:00+00:00,610.0,653.2000122070312,609.7999877929688,566.6348876953125,1670,0.0,
2010-02-26 00:00:00+00:00,657.2000122070312,691.7999877929688,657.2000122070312,601.5046997070312,2985,0.0,
2010-03-01 00:00:00+00:00,718.4000244140625,718.4000244140625,700.2000122070312,619.8112182617188,2020,0.0,
2010-03-02 00:00:00+00:00,731.0,731.0,702.2000122070312,615.6271362304688,2140,0.0,
2010-03-03 00:00:00+00:00,700.0,711.5999755859375,680.0,602.55078125,2820,0.0,
2010-03-04 00:00:00+00:00,680.0,692.2000122070312,665.7999877929688,590.695068359375,1215,0.0,
2010-03-05 00:00:00+00:00,690.0,719.4000244140625,690.0,622.4266357421875,2780,0.0,
2010-03-08 00:00:00+00:00,720.0,740.0,719.7999877929688,637.4207153320312,2030,0.0,
2010-03-09 00:00:00+00:00,725.7999877929688,750.2000122070312,717.2000122070312,642.6510620117188,1700,0.0,
2010-03-10 00:00:00+00:00,728.2000122070312,759.0,728.2000122070312,653.98388671875,2505,0.0,
2010-03-11 00:00:00+00:00,743.7999877929688,757.2000122070312,730.0,658.8656616210938,2400,0.0,
2010-03-12 00:00:00+00:00,771.2000122070312,771.2000122070312,749.7999877929688,658.691162109375,1295,0.0,
2010-03-15 00:00:00+00:00,737.0,748.2000122070312,722.7999877929688,643.697265625,1895,0.0,
2010-03-16 00:00:00+00:00,738.4000244140625,742.0,730.0,646.8355102539062,1175,0.0,
2010-03-17 00:00:00+00:00,759.0,770.0,754.0,660.0858764648438,2210,0.0,
2010-03-18 00:00:00+00:00,768.0,768.0,750.0,658.691162109375,800,0.0,
2010-03-19 00:00:00+00:00,736.2000122070312,767.0,692.7999877929688,641.7794189453125,1345,0.0,
2010-03-22 00:00:00+00:00,712.4000244140625,744.7999877929688,694.0,646.8355102539062,2980,0.0,
2010-03-23 00:00:00+00:00,756.2000122070312,756.2000122070312,737.5999755859375,657.1220703125,585,0.0,
2010-03-24 00:00:00+00:00,737.0,740.7999877929688,729.0,642.302490234375,1810,0.0,
2010-03-25 00:00:00+00:00,740.0,745.0,708.7999877929688,620.68310546875,1335,0.0,
2010-03-26 00:00:00+00:00,724.2000122070312,753.0,722.7999877929688,644.5689697265625,4680,0.0,
2010-03-29 00:00:00+00:00,760.0,776.5999755859375,753.0,675.9517822265625,2775,0.0,
2010-03-30 00:00:00+00:00,790.0,798.0,779.2000122070312,692.3406982421875,3085,0.0,
