date,BIG_Open,BIG_High,BIG_Low,BIG_Close,BIG_Volume,BIG_Dividends,BIG_Stock Splits
1985-06-20 00:00:00+00:00,2.640000104904175,2.8399999141693115,2.640000104904175,2.07169246673584,5722500,0.0,
1985-06-21 00:00:00+00:00,2.720000028610229,2.759999990463257,2.680000066757202,2.07169246673584,1330000,0.0,
1985-06-24 00:00:00+00:00,2.720000028610229,3.0199999809265137,2.720000028610229,2.3001887798309326,1098125,0.0,
1985-06-25 00:00:00+00:00,3.0199999809265137,3.180000066757202,3.0,2.345887899398804,1204375,0.0,
1985-06-26 00:00:00+00:00,3.0799999237060547,3.180000066757202,3.0199999809265137,2.376354217529297,775000,0.0,
1985-06-27 00:00:00+00:00,3.119999885559082,3.180000066757202,3.119999885559082,2.391587495803833,371250,0.0,
1985-06-28 00:00:00+00:00,3.140000104904175,3.1600000858306885,2.9600000381469727,2.345887899398804,503125,0.0,
1985-07-01 00:00:00+00:00,3.0799999237060547,3.180000066757202,3.059999942779541,2.406820297241211,520625,0.0,
1985-07-02 00:00:00+00:00,3.1600000858306885,3.200000047683716,3.119999885559082,2.422053098678589,199375,0.0,
1985-07-03 00:00:00+00:00,3.180000066757202,3.200000047683716,3.1600000858306885,2.406820297241211,80625,0.0,
1985-07-05 00:00:00+00:00,3.1600000858306885,3.200000047683716,3.1600000858306885,2.437286138534546,101250,0.0,
1985-07-08 00:00:00+00:00,3.180000066757202,3.180000066757202,3.059999942779541,2.330654621124268,128125,0.0,
1985-07-09 00:00:00+00:00,3.059999942779541,3.0999999046325684,3.039999961853028,2.3154218196868896,137500,0.0,
1985-07-10 00:00:00+00:00,3.039999961853028,3.039999961853028,2.900000095367432,2.284956216812134,300000,0.0,
1985-07-11 00:00:00+00:00,3.0199999809265137,3.0999999046325684,3.0199999809265137,2.3001887798309326,86250,0.0,
1985-07-12 00:00:00+00:00,3.0199999809265137,3.0799999237060547,3.0,2.284956216812134,120625,0.0,
1985-07-15 00:00:00+00:00,3.0,3.0199999809265137,2.9600000381469727,2.284956216812134,139375,0.0,
1985-07-16 00:00:00+00:00,3.0,3.0,2.9800000190734863,2.284956216812134,125000,0.0,
1985-07-17 00:00:00+00:00,3.0,3.039999961853028,2.9800000190734863,2.3001887798309326,63125,0.0,
1985-07-18 00:00:00+00:00,3.0199999809265137,3.059999942779541,2.9800000190734863,2.2697227001190186,375625,0.0,
1985-07-19 00:00:00+00:00,2.9800000190734863,3.180000066757202,2.9800000190734863,2.36112117767334,102500,0.0,
1985-07-22 00:00:00+00:00,3.0999999046325684,3.1600000858306885,3.0799999237060547,2.391587495803833,92500,0.0,
1985-07-23 00:00:00+00:00,3.140000104904175,3.1600000858306885,3.039999961853028,2.3154218196868896,82500,0.0,
1985-07-24 00:00:00+00:00,3.039999961853028,3.1600000858306885,3.0,2.391587495803833,142500,0.0,
1985-07-25 00:00:00+00:00,3.140000104904175,3.180000066757202,3.140000104904175,2.406820297241211,50625,0.0,
1985-07-26 00:00:00+00:00,3.1600000858306885,3.1600000858306885,3.119999885559082,2.376354217529297,69375,0.0,
1985-07-29 00:00:00+00:00,3.119999885559082,3.1600000858306885,3.039999961853028,2.3154218196868896,60625,0.0,
1985-07-30 00:00:00+00:00,3.039999961853028,3.0799999237060547,2.940000057220459,2.3154218196868896,246250,0.0,
1985-07-31 00:00:00+00:00,3.039999961853028,3.240000009536743,3.039999961853028,2.437286138534546,254375,0.0,
1985-08-01 00:00:00+00:00,3.2799999713897705,3.5,3.2799999713897705,2.6505489349365234,175000,0.0,
1985-08-02 00:00:00+00:00,3.4800000190734863,3.5,3.380000114440918,2.589616060256958,129375,0.0,
1985-08-05 00:00:00+00:00,3.400000095367432,3.400000095367432,3.319999933242798,2.52868390083313,132500,0.0,
1985-08-06 00:00:00+00:00,3.319999933242798,3.380000114440918,3.319999933242798,2.559150218963623,138125,0.0,
1985-08-07 00:00:00+00:00,3.319999933242798,3.319999933242798,3.200000047683716,2.467751979827881,191875,0.0,
1985-08-08 00:00:00+00:00,3.240000009536743,3.299999952316284,3.220000028610229,2.482985496520996,75000,0.0,
1985-08-09 00:00:00+00:00,3.240000009536743,3.240000009536743,3.200000047683716,2.452519416809082,40625,0.0,
