date,OXSQ_Open,OXSQ_High,OXSQ_Low,OXSQ_Close,OXSQ_Volume,OXSQ_Dividends,OXSQ_Stock Splits
2003-11-24 00:00:00+00:00,15.09000015258789,15.949999809265137,15.09000015258789,1.178999662399292,146300,0.0,
2003-11-25 00:00:00+00:00,15.449999809265137,15.619999885559082,15.260000228881836,1.1556607484817505,87100,0.0,
2003-11-26 00:00:00+00:00,15.550000190734863,15.550000190734863,15.210000038146973,1.1451212167739868,163300,0.0,
2003-11-28 00:00:00+00:00,15.350000381469728,15.350000381469728,15.149999618530272,1.1443679332733154,122800,0.0,
2003-12-01 00:00:00+00:00,15.350000381469728,15.75,15.3100004196167,1.1631903648376465,157600,0.0,
2003-12-02 00:00:00+00:00,15.5,15.5,15.25,1.1609307527542114,64400,0.0,
2003-12-03 00:00:00+00:00,15.479999542236328,15.479999542236328,15.149999618530272,1.1571671962738037,78100,0.0,
2003-12-04 00:00:00+00:00,15.399999618530272,15.43000030517578,15.25,1.1594253778457642,79500,0.0,
2003-12-05 00:00:00+00:00,15.399999618530272,15.399999618530272,15.260000228881836,1.1541547775268557,61000,0.0,
2003-12-08 00:00:00+00:00,15.270000457763672,15.289999961853027,15.149999618530272,1.140604019165039,42300,0.0,
2003-12-09 00:00:00+00:00,15.25,15.25,15.039999961853027,1.13232159614563,28300,0.0,
2003-12-10 00:00:00+00:00,15.06999969482422,15.149999618530272,14.829999923706056,1.122535228729248,61500,0.0,
2003-12-11 00:00:00+00:00,14.920000076293944,15.0,14.850000381469728,1.122535228729248,88200,0.0,
2003-12-12 00:00:00+00:00,15.149999618530272,15.149999618530272,14.75,1.1270513534545898,65000,0.0,
2003-12-15 00:00:00+00:00,15.09000015258789,15.09000015258789,14.81999969482422,1.1278047561645508,46200,0.0,
2003-12-16 00:00:00+00:00,14.979999542236328,15.09000015258789,14.899999618530272,1.1270513534545898,166400,0.0,
2003-12-17 00:00:00+00:00,15.0,15.020000457763672,14.800000190734863,1.1285579204559326,34300,0.0,
2003-12-18 00:00:00+00:00,15.0,15.0,14.479999542236328,1.121781349182129,103100,0.0,
2003-12-19 00:00:00+00:00,14.800000190734863,14.989999771118164,14.800000190734863,1.1202760934829712,25100,0.0,
2003-12-22 00:00:00+00:00,14.979999542236328,15.020000457763672,14.699999809265137,1.1308166980743408,18900,0.0,
2003-12-23 00:00:00+00:00,14.949999809265137,15.010000228881836,14.949999809265137,1.13006329536438,19200,0.0,
