date,CMI_Open,CMI_High,CMI_Low,CMI_Close,CMI_Volume,CMI_Dividends,CMI_Stock Splits
1973-02-21 00:00:00+00:00,0.0,5.5625,5.234375,2.02276873588562,18400,0.0,
1973-02-22 00:00:00+00:00,0.0,5.328125,5.234375,2.0408828258514404,31200,0.0,
1973-02-23 00:00:00+00:00,0.0,5.28125,5.0625,1.9563493728637693,29600,0.0,
1973-02-26 00:00:00+00:00,0.0,5.09375,5.0,1.932195782661438,21600,0.0,
1973-02-27 00:00:00+00:00,0.0,5.03125,4.953125,1.9140833616256716,12800,0.0,
1973-02-28 00:00:00+00:00,0.0,4.953125,4.859375,1.9080430269241333,44800,0.0,
1973-03-01 00:00:00+00:00,0.0,5.0,4.953125,1.9140833616256716,23200,0.0,
1973-03-02 00:00:00+00:00,0.0,4.984375,4.84375,1.912625074386597,52800,0.0275,
1973-03-05 00:00:00+00:00,0.0,4.9375,4.90625,1.906554698944092,21600,0.0,
1973-03-06 00:00:00+00:00,0.0,4.828125,4.765625,1.8640505075454712,18400,0.0,
1973-03-07 00:00:00+00:00,0.0,4.8125,4.625,1.8094048500061035,141600,0.0,
1973-03-08 00:00:00+00:00,0.0,4.75,4.625,1.8215473890304563,40000,0.0,
1973-03-09 00:00:00+00:00,0.0,4.75,4.6875,1.8336906433105469,88000,0.0,
1973-03-12 00:00:00+00:00,0.0,4.734375,4.6875,1.8215473890304563,46400,0.0,
1973-03-13 00:00:00+00:00,0.0,4.703125,4.65625,1.8215473890304563,60000,0.0,
1973-03-14 00:00:00+00:00,0.0,4.6875,4.625,1.8094048500061035,103200,0.0,
1973-03-15 00:00:00+00:00,0.0,4.578125,4.375,1.7001107931137085,70400,0.0,
1973-03-16 00:00:00+00:00,0.0,4.296875,4.125,1.6636810302734375,141600,0.0,
1973-03-19 00:00:00+00:00,0.0,4.265625,4.1875,1.645464539527893,69600,0.0,
1973-03-20 00:00:00+00:00,0.0,4.203125,4.140625,1.6333205699920654,72800,0.0,
1973-03-21 00:00:00+00:00,0.0,4.234375,4.15625,1.645464539527893,60000,0.0,
1973-03-22 00:00:00+00:00,0.0,4.28125,4.171875,1.6636810302734375,82400,0.0,
1973-03-23 00:00:00+00:00,0.0,4.296875,4.25,1.6697527170181274,79200,0.0,
1973-03-26 00:00:00+00:00,0.0,4.328125,4.28125,1.6697527170181274,51200,0.0,
1973-03-27 00:00:00+00:00,0.0,4.515625,4.296875,1.7547590732574463,76000,0.0,
1973-03-28 00:00:00+00:00,0.0,4.6875,4.5625,1.80333411693573,70400,0.0,
1973-03-29 00:00:00+00:00,0.0,4.96875,4.671875,1.9247699975967407,63200,0.0,
1973-03-30 00:00:00+00:00,0.0,4.953125,4.8125,1.906554698944092,40800,0.0,
1973-04-02 00:00:00+00:00,0.0,4.9375,4.828125,1.8883376121521,24000,0.0,
1973-04-03 00:00:00+00:00,0.0,4.859375,4.75,1.8761940002441408,49600,0.0,
1973-04-04 00:00:00+00:00,0.0,4.8125,4.640625,1.80333411693573,34400,0.0,
1973-04-05 00:00:00+00:00,0.0,4.625,4.59375,1.7972601652145386,68000,0.0,
1973-04-06 00:00:00+00:00,0.0,4.578125,4.34375,1.6879665851593018,46400,0.0,
1973-04-09 00:00:00+00:00,0.0,4.390625,4.125,1.6576086282730105,360800,0.0,
1973-04-10 00:00:00+00:00,0.0,4.40625,4.296875,1.712255597114563,77600,0.0,
1973-04-11 00:00:00+00:00,0.0,4.671875,4.46875,1.8154773712158203,132800,0.0,
1973-04-12 00:00:00+00:00,0.0,4.875,4.6875,1.8822656869888303,64800,0.0,
1973-04-13 00:00:00+00:00,0.0,4.890625,4.8125,1.870121479034424,18400,0.0,
1973-04-16 00:00:00+00:00,0.0,4.8125,4.65625,1.8215473890304563,52800,0.0,
1973-04-17 00:00:00+00:00,0.0,4.703125,4.6875,1.8215473890304563,8000,0.0,
1973-04-18 00:00:00+00:00,0.0,4.6875,4.515625,1.7729735374450684,16800,0.0,
1973-04-19 00:00:00+00:00,0.0,4.5625,4.5,1.74868643283844,28000,0.0,
1973-04-23 00:00:00+00:00,0.0,4.59375,4.5,1.74868643283844,27200,0.0,
1973-04-24 00:00:00+00:00,0.0,4.578125,4.53125,1.7608286142349243,108800,0.0,
1973-04-25 00:00:00+00:00,0.0,4.484375,4.359375,1.6940393447875977,56000,0.0,
1973-04-26 00:00:00+00:00,0.0,4.421875,4.328125,1.7001107931137085,37600,0.0,
1973-04-27 00:00:00+00:00,0.0,4.390625,4.25,1.651535987854004,54400,0.0,
1973-04-30 00:00:00+00:00,0.0,4.484375,4.171875,1.7426152229309082,36800,0.0,
1973-05-01 00:00:00+00:00,0.0,4.515625,4.34375,1.712255597114563,111200,0.0,
1973-05-02 00:00:00+00:00,0.0,4.515625,4.359375,1.6940393447875977,107200,0.0,
1973-05-03 00:00:00+00:00,0.0,4.375,4.296875,1.6697527170181274,63200,0.0,
1973-05-04 00:00:00+00:00,0.0,4.359375,4.3125,1.6940393447875977,183200,0.0,
1973-05-07 00:00:00+00:00,0.0,4.359375,4.3125,1.6758246421813965,36800,0.0,
1973-05-08 00:00:00+00:00,0.0,4.25,4.1875,1.645464539527893,13600,0.0,
1973-05-09 00:00:00+00:00,0.0,4.234375,4.1875,1.645464539527893,16800,0.0,
