date,CNMD_Open,CNMD_High,CNMD_Low,CNMD_Close,CNMD_Volume,CNMD_Dividends,CNMD_Stock Splits
1987-07-23 00:00:00+00:00,0.0,2.370369911193848,2.2962958812713623,1.9422513246536253,514013,0.0,
1987-07-24 00:00:00+00:00,0.0,2.370369911193848,2.2962958812713623,1.9422513246536253,142763,0.0,
1987-07-27 00:00:00+00:00,0.0,2.222222089767456,2.1481480598449707,1.8169461488723757,112725,0.0,
1987-07-28 00:00:00+00:00,0.0,2.2962958812713623,2.222222089767456,1.87959885597229,82688,0.0,
1987-07-29 00:00:00+00:00,0.0,2.370369911193848,2.259258985519409,1.9109257459640503,124538,0.0,
1987-07-30 00:00:00+00:00,0.0,2.370369911193848,2.259258985519409,1.9109257459640503,55013,0.0,
1987-07-31 00:00:00+00:00,0.0,2.3333330154418945,2.259258985519409,1.9109257459640503,17213,0.0,
1987-08-03 00:00:00+00:00,0.0,2.444443941116333,2.259258985519409,1.9109257459640503,32738,0.0,
1987-08-04 00:00:00+00:00,0.0,2.3333330154418945,2.259258985519409,1.9109257459640503,24300,0.0,
1987-08-05 00:00:00+00:00,0.0,2.3333330154418945,2.185184955596924,1.848272442817688,23963,0.0,
1987-08-06 00:00:00+00:00,0.0,2.3333330154418945,2.185184955596924,1.848272442817688,3038,0.0,
1987-08-07 00:00:00+00:00,0.0,2.3333330154418945,2.185184955596924,1.848272442817688,10463,0.0,
1987-08-10 00:00:00+00:00,0.0,2.259258985519409,2.1481480598449707,1.8169461488723757,51638,0.0,
1987-08-11 00:00:00+00:00,0.0,2.222222089767456,2.0740740299224854,1.7542922496795654,36450,0.0,
1987-08-12 00:00:00+00:00,0.0,2.259258985519409,2.1481480598449707,1.8169461488723757,55013,0.0,
1987-08-13 00:00:00+00:00,0.0,2.222222089767456,2.1481480598449707,1.8169461488723757,26325,0.0,
1987-08-14 00:00:00+00:00,0.0,2.222222089767456,2.0740740299224854,1.7542922496795654,18900,0.0,
1987-08-17 00:00:00+00:00,0.0,2.1481480598449707,2.0740740299224854,1.7542922496795654,40838,0.0,
1987-08-18 00:00:00+00:00,0.0,2.1481480598449707,2.0,1.6916391849517822,17213,0.0,
1987-08-19 00:00:00+00:00,0.0,2.0740740299224854,2.0,1.7542922496795654,17213,0.0,
1987-08-20 00:00:00+00:00,0.0,2.0740740299224854,2.0,1.7542922496795654,18563,0.0,
1987-08-21 00:00:00+00:00,0.0,2.0740740299224854,2.0,1.7542922496795654,13500,0.0,
1987-08-24 00:00:00+00:00,0.0,2.0740740299224854,2.0,1.7542922496795654,11138,0.0,
1987-08-25 00:00:00+00:00,0.0,2.1481480598449707,2.0,1.6916391849517822,7763,0.0,
1987-08-26 00:00:00+00:00,0.0,2.1481480598449707,1.9259259700775144,1.7229657173156738,35100,0.0,
1987-08-27 00:00:00+00:00,0.0,2.0740740299224854,1.9259259700775144,1.7542922496795654,25313,0.0,
