date,EMP_Open,EMP_High,EMP_Low,EMP_Close,EMP_Volume,EMP_Dividends,EMP_Stock Splits
2000-01-03 00:00:00+00:00,107.5,113.0,110.0,110.0,100.0,,
2000-01-04 00:00:00+00:00,112.0,112.0,106.5,110.0,100.0,,
2000-01-05 00:00:00+00:00,99.0,102.0,99.0,100.0,100.0,,
2000-01-06 00:00:00+00:00,99.3000030517578,100.5,99.0,99.0,600.0,,
2000-01-07 00:00:00+00:00,96.0,102.0,95.5,102.0,200.0,,
2000-01-10 00:00:00+00:00,108.0,110.5,108.0,109.0,100.0,,
2000-01-11 00:00:00+00:00,112.0,112.0,111.0,111.1500015258789,700.0,,
2000-01-12 00:00:00+00:00,108.0,108.0,107.5,107.5,58.0,,
2000-01-13 00:00:00+00:00,108.5,108.5,107.5,108.5,200.0,,
2000-01-14 00:00:00+00:00,107.0,109.1999969482422,107.0,109.0,400.0,,
2000-01-18 00:00:00+00:00,113.3000030517578,113.3000030517578,112.0,113.0999984741211,800.0,,
2000-01-19 00:00:00+00:00,110.3000030517578,111.0,111.0,111.0,5.0,,
2000-01-20 00:00:00+00:00,115.8000030517578,119.0,115.8000030517578,119.0,600.0,,
2000-01-21 00:00:00+00:00,119.0,119.0,119.0,119.0,23.0,,
2000-01-24 00:00:00+00:00,121.0,123.8000030517578,121.0,123.8000030517578,300.0,,
2000-01-25 00:00:00+00:00,113.5,114.0,113.5,115.0,500.0,,
2000-01-26 00:00:00+00:00,119.0,119.0,119.0,119.0,17.0,,
2000-01-27 00:00:00+00:00,110.0,112.0,110.0,111.0,300.0,,
2000-01-28 00:00:00+00:00,110.0,110.0,109.0,109.0,800.0,,
2000-01-31 00:00:00+00:00,103.0,105.4000015258789,103.0,105.4000015258789,200.0,,
2000-02-01 00:00:00+00:00,110.0,111.0,106.75,106.75,600.0,,
2000-02-02 00:00:00+00:00,109.0,109.0,109.0,109.3000030517578,40.0,,
2000-02-03 00:00:00+00:00,111.9000015258789,115.0,111.9000015258789,114.5,500.0,,
2000-02-04 00:00:00+00:00,114.5,114.5,113.5,113.5,100.0,,
2000-02-07 00:00:00+00:00,113.0,113.0,112.0,112.0,200.0,,
2000-02-08 00:00:00+00:00,116.4000015258789,117.5,116.9000015258789,117.5,100.0,,
2000-02-09 00:00:00+00:00,120.0,120.5,119.5,120.0,200.0,,
2000-02-10 00:00:00+00:00,116.3000030517578,117.0,115.5,117.0,100.0,,
2000-02-11 00:00:00+00:00,122.0,122.0,122.0,118.0,2.0,,
2000-02-14 00:00:00+00:00,116.5,116.5,116.5,116.5,0.0,,
2000-02-15 00:00:00+00:00,118.0,118.5,118.0,118.5,100.0,,
2000-02-16 00:00:00+00:00,119.5,119.5,119.5,119.5,25.0,,
2000-02-17 00:00:00+00:00,120.3000030517578,120.9000015258789,119.8000030517578,120.9000015258789,200.0,,
2000-02-18 00:00:00+00:00,122.0,122.5,121.0,121.0,300.0,,
2000-02-22 00:00:00+00:00,122.0,122.0,120.0999984741211,120.0999984741211,800.0,,
2000-02-23 00:00:00+00:00,116.0,117.0,115.6999969482422,116.5,300.0,,
2000-02-24 00:00:00+00:00,120.0,120.5,120.0,120.5,200.0,,
2000-02-25 00:00:00+00:00,128.5,130.5,127.9000015258789,127.9000015258789,700.0,,
2000-02-28 00:00:00+00:00,129.0,129.0,126.0,126.0,200.0,,
2000-02-29 00:00:00+00:00,122.0,122.5,121.5,121.5,95.0,,
2000-03-01 00:00:00+00:00,124.3000030517578,124.4000015258789,123.5,123.5,500.0,,
2000-03-02 00:00:00+00:00,122.5,123.5,122.0999984741211,122.0999984741211,61.0,,
2000-03-03 00:00:00+00:00,121.6999969482422,122.0,121.6999969482422,122.0,200.0,,
2000-03-06 00:00:00+00:00,124.3000030517578,124.3000030517578,123.1999969482422,124.0,200.0,,
2000-03-07 00:00:00+00:00,126.0,132.5,126.5,132.5,100.0,,
2000-03-08 00:00:00+00:00,132.5,133.0,132.5,133.0,24.0,,
2000-03-09 00:00:00+00:00,137.0,138.5,135.0,135.0,500.0,,
2000-03-10 00:00:00+00:00,137.0,137.6999969482422,137.0,137.6999969482422,25.0,,
2000-03-13 00:00:00+00:00,137.6999969482422,137.6999969482422,137.6999969482422,137.6999969482422,0.0,,
2000-03-14 00:00:00+00:00,132.0,132.0,131.0,131.5,100.0,,
2000-03-15 00:00:00+00:00,125.0,125.5,125.0,125.0,100.0,,
2000-03-16 00:00:00+00:00,120.0,122.0,118.0,118.0,700.0,,
2000-03-17 00:00:00+00:00,128.0,132.5,128.0,132.5,700.0,,
2000-03-20 00:00:00+00:00,133.0,137.0,133.0,135.0,100.0,,
2000-03-21 00:00:00+00:00,136.89999389648438,136.89999389648438,136.0,136.0,500.0,,
2000-03-22 00:00:00+00:00,142.0,142.5,142.0,142.5,83.0,,
2000-03-23 00:00:00+00:00,138.5,141.0,139.0,139.0,100.0,,
2000-03-24 00:00:00+00:00,141.0,144.89999389648438,141.0,144.89999389648438,100.0,,
2000-03-27 00:00:00+00:00,145.5,147.3000030517578,145.5,147.0,400.0,,
2000-03-28 00:00:00+00:00,147.0,148.0,145.6999969482422,145.6999969482422,100.0,,
2000-03-29 00:00:00+00:00,145.0,145.8000030517578,145.5,145.5,92.0,,
2000-03-30 00:00:00+00:00,137.6999969482422,137.6999969482422,135.1999969482422,135.1999969482422,100.0,,
2000-03-31 00:00:00+00:00,134.5,137.0,134.5,137.0,200.0,,
2000-04-03 00:00:00+00:00,132.0,134.0,132.0,132.0,100.0,,
2000-04-04 00:00:00+00:00,132.0,134.5,132.0,134.5,300.0,,
2000-04-05 00:00:00+00:00,132.60000610351562,135.0,132.60000610351562,134.1999969482422,100.0,,
2000-04-06 00:00:00+00:00,132.0,137.1999969482422,132.0,137.1999969482422,400.0,,
2000-04-07 00:00:00+00:00,140.8000030517578,141.5,140.8000030517578,141.5,200.0,,
2000-04-10 00:00:00+00:00,151.89999389648438,153.0,147.0,147.0,1100.0,,
2000-04-11 00:00:00+00:00,141.0,141.1999969482422,139.0,139.0,200.0,,
