date,CNS_Open,CNS_High,CNS_Low,CNS_Close,CNS_Volume,CNS_Dividends,CNS_Stock Splits
2004-08-16 00:00:00+00:00,13.0,13.06999969482422,13.0,5.206741809844971,335200,0.0,
2004-08-17 00:00:00+00:00,13.020000457763672,13.149999618530272,13.0,5.226693153381348,149900,0.0,
2004-08-18 00:00:00+00:00,13.100000381469728,13.75,13.100000381469728,5.486029624938965,285600,0.0,
2004-08-19 00:00:00+00:00,13.75,14.149999618530272,13.699999809265137,5.645623683929443,279700,0.0,
2004-08-20 00:00:00+00:00,14.050000190734863,14.199999809265137,13.90999984741211,5.585777759552002,219400,0.0,
2004-08-23 00:00:00+00:00,14.100000381469728,14.199999809265137,13.93000030517578,5.625673770904541,98400,0.0,
2004-08-24 00:00:00+00:00,14.0,14.079999923706056,13.899999618530272,5.56582498550415,78700,0.0,
2004-08-25 00:00:00+00:00,14.0,14.09000015258789,13.899999618530272,5.621684551239014,88200,0.0,
2004-08-26 00:00:00+00:00,14.09000015258789,14.1899995803833,13.899999618530272,5.585777759552002,70500,0.0,
2004-08-27 00:00:00+00:00,13.949999809265137,14.699999809265137,13.899999618530272,5.785268783569336,333300,0.0,
2004-08-30 00:00:00+00:00,14.0,14.56999969482422,14.0,5.777289867401123,92000,0.0,
2004-08-31 00:00:00+00:00,14.579999923706056,14.899999618530272,14.449999809265137,5.944863796234131,122700,0.0,
2004-09-01 00:00:00+00:00,14.989999771118164,15.390000343322754,14.970000267028809,6.064558506011963,247300,0.0,
2004-09-02 00:00:00+00:00,15.199999809265137,15.390000343322754,15.149999618530272,6.104456424713135,74500,0.0,
2004-09-03 00:00:00+00:00,15.300000190734863,15.300000190734863,15.149999618530272,6.044610023498535,54500,0.0,
2004-09-07 00:00:00+00:00,15.199999809265137,15.300000190734863,15.079999923706056,6.044610023498535,65400,0.0,
2004-09-08 00:00:00+00:00,15.199999809265137,15.25,15.020000457763672,6.064558506011963,45600,0.0,
2004-09-09 00:00:00+00:00,15.100000381469728,15.199999809265137,15.050000190734863,6.064558506011963,63800,0.0,
2004-09-10 00:00:00+00:00,15.25,15.489999771118164,15.25,6.144354820251465,134100,0.0,
2004-09-13 00:00:00+00:00,15.5,15.729999542236328,15.449999809265137,6.184252738952637,94700,0.0,
2004-09-14 00:00:00+00:00,15.600000381469728,15.600000381469728,15.34000015258789,6.172285556793213,50400,0.0,
2004-09-15 00:00:00+00:00,15.300000190734863,15.489999771118164,15.050000190734863,6.144354820251465,57200,0.0,
2004-09-16 00:00:00+00:00,15.399999618530272,15.84000015258789,15.399999618530272,6.319907188415527,55800,0.0,
2004-09-17 00:00:00+00:00,15.699999809265137,15.949999809265137,15.699999809265137,6.323898792266846,39200,0.0,
2004-09-20 00:00:00+00:00,15.75,16.030000686645508,15.65999984741211,6.284000396728516,112600,0.0,
2004-09-21 00:00:00+00:00,15.800000190734863,15.989999771118164,15.760000228881836,6.371777534484863,165800,0.0,
2004-09-22 00:00:00+00:00,15.979999542236328,16.0,15.770000457763672,6.34384822845459,96700,0.0,
2004-09-23 00:00:00+00:00,15.800000190734863,15.920000076293944,15.800000190734863,6.392026901245117,51700,0.1,
2004-09-24 00:00:00+00:00,15.899999618530272,16.079999923706055,15.899999618530272,6.4522552490234375,55900,0.0,
2004-09-27 00:00:00+00:00,16.0,16.25,15.800000190734863,6.484374523162842,134700,0.0,
2004-09-28 00:00:00+00:00,16.149999618530273,16.459999084472656,15.949999809265137,6.4883904457092285,129900,0.0,
2004-09-29 00:00:00+00:00,16.15999984741211,16.15999984741211,15.640000343322754,6.388015270233154,86700,0.0,
2004-09-30 00:00:00+00:00,15.850000381469728,15.850000381469728,15.199999809265137,6.199303150177002,285700,0.0,
2004-10-01 00:00:00+00:00,15.5,15.550000190734863,14.699999809265137,6.239453315734863,188700,0.0,
