date,CW_Open,CW_High,CW_Low,CW_Close,CW_Volume,CW_Dividends,CW_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.796875,2.625,0.8546109795570374,190400,0.0,
1980-03-18 00:00:00+00:00,0.0,2.609375,2.453125,0.8240892887115479,196800,0.0,
1980-03-19 00:00:00+00:00,0.0,2.625,2.546875,0.8342632055282593,157600,0.0,
1980-03-20 00:00:00+00:00,0.0,2.578125,2.53125,0.8342632055282593,100800,0.0,
1980-03-21 00:00:00+00:00,0.0,2.546875,2.5,0.8139157891273499,54400,0.0,
1980-03-24 00:00:00+00:00,0.0,2.484375,2.34375,0.7732197046279907,131200,0.0,
1980-03-25 00:00:00+00:00,0.0,2.328125,2.1875,0.7223500609397888,236800,0.0,
1980-03-26 00:00:00+00:00,0.0,2.375,2.265625,0.7426977157592773,190400,0.0,
1980-03-27 00:00:00+00:00,0.0,2.15625,2.03125,0.6816542744636536,208000,0.0,
1980-03-28 00:00:00+00:00,0.0,2.25,2.140625,0.7325235605239868,308000,0.0,
1980-03-31 00:00:00+00:00,0.0,2.34375,2.265625,0.752872109413147,135200,0.0,
1980-04-01 00:00:00+00:00,0.0,2.3125,2.25,0.7376108169555664,98400,0.0,
1980-04-02 00:00:00+00:00,0.0,2.375,2.3125,0.752872109413147,93600,0.0,
1980-04-03 00:00:00+00:00,0.0,2.328125,2.265625,0.7376108169555664,90400,0.0,
1980-04-07 00:00:00+00:00,0.0,2.296875,2.25,0.7325235605239868,47200,0.0,
1980-04-08 00:00:00+00:00,0.0,2.296875,2.21875,0.7376108169555664,64000,0.0,
1980-04-09 00:00:00+00:00,0.0,2.359375,2.25,0.7579586505889893,113600,0.0,
1980-04-10 00:00:00+00:00,0.0,2.4375,2.34375,0.7833940386772156,52000,0.0,
1980-04-11 00:00:00+00:00,0.0,2.5625,2.46875,0.8088283538818359,148000,0.0,
1980-04-14 00:00:00+00:00,0.0,2.5,2.453125,0.8139157891273499,96000,0.0,
1980-04-15 00:00:00+00:00,0.0,2.578125,2.5,0.8139157891273499,104800,0.0,
1980-04-16 00:00:00+00:00,0.0,2.578125,2.4375,0.7935672998428345,147200,0.0,
1980-04-17 00:00:00+00:00,0.0,2.46875,2.375,0.7783068418502808,82400,0.0,
1980-04-18 00:00:00+00:00,0.0,2.40625,2.34375,0.7681325078010559,30400,0.0,
1980-04-21 00:00:00+00:00,0.0,2.40625,2.34375,0.7681325078010559,69600,0.0,
1980-04-22 00:00:00+00:00,0.0,2.4375,2.359375,0.7732197046279907,223200,0.0,
1980-04-23 00:00:00+00:00,0.0,2.46875,2.40625,0.7833940386772156,104800,0.0,
1980-04-24 00:00:00+00:00,0.0,2.5625,2.4375,0.8139157891273499,167200,0.0,
1980-04-25 00:00:00+00:00,0.0,2.625,2.53125,0.8546109795570374,104000,0.0,
1980-04-28 00:00:00+00:00,0.0,2.6875,2.59375,0.8495240211486816,138400,0.0,
1980-04-29 00:00:00+00:00,0.0,2.59375,2.53125,0.8240892887115479,71200,0.0,
1980-04-30 00:00:00+00:00,0.0,2.578125,2.546875,0.8342632055282593,36800,0.0,
1980-05-01 00:00:00+00:00,0.0,2.578125,2.515625,0.8190021514892578,57600,0.0,
1980-05-02 00:00:00+00:00,0.0,2.546875,2.5,0.8139157891273499,28800,0.0,
1980-05-05 00:00:00+00:00,0.0,2.5625,2.5,0.8240892887115479,76000,0.0,
1980-05-06 00:00:00+00:00,0.0,2.53125,2.421875,0.7884806394577026,55200,0.0,
1980-05-07 00:00:00+00:00,0.0,2.453125,2.390625,0.7884806394577026,81600,0.0,
1980-05-08 00:00:00+00:00,0.0,2.515625,2.421875,0.8139157891273499,132800,0.0,
1980-05-09 00:00:00+00:00,0.0,2.5,2.390625,0.7783068418502808,48000,0.0,
1980-05-12 00:00:00+00:00,0.0,2.5,2.390625,0.8139157891273499,73600,0.0,
1980-05-13 00:00:00+00:00,0.0,2.640625,2.546875,0.8546109795570374,126400,0.0,
1980-05-14 00:00:00+00:00,0.0,2.734375,2.640625,0.8749593496322632,90400,0.0,
1980-05-15 00:00:00+00:00,0.0,2.734375,2.6875,0.8749593496322632,32800,0.0,
1980-05-16 00:00:00+00:00,0.0,2.65625,2.609375,0.8495240211486816,52000,0.0,
1980-05-19 00:00:00+00:00,0.0,2.59375,2.53125,0.8240892887115479,108000,0.0,
1980-05-20 00:00:00+00:00,0.0,2.625,2.5625,0.8546109795570374,84000,0.0,
1980-05-21 00:00:00+00:00,0.0,2.734375,2.671875,0.8749593496322632,95200,0.0,
1980-05-22 00:00:00+00:00,0.0,2.84375,2.71875,0.905481219291687,164000,0.0,
1980-05-23 00:00:00+00:00,0.0,2.828125,2.765625,0.9156550168991088,118400,0.0,
1980-05-27 00:00:00+00:00,0.0,2.984375,2.859375,0.941089689731598,142400,0.0,
1980-05-28 00:00:00+00:00,0.0,2.953125,2.84375,0.9614378213882446,116000,0.0,
