date,IPB_Open,IPB_High,IPB_Low,IPB_Close,IPB_Volume,IPB_Dividends,IPB_Stock Splits
2004-01-20 00:00:00+00:00,24.84000015258789,24.84000015258789,24.399999618530277,6.957512378692627,2000,0.0,
2004-01-21 00:00:00+00:00,24.399999618530277,24.399999618530277,24.399999618530277,6.957512378692627,0,0.0,
2004-01-22 00:00:00+00:00,24.600000381469727,24.979999542236328,24.600000381469727,7.122896194458008,4000,0.0,
2004-01-23 00:00:00+00:00,24.649999618530277,24.649999618530277,24.25,6.914740085601807,5800,0.0,
2004-01-26 00:00:00+00:00,24.350000381469727,24.489999771118164,24.309999465942383,6.931849002838135,3500,0.0,
2004-01-27 00:00:00+00:00,24.309999465942383,24.5,24.309999465942383,6.986026763916016,1500,0.0,
2004-01-28 00:00:00+00:00,24.3700008392334,24.3700008392334,24.3700008392334,6.948958873748779,2000,0.0,
2004-01-29 00:00:00+00:00,24.3700008392334,24.3700008392334,24.350000381469727,6.943254470825195,2000,0.0,
2004-01-30 00:00:00+00:00,24.350000381469727,24.350000381469727,24.350000381469727,6.943254470825195,0,0.0,
2004-02-02 00:00:00+00:00,24.5,24.5,24.3700008392334,6.948958873748779,2400,0.0,
2004-02-03 00:00:00+00:00,24.3700008392334,24.3700008392334,24.3700008392334,6.948958873748779,0,0.0,
2004-02-04 00:00:00+00:00,24.0,24.149999618530277,24.0,6.88622522354126,3500,0.0,
2004-02-05 00:00:00+00:00,24.149999618530277,24.149999618530277,24.149999618530277,6.88622522354126,0,0.0,
2004-02-06 00:00:00+00:00,24.25,24.25,24.25,6.914740085601807,900,0.0,
2004-02-09 00:00:00+00:00,24.049999237060547,24.049999237060547,24.049999237060547,6.857712268829346,1000,0.0,
2004-02-10 00:00:00+00:00,24.350000381469727,24.350000381469727,24.25,6.943254470825195,29000,0.0,
2004-02-11 00:00:00+00:00,24.25,24.25,24.25,6.914740085601807,2000,0.0,
2004-02-12 00:00:00+00:00,24.049999237060547,24.25,24.030000686645508,6.914740085601807,2800,0.0,
2004-02-13 00:00:00+00:00,24.25,24.25,23.899999618530277,6.814942359924316,3000,0.0,
2004-02-17 00:00:00+00:00,24.0,24.25,24.0,6.914740085601807,5600,0.0,
2004-02-18 00:00:00+00:00,24.25,24.299999237060547,24.25,6.928997039794922,12000,0.0,
2004-02-19 00:00:00+00:00,24.399999618530277,24.96999931335449,24.399999618530277,6.971769332885742,3200,0.0,
2004-02-20 00:00:00+00:00,24.600000381469727,24.93000030517578,24.25,6.914740085601807,6500,0.0,
