date,THD_Open,THD_High,THD_Low,THD_Close,THD_Volume,THD_Dividends,THD_Stock Splits
2008-04-01 00:00:00+00:00,50.56999969482422,51.93000030517578,50.56999969482422,33.44416427612305,86100,0.0,
2008-04-02 00:00:00+00:00,51.18000030517578,52.060001373291016,50.70000076293945,32.8194580078125,91800,0.0,
2008-04-03 00:00:00+00:00,50.59999847412109,54.400001525878906,50.29999923706055,32.70354080200195,74300,0.0,
2008-04-04 00:00:00+00:00,50.619998931884766,51.0,50.36000061035156,32.70354080200195,38400,0.0,
2008-04-07 00:00:00+00:00,51.04999923706055,51.16999816894531,50.68000030517578,32.709983825683594,36800,0.0,
2008-04-08 00:00:00+00:00,50.81999969482422,51.04999923706055,50.75,32.83234786987305,56200,0.0,
2008-04-09 00:00:00+00:00,50.68000030517578,50.79999923706055,50.4900016784668,32.6069450378418,49800,0.0,
2008-04-10 00:00:00+00:00,50.7400016784668,51.16999816894531,50.5,32.8452262878418,51400,0.0,
2008-04-11 00:00:00+00:00,50.5,50.5,50.0,32.22696685791016,33400,0.0,
2008-04-14 00:00:00+00:00,50.20000076293945,50.22999954223633,49.95000076293945,32.33000564575195,39300,0.0,
2008-04-15 00:00:00+00:00,50.400001525878906,50.400001525878906,50.04999923706055,32.31713104248047,40800,0.0,
2008-04-16 00:00:00+00:00,51.84999847412109,52.54999923706055,51.84999847412109,33.84345626831055,149400,0.0,
2008-04-17 00:00:00+00:00,52.540000915527344,52.630001068115234,52.40999984741211,33.86277770996094,39800,0.0,
2008-04-18 00:00:00+00:00,52.77999877929688,53.0,52.650001525878906,33.97227096557617,52800,0.0,
2008-04-21 00:00:00+00:00,52.06999969482422,52.209999084472656,51.88999938964844,33.58584976196289,22000,0.0,
2008-04-22 00:00:00+00:00,52.560001373291016,52.560001373291016,52.130001068115234,33.708229064941406,21500,0.0,
2008-04-23 00:00:00+00:00,51.7400016784668,51.91999816894531,51.61000061035156,33.39908981323242,24700,0.0,
2008-04-24 00:00:00+00:00,51.790000915527344,52.369998931884766,51.4900016784668,33.56009292602539,34900,0.0,
2008-04-25 00:00:00+00:00,51.18000030517578,51.43999862670898,50.970001220703125,33.102840423583984,17100,0.0,
2008-04-28 00:00:00+00:00,51.400001525878906,51.540000915527344,51.34000015258789,33.12858963012695,15500,0.0,
2008-04-29 00:00:00+00:00,51.29999923706055,51.34000015258789,51.0099983215332,32.90318298339844,84700,0.0,
2008-04-30 00:00:00+00:00,51.59999847412109,56.54999923706055,51.220001220703125,32.99978256225586,37800,0.0,
2008-05-01 00:00:00+00:00,51.40999984741211,51.83000183105469,51.15999984741211,33.37975311279297,17300,0.0,
2008-05-02 00:00:00+00:00,52.38999938964844,52.38999938964844,51.880001068115234,33.48280334472656,187300,0.0,
2008-05-05 00:00:00+00:00,52.0,52.16999816894531,51.56999969482422,33.366878509521484,14900,0.0,
2008-05-06 00:00:00+00:00,51.93999862670898,52.459999084472656,51.79999923706055,33.598731994628906,19800,0.0,
2008-05-07 00:00:00+00:00,52.38999938964844,52.45000076293945,51.58000183105469,33.29604721069336,149300,0.0,
2008-05-08 00:00:00+00:00,51.709999084472656,52.130001068115234,51.68999862670898,33.534332275390625,21800,0.0,
2008-05-09 00:00:00+00:00,51.790000915527344,51.790000915527344,51.369998931884766,33.173667907714844,57300,0.0,
2008-05-12 00:00:00+00:00,50.65999984741211,51.13999938964844,50.619998931884766,32.93537902832031,15000,0.0,
2008-05-13 00:00:00+00:00,50.66999816894531,50.72999954223633,50.369998931884766,32.59405899047852,17800,0.0,
2008-05-14 00:00:00+00:00,51.18000030517578,51.310001373291016,51.02999877929688,32.86454772949219,24400,0.0,
2008-05-15 00:00:00+00:00,51.380001068115234,52.08000183105469,51.380001068115234,33.52788162231445,53600,0.0,
2008-05-16 00:00:00+00:00,52.58000183105469,52.84000015258789,52.43999862670898,33.94650650024414,65200,0.0,
2008-05-19 00:00:00+00:00,52.70000076293945,53.310001373291016,52.65999984741211,34.00446319580078,68500,0.0,
2008-05-20 00:00:00+00:00,53.060001373291016,53.060001373291016,52.41999816894531,33.959381103515625,57300,0.0,
2008-05-21 00:00:00+00:00,53.72999954223633,53.7599983215332,52.95000076293945,34.25564193725586,53800,0.0,
2008-05-22 00:00:00+00:00,53.18999862670898,53.93000030517578,53.150001525878906,34.53901290893555,917100,0.0,
2008-05-23 00:00:00+00:00,53.470001220703125,53.470001220703125,52.7599983215332,34.10106658935547,314400,0.0,
2008-05-27 00:00:00+00:00,51.84999847412109,51.88999938964844,51.38999938964844,33.37975311279297,296100,0.0,
2008-05-28 00:00:00+00:00,50.060001373291016,50.209999084472656,49.650001525878906,32.252723693847656,265200,0.0,
2008-05-29 00:00:00+00:00,49.61000061035156,49.97999954223633,49.38999938964844,32.10459518432617,67900,0.0,
2008-05-30 00:00:00+00:00,50.0,50.380001068115234,49.86000061035156,32.32356262207031,195400,0.0,
2008-06-02 00:00:00+00:00,48.52999877929688,48.52999877929688,47.540000915527344,30.7392578125,164300,0.0,
2008-06-03 00:00:00+00:00,47.84999847412109,47.84999847412109,47.09000015258789,30.642671585083008,166400,0.0,
2008-06-04 00:00:00+00:00,47.43999862670898,49.040000915527344,47.369998931884766,30.623348236083984,143200,0.0,
2008-06-05 00:00:00+00:00,47.31999969482422,48.02999877929688,47.15999984741211,30.86806869506836,122300,0.0,
2008-06-06 00:00:00+00:00,47.380001068115234,47.380001068115234,46.400001525878906,29.92779541015625,72800,0.0,
2008-06-09 00:00:00+00:00,46.56999969482422,46.56999969482422,45.93999862670898,29.805429458618164,51900,0.0,
2008-06-10 00:00:00+00:00,46.119998931884766,46.119998931884766,45.65999984741211,29.69594955444336,60400,0.0,
2008-06-11 00:00:00+00:00,45.59999847412109,45.65999984741211,44.84000015258789,29.03260040283203,88200,0.0,
2008-06-12 00:00:00+00:00,45.52999877929688,45.86000061035156,45.40999984741211,29.32240867614746,47400,0.0,
2008-06-13 00:00:00+00:00,45.43000030517578,45.61000061035156,45.16999816894531,29.21293258666992,39700,0.0,
2008-06-16 00:00:00+00:00,44.90999984741211,45.34000015258789,44.880001068115234,29.135652542114254,26500,0.0,
2008-06-17 00:00:00+00:00,44.720001220703125,44.970001220703125,44.29999923706055,28.58823013305664,213300,0.0,
2008-06-18 00:00:00+00:00,43.88999938964844,43.88999938964844,43.02999877929688,27.847599029541016,85100,0.0,
