date,SID_Open,SID_High,SID_Low,SID_Close,SID_Volume,SID_Dividends,SID_Stock Splits
1996-11-18 00:00:00+00:00,1.078125,1.0885419845581057,1.0677080154418943,0.0925174802541732,36000,0.0,
1996-11-19 00:00:00+00:00,1.0729169845581057,1.0729169845581057,1.0729169845581057,0.0929688438773155,0,0.0,
1996-11-20 00:00:00+00:00,1.0260419845581057,1.0260419845581057,1.0260419845581057,0.0889071002602577,4800,0.0,
1996-11-21 00:00:00+00:00,0.9895830154418944,1.0058590173721311,0.9895830154418944,0.0857478976249694,748800,0.0,
1996-11-22 00:00:00+00:00,0.9895830154418944,0.9895830154418944,0.9895830154418944,0.0857478976249694,0,0.0,
1996-11-25 00:00:00+00:00,0.9895830154418944,0.9895830154418944,0.9895830154418944,0.0857478976249694,0,0.0,
1996-11-26 00:00:00+00:00,0.9895830154418944,0.9895830154418944,0.9895830154418944,0.0857478976249694,0,0.0,
1996-11-27 00:00:00+00:00,1.0833330154418943,1.0833330154418943,1.0833330154418943,0.0938714072108268,2400,0.0,
1996-11-29 00:00:00+00:00,1.0833330154418943,1.0833330154418943,1.0833330154418943,0.0938714072108268,0,0.0,
1996-12-02 00:00:00+00:00,1.1145830154418943,1.1145830154418943,1.1145830154418943,0.0965792164206504,69600,0.0,
1996-12-03 00:00:00+00:00,1.125,1.125,1.125,0.0974818468093872,28800,0.0,
1996-12-04 00:00:00+00:00,1.1145830154418943,1.1145830154418943,1.1145830154418943,0.0965792164206504,120000,0.0,
1996-12-05 00:00:00+00:00,1.1145830154418943,1.1145830154418943,1.1145830154418943,0.0965792164206504,0,0.0,
1996-12-06 00:00:00+00:00,1.1145830154418943,1.1145830154418943,1.1145830154418943,0.0965792164206504,0,0.0,
1996-12-09 00:00:00+00:00,1.1145830154418943,1.1145830154418943,1.1145830154418943,0.0965792164206504,0,0.0,
1996-12-10 00:00:00+00:00,1.0833330154418943,1.0833330154418943,1.0833330154418943,0.0938714072108268,4800,0.0,
1996-12-11 00:00:00+00:00,1.1041669845581057,1.1041669845581057,1.1041669845581057,0.0956766679883003,14400,0.0,
