date,URE_Open,URE_High,URE_Low,URE_Close,URE_Volume,URE_Dividends,URE_Stock Splits
2007-02-02 00:00:00+00:00,178.5500030517578,178.5500030517578,178.5500030517578,138.06808471679688,0,0.0,
2007-02-05 00:00:00+00:00,178.5500030517578,178.5500030517578,178.5500030517578,138.06808471679688,0,0.0,
2007-02-06 00:00:00+00:00,183.0749969482422,183.1750030517578,183.0749969482422,141.62509155273438,560,0.0,
2007-02-07 00:00:00+00:00,184.25,191.3500061035156,184.25,147.6953125,2560,0.0,
2007-02-08 00:00:00+00:00,190.0,192.625,189.1750030517578,146.28411865234375,3640,0.0,
2007-02-09 00:00:00+00:00,183.1000061035156,183.1750030517578,176.25,141.64443969726562,4400,0.0,
2007-02-12 00:00:00+00:00,178.72500610351562,178.72500610351562,175.60000610351562,136.54080200195312,7400,0.0,
2007-02-13 00:00:00+00:00,175.39999389648438,183.0500030517578,174.375,141.50912475585938,16080,0.0,
2007-02-14 00:00:00+00:00,184.0500030517578,184.0500030517578,182.0500030517578,141.6637725830078,4800,0.0,
2007-02-15 00:00:00+00:00,181.625,183.625,181.1499938964844,141.99240112304688,2280,0.0,
2007-02-16 00:00:00+00:00,182.5,182.7749938964844,179.625,141.3351287841797,760,0.0,
2007-02-20 00:00:00+00:00,179.9499969482422,185.3000030517578,179.89999389648438,142.72702026367188,4440,0.0,
2007-02-21 00:00:00+00:00,182.6999969482422,183.4750061035156,182.2749938964844,141.8763885498047,5080,0.0,
2007-02-22 00:00:00+00:00,183.6499938964844,183.6499938964844,181.125,140.291259765625,21960,0.0,
2007-02-23 00:00:00+00:00,179.72500610351562,179.72500610351562,175.0749969482422,135.3809051513672,11000,0.0,
2007-02-26 00:00:00+00:00,176.5749969482422,176.5749969482422,169.72500610351562,133.8730010986328,8440,0.0,
2007-02-27 00:00:00+00:00,170.0,170.0,158.4250030517578,122.50594329833984,33480,0.0,
2007-02-28 00:00:00+00:00,164.5,168.6750030517578,164.5,129.34938049316406,26120,0.0,
2007-03-01 00:00:00+00:00,156.5,163.72500610351562,155.02499389648438,126.60423278808594,400,0.0,
2007-03-02 00:00:00+00:00,160.75,160.75,158.375,122.46723175048828,1000,0.0,
2007-03-05 00:00:00+00:00,151.5,152.47500610351562,144.85000610351562,112.12474060058594,10080,0.0,
2007-03-06 00:00:00+00:00,150.0,154.75,149.5,118.92953491210938,9720,0.0,
2007-03-07 00:00:00+00:00,154.375,154.375,150.25,116.20372772216795,2880,0.0,
2007-03-08 00:00:00+00:00,154.4499969482422,157.375,154.4499969482422,119.43214416503906,4040,0.0,
2007-03-09 00:00:00+00:00,158.5749969482422,158.5749969482422,155.9250030517578,122.27394104003906,1120,0.0,
2007-03-12 00:00:00+00:00,157.10000610351562,160.47500610351562,157.10000610351562,122.93113708496094,1960,0.0,
2007-03-13 00:00:00+00:00,154.625,154.6750030517578,149.875,115.8944320678711,1800,0.0,
2007-03-14 00:00:00+00:00,150.5,152.625,148.5500030517578,118.02091217041016,1280,0.0,
2007-03-15 00:00:00+00:00,154.27499389648438,155.375,154.27499389648438,120.1474151611328,1120,0.0,
2007-03-16 00:00:00+00:00,155.3249969482422,155.3249969482422,153.0,118.31090545654295,2400,0.0,
2007-03-19 00:00:00+00:00,154.9250030517578,156.0,154.4499969482422,120.6307144165039,840,0.0,
2007-03-20 00:00:00+00:00,155.0,156.9250030517578,155.0,121.34602355957033,960,0.0,
2007-03-21 00:00:00+00:00,156.9250030517578,161.125,154.9250030517578,124.59374237060548,560,0.0,
2007-03-22 00:00:00+00:00,162.1999969482422,162.1999969482422,160.35000610351562,124.7097396850586,720,0.0,
2007-03-23 00:00:00+00:00,161.85000610351562,162.625,161.85000610351562,125.38633728027344,120,0.0,
2007-03-26 00:00:00+00:00,158.47500610351562,158.47500610351562,155.875,121.38465881347656,2200,0.0,
2007-03-27 00:00:00+00:00,155.9499969482422,155.9499969482422,152.5,118.50423431396484,680,0.0,
2007-03-28 00:00:00+00:00,149.52499389648438,152.8249969482422,149.3000030517578,117.38298797607422,1280,0.0,
2007-03-29 00:00:00+00:00,152.75,153.0500030517578,151.35000610351562,118.34957885742188,320,0.0,
2007-03-30 00:00:00+00:00,152.125,155.1999969482422,152.125,120.01204681396484,4280,0.0,
2007-04-02 00:00:00+00:00,155.9499969482422,157.8000030517578,154.8000030517578,121.6359634399414,3360,0.0,
2007-04-03 00:00:00+00:00,158.9250030517578,161.4250030517578,158.9250030517578,123.89785766601562,1560,0.0,
2007-04-04 00:00:00+00:00,158.35000610351562,158.52499389648438,157.1750030517578,122.583251953125,3400,0.0,
2007-04-05 00:00:00+00:00,159.25,159.25,159.0749969482422,123.00851440429688,200,0.0,
2007-04-09 00:00:00+00:00,159.0,159.1750030517578,158.9499969482422,122.9119110107422,640,0.0,
2007-04-10 00:00:00+00:00,160.0500030517578,161.125,158.875,122.85386657714844,1400,0.0,
2007-04-11 00:00:00+00:00,157.875,157.875,154.14999389648438,119.20013427734376,2560,0.0,
2007-04-12 00:00:00+00:00,152.6999969482422,152.8000030517578,152.125,118.1369400024414,2160,0.0,
2007-04-13 00:00:00+00:00,153.0749969482422,155.85000610351562,153.0749969482422,120.51476287841795,1760,0.0,
2007-04-16 00:00:00+00:00,158.6999969482422,158.72500610351562,155.77499389648438,121.26866149902344,760,0.0,
2007-04-17 00:00:00+00:00,159.625,161.4499969482422,159.625,124.84505462646484,720,0.0,
2007-04-18 00:00:00+00:00,161.72500610351562,161.72500610351562,160.5749969482422,124.16844177246094,200,0.0,
2007-04-19 00:00:00+00:00,157.6999969482422,158.3249969482422,157.6999969482422,122.4285659790039,760,0.0,
2007-04-20 00:00:00+00:00,160.5,160.89999389648438,159.625,123.43382263183594,1160,0.0,
2007-04-23 00:00:00+00:00,163.10000610351562,164.39999389648438,162.1999969482422,125.90833282470705,800,0.0,
2007-04-24 00:00:00+00:00,162.8249969482422,162.8249969482422,160.22500610351562,124.7870864868164,440,0.0,
2007-04-25 00:00:00+00:00,159.1750030517578,160.64999389648438,158.6750030517578,124.22639465332033,1040,0.0,
2007-04-26 00:00:00+00:00,161.0,163.125,161.0,125.01902770996094,280,0.0,
2007-04-27 00:00:00+00:00,160.77499389648438,160.77499389648438,160.77499389648438,124.3231430053711,40,0.0,
2007-04-30 00:00:00+00:00,160.0,160.0,155.3000030517578,120.08943939208984,720,0.0,
2007-05-01 00:00:00+00:00,155.02499389648438,155.02499389648438,150.0,117.84696197509766,2160,0.0,
2007-05-02 00:00:00+00:00,153.0749969482422,156.52499389648438,152.875,120.3794403076172,5120,0.0,
2007-05-03 00:00:00+00:00,158.25,158.25,156.875,121.34602355957033,400,0.0,
2007-05-04 00:00:00+00:00,156.60000610351562,156.60000610351562,153.875,118.98749542236328,960,0.0,
2007-05-07 00:00:00+00:00,153.875,153.875,153.875,118.98749542236328,0,0.0,
2007-05-08 00:00:00+00:00,153.72500610351562,153.72500610351562,153.4250030517578,118.63957977294922,440,0.0,
2007-05-09 00:00:00+00:00,153.64999389648438,156.375,153.64999389648438,120.92066955566406,640,0.0,
2007-05-10 00:00:00+00:00,155.375,155.8000030517578,152.5749969482422,117.98223114013672,720,0.0,
2007-05-11 00:00:00+00:00,155.97500610351562,155.97500610351562,155.10000610351562,119.9347686767578,520,0.0,
2007-05-14 00:00:00+00:00,156.9250030517578,156.9250030517578,154.3000030517578,119.31614685058594,1400,0.0,
2007-05-15 00:00:00+00:00,154.3000030517578,155.22500610351562,148.72500610351562,115.5077667236328,1120,0.0,
2007-05-16 00:00:00+00:00,149.875,149.875,145.125,112.91732025146484,1040,0.0,
2007-05-17 00:00:00+00:00,142.0500030517578,143.4250030517578,141.77499389648438,109.63088989257812,1560,0.0,
