date,SBET_Open,SBET_High,SBET_Low,SBET_Close,SBET_Volume,SBET_Dividends,SBET_Stock Splits
1998-01-06 00:00:00+00:00,150.0,150.0,145.0,145.0,18,,
1998-01-07 00:00:00+00:00,145.0,145.0,135.0,135.0,48,,
1998-01-08 00:00:00+00:00,130.0,145.0,120.0,145.0,300,,
1998-01-09 00:00:00+00:00,135.0,135.0,135.0,135.0,13,,
1998-01-12 00:00:00+00:00,135.0,135.0,135.0,135.0,0,,
1998-01-13 00:00:00+00:00,135.0,135.0,135.0,135.0,0,,
1998-01-14 00:00:00+00:00,145.0,157.5,145.0,157.5,193,,
1998-01-15 00:00:00+00:00,160.0,160.0,140.0,157.5,165,,
1998-01-16 00:00:00+00:00,135.0,137.5,135.0,137.5,23,,
1998-01-20 00:00:00+00:00,145.0,155.0,145.0,155.0,40,,
1998-01-21 00:00:00+00:00,145.0,145.0,145.0,145.0,3,,
1998-01-22 00:00:00+00:00,145.0,157.5,145.0,145.0,133,,
1998-01-23 00:00:00+00:00,145.0,160.0,145.0,150.0,235,,
1998-01-26 00:00:00+00:00,155.0,165.0,120.0,132.5,348,,
1998-01-27 00:00:00+00:00,132.5,132.5,132.5,132.5,0,,
1998-01-28 00:00:00+00:00,130.0,135.0,130.0,135.0,15,,
1998-01-29 00:00:00+00:00,135.0,135.0,135.0,135.0,0,,
1998-01-30 00:00:00+00:00,135.0,155.0,135.0,155.0,43,,
1998-02-02 00:00:00+00:00,155.0,155.0,155.0,155.0,0,,
1998-02-03 00:00:00+00:00,125.0,155.0,120.0,120.0,235,,
1998-02-04 00:00:00+00:00,135.0,135.0,125.0,125.0,23,,
1998-02-05 00:00:00+00:00,130.0,130.0,120.0,120.0,70,,
1998-02-06 00:00:00+00:00,130.0,135.0,125.0,125.0,185,,
1998-02-09 00:00:00+00:00,130.0,130.0,120.0,120.0,158,,
1998-02-10 00:00:00+00:00,120.0,120.0,120.0,120.0,45,,
1998-02-11 00:00:00+00:00,112.5,115.0,112.5,115.0,50,,
1998-02-12 00:00:00+00:00,130.0,135.0,120.0,125.0,363,,
1998-02-13 00:00:00+00:00,125.0,125.0,115.0,125.0,193,,
1998-02-17 00:00:00+00:00,115.0,125.0,95.0,107.5,1215,,
1998-02-18 00:00:00+00:00,101.25,105.0,100.0,100.0,458,,
1998-02-19 00:00:00+00:00,101.25,125.0,90.0,112.5,8458,,
1998-02-20 00:00:00+00:00,115.0,115.0,107.5,107.5,180,,
1998-02-23 00:00:00+00:00,105.0,122.5,105.0,107.5,518,,
1998-02-24 00:00:00+00:00,112.5,115.0,110.0,110.0,490,,
1998-02-25 00:00:00+00:00,115.0,120.0,115.0,115.0,678,,
1998-02-26 00:00:00+00:00,120.0,135.0,115.0,125.0,1113,,
1998-02-27 00:00:00+00:00,112.5,127.5,107.5,127.5,223,,
1998-03-02 00:00:00+00:00,127.5,127.5,117.5,117.5,143,,
1998-03-03 00:00:00+00:00,122.5,125.0,120.0,120.0,753,,
1998-03-04 00:00:00+00:00,122.5,125.0,110.0,125.0,515,,
1998-03-05 00:00:00+00:00,117.5,117.5,107.5,107.5,60,,
1998-03-06 00:00:00+00:00,120.0,120.0,120.0,120.0,5,,
1998-03-09 00:00:00+00:00,112.5,120.0,112.5,115.0,303,,
1998-03-10 00:00:00+00:00,112.5,112.5,105.0,107.5,70,,
1998-03-11 00:00:00+00:00,120.0,120.0,105.0,105.0,20,,
1998-03-12 00:00:00+00:00,105.0,105.0,105.0,105.0,0,,
1998-03-13 00:00:00+00:00,105.0,105.0,105.0,105.0,130,,
1998-03-16 00:00:00+00:00,105.0,105.0,105.0,105.0,0,,
1998-03-17 00:00:00+00:00,102.5,102.5,100.0,100.0,45,,
1998-03-18 00:00:00+00:00,95.0,97.5,95.0,97.5,255,,
1998-03-19 00:00:00+00:00,97.5,97.5,97.5,97.5,0,,
1998-03-20 00:00:00+00:00,90.0,105.0,90.0,105.0,50,,
1998-03-23 00:00:00+00:00,100.0,115.0,90.0,90.0,68,,
1998-03-24 00:00:00+00:00,115.0,130.0,105.0,110.0,3655,,
1998-03-25 00:00:00+00:00,125.0,125.0,115.0,120.0,6270,,
1998-03-26 00:00:00+00:00,127.5,150.0,120.0,132.5,13855,,
1998-03-27 00:00:00+00:00,145.0,160.0,145.0,160.0,6783,,
1998-03-30 00:00:00+00:00,165.0,165.0,145.0,150.0,3490,,
1998-03-31 00:00:00+00:00,155.0,155.0,140.0,142.5,1513,,
1998-04-01 00:00:00+00:00,140.0,145.0,130.0,140.0,1005,,
1998-04-02 00:00:00+00:00,140.0,140.0,127.5,135.0,980,,
1998-04-03 00:00:00+00:00,137.5,140.0,130.0,130.0,678,,
1998-04-06 00:00:00+00:00,130.0,130.0,120.0,120.0,1245,,
1998-04-07 00:00:00+00:00,120.0,120.0,112.5,112.5,548,,
1998-04-08 00:00:00+00:00,115.0,120.0,115.0,120.0,60,,
1998-04-09 00:00:00+00:00,127.5,127.5,125.0,125.0,208,,
1998-04-13 00:00:00+00:00,125.0,125.0,105.0,115.0,388,,
1998-04-14 00:00:00+00:00,115.0,120.0,115.0,115.0,215,,
1998-04-15 00:00:00+00:00,115.0,120.0,105.0,110.0,233,,
1998-04-16 00:00:00+00:00,106.25,110.0,100.0,105.0,988,,
1998-04-17 00:00:00+00:00,110.0,110.0,105.0,105.0,168,,
1998-04-20 00:00:00+00:00,110.0,110.0,101.25,101.25,193,,
1998-04-21 00:00:00+00:00,102.5,105.0,100.0,102.5,580,,
1998-04-22 00:00:00+00:00,100.0,105.0,100.0,105.0,528,,
1998-04-23 00:00:00+00:00,110.0,110.0,100.0,100.0,393,,
1998-04-24 00:00:00+00:00,100.0,105.0,95.0,95.0,603,,
1998-04-27 00:00:00+00:00,95.0,110.0,95.0,110.0,278,,
1998-04-28 00:00:00+00:00,110.0,110.0,100.0,105.0,208,,
1998-04-29 00:00:00+00:00,102.5,110.0,102.5,110.0,100,,
1998-04-30 00:00:00+00:00,102.5,105.0,102.5,102.5,150,,
1998-05-01 00:00:00+00:00,100.0,110.0,100.0,100.0,608,,
1998-05-04 00:00:00+00:00,95.0,112.5,95.0,100.0,210,,
1998-05-05 00:00:00+00:00,102.5,102.5,100.0,100.0,163,,
1998-05-06 00:00:00+00:00,100.0,100.0,97.5,100.0,535,,
1998-05-07 00:00:00+00:00,95.0,95.0,95.0,95.0,570,,
1998-05-08 00:00:00+00:00,95.0,97.5,95.0,97.5,93,,
1998-05-11 00:00:00+00:00,100.0,100.0,95.0,97.5,498,,
1998-05-12 00:00:00+00:00,90.0,100.0,75.0,81.25,3715,,
1998-05-13 00:00:00+00:00,82.5,82.5,76.25,82.5,995,,
1998-05-14 00:00:00+00:00,82.5,82.5,77.5,77.5,500,,
1998-05-15 00:00:00+00:00,80.0,85.0,80.0,80.0,1268,,
1998-05-18 00:00:00+00:00,80.0,80.0,80.0,80.0,48,,
1998-05-19 00:00:00+00:00,85.0,85.0,80.0,80.0,213,,
1998-05-20 00:00:00+00:00,80.0,80.0,75.0,77.5,150,,
1998-05-21 00:00:00+00:00,80.0,90.0,76.25,76.25,650,,
1998-05-22 00:00:00+00:00,76.25,76.25,76.25,76.25,33,,
1998-05-26 00:00:00+00:00,87.5,87.5,75.0,75.0,308,,
1998-05-27 00:00:00+00:00,75.0,77.5,70.0,75.0,458,,
1998-05-28 00:00:00+00:00,85.0,85.0,70.0,72.5,335,,
1998-05-29 00:00:00+00:00,70.0,72.5,70.0,72.5,138,,
1998-06-01 00:00:00+00:00,70.0,77.5,62.5,77.5,390,,
1998-06-02 00:00:00+00:00,62.5,77.5,62.5,65.0,470,,
1998-06-03 00:00:00+00:00,70.0,70.0,62.5,70.0,445,,
1998-06-04 00:00:00+00:00,65.0,78.75,65.0,78.75,93,,
1998-06-05 00:00:00+00:00,82.5,85.0,70.0,82.5,330,,
1998-06-08 00:00:00+00:00,82.5,82.5,70.0,82.5,98,,
1998-06-09 00:00:00+00:00,70.0,70.0,70.0,70.0,8,,
1998-06-10 00:00:00+00:00,70.0,70.0,62.5,66.25,130,,
1998-06-11 00:00:00+00:00,65.0,65.0,65.0,65.0,10,,
1998-06-12 00:00:00+00:00,65.0,66.25,65.0,65.0,398,,
1998-06-15 00:00:00+00:00,67.5,70.0,65.0,65.0,285,,
1998-06-16 00:00:00+00:00,65.0,65.0,65.0,65.0,0,,
1998-06-17 00:00:00+00:00,65.0,70.0,65.0,65.0,235,,
1998-06-18 00:00:00+00:00,65.0,65.0,65.0,65.0,80,,
1998-06-19 00:00:00+00:00,65.0,65.0,62.5,65.0,183,,
1998-06-22 00:00:00+00:00,62.5,62.5,62.5,62.5,698,,
1998-06-23 00:00:00+00:00,62.5,70.0,62.5,67.5,428,,
1998-06-24 00:00:00+00:00,65.0,65.0,65.0,65.0,333,,
1998-06-25 00:00:00+00:00,65.0,68.75,65.0,68.75,63,,
1998-06-26 00:00:00+00:00,77.5,77.5,77.5,77.5,150,,
1998-06-29 00:00:00+00:00,85.0,85.0,67.5,67.5,260,,
1998-06-30 00:00:00+00:00,70.0,70.0,70.0,70.0,10,,
1998-07-01 00:00:00+00:00,80.0,80.0,72.5,72.5,23,,
1998-07-02 00:00:00+00:00,80.0,80.0,75.0,80.0,295,,
1998-07-06 00:00:00+00:00,85.0,85.0,85.0,85.0,85,,
1998-07-07 00:00:00+00:00,80.0,80.0,72.5,75.0,243,,
1998-07-08 00:00:00+00:00,75.0,80.0,75.0,80.0,130,,
1998-07-09 00:00:00+00:00,90.0,90.0,75.0,75.0,1055,,
1998-07-10 00:00:00+00:00,75.0,82.5,75.0,82.5,213,,
1998-07-13 00:00:00+00:00,82.5,90.0,82.5,90.0,235,,
1998-07-14 00:00:00+00:00,70.0,85.0,70.0,80.0,253,,
1998-07-15 00:00:00+00:00,80.0,82.5,80.0,82.5,305,,
1998-07-16 00:00:00+00:00,87.5,87.5,75.0,75.0,240,,
1998-07-17 00:00:00+00:00,80.0,90.0,70.0,90.0,558,,
1998-07-20 00:00:00+00:00,80.0,85.0,80.0,85.0,90,,
1998-07-21 00:00:00+00:00,75.0,80.0,72.5,72.5,103,,
1998-07-22 00:00:00+00:00,80.0,80.0,75.0,75.0,80,,
1998-07-23 00:00:00+00:00,75.0,75.0,75.0,75.0,165,,
1998-07-24 00:00:00+00:00,72.5,82.5,72.5,75.0,153,,
1998-07-27 00:00:00+00:00,80.0,85.0,75.0,75.0,113,,
1998-07-28 00:00:00+00:00,70.0,75.0,40.0,55.0,1838,,
1998-07-29 00:00:00+00:00,55.0,60.0,52.5,58.75,495,,
1998-07-30 00:00:00+00:00,60.0,80.0,60.0,80.0,488,,
1998-07-31 00:00:00+00:00,80.0,80.0,72.5,72.5,223,,
1998-08-03 00:00:00+00:00,70.0,77.5,70.0,75.0,150,,
1998-08-04 00:00:00+00:00,70.0,75.0,70.0,70.0,133,,
1998-08-05 00:00:00+00:00,70.0,75.0,67.5,70.0,850,,
1998-08-06 00:00:00+00:00,77.5,77.5,60.0,60.0,405,,
1998-08-07 00:00:00+00:00,75.0,75.0,67.5,73.75,160,,
1998-08-10 00:00:00+00:00,73.75,73.75,60.0,70.0,320,,
1998-08-11 00:00:00+00:00,55.0,61.25,55.0,61.25,43,,
1998-08-12 00:00:00+00:00,70.0,73.75,70.0,73.75,235,,
1998-08-13 00:00:00+00:00,67.5,67.5,67.5,67.5,148,,
1998-08-14 00:00:00+00:00,67.5,67.5,67.5,67.5,10,,
1998-08-17 00:00:00+00:00,65.0,72.5,65.0,72.5,135,,
1998-08-18 00:00:00+00:00,72.5,77.5,72.5,77.5,755,,
1998-08-19 00:00:00+00:00,80.0,80.0,72.5,75.0,793,,
1998-08-20 00:00:00+00:00,70.0,70.0,70.0,70.0,23,,
1998-08-21 00:00:00+00:00,70.0,70.0,70.0,70.0,75,,
1998-08-24 00:00:00+00:00,70.0,75.0,65.0,65.0,568,,
1998-08-25 00:00:00+00:00,67.5,72.5,50.0,55.0,1015,,
1998-08-26 00:00:00+00:00,60.0,65.0,60.0,60.0,430,,
1998-08-27 00:00:00+00:00,60.0,62.5,60.0,60.0,193,,
1998-08-28 00:00:00+00:00,60.0,60.0,26.25,60.0,663,,
1998-08-31 00:00:00+00:00,52.5,57.5,50.0,50.0,140,,
1998-09-01 00:00:00+00:00,40.0,45.0,40.0,42.5,360,,
1998-09-02 00:00:00+00:00,50.0,52.5,47.5,47.5,320,,
1998-09-03 00:00:00+00:00,47.5,47.5,47.5,47.5,0,,
1998-09-04 00:00:00+00:00,47.5,50.0,47.5,50.0,75,,
1998-09-08 00:00:00+00:00,50.0,50.0,50.0,50.0,0,,
1998-09-09 00:00:00+00:00,47.5,60.0,47.5,60.0,450,,
1998-09-10 00:00:00+00:00,60.0,62.5,60.0,60.0,113,,
1998-09-11 00:00:00+00:00,45.0,60.0,45.0,52.5,175,,
1998-09-14 00:00:00+00:00,55.0,60.0,52.5,52.5,183,,
1998-09-15 00:00:00+00:00,52.5,52.5,52.5,52.5,20,,
1998-09-16 00:00:00+00:00,60.0,70.0,60.0,67.5,318,,
1998-09-17 00:00:00+00:00,62.5,65.0,62.5,65.0,350,,
1998-09-18 00:00:00+00:00,65.0,65.0,65.0,65.0,115,,
1998-09-21 00:00:00+00:00,65.0,65.0,52.5,52.5,53,,
1998-09-22 00:00:00+00:00,52.5,52.5,52.5,52.5,0,,
1998-09-23 00:00:00+00:00,65.0,72.5,62.5,65.0,165,,
1998-09-24 00:00:00+00:00,65.0,65.0,47.5,65.0,518,,
1998-09-25 00:00:00+00:00,62.5,65.0,52.5,65.0,265,,
1998-09-28 00:00:00+00:00,62.5,65.0,62.5,65.0,33,,
1998-09-29 00:00:00+00:00,62.5,65.0,62.5,65.0,310,,
1998-09-30 00:00:00+00:00,62.5,62.5,62.5,62.5,25,,
1998-10-01 00:00:00+00:00,67.5,67.5,67.5,67.5,55,,
1998-10-02 00:00:00+00:00,80.0,80.0,60.0,60.0,28,,
1998-10-05 00:00:00+00:00,66.25,66.25,65.0,65.0,350,,
1998-10-06 00:00:00+00:00,65.0,66.25,52.5,60.0,933,,
1998-10-07 00:00:00+00:00,65.0,65.0,57.5,57.5,488,,
1998-10-08 00:00:00+00:00,57.5,57.5,57.5,57.5,0,,
1998-10-09 00:00:00+00:00,57.5,57.5,57.5,57.5,0,,
1998-10-12 00:00:00+00:00,55.0,55.0,55.0,55.0,278,,
1998-10-13 00:00:00+00:00,55.0,55.0,55.0,55.0,230,,
1998-10-14 00:00:00+00:00,55.0,55.0,55.0,55.0,50,,
1998-10-15 00:00:00+00:00,52.5,70.0,52.5,65.0,215,,
1998-10-16 00:00:00+00:00,55.0,55.0,55.0,55.0,90,,
1998-10-19 00:00:00+00:00,67.5,67.5,60.0,65.0,505,,
1998-10-20 00:00:00+00:00,70.0,70.0,70.0,70.0,98,,
1998-10-21 00:00:00+00:00,68.75,68.75,68.75,68.75,5,,
1998-10-22 00:00:00+00:00,68.75,68.75,68.75,68.75,75,,
1998-10-23 00:00:00+00:00,68.75,68.75,68.75,68.75,0,,
1998-10-26 00:00:00+00:00,70.0,70.0,70.0,70.0,30,,
1998-10-27 00:00:00+00:00,67.5,67.5,67.5,67.5,93,,
1998-10-28 00:00:00+00:00,68.75,68.75,68.75,68.75,60,,
1998-10-29 00:00:00+00:00,57.5,65.0,55.0,65.0,395,,
1998-10-30 00:00:00+00:00,62.5,65.0,62.5,63.75,318,,
1998-11-02 00:00:00+00:00,70.0,75.0,65.0,65.0,178,,
1998-11-03 00:00:00+00:00,65.0,70.0,60.0,65.0,335,,
1998-11-04 00:00:00+00:00,65.0,65.0,65.0,65.0,25,,
1998-11-05 00:00:00+00:00,70.0,75.0,67.5,67.5,160,,
1998-11-06 00:00:00+00:00,67.5,67.5,65.0,65.0,168,,
1998-11-09 00:00:00+00:00,75.0,75.0,70.0,70.0,253,,
1998-11-10 00:00:00+00:00,65.0,82.5,65.0,80.0,1188,,
1998-11-11 00:00:00+00:00,75.0,77.5,75.0,77.5,115,,
