date,CNO_Open,CNO_High,CNO_Low,CNO_Close,CNO_Volume,CNO_Dividends,CNO_Stock Splits
2003-09-10 00:00:00+00:00,19.71999931335449,21.0,19.71999931335449,15.84300136566162,266000,0.0,
2003-09-11 00:00:00+00:00,20.5,22.5,20.5,17.22926902770996,3155200,0.0,
2003-09-12 00:00:00+00:00,22.0,22.5,20.239999771118164,16.072738647460938,4408900,0.0,
2003-09-15 00:00:00+00:00,19.799999237060547,20.399999618530277,19.350000381469727,15.945982933044434,3313500,0.0,
2003-09-16 00:00:00+00:00,19.950000762939453,20.0,18.399999618530277,14.686466217041016,4218000,0.0,
2003-09-17 00:00:00+00:00,18.43000030517578,19.38999938964844,17.700000762939453,15.312263488769531,5253800,0.0,
2003-09-18 00:00:00+00:00,19.149999618530277,19.450000762939453,18.90999984741211,15.185523986816406,2149500,0.0,
2003-09-19 00:00:00+00:00,19.200000762939453,19.600000381469727,19.0,15.169684410095217,2300000,0.0,
2003-09-22 00:00:00+00:00,18.96999931335449,19.13999938964844,18.26000022888184,14.813213348388672,1605400,0.0,
2003-09-23 00:00:00+00:00,18.700000762939453,19.68000030517578,18.549999237060547,15.407315254211426,1874300,0.0,
2003-09-24 00:00:00+00:00,19.450000762939453,19.700000762939453,18.799999237060547,14.9478759765625,1501000,0.0,
2003-09-25 00:00:00+00:00,18.950000762939453,19.100000381469727,18.59000015258789,14.971641540527344,2406700,0.0,
2003-09-26 00:00:00+00:00,18.899999618530277,19.280000686645508,18.559999465942383,14.773601531982422,1417100,0.0,
2003-09-29 00:00:00+00:00,18.75,18.84000015258789,17.850000381469727,14.567642211914062,2398400,0.0,
2003-09-30 00:00:00+00:00,18.299999237060547,18.5,17.8799991607666,14.306233406066896,1557000,0.0,
2003-10-01 00:00:00+00:00,18.059999465942383,19.149999618530277,18.049999237060547,15.130071640014648,3345400,0.0,
2003-10-02 00:00:00+00:00,19.100000381469727,20.350000381469727,19.049999237060547,16.056894302368164,3580100,0.0,
2003-10-03 00:00:00+00:00,20.399999618530277,21.049999237060547,20.15999984741211,16.159866333007812,2325600,0.0,
2003-10-06 00:00:00+00:00,19.729999542236328,19.799999237060547,18.75,15.541985511779783,4407900,0.0,
2003-10-07 00:00:00+00:00,19.399999618530277,19.459999084472656,19.200000762939453,15.28850269317627,3724100,0.0,
2003-10-08 00:00:00+00:00,19.299999237060547,19.59000015258789,19.0,15.462772369384766,4694000,0.0,
2003-10-09 00:00:00+00:00,19.649999618530277,20.100000381469727,19.600000381469727,15.724181175231934,3380600,0.0,
2003-10-10 00:00:00+00:00,19.850000381469727,20.309999465942383,19.780000686645508,15.993515968322754,2687500,0.0,
2003-10-13 00:00:00+00:00,19.96999931335449,20.13999938964844,19.959999084472656,15.898454666137695,1233200,0.0,
2003-10-14 00:00:00+00:00,20.07999992370605,20.739999771118164,20.0,16.30245018005371,2555800,0.0,
2003-10-15 00:00:00+00:00,20.57999992370605,20.700000762939453,20.350000381469727,16.3499813079834,1381700,0.0,
2003-10-16 00:00:00+00:00,20.61000061035156,20.61000061035156,20.299999237060547,16.104413986206055,840900,0.0,
2003-10-17 00:00:00+00:00,19.899999618530277,20.25,19.649999618530277,15.605366706848145,1455900,0.0,
2003-10-20 00:00:00+00:00,19.709999084472656,19.84000015258789,19.3700008392334,15.486534118652344,987700,0.0,
2003-10-21 00:00:00+00:00,19.399999618530277,19.979999542236328,19.350000381469727,15.77963161468506,1192300,0.0,
2003-10-22 00:00:00+00:00,19.780000686645508,19.84000015258789,19.600000381469727,15.652888298034668,551900,0.0,
2003-10-23 00:00:00+00:00,19.559999465942383,19.600000381469727,19.209999084472656,15.351877212524414,903600,0.0,
2003-10-24 00:00:00+00:00,19.43000030517578,19.600000381469727,19.350000381469727,15.36771297454834,509200,0.0,
2003-10-27 00:00:00+00:00,19.399999618530277,19.899999618530277,19.399999618530277,15.660807609558104,1557500,0.0,
2003-10-28 00:00:00+00:00,19.799999237060547,20.459999084472656,19.780000686645508,15.993515968322754,1645300,0.0,
2003-10-29 00:00:00+00:00,20.190000534057617,20.190000534057617,19.86000061035156,15.84300136566162,1036400,0.0,
2003-10-30 00:00:00+00:00,20.020000457763672,20.049999237060547,19.71999931335449,15.803400039672852,554400,0.0,
2003-10-31 00:00:00+00:00,19.8700008392334,20.399999618530277,19.799999237060547,16.159866333007812,1985500,0.0,
2003-11-03 00:00:00+00:00,20.299999237060547,20.649999618530277,20.149999618530277,15.969746589660645,972900,0.0,
2003-11-04 00:00:00+00:00,20.100000381469727,20.21999931335449,19.899999618530277,15.96182632446289,703800,0.0,
2003-11-05 00:00:00+00:00,20.0,20.149999618530277,20.0,15.890542030334473,1064200,0.0,
2003-11-06 00:00:00+00:00,20.030000686645508,20.030000686645508,19.700000762939453,15.795476913452148,840300,0.0,
2003-11-07 00:00:00+00:00,19.979999542236328,20.0,19.790000915527344,15.827166557312012,776400,0.0,
2003-11-10 00:00:00+00:00,19.799999237060547,19.799999237060547,19.030000686645508,15.407315254211426,2082500,0.0,
2003-11-11 00:00:00+00:00,19.399999618530277,19.61000061035156,19.350000381469727,15.486534118652344,1215300,0.0,
2003-11-12 00:00:00+00:00,19.549999237060547,19.600000381469727,19.43000030517578,15.462772369384766,996800,0.0,
2003-11-13 00:00:00+00:00,19.489999771118164,19.5,19.0,15.05085277557373,1242700,0.0,
2003-11-14 00:00:00+00:00,19.0,19.01000022888184,18.670000076293945,14.892422676086426,650300,0.0,
2003-11-17 00:00:00+00:00,18.68000030517578,19.1299991607666,18.25,14.916187286376951,1616800,0.0,
2003-11-18 00:00:00+00:00,18.950000762939453,19.280000686645508,18.82999992370605,15.233047485351562,4401300,0.0,
