date,ANTE_Open,ANTE_High,ANTE_Low,ANTE_Close,ANTE_Volume,ANTE_Dividends,ANTE_Stock Splits
2007-11-07 00:00:00+00:00,390.0,454.2000122070313,384.0,418.0,595380,,
2007-11-08 00:00:00+00:00,390.0,407.0,370.0,380.0,162105,,
2007-11-09 00:00:00+00:00,370.0,394.6000061035156,364.0,388.0,84805,,
2007-11-12 00:00:00+00:00,360.0,386.0,360.0,371.2000122070313,62680,,
2007-11-13 00:00:00+00:00,366.2000122070313,377.6000061035156,360.0,360.0,90480,,
2007-11-14 00:00:00+00:00,380.0,397.0,364.2000122070313,382.0,37765,,
2007-11-15 00:00:00+00:00,376.0,381.6000061035156,370.0,370.0,19380,,
2007-11-16 00:00:00+00:00,394.3999938964844,394.3999938964844,356.6000061035156,359.79998779296875,64435,,
2007-11-19 00:00:00+00:00,355.3999938964844,365.3999938964844,345.6000061035156,363.3999938964844,21095,,
2007-11-20 00:00:00+00:00,328.20001220703125,359.3999938964844,327.0,345.0,36280,,
2007-11-21 00:00:00+00:00,330.0,330.20001220703125,312.0,325.0,75570,,
2007-11-23 00:00:00+00:00,325.0,368.3999938964844,314.6000061035156,331.20001220703125,39690,,
2007-11-26 00:00:00+00:00,338.79998779296875,357.0,326.20001220703125,338.0,42095,,
2007-11-27 00:00:00+00:00,330.0,336.20001220703125,329.79998779296875,333.0,25425,,
2007-11-28 00:00:00+00:00,338.0,359.6000061035156,325.20001220703125,344.6000061035156,50005,,
2007-11-29 00:00:00+00:00,336.0,345.3999938964844,331.3999938964844,340.0,23085,,
2007-11-30 00:00:00+00:00,340.0,370.0,340.0,352.79998779296875,23670,,
2007-12-03 00:00:00+00:00,340.0,365.0,334.6000061035156,358.20001220703125,8450,,
2007-12-04 00:00:00+00:00,346.0,367.0,346.0,351.0,5980,,
2007-12-05 00:00:00+00:00,346.0,365.3999938964844,344.79998779296875,359.79998779296875,17565,,
2007-12-06 00:00:00+00:00,350.0,378.0,350.0,370.6000061035156,13025,,
2007-12-07 00:00:00+00:00,360.0,410.0,360.0,395.2000122070313,12100,,
2007-12-10 00:00:00+00:00,385.0,415.7999877929688,379.6000061035156,412.0,13595,,
2007-12-11 00:00:00+00:00,405.0,439.2000122070313,390.0,407.2000122070313,7495,,
2007-12-12 00:00:00+00:00,414.0,416.7999877929688,393.0,395.7999877929688,5745,,
2007-12-13 00:00:00+00:00,390.0,391.3999938964844,363.7999877929688,386.0,4800,,
2007-12-14 00:00:00+00:00,390.0,400.0,386.7999877929688,387.2000122070313,5250,,
2007-12-17 00:00:00+00:00,376.7999877929688,395.0,370.0,372.3999938964844,6015,,
2007-12-18 00:00:00+00:00,367.7999877929688,394.3999938964844,367.7999877929688,382.0,12490,,
2007-12-19 00:00:00+00:00,388.2000122070313,449.6000061035156,375.3999938964844,409.0,13620,,
2007-12-20 00:00:00+00:00,392.0,420.0,382.6000061035156,409.3999938964844,4955,,
2007-12-21 00:00:00+00:00,410.0,438.7999877929688,410.0,432.6000061035156,6735,,
2007-12-24 00:00:00+00:00,434.0,448.0,433.0,443.0,3895,,
2007-12-26 00:00:00+00:00,441.7999877929688,448.7999877929688,432.2000122070313,438.3999938964844,2075,,
2007-12-27 00:00:00+00:00,412.6000061035156,444.7999877929688,412.2000122070313,436.2000122070313,10465,,
2007-12-28 00:00:00+00:00,434.3999938964844,503.0,432.0,468.3999938964844,9325,,
2007-12-31 00:00:00+00:00,469.6000061035156,469.6000061035156,438.6000061035156,447.6000061035156,25845,,
2008-01-02 00:00:00+00:00,440.2000122070313,449.0,429.7999877929688,435.2000122070313,35245,,
2008-01-03 00:00:00+00:00,441.2000122070313,469.2000122070313,425.7999877929688,457.6000061035156,29860,,
2008-01-04 00:00:00+00:00,444.2000122070313,490.6000061035156,430.2000122070313,472.0,7600,,
2008-01-07 00:00:00+00:00,452.2000122070313,475.6000061035156,450.0,460.0,13335,,
2008-01-08 00:00:00+00:00,454.3999938964844,474.3999938964844,450.7999877929688,460.0,12905,,
2008-01-09 00:00:00+00:00,499.3999938964844,499.3999938964844,459.0,465.2000122070313,1355,,
2008-01-10 00:00:00+00:00,466.6000061035156,478.0,456.3999938964844,477.0,10210,,
2008-01-11 00:00:00+00:00,477.6000061035156,483.7999877929688,453.6000061035156,483.6000061035156,14325,,
2008-01-14 00:00:00+00:00,490.3999938964844,530.2000122070312,472.2000122070313,500.7999877929688,14020,,
2008-01-15 00:00:00+00:00,496.0,515.4000244140625,478.0,510.0,11625,,
2008-01-16 00:00:00+00:00,484.7999877929688,500.0,482.3999938964844,488.0,21805,,
2008-01-17 00:00:00+00:00,490.3999938964844,497.6000061035156,470.2000122070313,481.7999877929688,40080,,
2008-01-18 00:00:00+00:00,480.0,488.0,470.0,480.2000122070313,19890,,
2008-01-22 00:00:00+00:00,430.2000122070313,454.0,396.0,443.2000122070313,36330,,
2008-01-23 00:00:00+00:00,432.0,442.6000061035156,371.3999938964844,413.2000122070313,60585,,
2008-01-24 00:00:00+00:00,419.3999938964844,469.0,400.0,459.3999938964844,31705,,
2008-01-25 00:00:00+00:00,456.3999938964844,468.3999938964844,436.0,465.7999877929688,5215,,
2008-01-28 00:00:00+00:00,455.2000122070313,473.2000122070313,450.0,464.2000122070313,20625,,
2008-01-29 00:00:00+00:00,460.0,460.0,427.2000122070313,447.0,18035,,
2008-01-30 00:00:00+00:00,440.2000122070313,446.0,426.3999938964844,440.0,20690,,
2008-01-31 00:00:00+00:00,421.6000061035156,458.0,420.3999938964844,457.7999877929688,4475,,
2008-02-01 00:00:00+00:00,454.7999877929688,455.0,433.3999938964844,448.6000061035156,6715,,
2008-02-04 00:00:00+00:00,448.0,455.7999877929688,432.7999877929688,445.3999938964844,13900,,
2008-02-05 00:00:00+00:00,438.0,438.0,420.0,421.0,4820,,
2008-02-06 00:00:00+00:00,420.2000122070313,438.0,401.7999877929688,404.6000061035156,7565,,
2008-02-07 00:00:00+00:00,404.6000061035156,404.6000061035156,363.0,377.0,10060,,
2008-02-08 00:00:00+00:00,372.3999938964844,388.0,369.6000061035156,384.2000122070313,7460,,
2008-02-11 00:00:00+00:00,387.7999877929688,388.3999938964844,375.0,378.7999877929688,13690,,
2008-02-12 00:00:00+00:00,375.6000061035156,381.0,369.2000122070313,370.0,5445,,
2008-02-13 00:00:00+00:00,375.2000122070313,375.7999877929688,369.2000122070313,370.0,6250,,
2008-02-14 00:00:00+00:00,371.2000122070313,379.6000061035156,371.2000122070313,371.6000061035156,12960,,
2008-02-15 00:00:00+00:00,374.0,376.6000061035156,371.2000122070313,372.7999877929688,2660,,
2008-02-19 00:00:00+00:00,379.6000061035156,382.6000061035156,374.0,381.7999877929688,13705,,
2008-02-20 00:00:00+00:00,380.0,388.6000061035156,378.2000122070313,380.0,19575,,
2008-02-21 00:00:00+00:00,386.6000061035156,386.6000061035156,375.3999938964844,379.2000122070313,10435,,
2008-02-22 00:00:00+00:00,376.0,380.0,361.6000061035156,367.6000061035156,14605,,
2008-02-25 00:00:00+00:00,360.20001220703125,368.2000122070313,350.20001220703125,354.0,14200,,
2008-02-26 00:00:00+00:00,361.0,387.3999938964844,360.0,367.0,34295,,
2008-02-27 00:00:00+00:00,372.3999938964844,372.3999938964844,359.79998779296875,362.0,13010,,
2008-02-28 00:00:00+00:00,360.6000061035156,365.0,356.3999938964844,364.2000122070313,4170,,
2008-02-29 00:00:00+00:00,368.7999877929688,370.0,356.0,358.79998779296875,6070,,
2008-03-03 00:00:00+00:00,365.6000061035156,366.7999877929688,360.3999938964844,366.2000122070313,2910,,
2008-03-04 00:00:00+00:00,376.3999938964844,380.0,369.3999938964844,375.0,7435,,
2008-03-05 00:00:00+00:00,375.0,408.6000061035156,370.3999938964844,402.3999938964844,19860,,
2008-03-06 00:00:00+00:00,409.3999938964844,409.3999938964844,380.0,399.7999877929688,4655,,
2008-03-07 00:00:00+00:00,402.7999877929688,402.7999877929688,366.0,367.2000122070313,11260,,
2008-03-10 00:00:00+00:00,367.2000122070313,369.0,346.0,350.3999938964844,7655,,
2008-03-11 00:00:00+00:00,361.6000061035156,363.3999938964844,350.0,350.0,3940,,
2008-03-12 00:00:00+00:00,365.2000122070313,369.3999938964844,354.20001220703125,359.6000061035156,8260,,
2008-03-13 00:00:00+00:00,359.6000061035156,359.6000061035156,341.20001220703125,343.79998779296875,6245,,
2008-03-14 00:00:00+00:00,352.20001220703125,352.20001220703125,320.0,333.6000061035156,10050,,
2008-03-17 00:00:00+00:00,320.6000061035156,321.0,300.20001220703125,312.20001220703125,16660,,
2008-03-18 00:00:00+00:00,319.6000061035156,320.0,311.20001220703125,318.6000061035156,6930,,
2008-03-19 00:00:00+00:00,320.0,325.3999938964844,313.20001220703125,314.20001220703125,5275,,
2008-03-20 00:00:00+00:00,313.0,319.79998779296875,308.79998779296875,318.0,3230,,
2008-03-24 00:00:00+00:00,324.3999938964844,329.3999938964844,302.3999938964844,329.3999938964844,13190,,
2008-03-25 00:00:00+00:00,334.0,345.0,327.79998779296875,338.0,7070,,
