date,AMT_Open,AMT_High,AMT_Low,AMT_Close,AMT_Volume,AMT_Dividends,AMT_Stock Splits
1998-02-27 00:00:00+00:00,17.375,18.0,17.375,13.363422393798828,50000,0.0,
1998-03-02 00:00:00+00:00,17.25,17.25,17.0,13.267281532287598,75000,0.0,
1998-03-03 00:00:00+00:00,17.125,17.125,16.75,13.171138763427734,35000,0.0,
1998-03-04 00:00:00+00:00,15.75,15.75,15.5,12.113605499267578,60000,0.0,
1998-03-05 00:00:00+00:00,16.125,16.125,16.125,12.402026176452637,400,0.0,
1998-03-06 00:00:00+00:00,16.125,16.375,16.125,12.402026176452637,3600,0.0,
1998-03-09 00:00:00+00:00,16.125,16.5,15.875,12.209744453430176,3200,0.0,
1998-03-10 00:00:00+00:00,15.875,16.875,15.875,12.498163223266602,56800,0.0,
1998-03-11 00:00:00+00:00,16.25,16.5,16.125,12.498163223266602,10400,0.0,
1998-03-12 00:00:00+00:00,16.25,16.375,16.125,12.594303131103516,3800,0.0,
1998-03-13 00:00:00+00:00,16.5,16.5,16.5,12.69044589996338,1000,0.0,
1998-03-16 00:00:00+00:00,16.5,16.5,16.125,12.402026176452637,7700,0.0,
1998-03-17 00:00:00+00:00,16.125,16.125,15.75,12.209744453430176,28000,0.0,
1998-03-18 00:00:00+00:00,15.875,16.125,15.75,12.402026176452637,45700,0.0,
1998-03-19 00:00:00+00:00,16.125,17.375,16.0,13.171138763427734,383600,0.0,
1998-03-20 00:00:00+00:00,17.25,17.75,17.25,13.651843070983888,275600,0.0,
1998-03-23 00:00:00+00:00,17.75,19.0,17.375,14.517102241516112,398600,0.0,
1998-03-24 00:00:00+00:00,18.875,19.875,18.875,15.190070152282717,261800,0.0,
1998-03-25 00:00:00+00:00,19.75,20.125,19.5,15.286211967468262,135600,0.0,
1998-03-26 00:00:00+00:00,19.875,19.875,19.25,15.093937873840332,26300,0.0,
1998-03-27 00:00:00+00:00,19.625,19.75,18.375,14.80551528930664,62200,0.0,
1998-03-30 00:00:00+00:00,19.25,19.875,19.25,15.286211967468262,49500,0.0,
1998-03-31 00:00:00+00:00,19.875,20.25,19.875,15.478497505187988,79000,0.0,
1998-04-01 00:00:00+00:00,20.125,20.625,20.0,15.76691722869873,150100,0.0,
1998-04-02 00:00:00+00:00,21.75,23.375,21.75,17.881994247436523,140500,0.0,
1998-04-03 00:00:00+00:00,23.25,26.125,21.75,19.035667419433597,458700,0.0,
1998-04-06 00:00:00+00:00,24.75,26.0,23.0,18.45882606506348,105300,0.0,
1998-04-07 00:00:00+00:00,24.0,24.0,22.125,17.016733169555664,152800,0.0,
1998-04-08 00:00:00+00:00,22.125,23.0,21.0,17.305143356323242,45100,0.0,
1998-04-09 00:00:00+00:00,22.5,23.0,22.25,17.68971061706543,151400,0.0,
1998-04-13 00:00:00+00:00,23.0,23.25,22.375,17.401287078857422,85900,0.0,
1998-04-14 00:00:00+00:00,22.625,23.0,22.5,17.4974308013916,322900,0.0,
1998-04-15 00:00:00+00:00,22.75,22.875,21.5,16.72831153869629,23100,0.0,
1998-04-16 00:00:00+00:00,21.75,21.75,20.875,16.34375762939453,55400,0.0,
1998-04-17 00:00:00+00:00,21.25,21.625,21.0,16.63217544555664,15100,0.0,
1998-04-20 00:00:00+00:00,21.625,22.125,21.25,17.016733169555664,92900,0.0,
1998-04-21 00:00:00+00:00,22.125,22.125,21.75,17.016733169555664,23100,0.0,
1998-04-22 00:00:00+00:00,22.125,23.625,22.125,17.68971061706543,60900,0.0,
1998-04-23 00:00:00+00:00,23.0,23.5,23.0,18.074264526367188,242300,0.0,
1998-04-24 00:00:00+00:00,23.5,23.625,22.0,16.92058563232422,100900,0.0,
1998-04-27 00:00:00+00:00,22.0,22.5,19.875,16.055330276489258,52200,0.0,
1998-04-28 00:00:00+00:00,20.875,21.875,20.75,16.536027908325195,29100,0.0,
1998-04-29 00:00:00+00:00,21.5,22.5,21.0,17.305143356323242,101300,0.0,
1998-04-30 00:00:00+00:00,22.5,23.25,22.375,17.68971061706543,116300,0.0,
1998-05-01 00:00:00+00:00,23.0,23.125,22.0,17.016733169555664,61000,0.0,
1998-05-04 00:00:00+00:00,22.125,22.25,21.25,16.63217544555664,58400,0.0,
1998-05-05 00:00:00+00:00,21.625,21.75,20.75,16.34375762939453,44000,0.0,
1998-05-06 00:00:00+00:00,21.25,22.0,20.875,16.92058563232422,47300,0.0,
1998-05-07 00:00:00+00:00,22.0,22.125,21.375,16.439889907836914,230900,0.0,
1998-05-08 00:00:00+00:00,21.75,22.75,21.75,17.401287078857422,320700,0.0,
1998-05-11 00:00:00+00:00,22.625,22.75,22.25,17.209014892578125,375200,0.0,
1998-05-12 00:00:00+00:00,22.375,22.625,22.0,16.92058563232422,333300,0.0,
1998-05-13 00:00:00+00:00,22.125,22.625,22.125,17.209014892578125,88100,0.0,
1998-05-14 00:00:00+00:00,22.375,22.5,22.0,17.305143356323242,35600,0.0,
1998-05-15 00:00:00+00:00,22.5,22.5,21.5,16.92058563232422,69200,0.0,
1998-05-18 00:00:00+00:00,22.0,22.125,21.0,16.536027908325195,53200,0.0,
1998-05-19 00:00:00+00:00,21.5,22.0,21.5,16.92058563232422,21000,0.0,
1998-05-20 00:00:00+00:00,22.0,22.0,21.0,16.151472091674805,14100,0.0,
1998-05-21 00:00:00+00:00,21.0,21.125,19.5,16.247615814208984,116400,0.0,
1998-05-22 00:00:00+00:00,20.75,20.75,20.25,15.863054275512695,45100,0.0,
1998-05-26 00:00:00+00:00,20.625,21.0,19.125,14.997793197631836,119500,0.0,
1998-05-27 00:00:00+00:00,19.5,19.5,18.75,14.80551528930664,91100,0.0,
1998-05-28 00:00:00+00:00,19.25,20.5,18.75,15.76691722869873,163600,0.0,
1998-05-29 00:00:00+00:00,20.5,22.5,20.5,17.305143356323242,121900,0.0,
1998-06-01 00:00:00+00:00,22.5,22.5,22.0,17.016733169555664,258500,0.0,
1998-06-02 00:00:00+00:00,22.125,22.5,22.125,17.209014892578125,123400,0.0,
1998-06-03 00:00:00+00:00,22.375,22.5,20.75,15.959196090698242,180600,0.0,
1998-06-04 00:00:00+00:00,20.75,21.0,20.0,15.959196090698242,263200,0.0,
1998-06-05 00:00:00+00:00,21.0,23.0,21.0,17.59357261657715,290100,0.0,
1998-06-08 00:00:00+00:00,23.25,23.625,22.5,17.68971061706543,2718000,0.0,
