date,ATNI_Open,ATNI_High,ATNI_Low,ATNI_Close,ATNI_Volume,ATNI_Dividends,ATNI_Stock Splits
1991-11-14 00:00:00+00:00,8.199999809265137,9.100000381469728,8.100000381469727,4.194838523864746,8504750,0.0,
1991-11-15 00:00:00+00:00,9.300000190734863,9.5,8.600000381469727,4.055008411407471,2857750,0.0,
1991-11-18 00:00:00+00:00,8.899999618530273,8.899999618530273,8.399999618530273,4.00839900970459,1060750,0.0,
1991-11-19 00:00:00+00:00,8.699999809265137,8.699999809265137,8.199999809265137,3.8685719966888423,1090500,0.0,
1991-11-20 00:00:00+00:00,8.300000190734863,8.600000381469727,8.300000190734863,3.9151806831359854,167250,0.0,
1991-11-21 00:00:00+00:00,8.399999618530273,8.899999618530273,8.399999618530273,4.101618766784668,464750,0.0,
1991-11-22 00:00:00+00:00,8.600000381469727,8.899999618530273,8.600000381469727,4.101618766784668,666000,0.0,
1991-11-25 00:00:00+00:00,8.600000381469727,8.699999809265137,8.600000381469727,4.031703472137451,135750,0.0,
1991-11-26 00:00:00+00:00,8.600000381469727,8.899999618530273,8.600000381469727,4.00839900970459,528250,0.0,
1991-11-27 00:00:00+00:00,8.5,8.899999618530273,8.5,4.07831621170044,147250,0.0,
1991-11-29 00:00:00+00:00,8.600000381469727,8.899999618530273,8.600000381469727,4.055008411407471,157000,0.0,
1991-12-02 00:00:00+00:00,8.5,8.600000381469727,8.100000381469727,3.9151806831359854,515250,0.0,
1991-12-03 00:00:00+00:00,8.649999618530273,8.800000190734863,8.399999618530273,4.055008411407471,152500,0.0,
1991-12-04 00:00:00+00:00,8.899999618530273,8.899999618530273,8.600000381469727,4.00839900970459,30500,0.0,
1991-12-05 00:00:00+00:00,8.600000381469727,9.300000190734863,8.600000381469727,4.241447925567627,227750,0.0,
1991-12-06 00:00:00+00:00,9.100000381469728,9.300000190734863,9.100000381469728,4.241447925567627,26750,0.0,
1991-12-09 00:00:00+00:00,9.100000381469728,9.300000190734863,9.0,4.194838523864746,23750,0.0,
1991-12-10 00:00:00+00:00,9.0,9.0,8.600000381469727,4.148227214813232,117750,0.0,
1991-12-11 00:00:00+00:00,8.899999618530273,8.899999618530273,8.600000381469727,4.031703472137451,152000,0.0,
1991-12-12 00:00:00+00:00,8.600000381469727,8.899999618530273,8.5,4.07831621170044,261750,0.0,
1991-12-13 00:00:00+00:00,8.899999618530273,8.899999618530273,8.699999809265137,4.055008411407471,750,0.0,
