date,STRS_Open,STRS_High,STRS_Low,STRS_Close,STRS_Volume,STRS_Dividends,STRS_Stock Splits
1992-07-01 00:00:00+00:00,3.0,4.0,3.0,2.5165865421295166,600,0.0,
1992-07-02 00:00:00+00:00,3.0,4.0,3.0,3.3554489612579346,1850,0.0,
1992-07-06 00:00:00+00:00,4.5,6.5,4.5,4.718600273132324,16200,0.0,
1992-07-07 00:00:00+00:00,6.5,6.5,5.5,5.033173084259033,19950,0.0,
1992-07-08 00:00:00+00:00,6.5,6.5,6.0,5.452604293823242,39750,0.0,
1992-07-09 00:00:00+00:00,6.5,6.5,5.5,5.452604293823242,4550,0.0,
1992-07-10 00:00:00+00:00,6.5,6.5,6.5,5.452604293823242,1100,0.0,
1992-07-13 00:00:00+00:00,6.5,6.5,5.5,5.452604293823242,12450,0.0,
1992-07-14 00:00:00+00:00,6.0,6.0,6.0,5.033173084259033,2000,0.0,
1992-07-15 00:00:00+00:00,6.5,6.5,6.5,5.452604293823242,850,0.0,
1992-07-16 00:00:00+00:00,5.5,6.0,5.5,5.033173084259033,50150,0.0,
1992-07-17 00:00:00+00:00,6.0,6.0,5.5,4.613742351531982,2250,0.0,
1992-07-20 00:00:00+00:00,5.5,6.0,5.25,4.718600273132324,76950,0.0,
1992-07-21 00:00:00+00:00,5.5,5.5,5.5,4.613742351531982,3100,0.0,
1992-07-22 00:00:00+00:00,5.0,5.5,4.5,4.194311141967773,9850,0.0,
1992-07-23 00:00:00+00:00,4.5,4.75,3.75,3.565164566040039,81400,0.0,
1992-07-24 00:00:00+00:00,4.25,4.25,3.75,3.14573335647583,53550,0.0,
1992-07-27 00:00:00+00:00,4.25,4.25,3.0,2.831160068511963,728850,0.0,
1992-07-28 00:00:00+00:00,3.75,3.75,2.75,2.6214444637298584,526950,0.0,
1992-07-29 00:00:00+00:00,3.25,3.25,2.75,2.5165865421295166,221600,0.0,
1992-07-30 00:00:00+00:00,3.25,3.25,2.25,2.2020134925842285,248400,0.0,
1992-07-31 00:00:00+00:00,2.5,3.0,2.25,2.306871175765991,168050,0.0,
1992-08-03 00:00:00+00:00,3.0,3.0,2.5,2.0971555709838867,202500,0.0,
1992-08-04 00:00:00+00:00,3.0,3.0,2.5,2.306871175765991,189250,0.0,
1992-08-05 00:00:00+00:00,3.0,3.25,2.5,2.5165865421295166,158500,0.0,
1992-08-06 00:00:00+00:00,3.0,3.5,3.0,2.831160068511963,157050,0.0,
1992-08-07 00:00:00+00:00,3.25,3.75,3.25,3.14573335647583,395600,0.0,
1992-08-10 00:00:00+00:00,3.75,4.0,3.25,3.250591278076172,869200,0.0,
1992-08-11 00:00:00+00:00,3.75,4.0,3.5,3.3554489612579346,81800,0.0,
1992-08-12 00:00:00+00:00,3.5,4.0,3.5,3.14573335647583,982250,0.0,
1992-08-13 00:00:00+00:00,3.75,4.0,3.5,3.14573335647583,103600,0.0,
1992-08-14 00:00:00+00:00,3.75,3.75,3.5,3.14573335647583,116100,0.0,
1992-08-17 00:00:00+00:00,3.75,3.75,3.5,2.9360177516937256,8700,0.0,
1992-08-18 00:00:00+00:00,3.5,3.75,3.5,2.9360177516937256,41050,0.0,
1992-08-19 00:00:00+00:00,3.5,3.75,3.25,2.9360177516937256,48150,0.0,
1992-08-20 00:00:00+00:00,3.375,3.75,3.375,2.831160068511963,15650,0.0,
1992-08-21 00:00:00+00:00,3.5,3.75,3.375,3.0408756732940674,49150,0.0,
1992-08-24 00:00:00+00:00,3.375,3.75,3.375,2.831160068511963,45000,0.0,
1992-08-25 00:00:00+00:00,3.5,3.5,3.25,2.726302146911621,53550,0.0,
1992-08-26 00:00:00+00:00,3.125,3.375,3.0,2.831160068511963,20800,0.0,
1992-08-27 00:00:00+00:00,3.25,3.375,3.125,2.6214444637298584,11100,0.0,
1992-08-28 00:00:00+00:00,3.375,3.5,3.125,2.9360177516937256,161200,0.0,
1992-08-31 00:00:00+00:00,3.25,3.625,3.25,2.831160068511963,36450,0.0,
1992-09-01 00:00:00+00:00,3.375,3.625,3.375,2.831160068511963,65900,0.0,
1992-09-02 00:00:00+00:00,3.5,3.75,3.5,3.14573335647583,90700,0.0,
1992-09-03 00:00:00+00:00,3.75,3.875,3.5,3.250591278076172,26150,0.0,
1992-09-04 00:00:00+00:00,3.75,4.0,3.75,3.14573335647583,22650,0.0,
1992-09-08 00:00:00+00:00,4.0,4.0,3.75,3.250591278076172,24900,0.0,
1992-09-09 00:00:00+00:00,4.0,4.25,3.875,3.565164566040039,191550,0.0,
1992-09-10 00:00:00+00:00,4.25,5.25,4.125,4.404026985168457,82450,0.0,
1992-09-11 00:00:00+00:00,4.75,5.25,4.75,4.194311141967773,46850,0.0,
1992-09-14 00:00:00+00:00,4.75,5.25,4.75,4.404026985168457,44950,0.0,
1992-09-15 00:00:00+00:00,5.0,5.25,4.5,3.879738092422485,126150,0.0,
1992-09-16 00:00:00+00:00,4.625,4.875,4.625,3.879738092422485,39400,0.0,
1992-09-17 00:00:00+00:00,4.625,4.875,4.5,3.774880170822144,323600,0.0,
1992-09-18 00:00:00+00:00,4.5,4.625,4.375,3.670022487640381,24450,0.0,
1992-09-21 00:00:00+00:00,4.625,4.875,4.375,4.08945369720459,24300,0.0,
1992-09-22 00:00:00+00:00,5.0,5.25,4.75,4.299169063568115,133050,0.0,
1992-09-23 00:00:00+00:00,5.125,5.125,4.75,4.299169063568115,31150,0.0,
1992-09-24 00:00:00+00:00,4.875,5.25,4.875,4.299169063568115,28900,0.0,
1992-09-25 00:00:00+00:00,5.0,5.25,4.875,4.299169063568115,49900,0.0,
1992-09-28 00:00:00+00:00,4.875,5.125,4.875,4.08945369720459,4900,0.0,
1992-09-29 00:00:00+00:00,4.875,5.125,4.75,3.984595775604248,35700,0.0,
1992-09-30 00:00:00+00:00,4.75,5.0,4.5,3.774880170822144,57750,0.0,
1992-10-01 00:00:00+00:00,4.5,4.75,4.5,3.984595775604248,63000,0.0,
1992-10-02 00:00:00+00:00,4.75,4.875,4.5,4.08945369720459,3800,0.0,
1992-10-05 00:00:00+00:00,4.5,4.75,4.5,3.774880170822144,17700,0.0,
1992-10-06 00:00:00+00:00,4.5,4.875,4.5,3.879738092422485,90400,0.0,
1992-10-07 00:00:00+00:00,4.5,4.875,4.5,3.774880170822144,4900,0.0,
1992-10-08 00:00:00+00:00,4.5,4.875,4.5,3.879738092422485,11100,0.0,
1992-10-09 00:00:00+00:00,4.5,4.875,4.5,3.984595775604248,18100,0.0,
1992-10-12 00:00:00+00:00,4.5,5.0,4.375,4.08945369720459,28700,0.0,
1992-10-13 00:00:00+00:00,4.75,5.125,4.75,4.194311141967773,25350,0.0,
1992-10-14 00:00:00+00:00,5.0,5.25,5.0,4.404026985168457,2700,0.0,
1992-10-15 00:00:00+00:00,5.0,5.25,5.0,4.194311141967773,20250,0.0,
1992-10-16 00:00:00+00:00,5.125,5.25,5.0,4.404026985168457,8400,0.0,
1992-10-19 00:00:00+00:00,5.0,5.25,4.875,4.194311141967773,74250,0.0,
1992-10-20 00:00:00+00:00,5.25,5.25,5.0,4.299169063568115,30600,0.0,
1992-10-21 00:00:00+00:00,5.25,5.25,4.625,4.194311141967773,67850,0.0,
1992-10-22 00:00:00+00:00,4.625,5.0,4.625,3.879738092422485,3350,0.0,
1992-10-23 00:00:00+00:00,4.625,5.0,4.625,3.879738092422485,2200,0.0,
1992-10-26 00:00:00+00:00,4.625,5.0,4.625,3.879738092422485,8050,0.0,
1992-10-27 00:00:00+00:00,4.625,5.0,4.625,3.879738092422485,13050,0.0,
1992-10-28 00:00:00+00:00,5.0,5.0,4.0,3.565164566040039,76000,0.0,
1992-10-29 00:00:00+00:00,4.0,4.25,3.5,3.14573335647583,66550,0.0,
1992-10-30 00:00:00+00:00,4.0,4.25,3.75,3.3554489612579346,63350,0.0,
1992-11-02 00:00:00+00:00,4.25,4.25,3.75,3.14573335647583,26250,0.0,
1992-11-03 00:00:00+00:00,3.75,4.25,3.75,3.14573335647583,200000,0.0,
1992-11-04 00:00:00+00:00,4.0,4.0,3.75,3.14573335647583,2450,0.0,
1992-11-05 00:00:00+00:00,3.75,4.25,3.75,3.250591278076172,46850,0.0,
1992-11-06 00:00:00+00:00,3.75,4.25,3.75,3.3554489612579346,38100,0.0,
1992-11-09 00:00:00+00:00,4.0,4.5,4.0,3.670022487640381,62950,0.0,
1992-11-10 00:00:00+00:00,4.25,4.5,4.125,3.565164566040039,114350,0.0,
1992-11-11 00:00:00+00:00,4.125,4.125,4.0,3.3554489612579346,48000,0.0,
1992-11-12 00:00:00+00:00,4.0,4.125,3.75,3.3554489612579346,28500,0.0,
1992-11-13 00:00:00+00:00,3.75,3.875,3.5,2.9360177516937256,17800,0.0,
1992-11-16 00:00:00+00:00,3.75,3.75,3.5,2.9360177516937256,4850,0.0,
1992-11-17 00:00:00+00:00,3.5,3.75,3.5,2.9360177516937256,61850,0.0,
1992-11-18 00:00:00+00:00,3.5,3.75,3.375,2.831160068511963,36000,0.0,
1992-11-19 00:00:00+00:00,3.875,3.875,3.375,3.0408756732940674,35500,0.0,
1992-11-20 00:00:00+00:00,3.375,3.875,3.375,2.831160068511963,22900,0.0,
1992-11-23 00:00:00+00:00,3.375,3.75,3.375,3.0408756732940674,13350,0.0,
1992-11-24 00:00:00+00:00,3.75,3.75,3.375,2.831160068511963,21500,0.0,
1992-11-25 00:00:00+00:00,3.375,3.625,3.375,2.831160068511963,2800,0.0,
1992-11-27 00:00:00+00:00,3.375,3.75,3.375,3.14573335647583,1100,0.0,
1992-11-30 00:00:00+00:00,3.75,3.75,3.375,2.831160068511963,22650,0.0,
1992-12-01 00:00:00+00:00,3.375,3.5,3.25,2.831160068511963,36150,0.0,
1992-12-02 00:00:00+00:00,3.5,3.5,3.375,2.831160068511963,11250,0.0,
1992-12-03 00:00:00+00:00,3.375,3.5,3.375,2.831160068511963,19700,0.0,
1992-12-04 00:00:00+00:00,3.375,3.5,3.375,2.9360177516937256,19550,0.0,
1992-12-07 00:00:00+00:00,3.375,3.5,3.25,2.726302146911621,10200,0.0,
