date,CZA_Open,CZA_High,CZA_Low,CZA_Close,CZA_Volume,CZA_Dividends,CZA_Stock Splits
2007-04-03 00:00:00+00:00,25.43000030517578,25.43000030517578,25.43000030517578,21.2906494140625,300,0.0,
2007-04-04 00:00:00+00:00,25.40999984741211,25.43000030517578,25.40999984741211,21.2906494140625,900,0.0,
2007-04-05 00:00:00+00:00,25.450000762939453,25.450000762939453,25.450000762939453,21.30739402770996,200,0.0,
2007-04-09 00:00:00+00:00,25.450000762939453,25.450000762939453,25.450000762939453,21.30739402770996,0,0.0,
2007-04-10 00:00:00+00:00,25.450000762939453,25.450000762939453,25.450000762939453,21.30739402770996,0,0.0,
2007-04-11 00:00:00+00:00,25.450000762939453,25.450000762939453,25.32999992370605,21.206928253173828,1200,0.0,
2007-04-12 00:00:00+00:00,25.32999992370605,25.32999992370605,25.32999992370605,21.206928253173828,0,0.0,
2007-04-13 00:00:00+00:00,25.459999084472656,25.459999084472656,25.459999084472656,21.31576538085937,1900,0.0,
2007-04-16 00:00:00+00:00,25.459999084472656,25.459999084472656,25.459999084472656,21.31576538085937,0,0.0,
2007-04-17 00:00:00+00:00,25.799999237060547,25.799999237060547,25.780000686645508,21.58367729187012,700,0.0,
2007-04-18 00:00:00+00:00,25.81999969482422,25.81999969482422,25.81999969482422,21.61716651916504,300,0.0,
2007-04-19 00:00:00+00:00,25.81999969482422,25.81999969482422,25.81999969482422,21.61716651916504,0,0.0,
2007-04-20 00:00:00+00:00,26.06999969482422,26.06999969482422,26.06999969482422,21.826475143432617,100,0.0,
2007-04-23 00:00:00+00:00,26.06999969482422,26.06999969482422,26.06999969482422,21.826475143432617,0,0.0,
2007-04-24 00:00:00+00:00,26.149999618530277,26.149999618530277,26.149999618530277,21.893449783325195,200,0.0,
2007-04-25 00:00:00+00:00,26.31999969482422,26.34000015258789,26.31999969482422,22.035778045654297,5800,0.0,
2007-04-26 00:00:00+00:00,26.299999237060547,26.299999237060547,26.299999237060547,22.01903533935547,400,0.0,
2007-04-27 00:00:00+00:00,26.239999771118164,26.239999771118164,26.239999771118164,21.96880340576172,200,0.0,
2007-04-30 00:00:00+00:00,26.309999465942383,26.31999969482422,26.309999465942383,22.035778045654297,300,0.0,
2007-05-01 00:00:00+00:00,26.31999969482422,26.31999969482422,26.31999969482422,22.035778045654297,0,0.0,
2007-05-02 00:00:00+00:00,26.3700008392334,26.3700008392334,26.32999992370605,22.04414939880371,200,0.0,
2007-05-03 00:00:00+00:00,26.43000030517578,26.43000030517578,26.43000030517578,22.127878189086918,200,0.0,
2007-05-04 00:00:00+00:00,26.479999542236328,26.479999542236328,26.479999542236328,22.169736862182617,400,0.0,
2007-05-07 00:00:00+00:00,26.520000457763672,26.530000686645508,26.520000457763672,22.211599349975582,500,0.0,
2007-05-08 00:00:00+00:00,26.459999084472656,26.459999084472656,26.399999618530277,22.127878189086918,1800,0.0,
2007-05-09 00:00:00+00:00,26.549999237060547,26.559999465942383,26.520000457763672,22.219970703125,4700,0.0,
2007-05-10 00:00:00+00:00,26.459999084472656,26.5,26.3700008392334,22.077640533447266,4200,0.0,
2007-05-11 00:00:00+00:00,26.479999542236328,26.5,26.479999542236328,22.18648147583008,1300,0.0,
2007-05-14 00:00:00+00:00,26.5,26.5,26.5,22.18648147583008,0,0.0,
2007-05-15 00:00:00+00:00,26.63999938964844,26.63999938964844,26.440000534057617,22.13624763488769,200,0.0,
2007-05-16 00:00:00+00:00,26.5,26.5,26.46999931335449,22.18648147583008,600,0.0,
2007-05-17 00:00:00+00:00,26.600000381469727,26.600000381469727,26.600000381469727,22.270206451416016,300,0.0,
2007-05-18 00:00:00+00:00,26.670000076293945,26.670000076293945,26.670000076293945,22.328807830810547,1000,0.0,
2007-05-21 00:00:00+00:00,26.88999938964844,26.93000030517578,26.88999938964844,22.546485900878903,1000,0.0,
2007-05-22 00:00:00+00:00,26.86000061035156,26.90999984741211,26.84000015258789,22.512998580932617,1600,0.0,
2007-05-23 00:00:00+00:00,26.8700008392334,26.96999931335449,26.8700008392334,22.57997131347656,700,0.0,
2007-05-24 00:00:00+00:00,26.8799991607666,26.8799991607666,26.549999237060547,22.236717224121094,1500,0.0,
2007-05-25 00:00:00+00:00,26.559999465942383,26.559999465942383,26.559999465942383,22.236717224121094,0,0.0,
2007-05-29 00:00:00+00:00,26.809999465942383,26.82999992370605,26.809999465942383,22.462764739990234,1000,0.0,
2007-05-30 00:00:00+00:00,26.82999992370605,26.82999992370605,26.82999992370605,22.462764739990234,0,0.0,
2007-05-31 00:00:00+00:00,27.18000030517578,27.190000534057617,27.149999618530277,22.75579071044922,12000,0.0,
2007-06-01 00:00:00+00:00,27.299999237060547,27.299999237060547,27.270000457763672,22.847888946533203,14000,0.0,
2007-06-04 00:00:00+00:00,27.290000915527344,27.290000915527344,27.290000915527344,22.847888946533203,0,0.0,
2007-06-05 00:00:00+00:00,27.290000915527344,27.309999465942383,27.25,22.822769165039062,1900,0.0,
2007-06-06 00:00:00+00:00,27.030000686645508,27.040000915527344,26.979999542236328,22.588348388671875,3800,0.0,
2007-06-07 00:00:00+00:00,26.86000061035156,26.86000061035156,26.520000457763672,22.236717224121094,2400,0.0,
2007-06-08 00:00:00+00:00,26.709999084472656,26.709999084472656,26.709999084472656,22.36229705810547,100,0.0,
2007-06-11 00:00:00+00:00,26.86000061035156,26.93000030517578,26.86000061035156,22.512998580932617,2900,0.0,
2007-06-12 00:00:00+00:00,26.65999984741211,26.65999984741211,26.65999984741211,22.32043838500977,100,0.0,
2007-06-13 00:00:00+00:00,26.809999465942383,26.850000381469727,26.809999465942383,22.47950935363769,1900,0.0,
2007-06-14 00:00:00+00:00,27.18000030517578,27.18000030517578,27.18000030517578,22.75579071044922,1500,0.0,
2007-06-15 00:00:00+00:00,27.399999618530277,27.440000534057617,27.309999465942383,22.864635467529297,19200,0.0,
2007-06-18 00:00:00+00:00,27.309999465942383,27.309999465942383,27.309999465942383,22.864635467529297,500,0.0,
2007-06-19 00:00:00+00:00,27.149999618530277,27.299999237060547,27.149999618530277,22.856258392333984,1500,0.0,
