date,CASH_Open,CASH_High,CASH_Low,CASH_Close,CASH_Volume,CASH_Dividends,CASH_Stock Splits
1993-09-20 00:00:00+00:00,3.1111109256744385,3.277777910232544,3.1111109256744385,1.749330759048462,345150,0.0,
1993-09-21 00:00:00+00:00,3.277777910232544,3.277777910232544,3.055556058883667,1.645556926727295,2133900,0.0,
1993-09-22 00:00:00+00:00,3.1111109256744385,3.222222089767456,3.1111109256744385,1.6752065420150757,1621800,0.0,
1993-09-23 00:00:00+00:00,3.222222089767456,3.222222089767456,3.1111109256744385,1.7196794748306274,223650,0.0,
1993-09-24 00:00:00+00:00,3.222222089767456,3.277777910232544,3.166666984558105,1.7196794748306274,244800,0.0,
1993-09-27 00:00:00+00:00,3.222222089767456,3.277777910232544,3.166666984558105,1.7345056533813477,135000,0.0,
1993-09-28 00:00:00+00:00,3.166666984558105,3.3333330154418945,3.166666984558105,1.7789796590805054,330750,0.0,
1993-09-29 00:00:00+00:00,3.166666984558105,3.388889074325561,3.166666984558105,1.7789796590805054,154350,0.0,
1993-09-30 00:00:00+00:00,3.3333330154418945,3.5,3.3333330154418945,1.8679299354553225,146250,0.0,
1993-10-01 00:00:00+00:00,3.388889074325561,3.6666669845581055,3.388889074325561,1.897579789161682,94050,0.0,
1993-10-04 00:00:00+00:00,3.6666669845581055,3.6666669845581055,3.5,1.8679299354553225,50400,0.0,
1993-10-05 00:00:00+00:00,3.6666669845581055,3.6666669845581055,3.444443941116333,1.8382800817489624,149400,0.0,
1993-10-06 00:00:00+00:00,3.6111109256744394,3.6111109256744394,3.444443941116333,1.9272286891937256,52200,0.0,
1993-10-07 00:00:00+00:00,3.6111109256744394,3.6111109256744394,3.3333330154418945,1.7789796590805054,43200,0.0,
1993-10-08 00:00:00+00:00,3.5,3.5,3.3333330154418945,1.8086299896240237,14850,0.0,
1993-10-11 00:00:00+00:00,3.3333330154418945,3.388889074325561,3.3333330154418945,1.8086299896240237,54000,0.0,
1993-10-12 00:00:00+00:00,3.388889074325561,3.444443941116333,3.3333330154418945,1.8382800817489624,61200,0.0,
1993-10-13 00:00:00+00:00,3.444443941116333,3.444443941116333,3.3333330154418945,1.8382800817489624,43650,0.0,
1993-10-14 00:00:00+00:00,3.444443941116333,3.5,3.3333330154418945,1.8086299896240237,160650,0.0,
1993-10-15 00:00:00+00:00,3.444443941116333,3.5,3.388889074325561,1.8382800817489624,51300,0.0,
1993-10-18 00:00:00+00:00,3.555556058883667,3.555556058883667,3.555556058883667,1.897579789161682,23850,0.0,
1993-10-19 00:00:00+00:00,3.555556058883667,3.555556058883667,3.555556058883667,1.897579789161682,450,0.0,
1993-10-20 00:00:00+00:00,3.555556058883667,3.555556058883667,3.444443941116333,1.897579789161682,58950,0.0,
1993-10-21 00:00:00+00:00,3.555556058883667,3.555556058883667,3.444443941116333,1.8382800817489624,19350,0.0,
1993-10-22 00:00:00+00:00,3.444443941116333,3.555556058883667,3.444443941116333,1.897579789161682,113850,0.0,
1993-10-25 00:00:00+00:00,3.5,3.5,3.388889074325561,1.8382800817489624,19350,0.0,
1993-10-26 00:00:00+00:00,3.5,3.6111109256744394,3.5,1.88275408744812,129600,0.0,
1993-10-27 00:00:00+00:00,3.6111109256744394,3.6111109256744394,3.444443941116333,1.9272286891937256,26100,0.0,
1993-10-28 00:00:00+00:00,3.6111109256744394,3.6111109256744394,3.555556058883667,1.897579789161682,29250,0.0,
1993-10-29 00:00:00+00:00,3.6111109256744394,3.6111109256744394,3.6111109256744394,1.9272286891937256,3150,0.0,
1993-11-01 00:00:00+00:00,3.444443941116333,3.6111109256744394,3.444443941116333,1.8531042337417605,11250,0.0,
