date,UBCP_Open,UBCP_High,UBCP_Low,UBCP_Close,UBCP_Volume,UBCP_Dividends,UBCP_Stock Splits
1993-03-02 00:00:00+00:00,5.351589202880859,5.752957820892334,5.351589202880859,1.4871550798416138,7474,0.0,
1993-03-03 00:00:00+00:00,5.351589202880859,5.752957820892334,5.351589202880859,1.4871550798416138,9717,0.0,
1993-03-04 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-05 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-08 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-09 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-10 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-11 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-12 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-15 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-16 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-17 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-18 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-19 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-22 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-23 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
1993-03-24 00:00:00+00:00,5.752957820892334,5.752957820892334,5.752957820892334,1.4871550798416138,0,0.0,
