date,KFRC_Open,KFRC_High,KFRC_Low,KFRC_Close,KFRC_Volume,KFRC_Dividends,KFRC_Stock Splits
1995-08-15 00:00:00+00:00,3.5625,3.9375,3.5625,2.783003330230713,5836000,0.0,
1995-08-16 00:00:00+00:00,3.875,3.875,3.6875,2.8061952590942383,370800,0.0,
1995-08-17 00:00:00+00:00,3.75,3.875,3.6875,2.736619472503662,932400,0.0,
1995-08-18 00:00:00+00:00,3.71875,3.875,3.6875,2.829386711120605,176000,0.0,
1995-08-21 00:00:00+00:00,3.6875,3.875,3.6875,2.8061952590942383,278400,0.0,
1995-08-22 00:00:00+00:00,3.875,3.9375,3.6875,2.92215347290039,112400,0.0,
1995-08-23 00:00:00+00:00,3.8125,4.3125,3.8125,3.2004547119140625,515200,0.0,
1995-08-24 00:00:00+00:00,4.3125,4.3125,4.125,3.0613038539886475,92400,0.0,
1995-08-25 00:00:00+00:00,4.125,4.3125,4.0625,3.014920473098755,85600,0.0,
1995-08-28 00:00:00+00:00,4.0625,4.3125,3.9375,2.92215347290039,126000,0.0,
1995-08-29 00:00:00+00:00,3.9375,4.0625,3.875,2.875770807266236,158000,0.0,
1995-08-30 00:00:00+00:00,4.0,4.0,3.875,2.92215347290039,94400,0.0,
1995-08-31 00:00:00+00:00,4.0,4.0625,3.9375,3.014920473098755,178000,0.0,
1995-09-01 00:00:00+00:00,4.0625,4.125,3.9375,2.968536615371704,33200,0.0,
1995-09-05 00:00:00+00:00,4.1875,4.1875,4.0,3.107686996459961,330000,0.0,
1995-09-06 00:00:00+00:00,4.125,4.3125,4.125,3.2004547119140625,327200,0.0,
1995-09-07 00:00:00+00:00,4.3125,4.375,4.125,3.0844945907592773,181600,0.0,
1995-09-08 00:00:00+00:00,4.3125,4.3125,4.125,3.2004547119140625,34800,0.0,
1995-09-11 00:00:00+00:00,4.3125,4.3125,4.125,3.2004547119140625,37200,0.0,
1995-09-12 00:00:00+00:00,4.3125,4.3125,4.25,3.1772615909576416,448400,0.0,
1995-09-13 00:00:00+00:00,4.4375,4.4375,4.25,3.246837615966797,489200,0.0,
1995-09-14 00:00:00+00:00,4.375,4.375,4.25,3.223644733428955,420000,0.0,
1995-09-15 00:00:00+00:00,4.375,4.375,4.25,3.246837615966797,140000,0.0,
1995-09-18 00:00:00+00:00,4.25,4.375,4.1875,3.154068946838379,89200,0.0,
1995-09-19 00:00:00+00:00,4.28125,4.375,4.1875,3.107686996459961,36000,0.0,
1995-09-20 00:00:00+00:00,4.1875,4.375,4.1875,3.246837615966797,13200,0.0,
1995-09-21 00:00:00+00:00,4.1875,4.375,4.1875,3.142475128173828,22400,0.0,
1995-09-22 00:00:00+00:00,4.1875,4.375,4.1875,3.142475128173828,69600,0.0,
1995-09-25 00:00:00+00:00,4.1875,4.375,4.125,3.0613038539886475,50800,0.0,
1995-09-26 00:00:00+00:00,4.0625,4.25,4.0,3.107686996459961,395600,0.0,
1995-09-27 00:00:00+00:00,4.0,4.1875,4.0,3.107686996459961,201200,0.0,
1995-09-28 00:00:00+00:00,4.1875,4.1875,4.0,3.0844945907592773,428000,0.0,
