date,SBLK_Open,SBLK_High,SBLK_Low,SBLK_Close,SBLK_Volume,SBLK_Dividends,SBLK_Stock Splits
2007-12-03 00:00:00+00:00,1096.4912109375,1133.0408935546875,1041.6666259765625,449.6778869628906,24809,0.0,
2007-12-04 00:00:00+00:00,1133.0408935546875,1133.0408935546875,1087.71923828125,451.4365539550781,3323,0.0,
2007-12-05 00:00:00+00:00,1125.73095703125,1125.73095703125,1042.397705078125,421.8294982910156,18639,0.0,
2007-12-06 00:00:00+00:00,1038.74267578125,1051.1695556640625,1019.73681640625,413.6213684082031,2471,0.0,
2007-12-07 00:00:00+00:00,1021.9298095703124,1041.6666259765625,996.3450317382812,413.328369140625,3045,0.0,
2007-12-10 00:00:00+00:00,1005.116943359375,1038.01171875,986.8421020507812,400.7232360839844,2810,0.0,
2007-12-11 00:00:00+00:00,997.8070068359376,1016.0818481445312,978.0701904296876,401.6026611328125,3149,0.0,
2007-12-12 00:00:00+00:00,994.1520385742188,1022.6608276367188,951.75439453125,388.4113464355469,4196,0.0,
2007-12-13 00:00:00+00:00,979.5321655273438,1009.5029296875,952.4853515625,404.8272399902344,2663,0.0,
2007-12-14 00:00:00+00:00,1016.0818481445312,1030.7017822265625,1002.9239501953124,409.81060791015625,2148,0.0,
2007-12-17 00:00:00+00:00,999.2689819335938,1012.4268798828124,979.5321655273438,399.2575378417969,892,0.0,
2007-12-18 00:00:00+00:00,970.0292358398438,1023.3917846679688,970.0292358398438,398.0849609375,836,0.0,
2007-12-19 00:00:00+00:00,994.1520385742188,1012.4268798828124,964.1812744140624,386.6526184082031,1176,0.0,
2007-12-20 00:00:00+00:00,968.5672607421876,970.76025390625,907.1637573242188,375.2200012207031,3423,0.0,
2007-12-21 00:00:00+00:00,1002.9239501953124,1002.9239501953124,921.0526123046876,370.8229064941406,2547,0.0,
2007-12-24 00:00:00+00:00,915.2046508789062,925.4385986328124,904.9707641601562,368.7709045410156,544,0.0,
2007-12-26 00:00:00+00:00,924.7075805664062,924.7075805664062,895.4678344726562,365.54638671875,1001,0.0,
2007-12-27 00:00:00+00:00,906.4327392578124,913.74267578125,891.8128662109375,364.96002197265625,1373,0.0,
2007-12-28 00:00:00+00:00,911.5496826171876,937.134521484375,902.7777709960938,364.96002197265625,607,0.0,
2007-12-31 00:00:00+00:00,913.74267578125,939.3275146484376,896.1988525390625,376.6856689453125,3747,0.0,
2008-01-02 00:00:00+00:00,937.134521484375,937.134521484375,889.619873046875,358.21783447265625,2016,0.0,
2008-01-03 00:00:00+00:00,897.6608276367188,908.625732421875,863.3040771484375,349.1305236816406,2085,0.0,
2008-01-04 00:00:00+00:00,861.111083984375,866.9590454101562,779.23974609375,319.8164367675781,7297,0.0,
2008-01-07 00:00:00+00:00,804.0935668945312,828.9473876953125,760.2339477539062,320.4027404785156,4014,0.0,
2008-01-08 00:00:00+00:00,804.0935668945312,804.0935668945312,738.3040771484375,303.4005432128906,7691,0.0,
2008-01-09 00:00:00+00:00,753.6549682617188,767.5438842773438,714.9122924804688,293.14068603515625,8547,0.0,
2008-01-10 00:00:00+00:00,729.5321655273438,741.9590454101562,695.9064331054688,293.7269287109375,3330,0.0,
2008-01-11 00:00:00+00:00,716.374267578125,773.3917846679688,716.374267578125,300.4691772460937,4715,0.0,
2008-01-14 00:00:00+00:00,743.4210815429688,767.5438842773438,743.4210815429688,300.4691772460937,1908,0.0,
2008-01-15 00:00:00+00:00,744.1520385742188,744.1520385742188,716.374267578125,287.8641357421875,1480,0.0,
2008-01-16 00:00:00+00:00,716.374267578125,724.4152221679688,690.7894897460938,288.45037841796875,6747,0.0,
2008-01-17 00:00:00+00:00,725.1461791992188,725.1461791992188,701.75439453125,287.27789306640625,3677,0.0,
2008-01-18 00:00:00+00:00,716.374267578125,720.0292358398438,698.0994262695312,284.346435546875,8193,0.0,
2008-01-22 00:00:00+00:00,676.1696166992188,705.4093627929688,633.0409545898438,282.88067626953125,4372,0.0,
2008-01-23 00:00:00+00:00,690.7894897460938,690.7894897460938,657.8947143554688,274.379638671875,3049,0.0,
2008-01-24 00:00:00+00:00,698.0994262695312,715.6432495117188,694.4444580078125,284.346435546875,6122,0.0,
2008-01-25 00:00:00+00:00,716.374267578125,716.374267578125,703.9473876953125,285.5190124511719,6082,0.0,
2008-01-28 00:00:00+00:00,708.3333129882812,720.76025390625,705.4093627929688,287.5710144042969,6926,0.0,
2008-01-29 00:00:00+00:00,720.0292358398438,735.380126953125,720.0292358398438,294.6063232421875,9491,0.0,
2008-01-30 00:00:00+00:00,738.3040771484375,803.362548828125,738.3040771484375,315.126220703125,6997,0.0,
2008-01-31 00:00:00+00:00,774.8538208007812,845.76025390625,760.9649047851562,336.52545166015625,3970,0.0,
2008-02-01 00:00:00+00:00,838.4503173828125,844.2982177734375,801.9005737304688,328.3175354003906,5424,0.0,
2008-02-04 00:00:00+00:00,818.7134399414062,819.4444580078125,804.0935668945312,323.6272277832031,1654,0.0,
