date,DLPN_Open,DLPN_High,DLPN_Low,DLPN_Close,DLPN_Volume,DLPN_Dividends,DLPN_Stock Splits
2006-11-02 00:00:00+00:00,960.0,960.0,960.0,960.0,1,,
2006-11-03 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-06 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-07 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-08 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-09 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-10 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-13 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-14 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-15 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-16 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-17 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-20 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-21 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-22 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-24 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-27 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-28 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-29 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-11-30 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-12-01 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-12-04 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-12-05 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-12-06 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,4,,
2006-12-07 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-08 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-11 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-12 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-13 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-14 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-15 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-18 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-19 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-20 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-21 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-22 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-26 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-27 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-28 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2006-12-29 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2007-01-03 00:00:00+00:00,1530.0,1530.0,1530.0,1530.0,0,,
2007-01-04 00:00:00+00:00,6000.0,6000.0,6000.0,6000.0,1,,
2007-01-05 00:00:00+00:00,6750.0,7500.0,6750.0,7500.0,1,,
2007-01-08 00:00:00+00:00,7500.0,7500.0,7500.0,7500.0,0,,
2007-01-09 00:00:00+00:00,7500.0,7500.0,7500.0,7500.0,0,,
2007-01-10 00:00:00+00:00,5250.0,5310.0,4500.0,4500.0,5,,
2007-01-11 00:00:00+00:00,4500.0,4500.0,4500.0,4500.0,0,,
2007-01-12 00:00:00+00:00,4500.0,4500.0,4500.0,4500.0,0,,
2007-01-16 00:00:00+00:00,4500.0,4500.0,4500.0,4500.0,0,,
2007-01-17 00:00:00+00:00,4800.0,4800.0,4500.0,4500.0,2,,
2007-01-18 00:00:00+00:00,810.0,810.0,810.0,810.0,1,,
2007-01-19 00:00:00+00:00,4800.0,4800.0,4500.0,4500.0,0,,
2007-01-22 00:00:00+00:00,4500.0,4500.0,4500.0,4500.0,0,,
2007-01-23 00:00:00+00:00,930.0,1530.0,720.0,720.0,26,,
2007-01-24 00:00:00+00:00,750.0,840.0,480.0,480.0,28,,
2007-01-25 00:00:00+00:00,900.0,900.0,600.0,600.0,1,,
2007-01-26 00:00:00+00:00,600.0,600.0,600.0,600.0,0,,
2007-01-29 00:00:00+00:00,870.0,870.0,870.0,870.0,4,,
2007-01-30 00:00:00+00:00,900.0,900.0,870.0,870.0,13,,
2007-01-31 00:00:00+00:00,870.0,870.0,540.0,540.0,11,,
2007-02-01 00:00:00+00:00,540.0,750.0,450.0,450.0,12,,
2007-02-02 00:00:00+00:00,450.0,450.0,450.0,450.0,0,,
2007-02-05 00:00:00+00:00,360.0,360.0,360.0,360.0,0,,
2007-02-06 00:00:00+00:00,360.0,360.0,360.0,360.0,0,,
2007-02-07 00:00:00+00:00,360.0,360.0,360.0,360.0,4,,
2007-02-08 00:00:00+00:00,360.0,360.0,360.0,360.0,5,,
2007-02-09 00:00:00+00:00,360.0,360.0,360.0,360.0,0,,
2007-02-12 00:00:00+00:00,360.0,360.0,300.0,300.0,2,,
2007-02-13 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2007-02-14 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2007-02-15 00:00:00+00:00,750.0,750.0,750.0,750.0,0,,
2007-02-16 00:00:00+00:00,450.0,450.0,450.0,450.0,1,,
2007-02-20 00:00:00+00:00,750.0,750.0,600.0,600.0,2,,
2007-02-21 00:00:00+00:00,600.0,600.0,600.0,600.0,0,,
2007-02-22 00:00:00+00:00,750.0,900.0,750.0,900.0,7,,
2007-02-23 00:00:00+00:00,900.0,900.0,900.0,900.0,10,,
2007-02-26 00:00:00+00:00,900.0,900.0,900.0,900.0,1,,
2007-02-27 00:00:00+00:00,780.0,780.0,780.0,780.0,1,,
2007-02-28 00:00:00+00:00,780.0,780.0,780.0,780.0,0,,
2007-03-01 00:00:00+00:00,780.0,780.0,780.0,780.0,0,,
2007-03-02 00:00:00+00:00,780.0,780.0,780.0,780.0,0,,
2007-03-05 00:00:00+00:00,780.0,780.0,780.0,780.0,0,,
2007-03-06 00:00:00+00:00,780.0,780.0,780.0,780.0,0,,
2007-03-07 00:00:00+00:00,780.0,780.0,780.0,780.0,2,,
2007-03-08 00:00:00+00:00,780.0,780.0,780.0,780.0,0,,
2007-03-09 00:00:00+00:00,780.0,780.0,780.0,780.0,0,,
2007-03-12 00:00:00+00:00,780.0,780.0,780.0,780.0,0,,
2007-03-13 00:00:00+00:00,540.0,540.0,540.0,540.0,3,,
2007-03-14 00:00:00+00:00,450.0,450.0,450.0,450.0,2,,
2007-03-15 00:00:00+00:00,450.0,450.0,450.0,450.0,0,,
2007-03-16 00:00:00+00:00,450.0,450.0,450.0,450.0,0,,
2007-03-19 00:00:00+00:00,450.0,450.0,450.0,450.0,0,,
2007-03-20 00:00:00+00:00,360.0,360.0,360.0,360.0,2,,
2007-03-21 00:00:00+00:00,360.0,360.0,300.0,300.0,8,,
2007-03-22 00:00:00+00:00,300.0,300.0,240.0,240.0,12,,
2007-03-23 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-03-26 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-03-27 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-03-28 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-03-29 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-03-30 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-04-02 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-04-03 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-04-04 00:00:00+00:00,240.0,240.0,240.0,240.0,3,,
2007-04-05 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-04-09 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-04-10 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-04-11 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-04-12 00:00:00+00:00,210.0,240.0,210.0,240.0,2,,
2007-04-13 00:00:00+00:00,180.0,180.0,150.0,150.0,12,,
2007-04-16 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2007-04-17 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2007-04-18 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2007-04-19 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2007-04-20 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2007-04-23 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2007-04-24 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2007-04-25 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2007-04-26 00:00:00+00:00,360.0,450.0,300.0,300.0,21,,
2007-04-27 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2007-04-30 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2007-05-01 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2007-05-02 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2007-05-03 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2007-05-04 00:00:00+00:00,240.0,240.0,240.0,240.0,1,,
2007-05-07 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-05-08 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-05-09 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-05-10 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-05-11 00:00:00+00:00,240.0,240.0,240.0,240.0,0,,
2007-05-14 00:00:00+00:00,270.0,270.0,270.0,270.0,18,,
2007-05-15 00:00:00+00:00,330.0,330.0,300.0,300.0,12,,
2007-05-16 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2007-05-17 00:00:00+00:00,330.0,330.0,330.0,330.0,2,,
2007-05-18 00:00:00+00:00,300.0,300.0,300.0,300.0,8,,
2007-05-21 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2007-05-22 00:00:00+00:00,250.0,250.0,202.0,250.0,17,,
2007-05-23 00:00:00+00:00,260.0,328.0,260.0,328.0,30,,
2007-05-24 00:00:00+00:00,330.0,330.0,200.0,300.0,129,,
2007-05-25 00:00:00+00:00,300.0,300.0,300.0,300.0,13,,
2007-05-29 00:00:00+00:00,340.0,350.0,300.0,350.0,23,,
2007-05-30 00:00:00+00:00,360.0,420.0,360.0,420.0,5,,
2007-05-31 00:00:00+00:00,440.0,570.0,430.0,550.0,98,,
2007-06-01 00:00:00+00:00,440.0,570.0,440.0,570.0,20,,
2007-06-04 00:00:00+00:00,570.0,590.0,550.0,590.0,23,,
2007-06-05 00:00:00+00:00,550.0,700.0,550.0,610.0,39,,
2007-06-06 00:00:00+00:00,600.0,650.0,600.0,650.0,68,,
2007-06-07 00:00:00+00:00,620.0,628.0,600.0,600.0,23,,
2007-06-08 00:00:00+00:00,630.0,700.0,620.0,650.0,63,,
2007-06-11 00:00:00+00:00,622.0,750.0,620.0,656.0,47,,
2007-06-12 00:00:00+00:00,650.0,650.0,520.0,600.0,13,,
2007-06-13 00:00:00+00:00,600.0,700.0,600.0,630.0,37,,
2007-06-14 00:00:00+00:00,520.0,650.0,520.0,650.0,9,,
2007-06-15 00:00:00+00:00,650.0,650.0,650.0,650.0,0,,
2007-06-18 00:00:00+00:00,650.0,650.0,650.0,650.0,0,,
2007-06-19 00:00:00+00:00,520.0,650.0,520.0,600.0,10,,
2007-06-20 00:00:00+00:00,600.0,650.0,600.0,600.0,28,,
2007-06-21 00:00:00+00:00,410.0,600.0,370.0,370.0,21,,
2007-06-22 00:00:00+00:00,370.0,370.0,370.0,370.0,5,,
2007-06-25 00:00:00+00:00,310.0,500.0,310.0,500.0,20,,
2007-06-26 00:00:00+00:00,500.0,500.0,500.0,500.0,0,,
2007-06-27 00:00:00+00:00,380.0,570.0,380.0,570.0,18,,
2007-06-28 00:00:00+00:00,570.0,570.0,570.0,570.0,0,,
2007-06-29 00:00:00+00:00,570.0,570.0,570.0,570.0,0,,
2007-07-02 00:00:00+00:00,570.0,570.0,570.0,570.0,1,,
2007-07-03 00:00:00+00:00,570.0,570.0,570.0,570.0,0,,
