date,YORW_Open,YORW_High,YORW_Low,YORW_Close,YORW_Volume,YORW_Dividends,YORW_Stock Splits
1999-05-03 00:00:00+00:00,5.958333015441895,6.083333015441895,5.958333015441895,3.2039003372192383,4500,0.0,
1999-05-04 00:00:00+00:00,5.9166669845581055,5.958333015441895,5.9166669845581055,3.116123676300049,12600,0.0,
1999-05-05 00:00:00+00:00,5.9166669845581055,5.9166669845581055,5.9166669845581055,3.116123676300049,1800,0.0,
1999-05-06 00:00:00+00:00,6.0416669845581055,6.0416669845581055,5.6666669845581055,2.984454870223999,6600,0.0,
1999-05-07 00:00:00+00:00,6.0416669845581055,6.083333015441895,6.0416669845581055,3.2039003372192383,2100,0.0,
1999-05-10 00:00:00+00:00,6.083333015441895,6.083333015441895,6.083333015441895,3.2039003372192383,0,0.0,
1999-05-11 00:00:00+00:00,5.9166669845581055,5.9166669845581055,5.9166669845581055,3.116123676300049,600,0.0,
1999-05-12 00:00:00+00:00,6.083333015441895,6.083333015441895,6.083333015441895,3.2039003372192383,300,0.0,
1999-05-13 00:00:00+00:00,6.083333015441895,6.083333015441895,6.083333015441895,3.2039003372192383,0,0.0,
1999-05-14 00:00:00+00:00,6.083333015441895,6.083333015441895,6.083333015441895,3.2039003372192383,0,0.0,
1999-05-17 00:00:00+00:00,6.083333015441895,6.083333015441895,6.083333015441895,3.2039003372192383,0,0.0,
1999-05-18 00:00:00+00:00,6.083333015441895,6.083333015441895,6.083333015441895,3.2039003372192383,600,0.0,
1999-05-19 00:00:00+00:00,5.833333015441895,5.9375,5.833333015441895,3.072234869003296,3000,0.0,
1999-05-20 00:00:00+00:00,5.833333015441895,5.833333015441895,5.833333015441895,3.072234869003296,0,0.0,
1999-05-21 00:00:00+00:00,6.125,6.125,6.125,3.2258458137512207,300,0.0,
1999-05-24 00:00:00+00:00,6.125,6.125,6.125,3.2258458137512207,600,0.0,
1999-05-25 00:00:00+00:00,6.125,6.125,6.125,3.2258458137512207,0,0.0,
1999-05-26 00:00:00+00:00,5.6666669845581055,5.6666669845581055,5.6666669845581055,2.984454870223999,900,0.0,
1999-05-27 00:00:00+00:00,6.0,6.0,6.0,3.16001033782959,600,0.0,
1999-05-28 00:00:00+00:00,5.833333015441895,5.833333015441895,5.833333015441895,3.072234869003296,4800,0.0,
1999-06-01 00:00:00+00:00,5.833333015441895,5.833333015441895,5.833333015441895,3.072234869003296,0,0.0,
1999-06-02 00:00:00+00:00,5.6666669845581055,5.708333015441895,5.333333015441895,2.984454870223999,14100,0.0,
1999-06-03 00:00:00+00:00,5.708333015441895,5.708333015441895,5.6666669845581055,2.984454870223999,3900,0.0,
1999-06-04 00:00:00+00:00,5.875,6.0,5.6666669845581055,3.0283448696136475,9000,0.0,
1999-06-07 00:00:00+00:00,6.0,6.0,6.0,3.16001033782959,6900,0.0,
1999-06-08 00:00:00+00:00,5.583333015441895,5.583333015441895,5.583333015441895,2.9405670166015625,1800,0.0,
1999-06-09 00:00:00+00:00,5.583333015441895,5.75,5.583333015441895,3.006399154663086,5100,0.0,
