date,WKHS_Open,WKHS_High,WKHS_Low,WKHS_Close,WKHS_Volume,WKHS_Dividends,WKHS_Stock Splits
2010-07-21 00:00:00+00:00,160.0,160.0,160.0,160.0,0,,
2010-07-22 00:00:00+00:00,160.0,160.0,160.0,160.0,0,,
2010-07-23 00:00:00+00:00,160.0,170.0,160.0,170.0,30,,
2010-07-26 00:00:00+00:00,160.0,160.0,160.0,160.0,34,,
2010-07-27 00:00:00+00:00,160.0,160.0,160.0,160.0,0,,
2010-07-28 00:00:00+00:00,130.0,130.0,130.0,130.0,10,,
2010-07-29 00:00:00+00:00,130.0,130.0,130.0,130.0,0,,
2010-07-30 00:00:00+00:00,130.0,130.0,130.0,130.0,0,,
2010-08-02 00:00:00+00:00,130.0,130.0,130.0,130.0,0,,
2010-08-03 00:00:00+00:00,150.0,150.0,150.0,150.0,5,,
2010-08-04 00:00:00+00:00,150.0,150.0,150.0,150.0,1,,
2010-08-05 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2010-08-06 00:00:00+00:00,150.0,150.0,150.0,150.0,5,,
2010-08-09 00:00:00+00:00,150.0,150.0,150.0,150.0,7,,
2010-08-10 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2010-08-11 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2010-08-12 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2010-08-13 00:00:00+00:00,120.0,120.0,120.0,120.0,2,,
2010-08-16 00:00:00+00:00,120.0,120.0,120.0,120.0,0,,
2010-08-17 00:00:00+00:00,120.0,120.0,120.0,120.0,0,,
2010-08-18 00:00:00+00:00,120.0,120.0,120.0,120.0,0,,
2010-08-19 00:00:00+00:00,120.0,120.0,120.0,120.0,0,,
2010-08-20 00:00:00+00:00,148.0,148.0,148.0,148.0,1,,
2010-08-23 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-08-24 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-08-25 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-08-26 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-08-27 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-08-30 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-08-31 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-09-01 00:00:00+00:00,148.0,148.0,148.0,148.0,25,,
2010-09-02 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-09-03 00:00:00+00:00,148.0,148.0,148.0,148.0,8,,
2010-09-07 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-09-08 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-09-09 00:00:00+00:00,148.0,148.0,148.0,148.0,0,,
2010-09-10 00:00:00+00:00,138.0,138.0,138.0,138.0,7,,
2010-09-13 00:00:00+00:00,120.0,130.0,120.0,120.0,38,,
2010-09-14 00:00:00+00:00,120.0,120.0,120.0,120.0,0,,
2010-09-15 00:00:00+00:00,138.0,138.0,138.0,138.0,10,,
2010-09-16 00:00:00+00:00,128.0,128.0,122.0,122.0,30,,
2010-09-17 00:00:00+00:00,122.0,140.0,102.0,140.0,45,,
2010-09-20 00:00:00+00:00,140.0,140.0,140.0,140.0,0,,
2010-09-21 00:00:00+00:00,140.0,140.0,138.0,138.0,10,,
2010-09-22 00:00:00+00:00,130.0,130.0,130.0,130.0,128,,
2010-09-23 00:00:00+00:00,134.0,134.0,134.0,134.0,150,,
2010-09-24 00:00:00+00:00,132.0,134.0,132.0,134.0,10,,
2010-09-27 00:00:00+00:00,134.0,134.0,134.0,134.0,0,,
2010-09-28 00:00:00+00:00,110.0,134.0,110.0,120.0,148,,
2010-09-29 00:00:00+00:00,130.0,130.0,120.0,122.0,60,,
2010-09-30 00:00:00+00:00,130.0,134.0,130.0,130.0,125,,
2010-10-01 00:00:00+00:00,130.0,130.0,110.0,110.0,16,,
2010-10-04 00:00:00+00:00,110.0,130.0,110.0,124.0,51,,
2010-10-05 00:00:00+00:00,124.0,136.0,120.0,136.0,105,,
2010-10-06 00:00:00+00:00,136.0,136.0,130.0,130.0,15,,
2010-10-07 00:00:00+00:00,130.0,130.0,130.0,130.0,0,,
2010-10-08 00:00:00+00:00,130.0,130.0,130.0,130.0,2,,
2010-10-11 00:00:00+00:00,136.0,136.0,130.0,130.0,41,,
2010-10-12 00:00:00+00:00,146.0,146.0,146.0,146.0,1,,
2010-10-13 00:00:00+00:00,146.0,150.0,146.0,150.0,35,,
2010-10-14 00:00:00+00:00,156.0,160.0,152.0,160.0,475,,
2010-10-15 00:00:00+00:00,170.0,170.0,156.0,156.0,12,,
2010-10-18 00:00:00+00:00,170.0,170.0,170.0,170.0,9,,
2010-10-19 00:00:00+00:00,166.0,174.0,166.0,170.0,50,,
2010-10-20 00:00:00+00:00,180.0,210.0,176.0,204.0,333,,
2010-10-21 00:00:00+00:00,196.0,196.0,194.0,194.0,20,,
2010-10-22 00:00:00+00:00,194.0,194.0,194.0,194.0,0,,
2010-10-25 00:00:00+00:00,180.0,180.0,158.0,158.0,78,,
2010-10-26 00:00:00+00:00,168.0,168.0,160.0,160.0,124,,
2010-10-27 00:00:00+00:00,160.0,160.0,160.0,160.0,96,,
2010-10-28 00:00:00+00:00,130.0,160.0,130.0,160.0,238,,
2010-10-29 00:00:00+00:00,160.0,160.0,160.0,160.0,0,,
2010-11-01 00:00:00+00:00,160.0,160.0,160.0,160.0,0,,
2010-11-02 00:00:00+00:00,160.0,160.0,158.0,158.0,50,,
2010-11-03 00:00:00+00:00,158.0,158.0,158.0,158.0,0,,
2010-11-04 00:00:00+00:00,158.0,158.0,158.0,158.0,0,,
2010-11-05 00:00:00+00:00,130.0,150.0,130.0,130.0,30,,
2010-11-08 00:00:00+00:00,130.0,134.0,130.0,130.0,63,,
2010-11-09 00:00:00+00:00,130.0,130.0,130.0,130.0,18,,
2010-11-10 00:00:00+00:00,150.0,150.0,144.0,144.0,860,,
2010-11-11 00:00:00+00:00,140.0,144.0,138.0,140.0,300,,
2010-11-12 00:00:00+00:00,140.0,144.0,140.0,144.0,73,,
2010-11-15 00:00:00+00:00,140.0,142.0,130.0,130.0,113,,
2010-11-16 00:00:00+00:00,130.0,130.0,130.0,130.0,5,,
2010-11-17 00:00:00+00:00,130.0,130.0,130.0,130.0,175,,
2010-11-18 00:00:00+00:00,130.0,130.0,120.0,128.0,112,,
2010-11-19 00:00:00+00:00,112.0,112.0,112.0,112.0,10,,
2010-11-22 00:00:00+00:00,112.0,112.0,112.0,112.0,0,,
2010-11-23 00:00:00+00:00,140.0,140.0,136.0,136.0,50,,
2010-11-24 00:00:00+00:00,140.0,144.0,136.0,136.0,193,,
2010-11-26 00:00:00+00:00,140.0,140.0,140.0,140.0,150,,
2010-11-29 00:00:00+00:00,140.0,156.0,140.0,152.0,468,,
2010-11-30 00:00:00+00:00,150.0,164.0,144.0,150.0,556,,
2010-12-01 00:00:00+00:00,156.0,156.0,150.0,156.0,303,,
2010-12-02 00:00:00+00:00,142.0,150.0,142.0,150.0,135,,
2010-12-03 00:00:00+00:00,150.0,150.0,150.0,150.0,1,,
2010-12-06 00:00:00+00:00,150.0,150.0,120.0,146.0,324,,
2010-12-07 00:00:00+00:00,146.0,146.0,146.0,146.0,0,,
2010-12-08 00:00:00+00:00,152.0,170.0,152.0,170.0,10,,
2010-12-09 00:00:00+00:00,150.0,170.0,150.0,170.0,21,,
2010-12-10 00:00:00+00:00,170.0,170.0,170.0,170.0,10,,
2010-12-13 00:00:00+00:00,170.0,170.0,170.0,170.0,2,,
2010-12-14 00:00:00+00:00,180.0,180.0,176.0,176.0,25,,
2010-12-15 00:00:00+00:00,176.0,176.0,120.0,138.0,531,,
2010-12-16 00:00:00+00:00,138.0,138.0,138.0,138.0,0,,
2010-12-17 00:00:00+00:00,168.0,168.0,168.0,168.0,13,,
2010-12-20 00:00:00+00:00,162.0,162.0,150.0,150.0,36,,
2010-12-21 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2010-12-22 00:00:00+00:00,148.0,162.0,148.0,156.0,72,,
2010-12-23 00:00:00+00:00,156.0,156.0,156.0,156.0,15,,
2010-12-27 00:00:00+00:00,160.0,166.0,160.0,166.0,53,,
2010-12-28 00:00:00+00:00,120.0,192.0,120.0,180.0,216,,
2010-12-29 00:00:00+00:00,180.0,180.0,180.0,180.0,50,,
2010-12-30 00:00:00+00:00,180.0,180.0,180.0,180.0,0,,
2010-12-31 00:00:00+00:00,174.0,184.0,174.0,180.0,209,,
2011-01-03 00:00:00+00:00,170.0,170.0,170.0,170.0,115,,
2011-01-04 00:00:00+00:00,184.0,184.0,160.0,160.0,54,,
2011-01-05 00:00:00+00:00,176.0,176.0,160.0,160.0,13,,
2011-01-06 00:00:00+00:00,150.0,150.0,150.0,150.0,25,,
2011-01-07 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2011-01-10 00:00:00+00:00,156.0,170.0,156.0,170.0,728,,
2011-01-11 00:00:00+00:00,164.0,164.0,158.0,160.0,71,,
2011-01-12 00:00:00+00:00,164.0,164.0,160.0,160.0,100,,
2011-01-13 00:00:00+00:00,156.0,160.0,154.0,154.0,1108,,
2011-01-14 00:00:00+00:00,160.0,160.0,160.0,160.0,38,,
2011-01-18 00:00:00+00:00,156.0,156.0,156.0,156.0,28,,
2011-01-19 00:00:00+00:00,156.0,156.0,156.0,156.0,0,,
2011-01-20 00:00:00+00:00,136.0,136.0,120.0,124.0,155,,
2011-01-21 00:00:00+00:00,124.0,124.0,124.0,124.0,0,,
2011-01-24 00:00:00+00:00,124.0,124.0,124.0,124.0,0,,
2011-01-25 00:00:00+00:00,126.0,126.0,120.0,120.0,70,,
2011-01-26 00:00:00+00:00,110.0,128.0,110.0,120.0,38,,
2011-01-27 00:00:00+00:00,124.0,124.0,122.0,122.0,140,,
2011-01-28 00:00:00+00:00,120.0,120.0,120.0,120.0,250,,
2011-01-31 00:00:00+00:00,120.0,120.0,120.0,120.0,50,,
2011-02-01 00:00:00+00:00,110.0,110.0,110.0,110.0,40,,
2011-02-02 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-02-03 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-02-04 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-02-07 00:00:00+00:00,120.0,120.0,120.0,120.0,31,,
2011-02-08 00:00:00+00:00,120.0,120.0,110.0,110.0,49,,
2011-02-09 00:00:00+00:00,120.0,120.0,110.0,110.0,79,,
2011-02-10 00:00:00+00:00,110.0,110.0,110.0,110.0,46,,
2011-02-11 00:00:00+00:00,110.0,110.0,110.0,110.0,10,,
2011-02-14 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-02-15 00:00:00+00:00,108.0,108.0,108.0,108.0,40,,
2011-02-16 00:00:00+00:00,110.0,110.0,110.0,110.0,142,,
2011-02-17 00:00:00+00:00,110.0,110.0,110.0,110.0,50,,
2011-02-18 00:00:00+00:00,110.0,110.0,110.0,110.0,5,,
2011-02-22 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-02-23 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-02-24 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-02-25 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-02-28 00:00:00+00:00,112.0,112.0,92.0,92.0,94,,
2011-03-01 00:00:00+00:00,92.0,92.0,92.0,92.0,0,,
2011-03-02 00:00:00+00:00,92.0,92.0,92.0,92.0,0,,
2011-03-03 00:00:00+00:00,100.0,100.0,96.0,96.0,16,,
2011-03-04 00:00:00+00:00,96.0,96.0,96.0,96.0,0,,
2011-03-07 00:00:00+00:00,96.0,96.0,96.0,96.0,25,,
2011-03-08 00:00:00+00:00,96.0,96.0,96.0,96.0,0,,
2011-03-09 00:00:00+00:00,96.0,96.0,96.0,96.0,0,,
2011-03-10 00:00:00+00:00,110.0,110.0,110.0,110.0,1,,
2011-03-11 00:00:00+00:00,110.0,110.0,110.0,110.0,11,,
2011-03-14 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-03-15 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-03-16 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-03-17 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-03-18 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-03-21 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-03-22 00:00:00+00:00,110.0,110.0,110.0,110.0,18,,
2011-03-23 00:00:00+00:00,96.0,96.0,96.0,96.0,10,,
2011-03-24 00:00:00+00:00,96.0,96.0,96.0,96.0,25,,
2011-03-25 00:00:00+00:00,96.0,96.0,96.0,96.0,5,,
2011-03-28 00:00:00+00:00,96.0,96.0,96.0,96.0,0,,
2011-03-29 00:00:00+00:00,96.0,96.0,96.0,96.0,0,,
2011-03-30 00:00:00+00:00,96.0,96.0,96.0,96.0,0,,
2011-03-31 00:00:00+00:00,96.0,96.0,96.0,96.0,0,,
2011-04-01 00:00:00+00:00,110.0,110.0,108.0,108.0,36,,
2011-04-04 00:00:00+00:00,108.0,108.0,108.0,108.0,0,,
2011-04-05 00:00:00+00:00,100.0,100.0,100.0,100.0,131,,
2011-04-06 00:00:00+00:00,100.0,100.0,100.0,100.0,48,,
2011-04-07 00:00:00+00:00,100.0,100.0,100.0,100.0,50,,
2011-04-08 00:00:00+00:00,100.0,100.0,100.0,100.0,55,,
2011-04-11 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-04-12 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-04-13 00:00:00+00:00,110.0,110.0,100.0,100.0,72,,
2011-04-14 00:00:00+00:00,110.0,110.0,110.0,110.0,35,,
2011-04-15 00:00:00+00:00,110.0,110.0,110.0,110.0,14,,
2011-04-18 00:00:00+00:00,80.0,100.0,80.0,100.0,86,,
2011-04-19 00:00:00+00:00,100.0,110.0,100.0,108.0,579,,
2011-04-20 00:00:00+00:00,100.0,100.0,100.0,100.0,13,,
2011-04-21 00:00:00+00:00,100.0,130.0,100.0,130.0,2136,,
2011-04-25 00:00:00+00:00,130.0,130.0,130.0,130.0,48,,
2011-04-26 00:00:00+00:00,130.0,134.0,130.0,134.0,143,,
2011-04-27 00:00:00+00:00,134.0,134.0,134.0,134.0,44,,
2011-04-28 00:00:00+00:00,134.0,134.0,134.0,134.0,112,,
2011-04-29 00:00:00+00:00,134.0,136.0,134.0,136.0,170,,
2011-05-02 00:00:00+00:00,136.0,136.0,136.0,136.0,70,,
2011-05-03 00:00:00+00:00,136.0,136.0,136.0,136.0,35,,
2011-05-04 00:00:00+00:00,136.0,150.0,86.0,150.0,435,,
2011-05-05 00:00:00+00:00,150.0,150.0,150.0,150.0,58,,
2011-05-06 00:00:00+00:00,150.0,150.0,150.0,150.0,0,,
2011-05-09 00:00:00+00:00,160.0,160.0,150.0,160.0,128,,
2011-05-10 00:00:00+00:00,160.0,184.0,160.0,184.0,222,,
2011-05-11 00:00:00+00:00,180.0,180.0,140.0,176.0,102,,
2011-05-12 00:00:00+00:00,176.0,188.0,170.0,182.0,716,,
2011-05-13 00:00:00+00:00,182.0,182.0,160.0,160.0,96,,
2011-05-16 00:00:00+00:00,170.0,178.0,170.0,178.0,15,,
2011-05-17 00:00:00+00:00,180.0,180.0,178.0,178.0,33,,
2011-05-18 00:00:00+00:00,178.0,178.0,170.0,170.0,22,,
2011-05-19 00:00:00+00:00,168.0,170.0,160.0,170.0,62,,
2011-05-20 00:00:00+00:00,160.0,174.0,160.0,174.0,18,,
2011-05-23 00:00:00+00:00,174.0,174.0,174.0,174.0,0,,
2011-05-24 00:00:00+00:00,174.0,174.0,174.0,174.0,24,,
2011-05-25 00:00:00+00:00,184.0,184.0,178.0,178.0,25,,
2011-05-26 00:00:00+00:00,180.0,180.0,180.0,180.0,17,,
2011-05-27 00:00:00+00:00,180.0,180.0,180.0,180.0,0,,
2011-05-31 00:00:00+00:00,180.0,186.0,176.0,180.0,406,,
2011-06-01 00:00:00+00:00,180.0,180.0,180.0,180.0,7,,
2011-06-02 00:00:00+00:00,180.0,180.0,180.0,180.0,15,,
2011-06-03 00:00:00+00:00,180.0,180.0,180.0,180.0,0,,
2011-06-06 00:00:00+00:00,180.0,180.0,180.0,180.0,4,,
2011-06-07 00:00:00+00:00,179.0,179.0,179.0,179.0,12,,
2011-06-08 00:00:00+00:00,170.0,170.0,170.0,170.0,101,,
2011-06-09 00:00:00+00:00,170.0,170.0,170.0,170.0,0,,
2011-06-10 00:00:00+00:00,180.0,180.0,180.0,180.0,3,,
2011-06-13 00:00:00+00:00,180.0,180.0,170.0,170.0,4,,
2011-06-14 00:00:00+00:00,160.0,160.0,150.0,150.0,20,,
2011-06-15 00:00:00+00:00,140.0,150.0,126.0,142.0,135,,
2011-06-16 00:00:00+00:00,140.0,140.0,140.0,140.0,78,,
2011-06-17 00:00:00+00:00,140.0,142.0,138.0,138.0,475,,
2011-06-20 00:00:00+00:00,140.0,140.0,140.0,140.0,2,,
2011-06-21 00:00:00+00:00,126.0,126.0,126.0,126.0,51,,
2011-06-22 00:00:00+00:00,126.0,126.0,126.0,126.0,0,,
2011-06-23 00:00:00+00:00,140.0,140.0,140.0,140.0,66,,
2011-06-24 00:00:00+00:00,140.0,140.0,140.0,140.0,107,,
2011-06-27 00:00:00+00:00,140.0,140.0,140.0,140.0,0,,
2011-06-28 00:00:00+00:00,140.0,140.0,140.0,140.0,0,,
2011-06-29 00:00:00+00:00,136.0,136.0,130.0,130.0,30,,
2011-06-30 00:00:00+00:00,130.0,130.0,130.0,130.0,0,,
2011-07-01 00:00:00+00:00,130.0,130.0,130.0,130.0,0,,
2011-07-05 00:00:00+00:00,140.0,140.0,138.0,138.0,4,,
2011-07-06 00:00:00+00:00,138.0,138.0,138.0,138.0,2,,
2011-07-07 00:00:00+00:00,138.0,138.0,138.0,138.0,0,,
2011-07-08 00:00:00+00:00,138.0,138.0,138.0,138.0,0,,
2011-07-11 00:00:00+00:00,120.0,120.0,102.0,108.0,120,,
2011-07-12 00:00:00+00:00,118.0,118.0,118.0,118.0,18,,
2011-07-13 00:00:00+00:00,100.0,102.0,100.0,100.0,360,,
2011-07-14 00:00:00+00:00,100.0,100.0,100.0,100.0,6,,
2011-07-15 00:00:00+00:00,100.0,100.0,100.0,100.0,33,,
2011-07-18 00:00:00+00:00,100.0,100.0,80.0,100.0,176,,
2011-07-19 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-07-20 00:00:00+00:00,100.0,100.0,96.0,100.0,60,,
2011-07-21 00:00:00+00:00,100.0,100.0,42.20000076293945,80.0,234,,
2011-07-22 00:00:00+00:00,84.0,86.0,84.0,86.0,30,,
2011-07-25 00:00:00+00:00,86.0,86.0,86.0,86.0,0,,
2011-07-26 00:00:00+00:00,86.0,86.0,86.0,86.0,0,,
2011-07-27 00:00:00+00:00,86.0,86.0,86.0,86.0,0,,
2011-07-28 00:00:00+00:00,86.0,86.0,86.0,86.0,0,,
2011-07-29 00:00:00+00:00,86.0,86.0,86.0,86.0,0,,
2011-08-01 00:00:00+00:00,100.0,100.0,100.0,100.0,5,,
2011-08-02 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-08-03 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-08-04 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-08-05 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-08-08 00:00:00+00:00,44.0,100.0,44.0,100.0,7,,
2011-08-09 00:00:00+00:00,98.0,98.0,98.0,98.0,5,,
2011-08-10 00:00:00+00:00,98.0,98.0,98.0,98.0,0,,
2011-08-11 00:00:00+00:00,98.0,98.0,98.0,98.0,0,,
2011-08-12 00:00:00+00:00,98.0,98.0,98.0,98.0,0,,
2011-08-15 00:00:00+00:00,98.0,98.0,98.0,98.0,0,,
2011-08-16 00:00:00+00:00,98.0,98.0,98.0,98.0,0,,
2011-08-17 00:00:00+00:00,98.0,98.0,98.0,98.0,0,,
2011-08-18 00:00:00+00:00,98.0,98.0,98.0,98.0,0,,
2011-08-19 00:00:00+00:00,44.0,90.0,44.0,90.0,6,,
2011-08-22 00:00:00+00:00,90.0,90.0,44.0,44.0,7,,
2011-08-23 00:00:00+00:00,90.0,90.0,90.0,90.0,52,,
2011-08-24 00:00:00+00:00,90.0,90.0,90.0,90.0,0,,
2011-08-25 00:00:00+00:00,88.0,90.0,88.0,90.0,180,,
2011-08-26 00:00:00+00:00,90.0,90.0,90.0,90.0,0,,
2011-08-29 00:00:00+00:00,90.0,90.0,90.0,90.0,0,,
2011-08-30 00:00:00+00:00,80.0,90.0,78.0,80.0,353,,
2011-08-31 00:00:00+00:00,80.0,80.0,48.0,80.0,72,,
2011-09-01 00:00:00+00:00,80.0,80.0,80.0,80.0,36,,
2011-09-02 00:00:00+00:00,70.0,70.0,70.0,70.0,28,,
2011-09-06 00:00:00+00:00,80.0,80.0,80.0,80.0,10,,
2011-09-07 00:00:00+00:00,80.0,80.0,80.0,80.0,25,,
2011-09-08 00:00:00+00:00,80.0,80.0,80.0,80.0,0,,
2011-09-09 00:00:00+00:00,98.0,100.0,62.0,100.0,76,,
2011-09-12 00:00:00+00:00,100.0,100.0,100.0,100.0,8,,
2011-09-13 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-09-14 00:00:00+00:00,100.0,100.0,92.0,100.0,222,,
2011-09-15 00:00:00+00:00,90.0,90.0,90.0,90.0,5,,
2011-09-16 00:00:00+00:00,90.0,140.0,62.0,140.0,262,,
2011-09-19 00:00:00+00:00,120.0,130.0,120.0,122.0,42,,
2011-09-20 00:00:00+00:00,110.0,110.0,100.0,110.0,544,,
2011-09-21 00:00:00+00:00,108.0,108.0,108.0,108.0,5,,
2011-09-22 00:00:00+00:00,98.0,110.0,98.0,110.0,314,,
2011-09-23 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-09-26 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-09-27 00:00:00+00:00,98.0,98.0,98.0,98.0,2,,
2011-09-28 00:00:00+00:00,102.0,104.0,98.0,98.0,77,,
2011-09-29 00:00:00+00:00,98.0,104.0,98.0,100.0,187,,
2011-09-30 00:00:00+00:00,110.0,110.0,100.0,100.0,60,,
2011-10-03 00:00:00+00:00,50.0,100.0,50.0,100.0,77,,
2011-10-04 00:00:00+00:00,100.0,100.0,100.0,100.0,10,,
2011-10-05 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-06 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-07 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-10 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-11 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-12 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-13 00:00:00+00:00,50.0,50.0,50.0,50.0,2,,
2011-10-14 00:00:00+00:00,100.0,100.0,100.0,100.0,73,,
2011-10-17 00:00:00+00:00,100.0,100.0,50.0,80.0,5,,
2011-10-18 00:00:00+00:00,100.0,100.0,100.0,100.0,2,,
2011-10-19 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-20 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-21 00:00:00+00:00,100.0,100.0,100.0,100.0,10,,
2011-10-24 00:00:00+00:00,100.0,100.0,100.0,100.0,1,,
2011-10-25 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-26 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-10-27 00:00:00+00:00,90.0,100.0,72.0,100.0,5,,
2011-10-28 00:00:00+00:00,100.0,100.0,98.0,98.0,18,,
2011-10-31 00:00:00+00:00,100.0,114.0,100.0,101.0,161,,
2011-11-01 00:00:00+00:00,100.0,118.0,100.0,100.0,1170,,
2011-11-02 00:00:00+00:00,118.0,118.0,100.0,100.0,45,,
2011-11-03 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-11-04 00:00:00+00:00,110.0,110.0,110.0,110.0,20,,
2011-11-07 00:00:00+00:00,110.0,110.0,110.0,110.0,1,,
2011-11-08 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-11-09 00:00:00+00:00,110.0,110.0,110.0,110.0,0,,
2011-11-10 00:00:00+00:00,110.0,110.0,108.0,108.0,8,,
2011-11-11 00:00:00+00:00,110.0,110.0,106.0,106.0,20,,
2011-11-14 00:00:00+00:00,100.0,100.0,100.0,100.0,1,,
2011-11-15 00:00:00+00:00,100.0,100.0,60.0,100.0,104,,
2011-11-16 00:00:00+00:00,62.0,100.0,62.0,100.0,41,,
2011-11-17 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
2011-11-18 00:00:00+00:00,100.0,100.0,100.0,100.0,20,,
2011-11-21 00:00:00+00:00,100.0,100.0,100.0,100.0,0,,
