date,XOMA_Open,XOMA_High,XOMA_Low,XOMA_Close,XOMA_Volume,XOMA_Dividends,XOMA_Stock Splits
1986-06-06 00:00:00+00:00,0.0,5175.0,5100.0,5100.0,3848,,
1986-06-09 00:00:00+00:00,0.0,5025.0,4950.0,4950.0,1688,,
1986-06-10 00:00:00+00:00,0.0,4950.0,4875.0,4875.0,262,,
1986-06-11 00:00:00+00:00,0.0,4950.0,4875.0,4875.0,250,,
1986-06-12 00:00:00+00:00,0.0,4950.0,4875.0,4875.0,254,,
1986-06-13 00:00:00+00:00,0.0,5325.0,5250.0,5250.0,225,,
1986-06-16 00:00:00+00:00,0.0,5250.0,5175.0,5175.0,125,,
1986-06-17 00:00:00+00:00,0.0,5175.0,5100.0,5100.0,98,,
1986-06-18 00:00:00+00:00,0.0,5025.0,4950.0,4950.0,159,,
1986-06-19 00:00:00+00:00,0.0,5175.0,5100.0,5100.0,190,,
1986-06-20 00:00:00+00:00,0.0,5175.0,5100.0,5100.0,147,,
1986-06-23 00:00:00+00:00,0.0,5025.0,4950.0,4950.0,111,,
1986-06-24 00:00:00+00:00,0.0,5100.0,5025.0,5025.0,96,,
1986-06-25 00:00:00+00:00,0.0,5100.0,4950.0,4950.0,18,,
1986-06-26 00:00:00+00:00,0.0,4950.0,4875.0,4875.0,84,,
1986-06-27 00:00:00+00:00,0.0,4950.0,4800.0,4800.0,44,,
1986-06-30 00:00:00+00:00,0.0,5025.0,4875.0,4875.0,39,,
1986-07-01 00:00:00+00:00,0.0,5025.0,4800.0,4800.0,43,,
1986-07-02 00:00:00+00:00,0.0,4875.0,4800.0,4875.0,35,,
1986-07-03 00:00:00+00:00,0.0,4875.0,4800.0,4875.0,23,,
1986-07-07 00:00:00+00:00,0.0,4875.0,4725.0,4725.0,54,,
1986-07-08 00:00:00+00:00,0.0,4875.0,4350.0,4500.0,98,,
1986-07-09 00:00:00+00:00,0.0,4500.0,4350.0,4500.0,56,,
1986-07-10 00:00:00+00:00,0.0,4575.0,4425.0,4500.0,103,,
1986-07-11 00:00:00+00:00,0.0,4575.0,4350.0,4350.0,32,,
1986-07-14 00:00:00+00:00,0.0,4425.0,4050.0,4200.0,47,,
1986-07-15 00:00:00+00:00,0.0,4200.0,4050.0,4200.0,44,,
1986-07-16 00:00:00+00:00,0.0,4200.0,4050.0,4125.0,85,,
1986-07-17 00:00:00+00:00,0.0,4200.0,4050.0,4200.0,4,,
1986-07-18 00:00:00+00:00,0.0,4125.0,3975.0,4125.0,15,,
1986-07-21 00:00:00+00:00,0.0,4275.0,4125.0,4200.0,90,,
1986-07-22 00:00:00+00:00,0.0,4275.0,4125.0,4275.0,21,,
1986-07-23 00:00:00+00:00,0.0,4350.0,4200.0,4200.0,32,,
1986-07-24 00:00:00+00:00,0.0,4275.0,4125.0,4200.0,19,,
1986-07-25 00:00:00+00:00,0.0,4275.0,4125.0,4200.0,7,,
1986-07-28 00:00:00+00:00,0.0,4275.0,4125.0,4200.0,28,,
1986-07-29 00:00:00+00:00,0.0,4200.0,3975.0,4050.0,117,,
1986-07-30 00:00:00+00:00,0.0,4125.0,3900.0,3900.0,79,,
1986-07-31 00:00:00+00:00,0.0,3975.0,3825.0,3900.0,24,,
1986-08-01 00:00:00+00:00,0.0,3900.0,3675.0,3675.0,81,,
1986-08-04 00:00:00+00:00,0.0,3600.0,3300.0,3450.0,95,,
1986-08-05 00:00:00+00:00,0.0,3600.0,3300.0,3525.0,56,,
1986-08-06 00:00:00+00:00,0.0,3600.0,3450.0,3525.0,54,,
1986-08-07 00:00:00+00:00,0.0,3525.0,3450.0,3525.0,34,,
1986-08-08 00:00:00+00:00,0.0,3675.0,3450.0,3600.0,79,,
1986-08-11 00:00:00+00:00,0.0,3600.0,3450.0,3525.0,21,,
1986-08-12 00:00:00+00:00,0.0,3525.0,3450.0,3525.0,47,,
1986-08-13 00:00:00+00:00,0.0,3675.0,3525.0,3675.0,152,,
1986-08-14 00:00:00+00:00,0.0,4200.0,3525.0,4200.0,558,,
1986-08-15 00:00:00+00:00,0.0,4725.0,4050.0,4537.5,408,,
1986-08-18 00:00:00+00:00,0.0,4650.0,4425.0,4500.0,76,,
1986-08-19 00:00:00+00:00,0.0,4500.0,4425.0,4425.0,13,,
1986-08-20 00:00:00+00:00,0.0,4425.0,4275.0,4350.0,96,,
1986-08-21 00:00:00+00:00,0.0,4350.0,4275.0,4350.0,10,,
1986-08-22 00:00:00+00:00,0.0,4350.0,4275.0,4350.0,24,,
1986-08-25 00:00:00+00:00,0.0,4350.0,4275.0,4275.0,44,,
1986-08-26 00:00:00+00:00,0.0,4350.0,4275.0,4350.0,42,,
1986-08-27 00:00:00+00:00,0.0,4350.0,4275.0,4350.0,10,,
1986-08-28 00:00:00+00:00,0.0,4350.0,4275.0,4350.0,22,,
1986-08-29 00:00:00+00:00,0.0,4350.0,4350.0,4350.0,7,,
1986-09-02 00:00:00+00:00,0.0,4350.0,4275.0,4350.0,52,,
1986-09-03 00:00:00+00:00,0.0,4350.0,4275.0,4275.0,79,,
1986-09-04 00:00:00+00:00,0.0,4350.0,4275.0,4275.0,45,,
1986-09-05 00:00:00+00:00,0.0,4350.0,4275.0,4350.0,22,,
1986-09-08 00:00:00+00:00,0.0,4350.0,3975.0,3975.0,178,,
1986-09-09 00:00:00+00:00,0.0,4050.0,3675.0,3825.0,96,,
1986-09-10 00:00:00+00:00,0.0,3675.0,3375.0,3525.0,109,,
1986-09-11 00:00:00+00:00,0.0,3600.0,2925.0,3150.0,165,,
1986-09-12 00:00:00+00:00,0.0,3225.0,2700.0,3075.0,262,,
1986-09-15 00:00:00+00:00,0.0,3075.0,2925.0,3075.0,31,,
1986-09-16 00:00:00+00:00,0.0,3150.0,3000.0,3075.0,119,,
1986-09-17 00:00:00+00:00,0.0,3825.0,3000.0,3525.0,229,,
1986-09-18 00:00:00+00:00,0.0,3750.0,3600.0,3675.0,51,,
1986-09-19 00:00:00+00:00,0.0,3825.0,3600.0,3750.0,78,,
1986-09-22 00:00:00+00:00,0.0,3825.0,3675.0,3825.0,115,,
1986-09-23 00:00:00+00:00,0.0,3825.0,3675.0,3712.5,77,,
1986-09-24 00:00:00+00:00,0.0,3750.0,3600.0,3675.0,34,,
1986-09-25 00:00:00+00:00,0.0,3600.0,3450.0,3600.0,31,,
1986-09-26 00:00:00+00:00,0.0,3600.0,3600.0,3600.0,1,,
1986-09-29 00:00:00+00:00,0.0,3600.0,3375.0,3450.0,39,,
1986-09-30 00:00:00+00:00,0.0,3525.0,3375.0,3525.0,118,,
1986-10-01 00:00:00+00:00,0.0,3525.0,3450.0,3487.5,110,,
1986-10-02 00:00:00+00:00,0.0,3450.0,3300.0,3450.0,41,,
1986-10-03 00:00:00+00:00,0.0,3375.0,3375.0,3375.0,3,,
1986-10-06 00:00:00+00:00,0.0,3375.0,3150.0,3375.0,39,,
1986-10-07 00:00:00+00:00,0.0,3375.0,3150.0,3225.0,108,,
1986-10-08 00:00:00+00:00,0.0,3225.0,3075.0,3225.0,13,,
1986-10-09 00:00:00+00:00,0.0,3300.0,3000.0,3300.0,70,,
1986-10-10 00:00:00+00:00,0.0,3450.0,3150.0,3375.0,129,,
1986-10-13 00:00:00+00:00,0.0,3450.0,3375.0,3375.0,5,,
1986-10-14 00:00:00+00:00,0.0,3525.0,3450.0,3525.0,20,,
1986-10-15 00:00:00+00:00,0.0,3675.0,3450.0,3600.0,214,,
1986-10-16 00:00:00+00:00,0.0,3675.0,3600.0,3675.0,11,,
1986-10-17 00:00:00+00:00,0.0,3675.0,3525.0,3525.0,36,,
1986-10-20 00:00:00+00:00,0.0,3600.0,3412.5,3525.0,29,,
1986-10-21 00:00:00+00:00,0.0,3525.0,3375.0,3375.0,8,,
1986-10-22 00:00:00+00:00,0.0,3525.0,3375.0,3450.0,32,,
1986-10-23 00:00:00+00:00,0.0,3525.0,3300.0,3450.0,24,,
1986-10-24 00:00:00+00:00,0.0,3450.0,3300.0,3300.0,46,,
1986-10-27 00:00:00+00:00,0.0,3375.0,3300.0,3375.0,7,,
1986-10-28 00:00:00+00:00,0.0,3375.0,3300.0,3375.0,61,,
1986-10-29 00:00:00+00:00,0.0,3525.0,3300.0,3450.0,27,,
1986-10-30 00:00:00+00:00,0.0,3525.0,3375.0,3375.0,60,,
1986-10-31 00:00:00+00:00,0.0,3450.0,3375.0,3450.0,38,,
1986-11-03 00:00:00+00:00,0.0,3450.0,3375.0,3450.0,30,,
1986-11-04 00:00:00+00:00,0.0,3450.0,3300.0,3300.0,23,,
1986-11-05 00:00:00+00:00,0.0,3375.0,3262.5,3262.5,38,,
1986-11-06 00:00:00+00:00,0.0,3375.0,3225.0,3225.0,7,,
1986-11-07 00:00:00+00:00,0.0,3300.0,3075.0,3225.0,6,,
1986-11-10 00:00:00+00:00,0.0,3225.0,3000.0,3150.0,195,,
1986-11-11 00:00:00+00:00,0.0,3150.0,3000.0,3150.0,64,,
1986-11-12 00:00:00+00:00,0.0,3225.0,3000.0,3037.5,196,,
1986-11-13 00:00:00+00:00,0.0,3075.0,2925.0,2925.0,187,,
1986-11-14 00:00:00+00:00,0.0,3037.5,2850.0,2925.0,80,,
1986-11-17 00:00:00+00:00,0.0,3075.0,2925.0,2925.0,49,,
1986-11-18 00:00:00+00:00,0.0,3075.0,2850.0,2925.0,19,,
1986-11-19 00:00:00+00:00,0.0,2925.0,2700.0,2775.0,83,,
1986-11-20 00:00:00+00:00,0.0,2850.0,2700.0,2775.0,178,,
1986-11-21 00:00:00+00:00,0.0,2850.0,2700.0,2737.5,80,,
1986-11-24 00:00:00+00:00,0.0,2850.0,2587.5,2737.5,114,,
1986-11-25 00:00:00+00:00,0.0,2700.0,2400.0,2700.0,57,,
1986-11-26 00:00:00+00:00,0.0,2700.0,2550.0,2625.0,143,,
1986-11-28 00:00:00+00:00,0.0,2700.0,2550.0,2700.0,31,,
1986-12-01 00:00:00+00:00,0.0,2700.0,2550.0,2700.0,25,,
1986-12-02 00:00:00+00:00,0.0,2700.0,2550.0,2700.0,36,,
1986-12-03 00:00:00+00:00,0.0,2700.0,2550.0,2700.0,205,,
1986-12-04 00:00:00+00:00,0.0,3075.0,2662.5,3000.0,721,,
1986-12-05 00:00:00+00:00,0.0,3150.0,3000.0,3075.0,239,,
1986-12-08 00:00:00+00:00,0.0,3225.0,3000.0,3075.0,194,,
1986-12-09 00:00:00+00:00,0.0,3150.0,2925.0,3150.0,174,,
1986-12-10 00:00:00+00:00,3150.0,3150.0,3150.0,3150.0,0,,
1986-12-11 00:00:00+00:00,0.0,3750.0,3450.0,3450.0,258,,
1986-12-12 00:00:00+00:00,0.0,3600.0,3375.0,3525.0,58,,
1986-12-15 00:00:00+00:00,0.0,3525.0,3375.0,3450.0,77,,
1986-12-16 00:00:00+00:00,0.0,3450.0,3300.0,3412.5,39,,
1986-12-17 00:00:00+00:00,0.0,3450.0,3300.0,3450.0,182,,
1986-12-18 00:00:00+00:00,0.0,3525.0,3375.0,3525.0,98,,
1986-12-19 00:00:00+00:00,0.0,3525.0,3450.0,3525.0,97,,
1986-12-22 00:00:00+00:00,0.0,3525.0,3450.0,3450.0,57,,
1986-12-23 00:00:00+00:00,0.0,3600.0,3450.0,3450.0,36,,
1986-12-24 00:00:00+00:00,0.0,3600.0,3450.0,3525.0,18,,
1986-12-26 00:00:00+00:00,0.0,3450.0,3300.0,3450.0,61,,
1986-12-29 00:00:00+00:00,0.0,3450.0,3300.0,3450.0,34,,
1986-12-30 00:00:00+00:00,0.0,3675.0,3300.0,3600.0,436,,
1986-12-31 00:00:00+00:00,0.0,3675.0,3562.5,3562.5,156,,
1987-01-02 00:00:00+00:00,0.0,3675.0,3562.5,3675.0,76,,
1987-01-05 00:00:00+00:00,0.0,3825.0,3600.0,3675.0,157,,
1987-01-06 00:00:00+00:00,0.0,3825.0,3600.0,3600.0,150,,
1987-01-07 00:00:00+00:00,0.0,3900.0,3600.0,3750.0,257,,
1987-01-08 00:00:00+00:00,0.0,3825.0,3675.0,3750.0,73,,
1987-01-09 00:00:00+00:00,0.0,4425.0,3750.0,4425.0,479,,
1987-01-12 00:00:00+00:00,0.0,4725.0,4275.0,4725.0,857,,
1987-01-13 00:00:00+00:00,0.0,4950.0,4650.0,4650.0,422,,
1987-01-14 00:00:00+00:00,0.0,4650.0,4200.0,4275.0,312,,
1987-01-15 00:00:00+00:00,0.0,4800.0,4275.0,4725.0,492,,
1987-01-16 00:00:00+00:00,0.0,4800.0,4500.0,4725.0,366,,
1987-01-19 00:00:00+00:00,0.0,4650.0,4275.0,4500.0,173,,
1987-01-20 00:00:00+00:00,0.0,4575.0,4200.0,4350.0,72,,
1987-01-21 00:00:00+00:00,0.0,4275.0,4125.0,4200.0,44,,
1987-01-22 00:00:00+00:00,0.0,4200.0,4050.0,4125.0,63,,
1987-01-23 00:00:00+00:00,0.0,4350.0,4050.0,4050.0,155,,
1987-01-26 00:00:00+00:00,0.0,4125.0,3900.0,3900.0,60,,
1987-01-27 00:00:00+00:00,0.0,4050.0,3900.0,4050.0,46,,
1987-01-28 00:00:00+00:00,0.0,4125.0,4050.0,4125.0,88,,
1987-01-29 00:00:00+00:00,0.0,4500.0,4125.0,4425.0,232,,
1987-01-30 00:00:00+00:00,0.0,4650.0,4350.0,4650.0,128,,
1987-02-02 00:00:00+00:00,0.0,4800.0,4500.0,4800.0,155,,
1987-02-03 00:00:00+00:00,0.0,4800.0,4500.0,4575.0,157,,
1987-02-04 00:00:00+00:00,0.0,4800.0,4500.0,4725.0,167,,
1987-02-05 00:00:00+00:00,0.0,4800.0,4650.0,4650.0,347,,
1987-02-06 00:00:00+00:00,0.0,4725.0,4500.0,4575.0,70,,
1987-02-09 00:00:00+00:00,0.0,4575.0,4350.0,4350.0,28,,
1987-02-10 00:00:00+00:00,0.0,4500.0,4350.0,4425.0,67,,
1987-02-11 00:00:00+00:00,0.0,4500.0,4350.0,4500.0,13,,
1987-02-12 00:00:00+00:00,0.0,4650.0,4462.5,4575.0,179,,
1987-02-13 00:00:00+00:00,0.0,4875.0,4575.0,4875.0,360,,
1987-02-17 00:00:00+00:00,0.0,5175.0,4800.0,5100.0,616,,
1987-02-18 00:00:00+00:00,0.0,5550.0,5175.0,5400.0,394,,
1987-02-19 00:00:00+00:00,0.0,5925.0,5250.0,5625.0,668,,
1987-02-20 00:00:00+00:00,0.0,5775.0,5400.0,5550.0,201,,
1987-02-23 00:00:00+00:00,0.0,5625.0,5475.0,5475.0,319,,
1987-02-24 00:00:00+00:00,0.0,5700.0,5250.0,5625.0,178,,
1987-02-25 00:00:00+00:00,0.0,6900.0,5625.0,6300.0,777,,
1987-02-26 00:00:00+00:00,0.0,6600.0,6225.0,6300.0,854,,
1987-02-27 00:00:00+00:00,0.0,6450.0,6075.0,6075.0,111,,
1987-03-02 00:00:00+00:00,0.0,6150.0,5850.0,6000.0,37,,
1987-03-03 00:00:00+00:00,0.0,6225.0,5925.0,6150.0,172,,
1987-03-04 00:00:00+00:00,0.0,6525.0,6225.0,6525.0,426,,
1987-03-05 00:00:00+00:00,0.0,6975.0,6600.0,6600.0,468,,
1987-03-06 00:00:00+00:00,0.0,6675.0,6450.0,6600.0,69,,
1987-03-09 00:00:00+00:00,0.0,7575.0,6525.0,7425.0,425,,
1987-03-10 00:00:00+00:00,0.0,7800.0,7500.0,7725.0,382,,
