date,HVT_Open,HVT_High,HVT_Low,HVT_Close,HVT_Volume,HVT_Dividends,HVT_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.800000011920929,0.7333329916000366,0.2098893672227859,6000,0.0,
1980-03-18 00:00:00+00:00,0.7333329916000366,0.7333329916000366,0.7333329916000366,0.2098893672227859,0,0.0,
1980-03-19 00:00:00+00:00,0.7333329916000366,0.7333329916000366,0.7333329916000366,0.2098893672227859,0,0.0,
1980-03-20 00:00:00+00:00,0.0,0.800000011920929,0.7333329916000366,0.2098893672227859,16500,0.0,
1980-03-21 00:00:00+00:00,0.7333329916000366,0.7333329916000366,0.7333329916000366,0.2098893672227859,0,0.0,
1980-03-24 00:00:00+00:00,0.7333329916000366,0.7333329916000366,0.7333329916000366,0.2098893672227859,0,0.0,
1980-03-25 00:00:00+00:00,0.7333329916000366,0.7333329916000366,0.7333329916000366,0.2098893672227859,0,0.0,
1980-03-26 00:00:00+00:00,0.0,0.7833330035209656,0.7166669964790344,0.2051194906234741,10500,0.0,
1980-03-27 00:00:00+00:00,0.0,0.75,0.6833329796791077,0.1955787986516952,36000,0.0,
1980-03-28 00:00:00+00:00,0.0,0.7333329916000366,0.6666669845581055,0.1908086687326431,19500,0.0,
1980-03-31 00:00:00+00:00,0.6666669845581055,0.6666669845581055,0.6666669845581055,0.1908086687326431,0,0.0,
1980-04-01 00:00:00+00:00,0.6666669845581055,0.6666669845581055,0.6666669845581055,0.1908086687326431,0,0.0,
1980-04-02 00:00:00+00:00,0.0,0.75,0.6833329796791077,0.1955787986516952,21000,0.0,
1980-04-03 00:00:00+00:00,0.0,0.7666670083999634,0.699999988079071,0.2003490477800369,15000,0.0,
1980-04-07 00:00:00+00:00,0.699999988079071,0.699999988079071,0.699999988079071,0.2003490477800369,0,0.0,
1980-04-08 00:00:00+00:00,0.0,0.7833330035209656,0.7166669964790344,0.2051194906234741,12000,0.0,
1980-04-09 00:00:00+00:00,0.7166669964790344,0.7166669964790344,0.7166669964790344,0.2051194906234741,0,0.0,
1980-04-10 00:00:00+00:00,0.7166669964790344,0.7166669964790344,0.7166669964790344,0.2051194906234741,0,0.0,
1980-04-11 00:00:00+00:00,0.7166669964790344,0.7166669964790344,0.7166669964790344,0.2051194906234741,0,0.0,
1980-04-14 00:00:00+00:00,0.7166669964790344,0.7166669964790344,0.7166669964790344,0.2051194906234741,0,0.0,
1980-04-15 00:00:00+00:00,0.7166669964790344,0.7166669964790344,0.7166669964790344,0.2051194906234741,0,0.0,
1980-04-16 00:00:00+00:00,0.0,0.800000011920929,0.7333329916000366,0.2098893672227859,3000,0.0,
1980-04-17 00:00:00+00:00,0.7333329916000366,0.7333329916000366,0.7333329916000366,0.2098893672227859,0,0.0,
1980-04-18 00:00:00+00:00,0.7333329916000366,0.7333329916000366,0.7333329916000366,0.2098893672227859,0,0.0,
1980-04-21 00:00:00+00:00,0.7333329916000366,0.7333329916000366,0.7333329916000366,0.2098893672227859,0,0.0,
1980-04-22 00:00:00+00:00,0.7333329916000366,0.7333329916000366,0.7333329916000366,0.2098893672227859,0,0.0,
1980-04-23 00:00:00+00:00,0.0,0.8333330154418945,0.7666670083999634,0.2194300293922424,46500,0.0,
1980-04-24 00:00:00+00:00,0.7666670083999634,0.7666670083999634,0.7666670083999634,0.2194300293922424,0,0.0,
1980-04-25 00:00:00+00:00,0.7666670083999634,0.7666670083999634,0.7666670083999634,0.2194300293922424,0,0.0,
1980-04-28 00:00:00+00:00,0.7666670083999634,0.7666670083999634,0.7666670083999634,0.2194300293922424,0,0.0,
1980-04-29 00:00:00+00:00,0.7666670083999634,0.7666670083999634,0.7666670083999634,0.2194300293922424,0,0.0,
1980-04-30 00:00:00+00:00,0.7666670083999634,0.7666670083999634,0.7666670083999634,0.2194300293922424,0,0.0,
1980-05-01 00:00:00+00:00,0.7666670083999634,0.7666670083999634,0.7666670083999634,0.2194300293922424,0,0.0,
