date,INO_Open,INO_High,INO_Low,INO_Close,INO_Volume,INO_Dividends,INO_Stock Splits
1999-02-24 00:00:00+00:00,672.0,672.0,672.0,672.0,35,,
1999-02-25 00:00:00+00:00,672.0,672.0,648.0,648.0,19,,
1999-02-26 00:00:00+00:00,648.0,672.0,648.0,672.0,71,,
1999-03-01 00:00:00+00:00,672.0,672.0,648.0,672.0,66,,
1999-03-02 00:00:00+00:00,660.0,672.0,660.0,672.0,63,,
1999-03-03 00:00:00+00:00,672.0,672.0,648.0,648.0,141,,
1999-03-04 00:00:00+00:00,636.0,660.0,636.0,660.0,40,,
1999-03-05 00:00:00+00:00,672.0,672.0,648.0,672.0,69,,
1999-03-08 00:00:00+00:00,696.0,720.0,696.0,720.0,168,,
1999-03-09 00:00:00+00:00,720.0,720.0,672.0,696.0,29,,
1999-03-10 00:00:00+00:00,672.0,672.0,648.0,648.0,49,,
1999-03-11 00:00:00+00:00,660.0,660.0,624.0,624.0,163,,
1999-03-12 00:00:00+00:00,636.0,648.0,624.0,648.0,39,,
1999-03-15 00:00:00+00:00,624.0,648.0,624.0,648.0,120,,
1999-03-16 00:00:00+00:00,672.0,672.0,636.0,660.0,136,,
1999-03-17 00:00:00+00:00,672.0,696.0,672.0,696.0,268,,
1999-03-18 00:00:00+00:00,696.0,708.0,696.0,708.0,252,,
1999-03-19 00:00:00+00:00,708.0,708.0,684.0,696.0,120,,
1999-03-22 00:00:00+00:00,720.0,720.0,672.0,672.0,169,,
1999-03-23 00:00:00+00:00,696.0,696.0,672.0,672.0,51,,
1999-03-24 00:00:00+00:00,684.0,708.0,672.0,696.0,86,,
1999-03-25 00:00:00+00:00,696.0,696.0,672.0,672.0,80,,
1999-03-26 00:00:00+00:00,672.0,684.0,636.0,660.0,93,,
1999-03-29 00:00:00+00:00,636.0,660.0,600.0,624.0,568,,
1999-03-30 00:00:00+00:00,636.0,648.0,624.0,636.0,58,,
1999-03-31 00:00:00+00:00,636.0,636.0,636.0,636.0,49,,
1999-04-01 00:00:00+00:00,648.0,660.0,636.0,636.0,21,,
1999-04-05 00:00:00+00:00,660.0,660.0,624.0,624.0,46,,
1999-04-06 00:00:00+00:00,624.0,648.0,624.0,648.0,61,,
1999-04-07 00:00:00+00:00,636.0,636.0,612.0,636.0,57,,
1999-04-08 00:00:00+00:00,636.0,636.0,612.0,636.0,82,,
1999-04-09 00:00:00+00:00,624.0,624.0,624.0,624.0,127,,
1999-04-12 00:00:00+00:00,612.0,624.0,588.0,600.0,164,,
1999-04-13 00:00:00+00:00,600.0,612.0,588.0,588.0,112,,
1999-04-14 00:00:00+00:00,588.0,636.0,588.0,636.0,125,,
1999-04-15 00:00:00+00:00,612.0,612.0,588.0,600.0,77,,
1999-04-16 00:00:00+00:00,600.0,600.0,588.0,600.0,73,,
1999-04-19 00:00:00+00:00,588.0,600.0,552.0,600.0,84,,
1999-04-20 00:00:00+00:00,576.0,588.0,552.0,564.0,49,,
1999-04-21 00:00:00+00:00,576.0,576.0,564.0,576.0,461,,
1999-04-22 00:00:00+00:00,576.0,588.0,576.0,588.0,15,,
1999-04-23 00:00:00+00:00,588.0,612.0,588.0,612.0,63,,
1999-04-26 00:00:00+00:00,624.0,624.0,600.0,624.0,43,,
1999-04-27 00:00:00+00:00,636.0,636.0,624.0,624.0,56,,
1999-04-28 00:00:00+00:00,636.0,696.0,624.0,696.0,545,,
1999-04-29 00:00:00+00:00,672.0,708.0,672.0,672.0,184,,
1999-04-30 00:00:00+00:00,672.0,672.0,612.0,660.0,124,,
1999-05-03 00:00:00+00:00,684.0,708.0,672.0,708.0,460,,
1999-05-04 00:00:00+00:00,708.0,708.0,672.0,684.0,149,,
1999-05-05 00:00:00+00:00,696.0,696.0,648.0,672.0,196,,
1999-05-06 00:00:00+00:00,684.0,684.0,648.0,684.0,26,,
1999-05-07 00:00:00+00:00,672.0,672.0,648.0,648.0,59,,
1999-05-10 00:00:00+00:00,636.0,672.0,636.0,672.0,63,,
1999-05-11 00:00:00+00:00,672.0,672.0,660.0,660.0,161,,
1999-05-12 00:00:00+00:00,660.0,672.0,660.0,660.0,66,,
1999-05-13 00:00:00+00:00,672.0,684.0,672.0,672.0,385,,
1999-05-14 00:00:00+00:00,696.0,696.0,660.0,684.0,226,,
1999-05-17 00:00:00+00:00,696.0,744.0,672.0,744.0,611,,
1999-05-18 00:00:00+00:00,756.0,756.0,696.0,708.0,513,,
1999-05-19 00:00:00+00:00,732.0,744.0,636.0,648.0,262,,
1999-05-20 00:00:00+00:00,672.0,696.0,648.0,672.0,376,,
1999-05-21 00:00:00+00:00,672.0,672.0,648.0,672.0,154,,
1999-05-24 00:00:00+00:00,636.0,660.0,636.0,648.0,59,,
1999-05-25 00:00:00+00:00,636.0,672.0,624.0,660.0,172,,
1999-05-26 00:00:00+00:00,660.0,660.0,600.0,600.0,169,,
1999-05-27 00:00:00+00:00,600.0,624.0,576.0,576.0,78,,
1999-05-28 00:00:00+00:00,600.0,660.0,600.0,636.0,44,,
1999-06-01 00:00:00+00:00,684.0,720.0,648.0,660.0,464,,
1999-06-02 00:00:00+00:00,660.0,672.0,636.0,636.0,61,,
1999-06-03 00:00:00+00:00,660.0,660.0,624.0,648.0,108,,
1999-06-04 00:00:00+00:00,624.0,648.0,624.0,624.0,53,,
1999-06-07 00:00:00+00:00,612.0,648.0,612.0,648.0,298,,
1999-06-08 00:00:00+00:00,648.0,648.0,624.0,648.0,39,,
1999-06-09 00:00:00+00:00,648.0,648.0,612.0,612.0,53,,
1999-06-10 00:00:00+00:00,636.0,636.0,600.0,600.0,123,,
1999-06-11 00:00:00+00:00,600.0,624.0,600.0,624.0,46,,
1999-06-14 00:00:00+00:00,612.0,636.0,588.0,588.0,197,,
1999-06-15 00:00:00+00:00,588.0,600.0,564.0,576.0,89,,
1999-06-16 00:00:00+00:00,600.0,612.0,588.0,588.0,30,,
1999-06-17 00:00:00+00:00,600.0,612.0,600.0,600.0,61,,
1999-06-18 00:00:00+00:00,600.0,600.0,600.0,600.0,0,,
1999-06-21 00:00:00+00:00,600.0,612.0,588.0,588.0,73,,
1999-06-22 00:00:00+00:00,588.0,588.0,588.0,588.0,3,,
1999-06-23 00:00:00+00:00,576.0,612.0,576.0,597.0,69,,
1999-06-24 00:00:00+00:00,612.0,612.0,588.0,588.0,49,,
1999-06-25 00:00:00+00:00,588.0,588.0,576.0,576.0,117,,
1999-06-28 00:00:00+00:00,564.0,588.0,540.0,564.0,187,,
1999-06-29 00:00:00+00:00,540.0,552.0,528.0,540.0,61,,
1999-06-30 00:00:00+00:00,540.0,564.0,528.0,540.0,69,,
1999-07-01 00:00:00+00:00,588.0,588.0,552.0,576.0,93,,
1999-07-02 00:00:00+00:00,564.0,564.0,540.0,552.0,117,,
1999-07-06 00:00:00+00:00,552.0,552.0,516.0,540.0,444,,
1999-07-07 00:00:00+00:00,516.0,540.0,516.0,528.0,259,,
1999-07-08 00:00:00+00:00,528.0,528.0,516.0,528.0,208,,
1999-07-09 00:00:00+00:00,528.0,528.0,504.0,504.0,51,,
1999-07-12 00:00:00+00:00,504.0,516.0,492.0,516.0,135,,
1999-07-13 00:00:00+00:00,528.0,564.0,504.0,516.0,145,,
1999-07-14 00:00:00+00:00,528.0,552.0,528.0,552.0,136,,
1999-07-15 00:00:00+00:00,552.0,552.0,528.0,540.0,38,,
1999-07-16 00:00:00+00:00,552.0,552.0,528.0,540.0,102,,
1999-07-19 00:00:00+00:00,540.0,540.0,504.0,504.0,55,,
1999-07-20 00:00:00+00:00,504.0,516.0,492.0,492.0,73,,
1999-07-21 00:00:00+00:00,516.0,516.0,516.0,516.0,91,,
1999-07-22 00:00:00+00:00,516.0,528.0,516.0,528.0,183,,
1999-07-23 00:00:00+00:00,552.0,576.0,528.0,552.0,72,,
1999-07-26 00:00:00+00:00,552.0,588.0,528.0,564.0,176,,
1999-07-27 00:00:00+00:00,576.0,576.0,540.0,564.0,113,,
1999-07-28 00:00:00+00:00,540.0,564.0,540.0,564.0,14,,
1999-07-29 00:00:00+00:00,516.0,516.0,492.0,516.0,166,,
1999-07-30 00:00:00+00:00,516.0,516.0,504.0,504.0,102,,
1999-08-02 00:00:00+00:00,516.0,576.0,516.0,552.0,67,,
1999-08-03 00:00:00+00:00,552.0,552.0,492.0,504.0,134,,
1999-08-04 00:00:00+00:00,492.0,504.0,468.0,480.0,224,,
1999-08-05 00:00:00+00:00,480.0,480.0,468.0,468.0,178,,
1999-08-06 00:00:00+00:00,492.0,492.0,456.0,456.0,114,,
1999-08-09 00:00:00+00:00,456.0,456.0,432.0,444.0,165,,
1999-08-10 00:00:00+00:00,468.0,468.0,444.0,468.0,23,,
1999-08-11 00:00:00+00:00,480.0,480.0,444.0,456.0,98,,
1999-08-12 00:00:00+00:00,456.0,456.0,432.0,444.0,53,,
1999-08-13 00:00:00+00:00,468.0,528.0,468.0,504.0,138,,
1999-08-16 00:00:00+00:00,528.0,528.0,480.0,480.0,23,,
1999-08-17 00:00:00+00:00,504.0,516.0,480.0,504.0,52,,
1999-08-18 00:00:00+00:00,480.0,528.0,480.0,528.0,96,,
1999-08-19 00:00:00+00:00,540.0,540.0,516.0,528.0,63,,
1999-08-20 00:00:00+00:00,528.0,528.0,504.0,528.0,17,,
1999-08-23 00:00:00+00:00,516.0,540.0,480.0,480.0,77,,
1999-08-24 00:00:00+00:00,468.0,504.0,468.0,480.0,39,,
1999-08-25 00:00:00+00:00,480.0,504.0,468.0,480.0,143,,
1999-08-26 00:00:00+00:00,504.0,516.0,492.0,492.0,196,,
1999-08-27 00:00:00+00:00,480.0,504.0,468.0,504.0,58,,
1999-08-30 00:00:00+00:00,516.0,528.0,492.0,516.0,248,,
1999-08-31 00:00:00+00:00,516.0,528.0,504.0,516.0,157,,
1999-09-01 00:00:00+00:00,516.0,540.0,516.0,528.0,181,,
1999-09-02 00:00:00+00:00,552.0,564.0,552.0,552.0,103,,
1999-09-03 00:00:00+00:00,564.0,600.0,564.0,576.0,474,,
1999-09-07 00:00:00+00:00,600.0,600.0,576.0,588.0,108,,
1999-09-08 00:00:00+00:00,600.0,624.0,576.0,624.0,304,,
1999-09-09 00:00:00+00:00,648.0,660.0,648.0,648.0,202,,
1999-09-10 00:00:00+00:00,672.0,792.0,648.0,744.0,1108,,
1999-09-13 00:00:00+00:00,744.0,744.0,708.0,720.0,195,,
1999-09-14 00:00:00+00:00,744.0,744.0,684.0,708.0,130,,
1999-09-15 00:00:00+00:00,708.0,756.0,696.0,708.0,380,,
1999-09-16 00:00:00+00:00,708.0,720.0,708.0,708.0,67,,
1999-09-17 00:00:00+00:00,732.0,756.0,720.0,732.0,240,,
1999-09-20 00:00:00+00:00,756.0,756.0,708.0,744.0,364,,
1999-09-21 00:00:00+00:00,720.0,720.0,696.0,708.0,102,,
1999-09-22 00:00:00+00:00,732.0,732.0,648.0,672.0,144,,
1999-09-23 00:00:00+00:00,648.0,720.0,648.0,696.0,54,,
1999-09-24 00:00:00+00:00,696.0,696.0,684.0,684.0,71,,
1999-09-27 00:00:00+00:00,684.0,720.0,684.0,720.0,47,,
1999-09-28 00:00:00+00:00,720.0,744.0,696.0,696.0,426,,
1999-09-29 00:00:00+00:00,708.0,708.0,684.0,696.0,43,,
1999-09-30 00:00:00+00:00,684.0,696.0,672.0,684.0,216,,
1999-10-01 00:00:00+00:00,696.0,708.0,672.0,672.0,187,,
1999-10-04 00:00:00+00:00,672.0,672.0,672.0,672.0,20,,
1999-10-05 00:00:00+00:00,648.0,672.0,624.0,624.0,258,,
1999-10-06 00:00:00+00:00,624.0,636.0,612.0,636.0,15,,
1999-10-07 00:00:00+00:00,636.0,636.0,588.0,636.0,69,,
1999-10-08 00:00:00+00:00,612.0,624.0,588.0,588.0,105,,
1999-10-11 00:00:00+00:00,612.0,612.0,588.0,588.0,21,,
1999-10-12 00:00:00+00:00,612.0,612.0,552.0,588.0,263,,
1999-10-13 00:00:00+00:00,576.0,576.0,552.0,552.0,33,,
1999-10-14 00:00:00+00:00,564.0,564.0,516.0,516.0,141,,
1999-10-15 00:00:00+00:00,516.0,516.0,516.0,516.0,2,,
1999-10-18 00:00:00+00:00,516.0,540.0,516.0,540.0,17,,
1999-10-19 00:00:00+00:00,528.0,564.0,528.0,552.0,21,,
1999-10-20 00:00:00+00:00,576.0,576.0,540.0,552.0,77,,
1999-10-21 00:00:00+00:00,564.0,564.0,540.0,564.0,20,,
1999-10-22 00:00:00+00:00,528.0,564.0,528.0,564.0,11,,
1999-10-25 00:00:00+00:00,552.0,564.0,540.0,564.0,84,,
1999-10-26 00:00:00+00:00,540.0,564.0,540.0,564.0,100,,
1999-10-27 00:00:00+00:00,576.0,576.0,528.0,552.0,480,,
1999-10-28 00:00:00+00:00,552.0,576.0,540.0,540.0,384,,
1999-10-29 00:00:00+00:00,540.0,600.0,540.0,600.0,145,,
1999-11-01 00:00:00+00:00,600.0,600.0,576.0,600.0,59,,
1999-11-02 00:00:00+00:00,576.0,600.0,564.0,588.0,107,,
1999-11-03 00:00:00+00:00,576.0,576.0,516.0,540.0,122,,
1999-11-04 00:00:00+00:00,552.0,564.0,540.0,564.0,103,,
1999-11-05 00:00:00+00:00,540.0,564.0,528.0,528.0,75,,
1999-11-08 00:00:00+00:00,528.0,552.0,528.0,552.0,53,,
1999-11-09 00:00:00+00:00,552.0,552.0,540.0,540.0,107,,
1999-11-10 00:00:00+00:00,576.0,576.0,552.0,576.0,276,,
1999-11-11 00:00:00+00:00,552.0,576.0,540.0,564.0,231,,
1999-11-12 00:00:00+00:00,576.0,600.0,552.0,588.0,438,,
1999-11-15 00:00:00+00:00,600.0,600.0,576.0,600.0,187,,
1999-11-16 00:00:00+00:00,588.0,612.0,588.0,600.0,252,,
1999-11-17 00:00:00+00:00,588.0,588.0,564.0,576.0,39,,
1999-11-18 00:00:00+00:00,576.0,600.0,576.0,588.0,54,,
1999-11-19 00:00:00+00:00,600.0,600.0,576.0,588.0,402,,
1999-11-22 00:00:00+00:00,576.0,576.0,576.0,576.0,36,,
1999-11-23 00:00:00+00:00,588.0,588.0,564.0,576.0,88,,
1999-11-24 00:00:00+00:00,564.0,564.0,552.0,552.0,130,,
1999-11-26 00:00:00+00:00,576.0,576.0,564.0,576.0,40,,
1999-11-29 00:00:00+00:00,552.0,564.0,552.0,564.0,82,,
1999-11-30 00:00:00+00:00,540.0,576.0,540.0,552.0,242,,
1999-12-01 00:00:00+00:00,564.0,564.0,540.0,540.0,11,,
1999-12-02 00:00:00+00:00,528.0,564.0,528.0,540.0,126,,
1999-12-03 00:00:00+00:00,540.0,564.0,540.0,540.0,56,,
1999-12-06 00:00:00+00:00,540.0,552.0,540.0,552.0,5,,
1999-12-07 00:00:00+00:00,564.0,576.0,552.0,576.0,392,,
1999-12-08 00:00:00+00:00,564.0,576.0,552.0,576.0,282,,
1999-12-09 00:00:00+00:00,540.0,564.0,540.0,540.0,52,,
1999-12-10 00:00:00+00:00,540.0,540.0,540.0,540.0,9,,
1999-12-13 00:00:00+00:00,540.0,564.0,540.0,540.0,48,,
1999-12-14 00:00:00+00:00,540.0,540.0,540.0,540.0,118,,
1999-12-15 00:00:00+00:00,540.0,552.0,540.0,552.0,139,,
1999-12-16 00:00:00+00:00,576.0,576.0,540.0,576.0,107,,
1999-12-17 00:00:00+00:00,588.0,588.0,552.0,564.0,34,,
1999-12-20 00:00:00+00:00,564.0,576.0,564.0,576.0,71,,
1999-12-21 00:00:00+00:00,564.0,672.0,564.0,672.0,858,,
1999-12-22 00:00:00+00:00,672.0,672.0,588.0,588.0,310,,
1999-12-23 00:00:00+00:00,588.0,588.0,564.0,588.0,571,,
1999-12-27 00:00:00+00:00,576.0,648.0,576.0,612.0,61,,
1999-12-28 00:00:00+00:00,612.0,624.0,576.0,576.0,493,,
1999-12-29 00:00:00+00:00,600.0,648.0,600.0,624.0,318,,
1999-12-30 00:00:00+00:00,624.0,624.0,600.0,612.0,63,,
1999-12-31 00:00:00+00:00,612.0,624.0,612.0,624.0,4,,
2000-01-03 00:00:00+00:00,624.0,648.0,624.0,648.0,105,,
2000-01-04 00:00:00+00:00,624.0,624.0,588.0,600.0,258,,
2000-01-05 00:00:00+00:00,588.0,588.0,564.0,588.0,352,,
2000-01-06 00:00:00+00:00,600.0,624.0,576.0,576.0,139,,
2000-01-07 00:00:00+00:00,600.0,624.0,588.0,612.0,139,,
2000-01-10 00:00:00+00:00,624.0,648.0,612.0,636.0,286,,
2000-01-11 00:00:00+00:00,636.0,816.0,636.0,792.0,1309,,
2000-01-12 00:00:00+00:00,816.0,816.0,732.0,735.0,513,,
2000-01-13 00:00:00+00:00,684.0,792.0,672.0,780.0,542,,
2000-01-14 00:00:00+00:00,780.0,804.0,744.0,744.0,469,,
2000-01-18 00:00:00+00:00,756.0,768.0,720.0,720.0,365,,
2000-01-19 00:00:00+00:00,744.0,744.0,564.0,612.0,1766,,
2000-01-20 00:00:00+00:00,600.0,612.0,576.0,612.0,547,,
2000-01-21 00:00:00+00:00,612.0,696.0,600.0,672.0,623,,
2000-01-24 00:00:00+00:00,696.0,720.0,672.0,696.0,149,,
2000-01-25 00:00:00+00:00,696.0,708.0,684.0,708.0,293,,
2000-01-26 00:00:00+00:00,708.0,708.0,684.0,684.0,31,,
2000-01-27 00:00:00+00:00,696.0,708.0,672.0,672.0,68,,
2000-01-28 00:00:00+00:00,648.0,672.0,636.0,636.0,443,,
2000-01-31 00:00:00+00:00,636.0,660.0,624.0,660.0,353,,
2000-02-01 00:00:00+00:00,636.0,684.0,636.0,672.0,341,,
2000-02-02 00:00:00+00:00,684.0,720.0,684.0,720.0,266,,
2000-02-03 00:00:00+00:00,768.0,840.0,768.0,828.0,2062,,
2000-02-04 00:00:00+00:00,852.0,852.0,792.0,792.0,532,,
2000-02-07 00:00:00+00:00,804.0,816.0,804.0,816.0,317,,
2000-02-08 00:00:00+00:00,816.0,1068.0,816.0,1068.0,1813,,
2000-02-09 00:00:00+00:00,1068.0,1080.0,960.0,1020.0,1497,,
2000-02-10 00:00:00+00:00,1044.0,1044.0,936.0,960.0,789,,
2000-02-11 00:00:00+00:00,1056.0,1104.0,1008.0,1032.0,2055,,
2000-02-14 00:00:00+00:00,1080.0,1476.0,1056.0,1464.0,4525,,
2000-02-15 00:00:00+00:00,1620.0,1728.0,1404.0,1728.0,4068,,
2000-02-16 00:00:00+00:00,1812.0,1908.0,1608.0,1764.0,5069,,
2000-02-17 00:00:00+00:00,2016.0,2016.0,1848.0,1956.0,3639,,
2000-02-18 00:00:00+00:00,1956.0,1956.0,1584.0,1704.0,2855,,
2000-02-22 00:00:00+00:00,1704.0,1704.0,1368.0,1452.0,2034,,
2000-02-23 00:00:00+00:00,1440.0,1476.0,1272.0,1344.0,1302,,
2000-02-24 00:00:00+00:00,1332.0,1332.0,1152.0,1200.0,1698,,
2000-02-25 00:00:00+00:00,1200.0,1428.0,1116.0,1392.0,2276,,
2000-02-28 00:00:00+00:00,1440.0,1464.0,1368.0,1392.0,1130,,
2000-02-29 00:00:00+00:00,1392.0,1464.0,1344.0,1416.0,1127,,
2000-03-01 00:00:00+00:00,1440.0,1824.0,1392.0,1716.0,1775,,
2000-03-02 00:00:00+00:00,1812.0,1860.0,1644.0,1776.0,2161,,
2000-03-03 00:00:00+00:00,1812.0,2304.0,1800.0,2292.0,3957,,
2000-03-06 00:00:00+00:00,2304.0,2352.0,2016.0,2100.0,3304,,
2000-03-07 00:00:00+00:00,2100.0,2112.0,1872.0,1896.0,1784,,
2000-03-08 00:00:00+00:00,1908.0,1908.0,1680.0,1728.0,1189,,
2000-03-09 00:00:00+00:00,1740.0,1860.0,1680.0,1728.0,973,,
2000-03-10 00:00:00+00:00,1764.0,1920.0,1728.0,1776.0,1416,,
2000-03-13 00:00:00+00:00,1728.0,1740.0,1512.0,1548.0,1100,,
2000-03-14 00:00:00+00:00,1596.0,1668.0,1428.0,1428.0,1652,,
2000-03-15 00:00:00+00:00,1416.0,1464.0,1260.0,1356.0,1082,,
2000-03-16 00:00:00+00:00,1356.0,1428.0,1284.0,1368.0,639,,
2000-03-17 00:00:00+00:00,1428.0,1488.0,1320.0,1344.0,1509,,
2000-03-20 00:00:00+00:00,1344.0,1380.0,1152.0,1200.0,689,,
2000-03-21 00:00:00+00:00,1152.0,1260.0,996.0,1056.0,1551,,
2000-03-22 00:00:00+00:00,1092.0,1392.0,1092.0,1356.0,1701,,
2000-03-23 00:00:00+00:00,1380.0,1392.0,1272.0,1320.0,635,,
2000-03-24 00:00:00+00:00,1368.0,1368.0,1260.0,1284.0,328,,
2000-03-27 00:00:00+00:00,1272.0,1272.0,1152.0,1188.0,646,,
2000-03-28 00:00:00+00:00,1176.0,1212.0,1176.0,1176.0,1107,,
2000-03-29 00:00:00+00:00,1224.0,1224.0,1164.0,1188.0,688,,
2000-03-30 00:00:00+00:00,1152.0,1152.0,1032.0,1116.0,807,,
2000-03-31 00:00:00+00:00,1128.0,1224.0,1080.0,1176.0,408,,
2000-04-03 00:00:00+00:00,1200.0,1200.0,1152.0,1152.0,403,,
2000-04-04 00:00:00+00:00,1188.0,1200.0,1020.0,1056.0,638,,
2000-04-05 00:00:00+00:00,996.0,1140.0,972.0,1008.0,816,,
2000-04-06 00:00:00+00:00,1080.0,1320.0,1068.0,1188.0,837,,
2000-04-07 00:00:00+00:00,1200.0,1272.0,1116.0,1116.0,502,,
2000-04-10 00:00:00+00:00,1104.0,1176.0,1044.0,1056.0,252,,
2000-04-11 00:00:00+00:00,1056.0,1104.0,1044.0,1044.0,452,,
2000-04-12 00:00:00+00:00,1044.0,1080.0,936.0,936.0,402,,
2000-04-13 00:00:00+00:00,984.0,996.0,888.0,900.0,341,,
2000-04-14 00:00:00+00:00,888.0,888.0,792.0,804.0,491,,
2000-04-17 00:00:00+00:00,768.0,864.0,636.0,672.0,1016,,
2000-04-18 00:00:00+00:00,696.0,816.0,696.0,780.0,513,,
2000-04-19 00:00:00+00:00,852.0,888.0,792.0,792.0,232,,
2000-04-20 00:00:00+00:00,816.0,936.0,804.0,804.0,232,,
2000-04-24 00:00:00+00:00,828.0,840.0,780.0,780.0,81,,
2000-04-25 00:00:00+00:00,852.0,852.0,816.0,840.0,81,,
2000-04-26 00:00:00+00:00,840.0,852.0,804.0,804.0,151,,
2000-04-27 00:00:00+00:00,816.0,876.0,804.0,864.0,316,,
2000-04-28 00:00:00+00:00,888.0,912.0,828.0,864.0,107,,
2000-05-01 00:00:00+00:00,876.0,984.0,876.0,984.0,130,,
2000-05-02 00:00:00+00:00,960.0,1032.0,960.0,972.0,120,,
2000-05-03 00:00:00+00:00,936.0,960.0,876.0,900.0,123,,
2000-05-04 00:00:00+00:00,864.0,864.0,792.0,816.0,704,,
2000-05-05 00:00:00+00:00,792.0,864.0,792.0,804.0,195,,
2000-05-08 00:00:00+00:00,792.0,792.0,756.0,768.0,388,,
2000-05-09 00:00:00+00:00,768.0,780.0,744.0,744.0,101,,
2000-05-10 00:00:00+00:00,768.0,768.0,720.0,744.0,96,,
2000-05-11 00:00:00+00:00,732.0,744.0,720.0,744.0,92,,
2000-05-12 00:00:00+00:00,720.0,840.0,720.0,792.0,852,,
2000-05-15 00:00:00+00:00,804.0,816.0,744.0,768.0,359,,
2000-05-16 00:00:00+00:00,768.0,828.0,768.0,828.0,146,,
2000-05-17 00:00:00+00:00,792.0,816.0,768.0,780.0,204,,
2000-05-18 00:00:00+00:00,792.0,804.0,768.0,792.0,72,,
2000-05-19 00:00:00+00:00,756.0,780.0,756.0,768.0,130,,
2000-05-22 00:00:00+00:00,744.0,780.0,732.0,756.0,215,,
2000-05-23 00:00:00+00:00,756.0,768.0,720.0,720.0,358,,
2000-05-24 00:00:00+00:00,708.0,720.0,648.0,684.0,227,,
2000-05-25 00:00:00+00:00,660.0,696.0,636.0,636.0,90,,
