date,NBHC_Open,NBHC_High,NBHC_Low,NBHC_Close,NBHC_Volume,NBHC_Dividends,NBHC_Stock Splits
2012-09-20 00:00:00+00:00,20.25,20.25,19.43000030517578,15.956353187561035,3535500,0.0,
2012-09-21 00:00:00+00:00,19.399999618530277,19.84000015258789,19.399999618530277,15.997055053710938,262000,0.0,
2012-09-24 00:00:00+00:00,19.700000762939453,20.01000022888184,19.520000457763672,15.915651321411133,179100,0.0,
2012-09-25 00:00:00+00:00,19.350000381469727,19.700000762939453,19.290000915527344,15.997055053710938,154000,0.0,
2012-09-26 00:00:00+00:00,19.68000030517578,19.739999771118164,19.299999237060547,15.85051441192627,151400,0.0,
2012-09-27 00:00:00+00:00,19.46999931335449,19.46999931335449,19.26000022888184,15.71212100982666,134700,0.0,
2012-09-28 00:00:00+00:00,19.229999542236328,19.63999938964844,19.229999542236328,15.842379570007324,101200,0.0,
2012-10-01 00:00:00+00:00,19.299999237060547,19.700000762939453,19.299999237060547,15.899369239807127,64200,0.0,
2012-10-02 00:00:00+00:00,19.549999237060547,19.549999237060547,19.40999984741211,15.89123249053955,46800,0.0,
2012-10-03 00:00:00+00:00,19.549999237060547,19.61000061035156,19.34000015258789,15.858652114868164,31800,0.0,
2012-10-04 00:00:00+00:00,19.600000381469727,19.600000381469727,19.440000534057617,15.931925773620604,87900,0.0,
2012-10-05 00:00:00+00:00,19.700000762939453,19.700000762939453,19.46999931335449,15.899369239807127,90300,0.0,
2012-10-08 00:00:00+00:00,19.530000686645508,19.65999984741211,19.3799991607666,15.907509803771973,75000,0.0,
2012-10-09 00:00:00+00:00,19.56999969482422,19.690000534057617,19.3799991607666,15.826102256774902,42900,0.0,
2012-10-10 00:00:00+00:00,19.489999771118164,19.5,19.25,15.728401184082031,57000,0.0,
2012-10-11 00:00:00+00:00,19.459999084472656,19.65999984741211,18.71999931335449,15.516736030578612,120400,0.0,
2012-10-12 00:00:00+00:00,18.950000762939453,19.32999992370605,18.790000915527344,15.679561614990234,278500,0.0,
2012-10-15 00:00:00+00:00,19.3799991607666,19.40999984741211,19.100000381469727,15.720263481140137,35400,0.0,
2012-10-16 00:00:00+00:00,19.34000015258789,19.399999618530277,19.07999992370605,15.695837020874023,24700,0.0,
2012-10-17 00:00:00+00:00,19.280000686645508,19.600000381469727,19.25,15.956353187561035,20300,0.0,
2012-10-18 00:00:00+00:00,19.59000015258789,19.690000534057617,19.43000030517578,16.013341903686523,39000,0.0,
2012-10-19 00:00:00+00:00,19.61000061035156,19.920000076293945,19.5,15.874940872192385,104600,0.0,
2012-10-22 00:00:00+00:00,19.5,19.5,19.25,15.679561614990234,86200,0.0,
2012-10-23 00:00:00+00:00,19.07999992370605,19.229999542236328,19.01000022888184,15.492318153381348,43900,0.0,
2012-10-24 00:00:00+00:00,19.100000381469727,19.100000381469727,19.0,15.533021926879885,41600,0.0,
2012-10-25 00:00:00+00:00,19.190000534057617,19.190000534057617,18.770000457763672,15.410908699035645,51200,0.0,
2012-10-26 00:00:00+00:00,18.88999938964844,19.200000762939453,18.88999938964844,15.402767181396484,17500,0.0,
2012-10-31 00:00:00+00:00,18.940000534057617,19.0,18.700000762939453,15.467889785766602,48000,0.0,
2012-11-01 00:00:00+00:00,18.899999618530277,19.040000915527344,18.899999618530277,15.467889785766602,27600,0.0,
2012-11-02 00:00:00+00:00,19.030000686645508,19.09000015258789,18.690000534057617,15.394624710083008,64700,0.0,
2012-11-05 00:00:00+00:00,18.899999618530277,19.790000915527344,18.899999618530277,15.964500427246094,50200,0.0,
2012-11-06 00:00:00+00:00,19.3799991607666,19.43000030517578,19.149999618530277,15.817962646484377,50500,0.0,
2012-11-07 00:00:00+00:00,19.239999771118164,19.600000381469727,19.239999771118164,15.826102256774902,119800,0.0,
2012-11-08 00:00:00+00:00,19.459999084472656,19.5,19.299999237060547,15.744684219360352,92800,0.0,
2012-11-09 00:00:00+00:00,19.31999969482422,19.5,19.31999969482422,15.874940872192385,8900,0.0,
2012-11-12 00:00:00+00:00,19.479999542236328,19.5,19.299999237060547,15.83423137664795,16700,0.0,
2012-11-13 00:00:00+00:00,19.290000915527344,19.5,19.290000915527344,15.874940872192385,6600,0.0,
2012-11-14 00:00:00+00:00,19.46999931335449,19.5,19.290000915527344,15.793537139892578,72400,0.0,
2012-11-15 00:00:00+00:00,19.450000762939453,19.479999542236328,19.309999465942383,15.83423137664795,31100,0.0,
2012-11-16 00:00:00+00:00,19.479999542236328,19.479999542236328,19.26000022888184,15.679561614990234,15600,0.0,
2012-11-19 00:00:00+00:00,19.299999237060547,19.299999237060547,18.729999542236328,15.467889785766602,33800,0.0,
2012-11-20 00:00:00+00:00,18.950000762939453,18.950000762939453,18.51000022888184,15.085267066955566,19400,0.0,
2012-11-21 00:00:00+00:00,18.6299991607666,19.07999992370605,18.32999992370605,15.052703857421877,92400,0.0,
2012-11-23 00:00:00+00:00,18.26000022888184,18.56999969482422,18.26000022888184,15.052703857421877,18300,0.0,
2012-11-26 00:00:00+00:00,18.26000022888184,18.770000457763672,18.26000022888184,14.979432106018066,22400,0.0,
2012-11-27 00:00:00+00:00,18.3799991607666,18.459999084472656,18.309999465942383,14.995710372924805,5200,0.0,
2012-11-28 00:00:00+00:00,18.25,18.489999771118164,18.11000061035156,15.02836799621582,33100,0.05,
2012-11-29 00:00:00+00:00,18.530000686645508,18.549999237060547,18.100000381469727,14.84877872467041,260500,0.0,
2012-11-30 00:00:00+00:00,18.209999084472656,18.399999618530277,18.209999084472656,14.954896926879885,26000,0.0,
2012-12-03 00:00:00+00:00,18.420000076293945,18.420000076293945,18.07999992370605,14.84877872467041,307900,0.0,
2012-12-04 00:00:00+00:00,18.1299991607666,18.170000076293945,18.030000686645508,14.816128730773926,2900,0.0,
2012-12-05 00:00:00+00:00,18.030000686645508,18.270000457763672,17.959999084472656,14.91408920288086,20800,0.0,
2012-12-06 00:00:00+00:00,18.290000915527344,18.290000915527344,17.969999313354492,14.824284553527832,1726200,0.0,
2012-12-07 00:00:00+00:00,18.15999984741211,18.25,17.899999618530273,14.856940269470217,421800,0.0,
2012-12-10 00:00:00+00:00,18.209999084472656,18.239999771118164,18.040000915527344,14.881434440612791,115500,0.0,
2012-12-11 00:00:00+00:00,18.1200008392334,18.25,17.979999542236328,14.89775848388672,46500,0.0,
2012-12-12 00:00:00+00:00,18.34000015258789,18.71999931335449,18.18000030517578,14.987549781799316,35300,0.0,
2012-12-13 00:00:00+00:00,18.38999938964844,18.43000030517578,18.36000061035156,15.020206451416016,6000,0.0,
2012-12-14 00:00:00+00:00,18.43000030517578,18.450000762939453,17.950000762939453,14.718167304992676,28500,0.0,
2012-12-17 00:00:00+00:00,18.049999237060547,18.600000381469727,18.049999237060547,15.052861213684082,19300,0.0,
2012-12-18 00:00:00+00:00,18.540000915527344,18.59000015258789,18.010000228881836,14.889594078063965,380200,0.0,
2012-12-19 00:00:00+00:00,18.15999984741211,18.700000762939453,18.1200008392334,15.183469772338867,121300,0.0,
2012-12-20 00:00:00+00:00,18.559999465942383,18.8799991607666,18.34000015258789,15.085508346557615,82800,0.0,
