date,EMB_Open,EMB_High,EMB_Low,EMB_Close,EMB_Volume,EMB_Dividends,EMB_Stock Splits
2007-12-19 00:00:00+00:00,101.04000091552734,101.22000122070312,101.04000091552734,45.74884796142578,47900,0.0,
2007-12-20 00:00:00+00:00,101.30999755859376,101.30999755859376,101.26000213623048,45.76691436767578,1500,0.0,
2007-12-21 00:00:00+00:00,101.5,101.54000091552734,101.02999877929688,45.71723937988281,23500,0.0,
2007-12-24 00:00:00+00:00,101.33000183105467,101.33000183105467,101.33000183105467,45.7985725402832,100,0.0,
2007-12-26 00:00:00+00:00,101.29000091552734,101.41000366210938,101.29000091552734,45.83470916748047,400,0.0,
2007-12-27 00:00:00+00:00,101.25,101.25,101.0999984741211,45.79896926879883,1300,0.161,
2007-12-28 00:00:00+00:00,101.1999969482422,101.20999908447266,101.16999816894533,45.81707763671875,2900,0.0,
2007-12-31 00:00:00+00:00,101.37000274658205,101.4000015258789,101.3499984741211,45.880462646484375,1600,0.0,
2008-01-02 00:00:00+00:00,101.1500015258789,101.52999877929688,101.1500015258789,45.94382858276367,7600,0.0,
2008-01-03 00:00:00+00:00,101.7699966430664,101.7699966430664,101.66999816894533,46.02530288696289,2300,0.0,
2008-01-04 00:00:00+00:00,101.73999786376952,101.73999786376952,101.66000366210938,46.047950744628906,1800,0.0,
2008-01-07 00:00:00+00:00,101.86000061035156,101.9499969482422,101.69000244140624,46.15205001831055,11000,0.0,
2008-01-08 00:00:00+00:00,102.2300033569336,102.2300033569336,101.23999786376952,46.2652473449707,45700,0.0,
2008-01-09 00:00:00+00:00,102.22000122070312,102.22000122070312,102.12000274658205,46.22901916503906,1400,0.0,
2008-01-10 00:00:00+00:00,102.08999633789062,102.20999908447266,102.08999633789062,46.26976013183594,300,0.0,
2008-01-11 00:00:00+00:00,102.0199966430664,102.06999969482422,101.83999633789062,46.102272033691406,1800,0.0,
2008-01-14 00:00:00+00:00,102.0999984741211,102.19000244140624,102.0999984741211,46.26072692871094,13100,0.0,
2008-01-15 00:00:00+00:00,102.26000213623048,102.36000061035156,102.26000213623048,46.337650299072266,104100,0.0,
2008-01-16 00:00:00+00:00,102.33999633789062,102.5,102.11000061035156,46.40105056762695,3100,0.0,
2008-01-17 00:00:00+00:00,102.4800033569336,102.4800033569336,102.3000030517578,46.360313415527344,45700,0.0,
2008-01-18 00:00:00+00:00,102.05999755859376,102.4800033569336,102.0500030517578,46.38745880126953,4300,0.0,
2008-01-22 00:00:00+00:00,102.0,102.01000213623048,101.5500030517578,46.165645599365234,6000,0.0,
2008-01-23 00:00:00+00:00,102.04000091552734,102.25,101.9000015258789,46.17470932006836,12000,0.0,
2008-01-24 00:00:00+00:00,102.2699966430664,102.2699966430664,101.76000213623048,46.183712005615234,26900,0.0,
2008-01-25 00:00:00+00:00,102.05999755859376,102.25,102.05999755859376,46.25619888305664,1400,0.0,
2008-01-28 00:00:00+00:00,102.11000061035156,102.13999938964844,102.11000061035156,46.23807907104492,2000,0.0,
2008-01-29 00:00:00+00:00,102.22000122070312,102.22000122070312,101.97000122070312,46.16111755371094,1200,0.0,
2008-01-30 00:00:00+00:00,101.88999938964844,102.27999877929688,101.88999938964844,46.301456451416016,2400,0.0,
2008-01-31 00:00:00+00:00,102.3000030517578,102.33000183105467,102.1500015258789,46.3150520324707,600,0.0,
2008-02-01 00:00:00+00:00,102.27999877929688,102.27999877929688,101.55999755859376,46.31774139404297,7300,0.476,
2008-02-04 00:00:00+00:00,101.87999725341795,101.87999725341795,101.87999725341795,46.33595657348633,1100,0.0,
2008-02-05 00:00:00+00:00,101.94000244140624,101.94000244140624,101.5,46.23134231567383,11600,0.0,
2008-02-06 00:00:00+00:00,101.6500015258789,101.69000244140624,101.6500015258789,46.24952697753906,1900,0.0,
2008-02-07 00:00:00+00:00,101.51000213623048,101.51000213623048,101.02999877929688,46.0858039855957,11200,0.0,
2008-02-08 00:00:00+00:00,100.81999969482422,100.94000244140624,100.6999969482422,45.90843200683594,7300,0.0,
2008-02-11 00:00:00+00:00,101.01000213623048,101.01000213623048,100.73999786376952,45.885704040527344,4300,0.0,
2008-02-12 00:00:00+00:00,100.83999633789062,100.91999816894533,100.66000366210938,45.89934158325195,3300,0.0,
2008-02-13 00:00:00+00:00,100.87999725341795,101.11000061035156,100.87999725341795,45.985721588134766,3200,0.0,
2008-02-14 00:00:00+00:00,101.13999938964844,101.13999938964844,101.0199966430664,45.98119354248047,3500,0.0,
2008-02-15 00:00:00+00:00,101.04000091552734,101.29000091552734,101.04000091552734,46.067630767822266,900,0.0,
2008-02-19 00:00:00+00:00,100.81999969482422,100.81999969482422,100.52999877929688,45.721946716308594,2200,0.0,
2008-02-20 00:00:00+00:00,100.52999877929688,100.52999877929688,100.52999877929688,45.721946716308594,0,0.0,
2008-02-21 00:00:00+00:00,100.62999725341795,100.62999725341795,100.3000030517578,45.67194366455078,1600,0.0,
2008-02-22 00:00:00+00:00,100.79000091552734,100.79000091552734,100.79000091552734,45.84020233154297,1700,0.0,
2008-02-25 00:00:00+00:00,100.86000061035156,100.91999816894533,100.86000061035156,45.89934158325195,2100,0.0,
2008-02-26 00:00:00+00:00,100.8499984741211,101.0199966430664,100.8499984741211,45.940277099609375,1100,0.0,
2008-02-27 00:00:00+00:00,101.16000366210938,101.26000213623048,101.16000366210938,46.03121948242188,20600,0.0,
2008-02-28 00:00:00+00:00,101.11000061035156,101.12000274658205,101.11000061035156,45.99030685424805,217400,0.0,
2008-02-29 00:00:00+00:00,101.38999938964844,101.43000030517578,101.2699966430664,46.12672424316406,3000,0.0,
2008-03-03 00:00:00+00:00,101.05999755859376,101.05999755859376,100.7300033569336,46.133094787597656,3500,0.424,
2008-03-04 00:00:00+00:00,100.76000213623048,101.01000213623048,100.68000030517578,46.07375717163086,4100,0.0,
2008-03-05 00:00:00+00:00,100.98999786376952,101.0199966430664,100.9000015258789,46.13769912719727,3400,0.0,
2008-03-06 00:00:00+00:00,101.02999877929688,101.02999877929688,100.87000274658205,46.06916809082031,900,0.0,
2008-03-07 00:00:00+00:00,100.8000030517578,100.8000030517578,100.6999969482422,46.02352142333984,3600,0.0,
2008-03-10 00:00:00+00:00,100.8000030517578,100.8000030517578,100.77999877929688,46.0280647277832,1300,0.0,
2008-03-11 00:00:00+00:00,100.69000244140624,100.69000244140624,100.5500030517578,45.98698425292969,1500,0.0,
2008-03-12 00:00:00+00:00,100.81999969482422,100.81999969482422,100.73999786376952,46.0097770690918,5500,0.0,
2008-03-13 00:00:00+00:00,100.77999877929688,100.83000183105467,100.38999938964844,45.90021133422852,6000,0.0,
2008-03-14 00:00:00+00:00,100.83000183105467,100.94000244140624,100.69000244140624,46.10118865966797,7000,0.0,
2008-03-17 00:00:00+00:00,100.5999984741211,100.7300033569336,100.52999877929688,46.00525665283203,700,0.0,
2008-03-18 00:00:00+00:00,100.55999755859376,101.2300033569336,100.52999877929688,46.23358917236328,6600,0.0,
2008-03-19 00:00:00+00:00,101.3000030517578,101.3499984741211,101.01000213623048,46.28839492797852,2100,0.0,
2008-03-20 00:00:00+00:00,100.91000366210938,101.33000183105467,100.91000366210938,46.27926254272461,2100,0.0,
2008-03-24 00:00:00+00:00,101.30999755859376,101.3499984741211,100.9800033569336,46.28839492797852,4300,0.0,
2008-03-25 00:00:00+00:00,101.0999984741211,101.38999938964844,101.0999984741211,46.19708251953125,5400,0.0,
2008-03-26 00:00:00+00:00,101.31999969482422,101.3499984741211,101.1999969482422,46.28839492797852,7400,0.0,
2008-03-27 00:00:00+00:00,101.0199966430664,101.30999755859376,101.0199966430664,46.27016067504883,2200,0.0,
2008-03-28 00:00:00+00:00,101.22000122070312,101.22000122070312,100.80999755859376,46.18337631225586,3900,0.0,
2008-03-31 00:00:00+00:00,101.18000030517578,101.18000030517578,101.08000183105467,46.169677734375,2300,0.0,
2008-04-01 00:00:00+00:00,100.73999786376952,100.91000366210938,100.5,46.11872482299805,19500,0.459,
