date,PTN_Open,PTN_High,PTN_Low,PTN_Close,PTN_Volume,PTN_Dividends,PTN_Stock Splits
1997-10-15 00:00:00+00:00,2531.25,2531.25,2250.0,2312.5,228,,
1997-10-16 00:00:00+00:00,2437.5,2500.0,2375.0,2375.0,93,,
1997-10-17 00:00:00+00:00,2500.0,2500.0,2343.75,2406.25,16,,
1997-10-20 00:00:00+00:00,2437.5,2562.5,2343.75,2343.75,230,,
1997-10-21 00:00:00+00:00,2500.0,2500.0,2343.75,2406.25,60,,
1997-10-22 00:00:00+00:00,2343.75,2406.25,2281.25,2281.25,49,,
1997-10-23 00:00:00+00:00,2281.25,2312.5,2187.5,2250.0,194,,
1997-10-24 00:00:00+00:00,2187.5,2312.5,2031.25,2125.0,130,,
1997-10-27 00:00:00+00:00,2000.0,2125.0,2000.0,2093.75,22,,
1997-10-28 00:00:00+00:00,1875.0,2125.0,1843.75,2125.0,42,,
1997-10-29 00:00:00+00:00,2093.75,2125.0,2015.625,2062.5,162,,
1997-10-30 00:00:00+00:00,2031.25,2125.0,1968.75,2031.25,122,,
1997-10-31 00:00:00+00:00,2125.0,2187.5,2125.0,2187.5,53,,
1997-11-03 00:00:00+00:00,2187.5,2187.5,2062.5,2187.5,26,,
1997-11-04 00:00:00+00:00,2046.875,2093.75,2000.0,2093.75,23,,
1997-11-05 00:00:00+00:00,2000.0,2093.75,2000.0,2031.25,51,,
1997-11-06 00:00:00+00:00,2000.0,2000.0,1875.0,2000.0,94,,
1997-11-07 00:00:00+00:00,2000.0,2000.0,1875.0,2000.0,84,,
1997-11-10 00:00:00+00:00,2062.5,2125.0,2000.0,2000.0,91,,
1997-11-11 00:00:00+00:00,2000.0,2031.25,1937.5,2000.0,78,,
1997-11-12 00:00:00+00:00,2031.25,2031.25,1937.5,1937.5,38,,
1997-11-13 00:00:00+00:00,1968.75,1968.75,1781.25,1875.0,28,,
1997-11-14 00:00:00+00:00,1906.25,1937.5,1812.5,1843.75,44,,
1997-11-17 00:00:00+00:00,1875.0,1984.375,1875.0,1937.5,81,,
1997-11-18 00:00:00+00:00,1875.0,1937.5,1843.75,1843.75,22,,
1997-11-19 00:00:00+00:00,1968.75,2000.0,1843.75,2000.0,122,,
1997-11-20 00:00:00+00:00,1875.0,2031.25,1875.0,2000.0,41,,
1997-11-21 00:00:00+00:00,2031.25,2031.25,1968.75,2000.0,53,,
1997-11-24 00:00:00+00:00,2000.0,2000.0,1765.625,1843.75,101,,
1997-11-25 00:00:00+00:00,1750.0,1875.0,1750.0,1843.75,103,,
1997-11-26 00:00:00+00:00,1875.0,1875.0,1781.25,1875.0,103,,
1997-11-28 00:00:00+00:00,1781.25,1812.5,1781.25,1812.5,9,,
1997-12-01 00:00:00+00:00,1812.5,1937.5,1812.5,1906.25,81,,
1997-12-02 00:00:00+00:00,1937.5,2000.0,1843.75,1906.25,152,,
1997-12-03 00:00:00+00:00,1875.0,1890.625,1593.75,1812.5,257,,
1997-12-04 00:00:00+00:00,1812.5,1937.5,1812.5,1937.5,120,,
1997-12-05 00:00:00+00:00,1875.0,1875.0,1562.5,1750.0,78,,
1997-12-08 00:00:00+00:00,1750.0,1750.0,1750.0,1750.0,8,,
1997-12-09 00:00:00+00:00,1656.25,1812.5,1656.25,1718.75,36,,
1997-12-10 00:00:00+00:00,1812.5,1812.5,1687.5,1812.5,16,,
1997-12-11 00:00:00+00:00,1812.5,1812.5,1750.0,1812.5,28,,
1997-12-12 00:00:00+00:00,1812.5,1812.5,1375.0,1406.25,365,,
1997-12-15 00:00:00+00:00,1406.25,1531.25,1406.25,1500.0,20,,
1997-12-16 00:00:00+00:00,1500.0,1500.0,1406.25,1468.75,32,,
1997-12-17 00:00:00+00:00,1562.5,1562.5,1406.25,1562.5,22,,
1997-12-18 00:00:00+00:00,1468.75,1531.25,1406.25,1468.75,35,,
1997-12-19 00:00:00+00:00,1437.5,1531.25,1437.5,1468.75,75,,
1997-12-22 00:00:00+00:00,1531.25,1531.25,1468.75,1531.25,40,,
1997-12-23 00:00:00+00:00,1531.25,1531.25,1406.25,1468.75,300,,
1997-12-24 00:00:00+00:00,1406.25,1468.75,1406.25,1468.75,10,,
1997-12-26 00:00:00+00:00,1406.25,1531.25,1406.25,1531.25,2,,
1997-12-29 00:00:00+00:00,1406.25,1468.75,1406.25,1406.25,55,,
1997-12-30 00:00:00+00:00,1406.25,1468.75,1312.5,1468.75,140,,
1997-12-31 00:00:00+00:00,1468.75,1468.75,1375.0,1468.75,112,,
1998-01-02 00:00:00+00:00,1468.75,1531.25,1468.75,1500.0,85,,
1998-01-05 00:00:00+00:00,1531.25,1531.25,1437.5,1500.0,85,,
1998-01-06 00:00:00+00:00,1531.25,1687.5,1500.0,1593.75,513,,
1998-01-07 00:00:00+00:00,1656.25,1656.25,1562.5,1562.5,91,,
1998-01-08 00:00:00+00:00,1625.0,1625.0,1562.5,1562.5,56,,
1998-01-09 00:00:00+00:00,1562.5,1625.0,1562.5,1625.0,162,,
1998-01-12 00:00:00+00:00,1562.5,1562.5,1375.0,1500.0,104,,
1998-01-13 00:00:00+00:00,1449.21875,1531.25,1437.5,1531.25,41,,
1998-01-14 00:00:00+00:00,1437.5,1562.5,1406.25,1500.0,134,,
1998-01-15 00:00:00+00:00,1500.0,1500.0,1406.25,1468.75,6,,
1998-01-16 00:00:00+00:00,1437.5,1593.75,1437.5,1562.5,168,,
1998-01-20 00:00:00+00:00,1562.5,1593.75,1406.25,1484.375,62,,
1998-01-21 00:00:00+00:00,1500.0,1500.0,1437.5,1500.0,15,,
1998-01-22 00:00:00+00:00,1500.0,1500.0,1500.0,1500.0,0,,
1998-01-23 00:00:00+00:00,1437.5,1578.125,1421.875,1578.125,85,,
1998-01-26 00:00:00+00:00,1578.125,1578.125,1500.0,1578.125,59,,
1998-01-27 00:00:00+00:00,1531.25,1531.25,1437.5,1500.0,62,,
1998-01-28 00:00:00+00:00,1437.5,1562.5,1437.5,1562.5,16,,
1998-01-29 00:00:00+00:00,1437.5,1546.875,1437.5,1546.875,26,,
1998-01-30 00:00:00+00:00,1546.875,1625.0,1546.875,1593.75,25,,
1998-02-02 00:00:00+00:00,1546.875,1625.0,1468.75,1531.25,59,,
1998-02-03 00:00:00+00:00,1406.25,1531.25,1406.25,1531.25,14,,
1998-02-04 00:00:00+00:00,1437.5,1500.0,1375.0,1500.0,89,,
1998-02-05 00:00:00+00:00,1500.0,1531.25,1468.75,1500.0,136,,
1998-02-06 00:00:00+00:00,1468.75,1500.0,1406.25,1468.75,65,,
1998-02-09 00:00:00+00:00,1468.75,1562.5,1468.75,1500.0,78,,
1998-02-10 00:00:00+00:00,1500.0,1562.5,1500.0,1562.5,65,,
1998-02-11 00:00:00+00:00,1468.75,1531.25,1468.75,1531.25,11,,
1998-02-12 00:00:00+00:00,1531.25,1531.25,1437.5,1437.5,32,,
1998-02-13 00:00:00+00:00,1468.75,1593.75,1468.75,1593.75,282,,
1998-02-17 00:00:00+00:00,1531.25,1593.75,1531.25,1593.75,17,,
1998-02-18 00:00:00+00:00,1578.125,1578.125,1531.25,1562.5,122,,
1998-02-19 00:00:00+00:00,1578.125,1750.0,1531.25,1750.0,574,,
1998-02-20 00:00:00+00:00,1750.0,1812.5,1609.375,1750.0,168,,
1998-02-23 00:00:00+00:00,1750.0,1750.0,1656.25,1656.25,99,,
1998-02-24 00:00:00+00:00,1687.5,1750.0,1687.5,1687.5,87,,
1998-02-25 00:00:00+00:00,1718.75,1750.0,1656.25,1750.0,123,,
1998-02-26 00:00:00+00:00,1687.5,1781.25,1671.875,1750.0,110,,
1998-02-27 00:00:00+00:00,1750.0,1843.75,1750.0,1812.5,299,,
1998-03-02 00:00:00+00:00,1843.75,1843.75,1750.0,1750.0,33,,
1998-03-03 00:00:00+00:00,1812.5,1812.5,1656.25,1750.0,63,,
1998-03-04 00:00:00+00:00,1656.25,1750.0,1656.25,1734.375,7,,
1998-03-05 00:00:00+00:00,1625.0,1718.75,1562.5,1625.0,84,,
1998-03-06 00:00:00+00:00,1625.0,1656.25,1593.75,1656.25,25,,
1998-03-09 00:00:00+00:00,1687.5,1687.5,1625.0,1656.25,4,,
1998-03-10 00:00:00+00:00,1593.75,1687.5,1562.5,1625.0,86,,
1998-03-11 00:00:00+00:00,1593.75,1625.0,1531.25,1593.75,90,,
1998-03-12 00:00:00+00:00,1593.75,1687.5,1531.25,1687.5,107,,
1998-03-13 00:00:00+00:00,1718.75,1718.75,1625.0,1687.5,92,,
1998-03-16 00:00:00+00:00,1718.75,1750.0,1687.5,1703.125,102,,
1998-03-17 00:00:00+00:00,1718.75,1750.0,1625.0,1656.25,272,,
1998-03-18 00:00:00+00:00,1625.0,1718.75,1625.0,1656.25,72,,
1998-03-19 00:00:00+00:00,1718.75,1718.75,1640.625,1703.125,302,,
1998-03-20 00:00:00+00:00,1687.5,1687.5,1640.625,1687.5,36,,
1998-03-23 00:00:00+00:00,1640.625,1656.25,1562.5,1625.0,136,,
1998-03-24 00:00:00+00:00,1625.0,1625.0,1562.5,1625.0,24,,
1998-03-25 00:00:00+00:00,1562.5,1625.0,1531.25,1593.75,59,,
1998-03-26 00:00:00+00:00,1625.0,1625.0,1531.25,1625.0,30,,
1998-03-27 00:00:00+00:00,1593.75,1593.75,1546.875,1593.75,22,,
1998-03-30 00:00:00+00:00,1531.25,1593.75,1484.375,1515.625,213,,
1998-03-31 00:00:00+00:00,1546.875,1546.875,1500.0,1531.25,20,,
1998-04-01 00:00:00+00:00,1468.75,1562.5,1468.75,1531.25,30,,
1998-04-02 00:00:00+00:00,1500.0,1625.0,1500.0,1562.5,69,,
1998-04-03 00:00:00+00:00,1500.0,1578.125,1500.0,1578.125,6,,
1998-04-06 00:00:00+00:00,1625.0,1625.0,1625.0,1625.0,4,,
1998-04-07 00:00:00+00:00,1500.0,1609.375,1500.0,1562.5,79,,
1998-04-08 00:00:00+00:00,1562.5,1625.0,1562.5,1578.125,46,,
1998-04-09 00:00:00+00:00,1531.25,1625.0,1531.25,1625.0,44,,
1998-04-13 00:00:00+00:00,1593.75,1625.0,1593.75,1593.75,57,,
1998-04-14 00:00:00+00:00,1625.0,1625.0,1562.5,1593.75,38,,
1998-04-15 00:00:00+00:00,1531.25,1562.5,1500.0,1531.25,82,,
1998-04-16 00:00:00+00:00,1531.25,1531.25,1500.0,1531.25,21,,
1998-04-17 00:00:00+00:00,1562.5,1562.5,1500.0,1562.5,26,,
1998-04-20 00:00:00+00:00,1562.5,1562.5,1500.0,1562.5,7,,
1998-04-21 00:00:00+00:00,1500.0,1562.5,1500.0,1562.5,137,,
1998-04-22 00:00:00+00:00,1593.75,1656.25,1531.25,1593.75,589,,
1998-04-23 00:00:00+00:00,1625.0,1625.0,1546.875,1578.125,128,,
