date,BGC_Open,BGC_High,BGC_Low,BGC_Close,BGC_Volume,BGC_Dividends,BGC_Stock Splits
1999-12-10 00:00:00+00:00,21.221864700317383,31.229904174804688,19.292604446411133,10.288948059082031,27602805,0.0,
1999-12-13 00:00:00+00:00,26.40675163269043,36.97749328613281,26.045015335083008,13.347814559936523,7354528,0.0,
1999-12-14 00:00:00+00:00,36.8971061706543,40.99678421020508,33.440513610839844,13.347814559936523,3433907,0.0,
1999-12-15 00:00:00+00:00,35.93247604370117,35.93247604370117,29.90353775024414,11.371994018554688,2664959,0.0,
1999-12-16 00:00:00+00:00,30.26527214050293,35.369773864746094,29.94372940063477,11.18172836303711,939376,0.0,
1999-12-17 00:00:00+00:00,31.049034118652344,31.109325408935547,26.36655807495117,9.71814250946045,1174803,0.0,
1999-12-20 00:00:00+00:00,26.60771751403809,30.466238021850582,26.52733039855957,9.86450481414795,1005152,0.0,
1999-12-21 00:00:00+00:00,27.09003257751465,28.135047912597656,26.36655807495117,10.18649673461914,883707,0.0,
1999-12-22 00:00:00+00:00,27.954179763793945,29.26045036315918,25.48231506347656,9.425433158874512,476452,0.0,
1999-12-23 00:00:00+00:00,26.045015335083008,28.778135299682617,25.88424491882324,9.608378410339355,888372,0.0,
1999-12-27 00:00:00+00:00,27.250804901123047,27.49196052551269,22.990354537963867,8.430197715759277,679535,0.0,
1999-12-28 00:00:00+00:00,22.347267150878903,25.321542739868164,21.864952087402344,8.810730934143066,799115,0.0,
1999-12-29 00:00:00+00:00,25.24115753173828,26.848875045776367,23.794212341308597,9.396159172058104,384707,0.0,
1999-12-30 00:00:00+00:00,26.28617477416992,28.29582023620605,24.51768493652344,9.64497184753418,409276,0.0,
1999-12-31 00:00:00+00:00,26.52733039855957,26.848875045776367,22.66880989074707,8.327752113342285,428558,0.0,
2000-01-03 00:00:00+00:00,25.361736297607425,26.16559410095215,24.397106170654297,9.308345794677734,886972,0.0,
2000-01-04 00:00:00+00:00,23.71382522583008,27.17041778564453,23.47266960144043,9.805962562561035,545961,0.0,
2000-01-05 00:00:00+00:00,27.81350517272949,28.536977767944336,25.723472595214844,9.557158470153809,685755,0.0,
2000-01-06 00:00:00+00:00,26.245981216430664,27.250804901123047,25.080385208129883,9.147353172302246,284099,0.0,
2000-01-07 00:00:00+00:00,25.7636661529541,25.80385971069336,23.954984664916992,8.898548126220703,466811,0.0,
2000-01-10 00:00:00+00:00,24.67845726013184,25.1607723236084,23.633441925048828,9.015633583068848,520770,0.0,
2000-01-11 00:00:00+00:00,24.51768493652344,24.59807014465332,24.19614028930664,8.88391399383545,160010,0.0,
2000-01-12 00:00:00+00:00,24.47749137878418,24.55787849426269,24.075563430786133,8.898548126220703,312244,0.0,
2000-01-13 00:00:00+00:00,24.35691261291504,26.045015335083008,24.11575508117676,8.84000015258789,267927,0.0,
2000-01-14 00:00:00+00:00,24.31671905517578,30.225080490112305,24.27652740478516,10.215765953063965,1162674,0.0,
2000-01-18 00:00:00+00:00,28.61736297607422,28.61736297607422,26.004823684692383,10.171856880187988,487337,0.0,
2000-01-19 00:00:00+00:00,28.336013793945312,29.421222686767575,27.85369873046875,10.479208946228027,385796,0.0,
2000-01-20 00:00:00+00:00,29.0192928314209,32.15434265136719,28.536977767944336,11.415899276733398,646569,0.0,
2000-01-21 00:00:00+00:00,31.83279609680176,35.369773864746094,31.511253356933597,12.82093334197998,802847,0.0,
2000-01-24 00:00:00+00:00,36.59565734863281,36.81671905517578,33.360130310058594,12.32331371307373,424515,0.0,
