date,CPAC_Open,CPAC_High,CPAC_Low,CPAC_Close,CPAC_Volume,CPAC_Dividends,CPAC_Stock Splits
2012-02-22 00:00:00+00:00,11.449999809265137,11.5,11.449999809265137,5.571110248565674,71800,0.0,
2012-02-23 00:00:00+00:00,11.56999969482422,11.699999809265137,11.260000228881836,5.619554996490479,110000,0.0,
2012-02-24 00:00:00+00:00,11.93000030517578,11.93000030517578,11.529999732971191,5.619554996490479,40000,0.0,
2012-02-27 00:00:00+00:00,11.600000381469728,11.600000381469728,11.520000457763672,5.619554996490479,13800,0.0,
2012-02-28 00:00:00+00:00,11.600000381469728,11.630000114440918,11.5600004196167,5.600176811218262,30300,0.0,
2012-02-29 00:00:00+00:00,11.68000030517578,11.68000030517578,11.5,5.571110248565674,167500,0.0,
2012-03-01 00:00:00+00:00,11.5,11.65999984741211,11.5,5.595333576202393,14900,0.0,
2012-03-02 00:00:00+00:00,11.550000190734863,11.5600004196167,11.5,5.575954437255859,40800,0.0,
2012-03-05 00:00:00+00:00,11.550000190734863,11.550000190734863,11.529999732971191,5.585643291473389,50100,0.0,
2012-03-06 00:00:00+00:00,11.449999809265137,11.479999542236328,11.260000228881836,5.498443126678467,1700,0.0,
2012-03-07 00:00:00+00:00,11.479999542236328,11.75,11.479999542236328,5.619554996490479,87600,0.0,
2012-03-08 00:00:00+00:00,11.619999885559082,11.710000038146973,11.4399995803833,5.672843456268311,32800,0.0,
2012-03-09 00:00:00+00:00,11.699999809265137,11.699999809265137,11.699999809265137,5.667999267578125,900,0.0,
2012-03-12 00:00:00+00:00,11.760000228881836,11.760000228881836,11.4399995803833,5.580799102783203,2400,0.0,
2012-03-13 00:00:00+00:00,11.649999618530272,11.649999618530272,11.359999656677246,5.6437764167785645,1100,0.0,
2012-03-14 00:00:00+00:00,11.600000381469728,11.600000381469728,11.489999771118164,5.580799102783203,32400,0.0,
2012-03-15 00:00:00+00:00,11.5,11.5,11.359999656677246,5.571110248565674,2100,0.0,
2012-03-16 00:00:00+00:00,11.550000190734863,11.56999969482422,11.350000381469728,5.605020999908447,27300,0.0,
2012-03-19 00:00:00+00:00,11.699999809265137,11.699999809265137,11.420000076293944,5.532355308532715,27100,0.0,
2012-03-20 00:00:00+00:00,11.350000381469728,11.739999771118164,11.350000381469728,5.571110248565674,47200,0.0,
2012-03-21 00:00:00+00:00,11.619999885559082,11.619999885559082,11.399999618530272,5.571110248565674,1800,0.0,
2012-03-22 00:00:00+00:00,11.420000076293944,11.5,11.399999618530272,5.54688835144043,40300,0.0,
2012-03-23 00:00:00+00:00,11.5,11.510000228881836,10.869999885559082,5.571110248565674,39800,0.0,
2012-03-26 00:00:00+00:00,11.550000190734863,11.550000190734863,11.399999618530272,5.571110248565674,25500,0.0,
2012-03-27 00:00:00+00:00,11.489999771118164,11.529999732971191,11.050000190734863,5.585643291473389,19500,0.0,
2012-03-28 00:00:00+00:00,11.5,11.550000190734863,11.399999618530272,5.561420917510986,34000,0.0,
2012-03-29 00:00:00+00:00,11.4399995803833,11.510000228881836,11.390000343322754,5.522665023803711,71100,0.0,
2012-03-30 00:00:00+00:00,11.479999542236328,11.5,11.380000114440918,5.54688835144043,19700,0.0,
2012-04-02 00:00:00+00:00,11.59000015258789,12.199999809265137,11.59000015258789,5.798798561096191,32100,0.0,
2012-04-03 00:00:00+00:00,11.850000381469728,12.079999923706056,11.65999984741211,5.852088451385498,151400,0.0,
2012-04-04 00:00:00+00:00,11.960000038146973,12.18000030517578,11.960000038146973,5.881155014038086,5800,0.0,
2012-04-05 00:00:00+00:00,12.020000457763672,12.149999618530272,11.75,5.885999202728272,6600,0.0,
2012-04-09 00:00:00+00:00,12.029999732971191,12.130000114440918,12.029999732971191,5.861777305603027,2900,0.0,
2012-04-10 00:00:00+00:00,12.100000381469728,12.25,11.880000114440918,5.93444299697876,12100,0.0,
2012-04-11 00:00:00+00:00,12.359999656677246,12.479999542236328,12.350000381469728,5.9828877449035645,400,0.0,
2012-04-12 00:00:00+00:00,12.3100004196167,12.4399995803833,11.81999969482422,6.011953830718994,45900,0.0,
2012-04-13 00:00:00+00:00,12.31999969482422,12.40999984741211,11.989999771118164,5.876310348510742,8100,0.0,
2012-04-16 00:00:00+00:00,12.18000030517578,12.329999923706056,12.0,5.973198890686035,161500,0.0,
2012-04-17 00:00:00+00:00,12.1899995803833,12.40999984741211,12.039999961853027,5.973198890686035,7300,0.0,
2012-04-18 00:00:00+00:00,12.270000457763672,12.390000343322754,12.050000190734863,6.002265930175781,5500,0.0,
2012-04-19 00:00:00+00:00,12.380000114440918,12.380000114440918,12.31999969482422,5.9828877449035645,45800,0.0,
2012-04-20 00:00:00+00:00,12.390000343322754,12.770000457763672,12.359999656677246,6.1863555908203125,41700,0.0,
2012-04-23 00:00:00+00:00,12.539999961853027,12.550000190734863,12.449999809265137,6.079776287078857,31100,0.0,
2012-04-24 00:00:00+00:00,12.479999542236328,12.699999809265137,12.350000381469728,6.147598743438721,1900,0.0,
2012-04-25 00:00:00+00:00,12.600000381469728,12.68000030517578,12.449999809265137,6.045865058898926,2000,0.0,
