date,IRDM_Open,IRDM_High,IRDM_Low,IRDM_Close,IRDM_Volume,IRDM_Dividends,IRDM_Stock Splits
2008-03-20 00:00:00+00:00,9.0,9.100000381469728,9.0,8.900513648986816,880100,0.0,
2008-03-24 00:00:00+00:00,9.079999923706056,9.100000381469728,9.079999923706056,8.920117378234863,1511400,0.0,
2008-03-25 00:00:00+00:00,9.079999923706056,9.079999923706056,9.050000190734863,8.871106147766113,1225000,0.0,
2008-03-26 00:00:00+00:00,9.079999923706056,9.079999923706056,9.050000190734863,8.900513648986816,273500,0.0,
2008-03-27 00:00:00+00:00,9.079999923706056,9.079999923706056,9.079999923706056,8.900513648986816,0,0.0,
2008-03-28 00:00:00+00:00,9.079999923706056,9.079999923706056,9.079999923706056,8.900513648986816,0,0.0,
2008-03-31 00:00:00+00:00,9.079999923706056,9.100000381469728,9.079999923706056,8.920117378234863,1224400,0.0,
2008-04-01 00:00:00+00:00,9.050000190734863,9.079999923706056,9.020000457763672,8.900513648986816,530700,0.0,
2008-04-02 00:00:00+00:00,9.050000190734863,9.050000190734863,9.050000190734863,8.871106147766113,51000,0.0,
2008-04-03 00:00:00+00:00,9.0600004196167,9.0600004196167,9.050000190734863,8.871106147766113,2200,0.0,
2008-04-04 00:00:00+00:00,9.050000190734863,9.050000190734863,9.050000190734863,8.871106147766113,0,0.0,
2008-04-07 00:00:00+00:00,9.050000190734863,9.050000190734863,9.050000190734863,8.871106147766113,0,0.0,
2008-04-08 00:00:00+00:00,9.079999923706056,9.079999923706056,9.06999969482422,8.890710830688477,13300,0.0,
2008-04-09 00:00:00+00:00,9.06999969482422,9.06999969482422,9.06999969482422,8.890710830688477,0,0.0,
2008-04-10 00:00:00+00:00,9.09000015258789,9.09000015258789,9.079999923706056,8.900513648986816,55800,0.0,
2008-04-11 00:00:00+00:00,9.079999923706056,9.100000381469728,9.079999923706056,8.910316467285156,27300,0.0,
2008-04-14 00:00:00+00:00,9.079999923706056,9.079999923706056,9.079999923706056,8.900513648986816,200000,0.0,
2008-04-15 00:00:00+00:00,9.079999923706056,9.149999618530272,9.079999923706056,8.969128608703613,101900,0.0,
2008-04-16 00:00:00+00:00,9.149999618530272,9.149999618530272,9.149999618530272,8.969128608703613,0,0.0,
2008-04-17 00:00:00+00:00,9.149999618530272,9.149999618530272,9.149999618530272,8.969128608703613,0,0.0,
2008-04-18 00:00:00+00:00,9.149999618530272,9.149999618530272,9.149999618530272,8.969128608703613,0,0.0,
2008-04-21 00:00:00+00:00,9.149999618530272,9.149999618530272,9.149999618530272,8.969128608703613,0,0.0,
2008-04-22 00:00:00+00:00,9.149999618530272,9.149999618530272,9.149999618530272,8.969128608703613,0,0.0,
2008-04-23 00:00:00+00:00,9.100000381469728,9.100000381469728,9.100000381469728,8.920117378234863,500,0.0,
2008-04-24 00:00:00+00:00,9.109999656677246,9.149999618530272,9.100000381469728,8.920117378234863,9000,0.0,
2008-04-25 00:00:00+00:00,9.100000381469728,9.100000381469728,9.100000381469728,8.920117378234863,0,0.0,
2008-04-28 00:00:00+00:00,9.100000381469728,9.100000381469728,9.100000381469728,8.920117378234863,0,0.0,
2008-04-29 00:00:00+00:00,9.119999885559082,9.119999885559082,9.119999885559082,8.939722061157227,1700,0.0,
2008-04-30 00:00:00+00:00,9.119999885559082,9.119999885559082,9.119999885559082,8.939722061157227,0,0.0,
2008-05-01 00:00:00+00:00,9.119999885559082,9.119999885559082,9.100000381469728,8.920117378234863,117200,0.0,
2008-05-02 00:00:00+00:00,9.109999656677246,9.109999656677246,9.109999656677246,8.929919242858887,150000,0.0,
2008-05-05 00:00:00+00:00,9.109999656677246,9.109999656677246,9.109999656677246,8.929919242858887,0,0.0,
