date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_Dividends,AAPL_Stock Splits
1980-12-12 00:00:00+00:00,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.0990577265620231,469033600,0.0,
1980-12-15 00:00:00+00:00,0.1222100034356117,0.1222100034356117,0.1216519996523857,0.0938898250460624,175884800,0.0,
1980-12-16 00:00:00+00:00,0.1132809966802597,0.1132809966802597,0.1127230003476142,0.0869985148310661,105728000,0.0,
1980-12-17 00:00:00+00:00,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.0891518145799636,86441600,0.0,
1980-12-18 00:00:00+00:00,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.0917365252971649,73449600,0.0,
1980-12-19 00:00:00+00:00,0.1261159926652908,0.1266739964485168,0.1261159926652908,0.0973351076245307,48630400,0.0,
1980-12-22 00:00:00+00:00,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1020723432302475,37363200,0.0,
1980-12-23 00:00:00+00:00,0.1378349959850311,0.1383929997682571,0.1378349959850311,0.1063796952366828,46950400,0.0,
1980-12-24 00:00:00+00:00,0.1450890004634857,0.1456470042467117,0.1450890004634857,0.1119782999157905,48003200,0.0,
1980-12-26 00:00:00+00:00,0.1584820002317428,0.1590400040149688,0.1584820002317428,0.122314840555191,55574400,0.0,
1980-12-29 00:00:00+00:00,0.1607140004634857,0.1612720042467117,0.1607140004634857,0.1240375041961669,93161600,0.0,
1980-12-30 00:00:00+00:00,0.1573659926652908,0.1573659926652908,0.156808003783226,0.1210228502750396,68880000,0.0,
1980-12-31 00:00:00+00:00,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1175776049494743,35750400,0.0,
1981-01-02 00:00:00+00:00,0.1540179997682571,0.1551340073347091,0.1540179997682571,0.1188696324825286,21660800,0.0,
1981-01-05 00:00:00+00:00,0.1512279957532882,0.1512279957532882,0.1506700068712234,0.1162856444716453,35728000,0.0,
1981-01-06 00:00:00+00:00,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1111169680953025,45158400,0.0,
1981-01-07 00:00:00+00:00,0.1383929997682571,0.1383929997682571,0.1378349959850311,0.1063796952366828,55686400,0.0,
1981-01-08 00:00:00+00:00,0.1356029957532882,0.1356029957532882,0.1350450068712234,0.1042263954877853,39827200,0.0,
1981-01-09 00:00:00+00:00,0.1422989964485168,0.1428570002317428,0.1422989964485168,0.1098249480128288,21504000,0.0,
1981-01-12 00:00:00+00:00,0.1422989964485168,0.1422989964485168,0.141183003783226,0.1089636608958244,23699200,0.0,
1981-01-13 00:00:00+00:00,0.1367190033197403,0.1367190033197403,0.1361609995365142,0.1050877496600151,23049600,0.0,
1981-01-14 00:00:00+00:00,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1055184006690979,14291200,0.0,
