date,RBA_Open,RBA_High,RBA_Low,RBA_Close,RBA_Volume,RBA_Dividends,RBA_Stock Splits
1998-03-10 00:00:00+00:00,3.510416984558105,3.5833330154418945,3.4583330154418945,2.32962703704834,12507000,0.0,
1998-03-11 00:00:00+00:00,3.5208330154418945,3.6458330154418954,3.5208330154418945,2.377873182296753,1713600,0.0,
1998-03-12 00:00:00+00:00,3.625,3.7291669845581055,3.5833330154418945,2.467475414276123,1165800,0.0,
1998-03-13 00:00:00+00:00,3.7083330154418954,3.7708330154418954,3.6041669845581055,2.398550510406494,1145400,0.0,
1998-03-16 00:00:00+00:00,3.625,3.8125,3.572916984558105,2.515721559524536,424200,0.0,
1998-03-17 00:00:00+00:00,3.8020830154418954,4.0,3.7916669845581055,2.5915377140045166,751200,0.0,
1998-03-18 00:00:00+00:00,3.9166669845581055,4.0,3.875,2.646676540374756,315000,0.0,
1998-03-19 00:00:00+00:00,4.03125,4.270833015441895,4.03125,2.7156002521514893,547200,0.0,
1998-03-20 00:00:00+00:00,4.1041669845581055,4.145833015441895,4.0,2.646676540374756,286800,0.0,
1998-03-23 00:00:00+00:00,3.9583330154418954,4.020833015441895,3.9166669845581055,2.639784336090088,307800,0.0,
1998-03-24 00:00:00+00:00,3.9166669845581055,3.9479169845581055,3.8541669845581055,2.5501837730407715,412200,0.0,
1998-03-25 00:00:00+00:00,3.8541669845581055,3.9166669845581055,3.8541669845581055,2.5708608627319336,647400,0.0,
1998-03-26 00:00:00+00:00,3.9166669845581055,4.083333015441895,3.9166669845581055,2.701815366744995,181800,0.0,
1998-03-27 00:00:00+00:00,4.1041669845581055,4.125,4.0,2.688030242919922,364800,0.0,
1998-03-30 00:00:00+00:00,4.0625,4.083333015441895,3.9375,2.6053216457366943,202800,0.0,
1998-03-31 00:00:00+00:00,3.9270830154418954,4.03125,3.9270830154418954,2.6535701751708984,332400,0.0,
1998-04-01 00:00:00+00:00,4.03125,4.09375,4.0,2.681138753890991,130200,0.0,
1998-04-02 00:00:00+00:00,4.083333015441895,4.083333015441895,4.0416669845581055,2.681138753890991,138600,0.0,
1998-04-03 00:00:00+00:00,4.052083015441895,4.1041669845581055,4.03125,2.7156002521514893,178200,0.0,
1998-04-06 00:00:00+00:00,4.09375,4.1666669845581055,4.020833015441895,2.701815366744995,66000,0.0,
1998-04-07 00:00:00+00:00,4.0625,4.0625,3.8958330154418954,2.6259989738464355,267600,0.0,
1998-04-08 00:00:00+00:00,3.9895830154418954,4.083333015441895,3.9791669845581055,2.701815366744995,95400,0.0,
1998-04-09 00:00:00+00:00,4.083333015441895,4.4375,4.083333015441895,2.887908697128296,522000,0.0,
1998-04-13 00:00:00+00:00,4.395833015441895,4.5416669845581055,4.3854169845581055,2.99818754196167,69600,0.0,
1998-04-14 00:00:00+00:00,4.552083015441895,4.6666669845581055,4.5104169845581055,3.087791204452514,220200,0.0,
1998-04-15 00:00:00+00:00,4.6666669845581055,4.6666669845581055,4.53125,3.011972665786743,175200,0.0,
1998-04-16 00:00:00+00:00,4.59375,4.625,4.583333015441895,3.0464348793029785,130800,0.0,
1998-04-17 00:00:00+00:00,4.6041669845581055,4.6354169845581055,4.583333015441895,3.039543628692627,91200,0.0,
1998-04-20 00:00:00+00:00,4.552083015441895,4.583333015441895,4.333333015441895,2.922371864318848,316200,0.0,
1998-04-21 00:00:00+00:00,4.4166669845581055,4.427083015441895,4.375,2.901695728302002,232200,0.0,
1998-04-22 00:00:00+00:00,4.364583015441895,4.489583015441895,4.333333015441895,2.949941873550415,195600,0.0,
1998-04-23 00:00:00+00:00,4.489583015441895,4.5729169845581055,4.489583015441895,2.99818754196167,147000,0.0,
1998-04-24 00:00:00+00:00,4.5,4.6041669845581055,4.5,3.011972665786743,396000,0.0,
1998-04-27 00:00:00+00:00,4.59375,4.59375,4.4791669845581055,2.99818754196167,130800,0.0,
1998-04-28 00:00:00+00:00,4.5104169845581055,4.5625,4.458333015441895,2.977510929107666,24000,0.0,
1998-04-29 00:00:00+00:00,4.520833015441895,4.53125,4.489583015441895,2.970619201660156,82200,0.0,
