date,BF-B_Open,BF-B_High,BF-B_Low,BF-B_Close,BF-B_Volume,BF-B_Dividends,BF-B_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.4474070072174072,0.4429630041122436,0.1880007982254028,202500,0.0,
1980-03-18 00:00:00+00:00,0.0,0.4429630041122436,0.4429630041122436,0.1880007982254028,84375,0.0,
1980-03-19 00:00:00+00:00,0.0,0.4488889873027801,0.4429630041122436,0.19051593542099,329063,0.0,
1980-03-20 00:00:00+00:00,0.0,0.4503700137138366,0.4474070072174072,0.1911445409059524,354375,0.0,
1980-03-21 00:00:00+00:00,0.0,0.4503700137138366,0.4385190010070801,0.1886295080184936,2910938,0.0,
1980-03-24 00:00:00+00:00,0.0,0.4414809942245483,0.4192590117454529,0.1779405325651168,438750,0.0,
1980-03-25 00:00:00+00:00,0.0,0.4177779853343963,0.4148150086402893,0.1760543435811996,303750,0.0,
1980-03-26 00:00:00+00:00,0.0,0.4177779853343963,0.4148150086402893,0.1760543435811996,329063,0.0,
1980-03-27 00:00:00+00:00,0.0,0.4148150086402893,0.4074069857597351,0.1729103028774261,514688,0.0,
1980-03-28 00:00:00+00:00,0.0,0.4148150086402893,0.4074069857597351,0.1760543435811996,531563,0.0,
1980-03-31 00:00:00+00:00,0.0,0.4222219884395599,0.4177779853343963,0.1791980564594268,219375,0.0,
1980-04-01 00:00:00+00:00,0.0,0.4192590117454529,0.4177779853343963,0.1773119419813156,42188,0.0,
1980-04-02 00:00:00+00:00,0.0,0.4266670048236847,0.4162960052490234,0.1810846626758575,759375,0.0,
1980-04-03 00:00:00+00:00,0.0,0.4266670048236847,0.4237039983272552,0.179827019572258,135000,0.0,
1980-04-07 00:00:00+00:00,0.0,0.4222219884395599,0.4162960052490234,0.1773119419813156,135000,0.0,
1980-04-08 00:00:00+00:00,0.0,0.4177779853343963,0.4118520021438598,0.1773119419813156,160313,0.0,
1980-04-09 00:00:00+00:00,0.0,0.4237039983272552,0.4192590117454529,0.1785693913698196,109688,0.0,
1980-04-10 00:00:00+00:00,0.0,0.4296300113201141,0.4237039983272552,0.1823420226573944,109688,0.0,
1980-04-11 00:00:00+00:00,0.0,0.4281480014324188,0.4281480014324188,0.181713119149208,67500,0.0,
1980-04-14 00:00:00+00:00,0.0,0.4266670048236847,0.4266670048236847,0.1810846626758575,92813,0.0,
1980-04-15 00:00:00+00:00,0.0,0.4296300113201141,0.4251849949359894,0.180455669760704,1290938,0.0,
1980-04-16 00:00:00+00:00,0.0,0.4237039983272552,0.4148150086402893,0.1760543435811996,151875,0.0,
1980-04-17 00:00:00+00:00,0.0,0.4148150086402893,0.4148150086402893,0.1760543435811996,8438,0.0,
1980-04-18 00:00:00+00:00,0.0,0.4207409918308258,0.4177779853343963,0.1779405325651168,75938,0.0,
1980-04-21 00:00:00+00:00,0.0,0.4207409918308258,0.4192590117454529,0.1779405325651168,253125,0.0,
1980-04-22 00:00:00+00:00,0.0,0.4325929880142212,0.4237039983272552,0.1835996657609939,253125,0.0,
1980-04-23 00:00:00+00:00,0.0,0.4355559945106506,0.4355559945106506,0.1848571300506591,464063,0.0,
1980-04-24 00:00:00+00:00,0.0,0.4385190010070801,0.4207409918308258,0.1785693913698196,615938,0.0,
1980-04-25 00:00:00+00:00,0.0,0.4177779853343963,0.4177779853343963,0.1773119419813156,194063,0.0,
1980-04-28 00:00:00+00:00,0.0,0.4281480014324188,0.4207409918308258,0.1810846626758575,118125,0.0,
1980-04-29 00:00:00+00:00,0.0,0.4251849949359894,0.4251849949359894,0.180455669760704,16875,0.0,
1980-04-30 00:00:00+00:00,0.0,0.4177779853343963,0.4177779853343963,0.1773119419813156,329063,0.0,
1980-05-01 00:00:00+00:00,0.0,0.4177779853343963,0.4177779853343963,0.1773119419813156,109688,0.0,
1980-05-02 00:00:00+00:00,0.0,0.4088889956474304,0.4074069857597351,0.1735391914844513,1603125,0.0,
1980-05-05 00:00:00+00:00,0.0,0.4088889956474304,0.4088889956474304,0.1735391914844513,548438,0.0,
1980-05-06 00:00:00+00:00,0.0,0.4266670048236847,0.4088889956474304,0.1810846626758575,312188,0.0,
