date,HY_Open,HY_High,HY_Low,HY_Close,HY_Volume,HY_Dividends,HY_Stock Splits
2012-10-01 00:00:00+00:00,43.0,47.619998931884766,40.34999847412109,31.23280334472656,269000,0.0,
2012-10-02 00:00:00+00:00,40.0,43.25,38.90999984741211,33.33709716796875,214000,0.0,
2012-10-03 00:00:00+00:00,42.93999862670898,43.75,41.650001525878906,32.404422760009766,184300,0.0,
2012-10-04 00:00:00+00:00,42.41999816894531,43.0099983215332,40.209999084472656,31.14031982421875,96100,0.0,
2012-10-05 00:00:00+00:00,40.38999938964844,41.5,40.2599983215332,31.29446601867676,118600,0.0,
2012-10-08 00:00:00+00:00,40.0,40.59999847412109,38.959999084472656,30.307842254638672,104200,0.0,
2012-10-09 00:00:00+00:00,39.16999816894531,39.31999969482422,37.68000030517578,29.35975456237793,90900,0.0,
2012-10-10 00:00:00+00:00,38.04999923706055,39.11000061035156,37.7599983215332,30.145978927612305,61800,0.0,
2012-10-11 00:00:00+00:00,39.11000061035156,39.900001525878906,38.5,30.05348396301269,58900,0.0,
2012-10-12 00:00:00+00:00,39.59000015258789,39.75,38.58000183105469,30.43887710571289,28200,0.0,
2012-10-15 00:00:00+00:00,39.900001525878906,41.0,39.900001525878906,31.44862174987793,83800,0.0,
2012-10-16 00:00:00+00:00,41.150001525878906,41.61000061035156,40.59000015258789,31.36383628845215,57000,0.0,
2012-10-17 00:00:00+00:00,40.869998931884766,41.79999923706055,40.47999954223633,32.219417572021484,55700,0.0,
2012-10-18 00:00:00+00:00,41.970001220703125,42.22999954223633,41.400001525878906,32.52774810791016,55700,0.0,
2012-10-19 00:00:00+00:00,42.880001068115234,42.880001068115234,39.75,31.703001022338867,74400,0.0,
2012-10-22 00:00:00+00:00,41.5099983215332,41.5099983215332,40.040000915527344,31.41009330749512,75400,0.0,
2012-10-23 00:00:00+00:00,39.810001373291016,40.2599983215332,39.31999969482422,30.66240882873535,41100,0.0,
2012-10-24 00:00:00+00:00,39.77999877929688,40.09000015258789,39.209999084472656,30.469701766967773,22200,0.0,
2012-10-25 00:00:00+00:00,39.9900016784668,40.18000030517578,39.5,30.73948860168457,22800,0.0,
2012-10-26 00:00:00+00:00,40.290000915527344,40.54999923706055,39.0,30.454294204711918,15400,0.0,
2012-10-31 00:00:00+00:00,43.0,43.0,40.79999923706055,31.664459228515625,136700,0.0,
2012-11-01 00:00:00+00:00,42.0,42.86000061035156,41.68999862670898,33.03646469116211,68300,0.0,
2012-11-02 00:00:00+00:00,43.220001220703125,44.04999923706055,42.52999877929688,32.866905212402344,61800,0.0,
2012-11-05 00:00:00+00:00,43.0,44.040000915527344,42.5099983215332,33.699363708496094,104200,0.0,
2012-11-06 00:00:00+00:00,43.70000076293945,44.0099983215332,43.38999938964844,33.83811569213867,34700,0.0,
2012-11-07 00:00:00+00:00,43.400001525878906,43.84999847412109,42.38999938964844,32.78211212158203,57800,0.0,
2012-11-08 00:00:00+00:00,42.959999084472656,43.0,42.0,32.79751205444336,52900,0.0,
2012-11-09 00:00:00+00:00,42.59999847412109,42.84999847412109,42.25,32.6664924621582,19100,0.0,
