date,VTLE_Open,VTLE_High,VTLE_Low,VTLE_Close,VTLE_Volume,VTLE_Dividends,VTLE_Stock Splits
2011-12-15 00:00:00+00:00,345.0,364.0,345.0,362.0,332840,,
2011-12-16 00:00:00+00:00,361.7999877929688,410.6000061035156,355.20001220703125,376.0,29775,,
2011-12-19 00:00:00+00:00,380.0,380.6000061035156,360.0,365.0,8635,,
2011-12-20 00:00:00+00:00,366.6000061035156,379.7999877929688,360.6000061035156,379.0,11135,,
2011-12-21 00:00:00+00:00,372.3999938964844,401.2000122070313,361.6000061035156,396.6000061035156,5180,,
2011-12-22 00:00:00+00:00,401.0,410.0,385.6000061035156,391.2000122070313,7100,,
2011-12-23 00:00:00+00:00,396.7999877929688,396.7999877929688,390.0,393.3999938964844,2525,,
2011-12-27 00:00:00+00:00,394.0,410.0,394.0,404.0,2930,,
2011-12-28 00:00:00+00:00,406.0,439.7999877929688,401.0,414.6000061035156,6650,,
2011-12-29 00:00:00+00:00,418.6000061035156,430.0,406.3999938964844,419.7999877929688,11090,,
2011-12-30 00:00:00+00:00,416.3999938964844,446.2000122070313,416.3999938964844,446.0,8495,,
2012-01-03 00:00:00+00:00,457.7999877929688,457.7999877929688,436.3999938964844,444.3999938964844,16415,,
2012-01-04 00:00:00+00:00,446.0,448.7999877929688,436.7999877929688,443.0,6970,,
2012-01-05 00:00:00+00:00,444.3999938964844,445.7999877929688,432.3999938964844,434.0,2420,,
2012-01-06 00:00:00+00:00,436.7999877929688,438.2000122070313,410.0,434.6000061035156,6660,,
2012-01-09 00:00:00+00:00,439.2000122070313,444.6000061035156,420.0,424.3999938964844,3315,,
2012-01-10 00:00:00+00:00,431.0,431.0,418.0,423.7999877929688,4540,,
2012-01-11 00:00:00+00:00,416.3999938964844,428.2000122070313,416.3999938964844,421.7999877929688,7790,,
2012-01-12 00:00:00+00:00,424.2000122070313,425.0,416.0,416.7999877929688,8825,,
2012-01-13 00:00:00+00:00,414.3999938964844,419.2000122070313,395.6000061035156,418.2000122070313,12500,,
2012-01-17 00:00:00+00:00,420.6000061035156,434.2000122070313,420.2000122070313,424.0,3135,,
2012-01-18 00:00:00+00:00,424.0,425.6000061035156,419.6000061035156,419.7999877929688,6335,,
2012-01-19 00:00:00+00:00,420.0,426.3999938964844,420.0,422.7999877929688,27360,,
2012-01-20 00:00:00+00:00,424.0,427.0,418.6000061035156,422.3999938964844,18080,,
2012-01-23 00:00:00+00:00,422.7999877929688,456.0,413.0,445.3999938964844,10150,,
2012-01-24 00:00:00+00:00,449.6000061035156,457.7999877929688,431.0,432.7999877929688,17015,,
2012-01-25 00:00:00+00:00,431.6000061035156,442.0,425.0,440.6000061035156,8255,,
2012-01-26 00:00:00+00:00,449.7999877929688,453.2000122070313,438.3999938964844,439.3999938964844,8430,,
2012-01-27 00:00:00+00:00,438.6000061035156,447.7999877929688,438.0,442.0,4650,,
2012-01-30 00:00:00+00:00,444.2000122070313,447.3999938964844,438.0,444.3999938964844,2090,,
2012-01-31 00:00:00+00:00,446.0,447.0,443.0,443.2000122070313,8890,,
2012-02-01 00:00:00+00:00,446.2000122070313,452.0,444.6000061035156,448.2000122070313,6360,,
2012-02-02 00:00:00+00:00,449.6000061035156,470.3999938964844,449.6000061035156,468.3999938964844,15160,,
2012-02-03 00:00:00+00:00,473.0,484.0,465.3999938964844,482.2000122070313,13390,,
2012-02-06 00:00:00+00:00,481.7999877929688,490.6000061035156,477.2000122070313,490.6000061035156,9465,,
2012-02-07 00:00:00+00:00,490.0,498.0,482.2000122070313,491.7999877929688,7130,,
2012-02-08 00:00:00+00:00,491.0,497.0,488.2000122070313,491.6000061035156,4390,,
2012-02-09 00:00:00+00:00,493.3999938964844,493.3999938964844,484.2000122070313,488.7999877929688,4060,,
2012-02-10 00:00:00+00:00,484.3999938964844,505.7999877929688,480.7999877929688,504.0,8070,,
2012-02-13 00:00:00+00:00,510.0,527.5999755859375,505.3999938964844,523.5999755859375,10545,,
2012-02-14 00:00:00+00:00,523.7999877929688,535.4000244140625,512.0,524.0,8480,,
2012-02-15 00:00:00+00:00,527.0,530.2000122070312,516.4000244140625,525.2000122070312,9065,,
2012-02-16 00:00:00+00:00,527.5999755859375,558.2000122070312,525.4000244140625,532.0,10030,,
2012-02-17 00:00:00+00:00,535.2000122070312,537.7999877929688,505.0,513.2000122070312,9965,,
2012-02-21 00:00:00+00:00,519.7999877929688,529.2000122070312,510.0,528.5999755859375,12390,,
2012-02-22 00:00:00+00:00,529.0,534.5999755859375,503.7999877929688,506.7999877929688,3050,,
2012-02-23 00:00:00+00:00,508.0,521.2000122070312,505.0,514.2000122070312,10800,,
2012-02-24 00:00:00+00:00,511.3999938964844,539.0,511.3999938964844,531.5999755859375,6785,,
2012-02-27 00:00:00+00:00,530.7999877929688,548.7999877929688,527.0,536.0,9325,,
2012-02-28 00:00:00+00:00,533.7999877929688,533.7999877929688,492.0,514.5999755859375,12340,,
2012-02-29 00:00:00+00:00,515.7999877929688,515.7999877929688,484.0,507.3999938964844,14485,,
2012-03-01 00:00:00+00:00,511.0,512.5999755859375,486.0,503.2000122070313,19425,,
2012-03-02 00:00:00+00:00,500.0,505.6000061035156,493.3999938964844,503.7999877929688,10085,,
2012-03-05 00:00:00+00:00,501.3999938964844,502.3999938964844,483.7999877929688,485.3999938964844,10545,,
2012-03-06 00:00:00+00:00,479.2000122070313,481.3999938964844,451.6000061035156,459.6000061035156,26825,,
2012-03-07 00:00:00+00:00,460.2000122070313,463.7999877929688,452.0,461.2000122070313,7470,,
2012-03-08 00:00:00+00:00,462.2000122070313,469.2000122070313,458.7999877929688,463.3999938964844,12615,,
2012-03-09 00:00:00+00:00,463.6000061035156,479.7999877929688,461.3999938964844,479.3999938964844,8850,,
2012-03-12 00:00:00+00:00,478.0,481.3999938964844,460.7999877929688,472.0,5830,,
2012-03-13 00:00:00+00:00,473.7999877929688,477.6000061035156,462.2000122070313,474.0,9995,,
2012-03-14 00:00:00+00:00,471.7999877929688,484.0,465.3999938964844,483.3999938964844,8730,,
2012-03-15 00:00:00+00:00,486.0,501.7999877929688,481.2000122070313,496.3999938964844,18590,,
2012-03-16 00:00:00+00:00,498.6000061035156,502.7999877929688,490.6000061035156,502.7999877929688,18500,,
2012-03-19 00:00:00+00:00,501.3999938964844,517.5999755859375,501.3999938964844,513.4000244140625,7890,,
2012-03-20 00:00:00+00:00,511.3999938964844,513.2000122070312,495.0,508.6000061035156,11510,,
2012-03-21 00:00:00+00:00,510.6000061035156,518.7999877929688,472.0,491.3999938964844,20965,,
2012-03-22 00:00:00+00:00,486.6000061035156,493.3999938964844,474.0,479.3999938964844,10045,,
2012-03-23 00:00:00+00:00,480.6000061035156,513.4000244140625,470.6000061035156,505.0,18405,,
2012-03-26 00:00:00+00:00,501.2000122070313,501.2000122070313,477.7999877929688,481.7999877929688,31965,,
2012-03-27 00:00:00+00:00,480.6000061035156,481.6000061035156,443.6000061035156,455.3999938964844,49660,,
2012-03-28 00:00:00+00:00,460.0,460.0,436.2000122070313,442.2000122070313,27240,,
2012-03-29 00:00:00+00:00,438.2000122070313,447.3999938964844,430.0,444.7999877929688,23275,,
2012-03-30 00:00:00+00:00,448.3999938964844,472.2000122070313,448.3999938964844,468.7999877929688,75745,,
2012-04-02 00:00:00+00:00,468.7999877929688,483.3999938964844,446.2000122070313,478.3999938964844,32410,,
2012-04-03 00:00:00+00:00,477.6000061035156,498.0,472.7999877929688,496.2000122070313,24235,,
2012-04-04 00:00:00+00:00,487.7999877929688,501.2000122070313,482.0,489.7999877929688,40910,,
2012-04-05 00:00:00+00:00,487.0,492.7999877929688,483.0,488.3999938964844,27435,,
2012-04-09 00:00:00+00:00,479.3999938964844,482.0,477.0,479.2000122070313,19435,,
2012-04-10 00:00:00+00:00,477.3999938964844,481.2000122070313,475.3999938964844,475.6000061035156,28380,,
2012-04-11 00:00:00+00:00,480.0,483.6000061035156,472.3999938964844,475.6000061035156,18525,,
2012-04-12 00:00:00+00:00,476.2000122070313,480.6000061035156,471.0,479.2000122070313,13585,,
2012-04-13 00:00:00+00:00,476.2000122070313,483.6000061035156,473.0,474.0,8750,,
2012-04-16 00:00:00+00:00,475.6000061035156,476.3999938964844,470.0,475.0,9435,,
2012-04-17 00:00:00+00:00,483.7999877929688,510.2000122070313,477.2000122070313,506.7999877929688,18105,,
2012-04-18 00:00:00+00:00,502.3999938964844,502.3999938964844,492.3999938964844,494.2000122070313,11235,,
2012-04-19 00:00:00+00:00,495.3999938964844,503.0,492.2000122070313,495.7999877929688,17710,,
2012-04-20 00:00:00+00:00,499.6000061035156,505.6000061035156,497.2000122070313,505.3999938964844,11200,,
2012-04-23 00:00:00+00:00,496.3999938964844,496.3999938964844,477.2000122070313,487.2000122070313,12800,,
2012-04-24 00:00:00+00:00,488.0,492.7999877929688,476.6000061035156,488.0,3035,,
2012-04-25 00:00:00+00:00,493.6000061035156,506.2000122070313,481.0,504.6000061035156,8465,,
2012-04-26 00:00:00+00:00,504.0,522.0,500.2000122070313,512.7999877929688,11645,,
