date,MFIN_Open,MFIN_High,MFIN_Low,MFIN_Close,MFIN_Volume,MFIN_Dividends,MFIN_Stock Splits
1996-06-26 00:00:00+00:00,12.5,12.6875,12.25,3.1222212314605717,67500,0.0,
1996-06-27 00:00:00+00:00,12.25,12.5,12.25,3.0906825065612797,116500,0.0,
1996-06-28 00:00:00+00:00,12.3125,12.5,12.0,3.153756856918335,86800,0.0,
1996-07-01 00:00:00+00:00,12.5,13.125,12.0,3.2799079418182373,61300,0.0,
1996-07-02 00:00:00+00:00,13.0,13.25,12.75,3.2168338298797607,65900,0.0,
1996-07-03 00:00:00+00:00,12.75,13.0,12.75,3.2168338298797607,61700,0.0,
1996-07-05 00:00:00+00:00,12.75,13.0,12.375,3.1222212314605717,24300,0.0,
1996-07-08 00:00:00+00:00,12.125,12.25,11.875,3.027608871459961,26000,0.0,
1996-07-09 00:00:00+00:00,12.0,12.375,12.0,3.05914568901062,6700,0.0,
1996-07-10 00:00:00+00:00,12.0,12.25,12.0,3.0906825065612797,27600,0.0,
1996-07-11 00:00:00+00:00,11.875,12.125,11.875,2.996070623397827,157400,0.0,
1996-07-12 00:00:00+00:00,12.1875,12.25,11.875,3.027608871459961,30200,0.0,
1996-07-15 00:00:00+00:00,12.0,12.25,11.875,3.027608871459961,28700,0.0,
1996-07-16 00:00:00+00:00,11.875,12.25,11.75,2.996070623397827,93100,0.0,
1996-07-17 00:00:00+00:00,11.875,12.25,11.75,2.964533805847168,99300,0.0,
1996-07-18 00:00:00+00:00,12.0,12.0,11.75,2.964533805847168,14700,0.0,
1996-07-19 00:00:00+00:00,12.0,12.0,11.5,2.9014573097229004,4100,0.0,
1996-07-22 00:00:00+00:00,11.5,11.5,11.125,2.8068442344665527,38500,0.0,
1996-07-23 00:00:00+00:00,11.25,11.25,10.0,2.6176202297210693,53900,0.0,
1996-07-24 00:00:00+00:00,10.0,10.625,10.0,2.680694580078125,117700,0.0,
1996-07-25 00:00:00+00:00,10.625,10.625,10.375,2.6176202297210693,185700,0.0,
1996-07-26 00:00:00+00:00,10.625,10.75,10.375,2.664925575256348,79000,0.0,
1996-07-29 00:00:00+00:00,10.75,10.75,10.5,2.680694580078125,11100,0.0,
1996-07-30 00:00:00+00:00,10.875,11.0,10.625,2.743770122528076,108400,0.0,
1996-07-31 00:00:00+00:00,10.625,11.0,10.625,2.6964633464813232,61500,0.0,
1996-08-01 00:00:00+00:00,11.0,11.375,10.75,2.8068442344665527,104000,0.0,
1996-08-02 00:00:00+00:00,11.375,11.375,11.125,2.8068442344665527,900,0.0,
1996-08-05 00:00:00+00:00,11.375,11.375,11.0,2.791077136993408,11600,0.0,
1996-08-06 00:00:00+00:00,11.0,11.375,10.875,2.869920015335083,76900,0.0,
1996-08-07 00:00:00+00:00,11.125,11.5,11.125,2.8068442344665527,13500,0.0,
1996-08-08 00:00:00+00:00,11.375,11.5,11.375,2.9014573097229004,6000,0.0,
1996-08-09 00:00:00+00:00,11.5,11.5,11.25,2.869920015335083,12400,0.0,
1996-08-12 00:00:00+00:00,11.25,11.25,11.25,2.8383822441101074,500,0.0,
1996-08-13 00:00:00+00:00,11.125,11.5,11.125,2.9014573097229004,2000,0.0,
1996-08-14 00:00:00+00:00,11.5,11.5,11.25,2.9014573097229004,38900,0.0,
1996-08-15 00:00:00+00:00,11.5,11.5,11.5,2.9014573097229004,0,0.0,
1996-08-16 00:00:00+00:00,11.5,12.5,11.5,3.153756856918335,18900,0.0,
1996-08-19 00:00:00+00:00,12.5,12.75,12.25,3.0906825065612797,7800,0.0,
1996-08-20 00:00:00+00:00,12.75,13.5,12.75,3.342983722686768,47200,0.0,
1996-08-21 00:00:00+00:00,13.5,13.5,13.25,3.406059741973877,22800,0.0,
1996-08-22 00:00:00+00:00,13.5,13.5,13.25,3.406059741973877,7000,0.0,
1996-08-23 00:00:00+00:00,13.5,13.5,13.25,3.406059741973877,6200,0.0,
1996-08-26 00:00:00+00:00,13.5,14.0,13.25,3.406059741973877,21800,0.0,
1996-08-27 00:00:00+00:00,13.375,13.375,13.0,3.2799079418182373,11800,0.0,
1996-08-28 00:00:00+00:00,13.375,13.375,13.0,3.2799079418182373,3200,0.0,
1996-08-29 00:00:00+00:00,13.375,13.375,12.875,3.342983722686768,12100,0.0,
1996-08-30 00:00:00+00:00,13.125,13.125,12.875,3.2483701705932617,1700,0.0,
1996-09-03 00:00:00+00:00,13.0,13.125,12.875,3.2483701705932617,3000,0.0,
1996-09-04 00:00:00+00:00,13.25,13.25,12.875,3.2483701705932617,47900,0.0,
1996-09-05 00:00:00+00:00,13.125,13.125,12.75,3.29567813873291,81300,0.0,
1996-09-06 00:00:00+00:00,13.125,13.125,12.875,3.2483701705932617,84900,0.0,
1996-09-09 00:00:00+00:00,13.125,13.125,12.875,3.2483701705932617,3900,0.0,
1996-09-10 00:00:00+00:00,13.125,13.25,12.875,3.2483701705932617,3700,0.0,
1996-09-11 00:00:00+00:00,13.125,13.25,13.0,3.342983722686768,8200,0.0,
1996-09-12 00:00:00+00:00,13.25,13.25,12.75,3.2168338298797607,4600,0.0,
1996-09-13 00:00:00+00:00,13.125,13.125,12.875,3.2799079418182373,15000,0.0,
1996-09-16 00:00:00+00:00,12.75,13.25,12.75,3.342983722686768,117200,0.0,
1996-09-17 00:00:00+00:00,13.0,14.0,13.0,3.437596082687378,30000,0.0,
1996-09-18 00:00:00+00:00,14.0,14.75,13.625,3.7214338779449454,224900,0.0,
1996-09-19 00:00:00+00:00,14.625,15.0,14.5,3.7845101356506343,373700,0.0,
1996-09-20 00:00:00+00:00,14.5,15.0,14.5,3.7845101356506343,48000,0.0,
1996-09-23 00:00:00+00:00,14.875,15.0,14.75,3.7845101356506343,56300,0.0,
1996-09-24 00:00:00+00:00,14.5,14.75,14.0,3.65835952758789,49600,0.0,
1996-09-25 00:00:00+00:00,14.5,15.0,14.5,3.65835952758789,56700,0.0,
1996-09-26 00:00:00+00:00,14.5,14.8125,14.5,3.65835952758789,3800,0.0,
1996-09-27 00:00:00+00:00,14.5,15.0,14.0,3.5322091579437256,9400,0.0,
1996-09-30 00:00:00+00:00,14.0,14.5,14.0,3.65835952758789,3100,0.0,
1996-10-01 00:00:00+00:00,14.0,14.5,14.0,3.5322091579437256,38200,0.0,
1996-10-02 00:00:00+00:00,14.5,14.5,14.0,3.65835952758789,62900,0.0,
1996-10-03 00:00:00+00:00,14.5,14.5,14.0,3.5322091579437256,34900,0.0,
1996-10-04 00:00:00+00:00,14.0625,14.125,14.0,3.5322091579437256,30900,0.0,
1996-10-07 00:00:00+00:00,14.125,14.125,13.625,3.5637471675872803,6600,0.0,
1996-10-08 00:00:00+00:00,14.125,14.125,13.0,3.342983722686768,14500,0.0,
1996-10-09 00:00:00+00:00,13.0,13.0,12.5,3.2483701705932617,8200,0.0,
1996-10-10 00:00:00+00:00,12.5,12.875,12.125,3.2483701705932617,80900,0.0,
1996-10-11 00:00:00+00:00,12.625,13.0,12.625,3.2799079418182373,16900,0.0,
1996-10-14 00:00:00+00:00,13.0,13.0,12.75,3.2799079418182373,13000,0.0,
1996-10-15 00:00:00+00:00,12.875,13.75,12.875,3.374521255493164,77800,0.0,
1996-10-16 00:00:00+00:00,13.5,13.5,13.25,3.406059741973877,17100,0.0,
1996-10-17 00:00:00+00:00,13.75,13.75,13.25,3.406059741973877,8300,0.0,
1996-10-18 00:00:00+00:00,13.75,14.25,13.75,3.595285415649414,15900,0.0,
1996-10-21 00:00:00+00:00,14.125,14.125,13.75,3.50067138671875,34600,0.0,
1996-10-22 00:00:00+00:00,14.25,14.25,13.875,3.50067138671875,10200,0.0,
1996-10-23 00:00:00+00:00,14.125,14.125,13.875,3.5637471675872803,9400,0.0,
1996-10-24 00:00:00+00:00,14.25,14.25,13.875,3.595285415649414,4700,0.0,
1996-10-25 00:00:00+00:00,13.875,13.875,13.875,3.50067138671875,100,0.0,
1996-10-28 00:00:00+00:00,13.875,14.25,13.875,3.50067138671875,9900,0.0,
1996-10-29 00:00:00+00:00,14.0,14.25,13.875,3.595285415649414,25100,0.0,
1996-10-30 00:00:00+00:00,14.25,14.375,13.875,3.5322091579437256,46400,0.0,
1996-10-31 00:00:00+00:00,13.875,14.375,13.875,3.626820802688599,103600,0.0,
1996-11-01 00:00:00+00:00,14.375,14.375,13.875,3.5637471675872803,5000,0.0,
1996-11-04 00:00:00+00:00,13.875,14.25,13.875,3.595285415649414,7300,0.0,
1996-11-05 00:00:00+00:00,14.125,14.25,13.875,3.50067138671875,3400,0.0,
1996-11-06 00:00:00+00:00,13.875,14.25,13.5,3.406059741973877,34200,0.0,
1996-11-07 00:00:00+00:00,14.0,14.25,13.625,3.595285415649414,21100,0.0,
1996-11-08 00:00:00+00:00,14.25,14.375,14.0,3.626820802688599,101000,0.0,
1996-11-11 00:00:00+00:00,14.625,14.625,14.25,3.595285415649414,2500,0.0,
1996-11-12 00:00:00+00:00,14.625,14.75,14.375,3.65835952758789,7800,0.0,
1996-11-13 00:00:00+00:00,14.75,14.75,14.25,3.595285415649414,32000,0.0,
1996-11-14 00:00:00+00:00,14.25,14.75,14.25,3.7214338779449454,2800,0.0,
1996-11-15 00:00:00+00:00,14.75,14.75,14.5,3.65835952758789,900,0.0,
1996-11-18 00:00:00+00:00,14.25,14.25,14.25,3.595285415649414,500,0.0,
1996-11-19 00:00:00+00:00,14.5,14.875,14.5,3.752971172332764,8900,0.0,
1996-11-20 00:00:00+00:00,14.875,14.875,14.5,3.65835952758789,4900,0.0,
1996-11-21 00:00:00+00:00,14.75,14.75,14.375,3.65835952758789,29000,0.0,
1996-11-22 00:00:00+00:00,14.5,14.625,14.375,3.626820802688599,50200,0.0,
1996-11-25 00:00:00+00:00,14.75,14.75,14.375,3.626820802688599,9100,0.0,
1996-11-26 00:00:00+00:00,14.375,14.75,14.375,3.626820802688599,10400,0.0,
1996-11-27 00:00:00+00:00,14.75,14.75,14.75,3.7214338779449454,500,0.0,
1996-11-29 00:00:00+00:00,14.375,14.375,14.375,3.626820802688599,800,0.0,
1996-12-02 00:00:00+00:00,14.375,14.5,14.375,3.65835952758789,16100,0.0,
1996-12-03 00:00:00+00:00,14.5,14.5,14.5,3.65835952758789,1300,0.0,
1996-12-04 00:00:00+00:00,14.5,14.625,14.375,3.626820802688599,36300,0.0,
1996-12-05 00:00:00+00:00,14.375,14.75,14.375,3.6898953914642334,5200,0.0,
1996-12-06 00:00:00+00:00,14.75,14.875,14.75,3.7214338779449454,4400,0.0,
1996-12-09 00:00:00+00:00,15.0,15.0,14.75,3.752971172332764,20900,0.0,
1996-12-10 00:00:00+00:00,15.0,15.0,14.75,3.7214338779449454,4900,0.0,
1996-12-11 00:00:00+00:00,14.75,15.0,14.75,3.7214338779449454,91800,0.0,
1996-12-12 00:00:00+00:00,15.0,15.0,14.75,3.7214338779449454,17600,0.0,
1996-12-13 00:00:00+00:00,14.75,14.75,14.0,3.5322091579437256,2700,0.0,
1996-12-16 00:00:00+00:00,14.0,14.0,13.625,3.5322091579437256,8600,0.0,
1996-12-17 00:00:00+00:00,13.625,13.625,13.375,3.437596082687378,51500,0.0,
1996-12-18 00:00:00+00:00,13.5,13.75,13.5,3.4533627033233643,193100,0.0,
1996-12-19 00:00:00+00:00,13.5,13.75,13.5,3.406059741973877,39200,0.0,
1996-12-20 00:00:00+00:00,13.75,13.75,13.625,3.469132900238037,122000,0.0,
1996-12-23 00:00:00+00:00,13.5,14.0,13.5,3.469132900238037,10600,0.0,
1996-12-24 00:00:00+00:00,13.75,13.75,13.75,3.469132900238037,0,0.0,
1996-12-26 00:00:00+00:00,13.5,13.875,13.5,3.469132900238037,21300,0.0,
1996-12-27 00:00:00+00:00,13.5,14.0,13.5,3.5322091579437256,6200,0.0,
1996-12-30 00:00:00+00:00,14.0,15.0,14.0,3.7845101356506343,35800,0.0,
1996-12-31 00:00:00+00:00,15.0,15.25,15.0,3.8475847244262695,1300,0.0,
1997-01-02 00:00:00+00:00,15.25,15.25,14.875,3.8002779483795166,6000,0.0,
1997-01-03 00:00:00+00:00,15.125,15.25,14.875,3.8475847244262695,186400,0.0,
1997-01-06 00:00:00+00:00,15.375,15.375,15.375,3.8791229724884033,1000,0.0,
1997-01-07 00:00:00+00:00,14.875,15.0,14.875,3.752971172332764,54600,0.0,
1997-01-08 00:00:00+00:00,14.5625,14.75,14.25,3.595285415649414,63700,0.0,
1997-01-09 00:00:00+00:00,14.25,14.625,14.125,3.626820802688599,33000,0.0,
1997-01-10 00:00:00+00:00,14.875,14.875,14.375,3.626820802688599,81200,0.0,
1997-01-13 00:00:00+00:00,14.875,14.875,14.375,3.626820802688599,3400,0.0,
1997-01-14 00:00:00+00:00,14.375,14.875,14.375,3.626820802688599,3400,0.0,
1997-01-15 00:00:00+00:00,14.375,14.75,14.375,3.626820802688599,7400,0.0,
1997-01-16 00:00:00+00:00,14.375,14.75,13.875,3.5322091579437256,49700,0.0,
1997-01-17 00:00:00+00:00,13.875,14.0,13.875,3.5322091579437256,10000,0.0,
1997-01-20 00:00:00+00:00,14.375,14.375,13.875,3.5637471675872803,5400,0.0,
1997-01-21 00:00:00+00:00,14.375,14.375,13.875,3.5637471675872803,16200,0.0,
1997-01-22 00:00:00+00:00,14.375,14.375,14.0,3.626820802688599,3700,0.0,
1997-01-23 00:00:00+00:00,14.375,14.5,14.0,3.65835952758789,1900,0.0,
1997-01-24 00:00:00+00:00,14.5,15.625,14.5,3.8475847244262695,42100,0.0,
1997-01-27 00:00:00+00:00,15.25,17.125,15.25,4.226036071777344,89700,0.0,
1997-01-28 00:00:00+00:00,17.0,17.0,16.0,4.131423473358154,110500,0.0,
1997-01-29 00:00:00+00:00,16.0,16.5,16.0,4.131423473358154,52300,0.0,
1997-01-30 00:00:00+00:00,16.375,16.5,16.125,4.068347930908203,22700,0.0,
1997-01-31 00:00:00+00:00,16.125,16.625,16.125,4.194498062133789,33600,0.0,
1997-02-03 00:00:00+00:00,16.5,16.5,16.125,4.068347930908203,5700,0.0,
1997-02-04 00:00:00+00:00,16.375,16.5,16.25,4.162962913513184,43400,0.0,
1997-02-05 00:00:00+00:00,16.5,16.625,16.25,4.194498062133789,16800,0.0,
1997-02-06 00:00:00+00:00,16.625,16.625,16.0,4.068347930908203,16400,0.0,
1997-02-07 00:00:00+00:00,16.375,16.375,16.0,4.131423473358154,27200,0.0,
1997-02-10 00:00:00+00:00,16.0,16.625,16.0,4.099886417388916,62200,0.0,
1997-02-11 00:00:00+00:00,16.75,17.0,16.5,4.289109230041504,23100,0.0,
1997-02-12 00:00:00+00:00,16.75,17.25,16.75,4.257572174072266,7400,0.0,
1997-02-13 00:00:00+00:00,17.375,17.5,17.0,4.289109230041504,56200,0.0,
1997-02-14 00:00:00+00:00,16.875,16.875,16.5,4.194498062133789,47000,0.0,
1997-02-18 00:00:00+00:00,16.625,16.75,16.25,4.131423473358154,17200,0.0,
1997-02-19 00:00:00+00:00,16.25,16.5,16.25,4.099886417388916,20700,0.0,
1997-02-20 00:00:00+00:00,16.125,16.125,16.125,4.068347930908203,400,0.0,
1997-02-21 00:00:00+00:00,16.125,16.5,16.125,4.099886417388916,578400,0.0,
1997-02-24 00:00:00+00:00,16.5,17.0,16.4375,4.289109230041504,46000,0.0,
1997-02-25 00:00:00+00:00,17.125,17.375,17.0,4.289109230041504,4000,0.0,
1997-02-26 00:00:00+00:00,17.5,17.5,17.0,4.383723258972168,1300,0.0,
1997-02-27 00:00:00+00:00,17.0,17.375,16.875,4.257572174072266,26100,0.0,
1997-02-28 00:00:00+00:00,16.875,17.0,16.875,4.289109230041504,12300,0.0,
1997-03-03 00:00:00+00:00,17.25,17.25,16.875,4.257572174072266,9400,0.0,
1997-03-04 00:00:00+00:00,17.25,17.25,16.875,4.289109230041504,22800,0.0,
1997-03-05 00:00:00+00:00,17.25,17.625,17.125,4.446799755096436,23700,0.0,
1997-03-06 00:00:00+00:00,17.25,18.0,17.25,4.54141092300415,12400,0.0,
1997-03-07 00:00:00+00:00,18.25,20.5,18.25,4.982938766479492,388500,0.0,
1997-03-10 00:00:00+00:00,19.75,20.0,18.75,4.825250625610352,128400,0.0,
1997-03-11 00:00:00+00:00,19.125,19.5,19.0,4.919859886169434,161400,0.0,
1997-03-12 00:00:00+00:00,19.625,19.625,19.125,4.856788158416748,48600,0.0,
1997-03-13 00:00:00+00:00,19.125,19.125,18.75,4.793712139129639,10800,0.0,
1997-03-14 00:00:00+00:00,19.125,19.125,18.5,4.667561531066895,32200,0.0,
1997-03-17 00:00:00+00:00,18.625,18.625,18.125,4.604485511779785,10100,0.0,
1997-03-18 00:00:00+00:00,18.4375,18.4375,18.25,4.604485511779785,1300,0.0,
1997-03-19 00:00:00+00:00,18.125,18.125,17.625,4.446799755096436,8200,0.0,
1997-03-20 00:00:00+00:00,17.5,17.875,17.5,4.478335857391357,4700,0.0,
1997-03-21 00:00:00+00:00,17.75,18.25,17.75,4.54141092300415,34700,0.0,
1997-03-24 00:00:00+00:00,18.125,18.375,18.125,4.604485511779785,5600,0.0,
1997-03-25 00:00:00+00:00,18.25,18.625,18.0,4.636023998260498,10100,0.0,
1997-03-26 00:00:00+00:00,18.125,18.125,17.875,4.50987434387207,16500,0.0,
1997-03-27 00:00:00+00:00,17.875,18.25,17.875,4.604485511779785,58300,0.0,
1997-03-31 00:00:00+00:00,18.25,18.25,17.875,4.572948455810547,19700,0.0,
1997-04-01 00:00:00+00:00,18.25,18.25,17.75,4.478335857391357,4500,0.0,
1997-04-02 00:00:00+00:00,17.625,18.0,17.375,4.415262222290039,29200,0.0,
1997-04-03 00:00:00+00:00,17.25,17.25,16.875,4.289109230041504,172800,0.0,
1997-04-04 00:00:00+00:00,17.0,17.125,16.875,4.289109230041504,172800,0.0,
1997-04-07 00:00:00+00:00,17.125,17.25,17.0,4.352189064025879,41600,0.0,
1997-04-08 00:00:00+00:00,17.75,18.875,17.0,4.762174606323242,10600,0.0,
1997-04-09 00:00:00+00:00,19.0,19.5,19.0,4.793712139129639,27800,0.0,
1997-04-10 00:00:00+00:00,18.625,18.625,17.75,4.478335857391357,16800,0.0,
1997-04-11 00:00:00+00:00,17.125,17.125,16.0,4.052580833435059,78500,0.0,
1997-04-14 00:00:00+00:00,16.25,16.25,15.0,4.03680944442749,69000,0.0,
1997-04-15 00:00:00+00:00,16.125,16.75,16.0,4.162962913513184,27600,0.0,
1997-04-16 00:00:00+00:00,17.0,17.0,16.5,4.194498062133789,46100,0.0,
1997-04-17 00:00:00+00:00,16.5,16.5,16.125,4.131423473358154,18900,0.0,
1997-04-18 00:00:00+00:00,16.375,16.625,16.0,4.099886417388916,45100,0.0,
1997-04-21 00:00:00+00:00,16.75,16.75,16.25,4.099886417388916,2800,0.0,
1997-04-22 00:00:00+00:00,16.25,17.25,16.25,4.289109230041504,7900,0.0,
1997-04-23 00:00:00+00:00,17.0,17.75,17.0,4.478335857391357,5600,0.0,
1997-04-24 00:00:00+00:00,17.25,17.25,17.25,4.352189064025879,3600,0.0,
1997-04-25 00:00:00+00:00,17.5,18.25,17.5,4.54141092300415,56700,0.0,
1997-04-28 00:00:00+00:00,18.0,18.0,17.75,4.50987434387207,9500,0.0,
1997-04-29 00:00:00+00:00,17.75,18.25,17.75,4.50987434387207,33800,0.0,
1997-04-30 00:00:00+00:00,17.25,17.75,17.25,4.478335857391357,1400,0.0,
1997-05-01 00:00:00+00:00,17.375,17.5,17.25,4.352189064025879,16200,0.0,
1997-05-02 00:00:00+00:00,17.25,18.0,17.125,4.320647716522217,65100,0.0,
1997-05-05 00:00:00+00:00,17.0,17.625,17.0,4.446799755096436,13000,0.0,
1997-05-06 00:00:00+00:00,17.625,18.125,17.625,4.534943103790283,28100,0.22,
1997-05-07 00:00:00+00:00,17.75,17.75,17.75,4.534943103790283,200,0.0,
1997-05-08 00:00:00+00:00,17.75,17.75,17.5,4.471072196960449,3000,0.0,
1997-05-09 00:00:00+00:00,17.75,17.75,17.25,4.407199382781982,5100,0.0,
1997-05-12 00:00:00+00:00,16.75,17.5,16.75,4.471072196960449,36200,0.0,
1997-05-13 00:00:00+00:00,17.375,17.625,17.0,4.407199382781982,2273200,0.0,
1997-05-14 00:00:00+00:00,17.25,17.625,17.25,4.407199382781982,546200,0.0,
1997-05-15 00:00:00+00:00,17.625,17.625,17.25,4.439132690429688,344800,0.0,
1997-05-16 00:00:00+00:00,17.5,17.5,17.25,4.407199382781982,203400,0.0,
1997-05-19 00:00:00+00:00,17.25,17.375,17.25,4.407199382781982,201500,0.0,
1997-05-20 00:00:00+00:00,17.25,17.5,17.25,4.471072196960449,189700,0.0,
1997-05-21 00:00:00+00:00,17.375,17.625,17.375,4.439132690429688,78200,0.0,
1997-05-22 00:00:00+00:00,17.375,17.625,17.375,4.471072196960449,37300,0.0,
1997-05-23 00:00:00+00:00,17.375,17.625,17.375,4.439132690429688,29500,0.0,
1997-05-27 00:00:00+00:00,17.25,17.375,17.25,4.439132690429688,15700,0.0,
1997-05-28 00:00:00+00:00,17.25,17.5,17.25,4.471072196960449,151400,0.0,
1997-05-29 00:00:00+00:00,17.375,17.375,17.25,4.407199382781982,43400,0.0,
1997-05-30 00:00:00+00:00,17.25,17.5,17.25,4.471072196960449,118900,0.0,
1997-06-02 00:00:00+00:00,17.625,17.75,17.5,4.503006935119629,175200,0.0,
1997-06-03 00:00:00+00:00,17.625,17.625,17.375,4.439132690429688,120000,0.0,
1997-06-04 00:00:00+00:00,17.4375,17.5,17.25,4.439132690429688,38600,0.0,
1997-06-05 00:00:00+00:00,17.375,17.625,17.25,4.439132690429688,118600,0.0,
1997-06-06 00:00:00+00:00,17.5,19.0,17.375,4.806398868560791,158300,0.0,
1997-06-09 00:00:00+00:00,18.75,19.0,18.25,4.7744646072387695,117100,0.0,
1997-06-10 00:00:00+00:00,19.25,20.25,18.75,5.045923233032227,210300,0.0,
1997-06-11 00:00:00+00:00,19.5,20.0,19.25,5.077857971191406,157600,0.0,
1997-06-12 00:00:00+00:00,19.75,20.0,19.75,5.077857971191406,29400,0.0,
1997-06-13 00:00:00+00:00,20.125,21.125,19.75,5.141730308532715,103100,0.0,
1997-06-16 00:00:00+00:00,19.875,20.125,19.75,5.109795093536377,93500,0.0,
1997-06-17 00:00:00+00:00,19.625,19.875,19.625,5.013986587524414,30600,0.0,
1997-06-18 00:00:00+00:00,19.5,19.75,18.75,4.854304313659668,56000,0.0,
1997-06-19 00:00:00+00:00,19.125,19.875,19.125,5.077857971191406,50400,0.0,
1997-06-20 00:00:00+00:00,19.625,19.9375,19.5,5.061888217926025,15600,0.0,
1997-06-23 00:00:00+00:00,19.5,19.75,19.0,4.854304313659668,31800,0.0,
1997-06-24 00:00:00+00:00,18.75,19.5,18.75,4.854304313659668,6000,0.0,
1997-06-25 00:00:00+00:00,19.0,19.5,19.0,4.854304313659668,22200,0.0,
1997-06-26 00:00:00+00:00,19.0,19.0,18.0,4.694622993469238,133800,0.0,
1997-06-27 00:00:00+00:00,18.5,18.75,18.125,4.726560115814209,13400,0.0,
1997-06-30 00:00:00+00:00,18.625,19.125,18.25,4.886241436004639,36300,0.0,
1997-07-01 00:00:00+00:00,19.125,19.125,18.75,4.886241436004639,14900,0.0,
1997-07-02 00:00:00+00:00,19.25,19.25,18.875,4.918178081512451,23100,0.0,
1997-07-03 00:00:00+00:00,18.875,19.625,18.875,4.982047080993652,11100,0.0,
1997-07-07 00:00:00+00:00,19.6875,19.75,18.25,4.854304313659668,31300,0.0,
1997-07-08 00:00:00+00:00,18.75,19.25,18.75,4.918178081512451,61900,0.0,
1997-07-09 00:00:00+00:00,19.0,19.75,18.625,5.045923233032227,32500,0.0,
1997-07-10 00:00:00+00:00,19.75,20.0,19.25,5.045923233032227,21200,0.0,
1997-07-11 00:00:00+00:00,19.375,19.75,19.375,5.045923233032227,2200,0.0,
1997-07-14 00:00:00+00:00,19.375,19.5,18.875,4.822368621826172,19000,0.0,
1997-07-15 00:00:00+00:00,18.875,19.0,18.375,4.822368621826172,26700,0.0,
1997-07-16 00:00:00+00:00,18.875,18.875,18.5,4.742530345916748,5100,0.0,
1997-07-17 00:00:00+00:00,18.5,18.875,18.5,4.806398868560791,33300,0.0,
1997-07-18 00:00:00+00:00,18.375,18.5625,18.0,4.662685871124268,7500,0.0,
1997-07-21 00:00:00+00:00,18.4375,18.5,18.25,4.726560115814209,7300,0.0,
1997-07-22 00:00:00+00:00,18.25,18.25,17.75,4.598814487457275,16600,0.0,
1997-07-23 00:00:00+00:00,18.375,18.5,17.75,4.534943103790283,17100,0.0,
1997-07-24 00:00:00+00:00,17.75,18.25,17.0,4.662685871124268,86700,0.0,
1997-07-25 00:00:00+00:00,18.75,20.0,18.75,4.982047080993652,31900,0.0,
1997-07-28 00:00:00+00:00,19.75,20.25,19.375,5.045923233032227,67400,0.0,
1997-07-29 00:00:00+00:00,19.875,20.0,19.125,4.886241436004639,25400,0.0,
1997-07-30 00:00:00+00:00,19.5,19.5,18.625,4.822368621826172,19100,0.0,
1997-07-31 00:00:00+00:00,18.625,18.875,18.375,4.822368621826172,7500,0.0,
1997-08-01 00:00:00+00:00,18.375,18.75,18.125,4.790433883666992,30800,0.0,
1997-08-04 00:00:00+00:00,18.75,18.875,18.125,4.790433883666992,26900,0.0,
1997-08-05 00:00:00+00:00,18.875,19.375,18.25,4.950113296508789,11000,0.0,
1997-08-06 00:00:00+00:00,19.0,19.5,18.875,4.950113296508789,7100,0.0,
1997-08-07 00:00:00+00:00,19.625,19.625,18.625,4.75849723815918,44500,0.0,
