date,AIM_Open,AIM_High,AIM_Low,AIM_Close,AIM_Volume,AIM_Dividends,AIM_Stock Splits
1996-10-01 00:00:00+00:00,1815.0,1815.0,1782.0,1782.0,117,,
1996-10-02 00:00:00+00:00,1782.0,1815.0,1782.0,1782.0,477,,
1996-10-03 00:00:00+00:00,1782.0,1815.0,1782.0,1782.0,397,,
1996-10-04 00:00:00+00:00,1782.0,1815.0,1716.0,1782.0,1185,,
1996-10-07 00:00:00+00:00,1782.0,1831.5,1782.0,1815.0,765,,
1996-10-08 00:00:00+00:00,1848.0,2145.0,1831.5,2112.0,987,,
1996-10-09 00:00:00+00:00,2112.0,2244.0,2046.0,2178.0,670,,
1996-10-10 00:00:00+00:00,2244.0,2409.0,2145.0,2392.5,710,,
1996-10-11 00:00:00+00:00,2392.5,2541.0,2260.5,2475.0,610,,
1996-10-14 00:00:00+00:00,2442.0,2475.0,2277.0,2310.0,398,,
1996-10-15 00:00:00+00:00,2310.0,2343.0,2013.0,2013.0,456,,
1996-10-16 00:00:00+00:00,2112.0,2244.0,1980.0,2211.0,127,,
1996-10-17 00:00:00+00:00,2211.0,2211.0,2079.0,2095.5,161,,
1996-10-18 00:00:00+00:00,2178.0,2178.0,2046.0,2178.0,169,,
1996-10-21 00:00:00+00:00,2244.0,2277.0,2079.0,2079.0,179,,
1996-10-22 00:00:00+00:00,2145.0,2161.5,2046.0,2079.0,179,,
1996-10-23 00:00:00+00:00,2046.0,2145.0,2046.0,2145.0,110,,
1996-10-24 00:00:00+00:00,2079.0,2161.5,2079.0,2112.0,205,,
1996-10-25 00:00:00+00:00,2112.0,2277.0,2112.0,2211.0,219,,
1996-10-28 00:00:00+00:00,2178.0,2244.0,2112.0,2145.0,214,,
1996-10-29 00:00:00+00:00,2211.0,2211.0,2046.0,2046.0,84,,
1996-10-30 00:00:00+00:00,2046.0,2145.0,2046.0,2046.0,169,,
1996-10-31 00:00:00+00:00,2112.0,2112.0,1980.0,2013.0,216,,
1996-11-01 00:00:00+00:00,2079.0,2079.0,1864.5,1930.5,184,,
1996-11-04 00:00:00+00:00,1848.0,1947.0,1815.0,1848.0,100,,
1996-11-05 00:00:00+00:00,1815.0,1848.0,1650.0,1683.0,190,,
1996-11-06 00:00:00+00:00,1683.0,1782.0,1683.0,1683.0,54,,
1996-11-07 00:00:00+00:00,1716.0,1782.0,1683.0,1749.0,40,,
1996-11-08 00:00:00+00:00,1782.0,1881.0,1749.0,1749.0,105,,
1996-11-11 00:00:00+00:00,1765.5,1782.0,1666.5,1683.0,169,,
1996-11-12 00:00:00+00:00,1716.0,1749.0,1683.0,1749.0,21,,
1996-11-13 00:00:00+00:00,1782.0,1782.0,1650.0,1683.0,102,,
1996-11-14 00:00:00+00:00,1683.0,1782.0,1683.0,1749.0,102,,
1996-11-15 00:00:00+00:00,1782.0,1782.0,1650.0,1666.5,177,,
1996-11-18 00:00:00+00:00,1699.5,1749.0,1666.5,1666.5,64,,
1996-11-19 00:00:00+00:00,1749.0,1749.0,1666.5,1666.5,58,,
1996-11-20 00:00:00+00:00,1716.0,1716.0,1221.0,1221.0,804,,
1996-11-21 00:00:00+00:00,1270.5,1419.0,1254.0,1320.0,106,,
1996-11-22 00:00:00+00:00,1386.0,1617.0,1353.0,1551.0,186,,
1996-11-25 00:00:00+00:00,1452.0,1452.0,1287.0,1386.0,155,,
1996-11-26 00:00:00+00:00,1452.0,1485.0,1320.0,1386.0,134,,
1996-11-27 00:00:00+00:00,1386.0,1815.0,1386.0,1782.0,184,,
1996-11-29 00:00:00+00:00,1914.0,1914.0,1782.0,1848.0,229,,
1996-12-02 00:00:00+00:00,1848.0,1848.0,1765.5,1782.0,131,,
1996-12-03 00:00:00+00:00,1798.5,1815.0,1765.5,1798.5,216,,
1996-12-04 00:00:00+00:00,1782.0,1848.0,1534.5,1584.0,162,,
1996-12-05 00:00:00+00:00,1551.0,2046.0,1518.0,1980.0,399,,
1996-12-06 00:00:00+00:00,1963.5,2013.0,1848.0,2013.0,119,,
1996-12-09 00:00:00+00:00,2013.0,2013.0,1815.0,1831.5,69,,
1996-12-10 00:00:00+00:00,1765.5,1831.5,1716.0,1749.0,41,,
1996-12-11 00:00:00+00:00,1798.5,1815.0,1765.5,1798.5,55,,
1996-12-12 00:00:00+00:00,1749.0,1815.0,1732.5,1732.5,67,,
1996-12-13 00:00:00+00:00,1683.0,1765.5,1551.0,1650.0,262,,
1996-12-16 00:00:00+00:00,1650.0,1716.0,1633.5,1650.0,33,,
1996-12-17 00:00:00+00:00,1600.5,1617.0,1485.0,1518.0,112,,
1996-12-18 00:00:00+00:00,1452.0,1551.0,1452.0,1485.0,41,,
1996-12-19 00:00:00+00:00,1485.0,1551.0,1419.0,1419.0,70,,
1996-12-20 00:00:00+00:00,1452.0,1452.0,1287.0,1287.0,252,,
1996-12-23 00:00:00+00:00,1254.0,1353.0,1122.0,1287.0,334,,
1996-12-24 00:00:00+00:00,1287.0,1386.0,1287.0,1386.0,24,,
1996-12-26 00:00:00+00:00,1386.0,1419.0,1188.0,1254.0,216,,
1996-12-27 00:00:00+00:00,1221.0,1221.0,1089.0,1089.0,133,,
1996-12-30 00:00:00+00:00,1089.0,1320.0,1089.0,1188.0,289,,
1996-12-31 00:00:00+00:00,1122.0,1287.0,1122.0,1188.0,122,,
1997-01-02 00:00:00+00:00,1254.0,1320.0,1221.0,1221.0,60,,
1997-01-03 00:00:00+00:00,1221.0,1287.0,1188.0,1188.0,94,,
1997-01-06 00:00:00+00:00,1221.0,1221.0,1138.5,1138.5,133,,
1997-01-07 00:00:00+00:00,1155.0,1188.0,1155.0,1188.0,20,,
1997-01-08 00:00:00+00:00,1171.5,1171.5,1155.0,1171.5,33,,
1997-01-09 00:00:00+00:00,1155.0,1171.5,1155.0,1155.0,44,,
1997-01-10 00:00:00+00:00,1155.0,1188.0,1122.0,1171.5,97,,
1997-01-13 00:00:00+00:00,1155.0,1287.0,1023.0,1155.0,439,,
1997-01-14 00:00:00+00:00,1221.0,1221.0,1023.0,1056.0,185,,
1997-01-15 00:00:00+00:00,1105.5,1122.0,1023.0,1089.0,98,,
1997-01-16 00:00:00+00:00,1089.0,1089.0,1023.0,1056.0,99,,
1997-01-17 00:00:00+00:00,1023.0,1122.0,1023.0,1122.0,60,,
1997-01-20 00:00:00+00:00,1056.0,1089.0,990.0,1056.0,136,,
1997-01-21 00:00:00+00:00,1056.0,1138.5,1056.0,1089.0,75,,
1997-01-22 00:00:00+00:00,1138.5,1254.0,1122.0,1221.0,99,,
1997-01-23 00:00:00+00:00,1287.0,1402.5,1221.0,1221.0,151,,
1997-01-24 00:00:00+00:00,1254.0,1254.0,1138.5,1138.5,57,,
1997-01-27 00:00:00+00:00,1138.5,1204.5,1138.5,1138.5,36,,
1997-01-28 00:00:00+00:00,1122.0,1122.0,1039.5,1039.5,40,,
1997-01-29 00:00:00+00:00,1056.0,1122.0,1047.75,1089.0,107,,
1997-01-30 00:00:00+00:00,1039.5,1089.0,940.5,1056.0,192,,
1997-01-31 00:00:00+00:00,1056.0,1089.0,973.5,1039.5,55,,
1997-02-03 00:00:00+00:00,1056.0,1221.0,1056.0,1171.5,256,,
1997-02-04 00:00:00+00:00,1138.5,1138.5,1072.5,1089.0,30,,
1997-02-05 00:00:00+00:00,1089.0,1138.5,1056.0,1138.5,107,,
1997-02-06 00:00:00+00:00,1155.0,1171.5,1089.0,1122.0,148,,
1997-02-07 00:00:00+00:00,1188.0,1221.0,1155.0,1221.0,119,,
1997-02-10 00:00:00+00:00,1155.0,1171.5,1105.5,1105.5,55,,
1997-02-11 00:00:00+00:00,1122.0,1155.0,1105.5,1155.0,25,,
1997-02-12 00:00:00+00:00,1155.0,1155.0,1072.5,1089.0,61,,
1997-02-13 00:00:00+00:00,1089.0,1155.0,1089.0,1122.0,137,,
1997-02-14 00:00:00+00:00,1105.5,1122.0,1089.0,1089.0,67,,
1997-02-18 00:00:00+00:00,1122.0,1122.0,1089.0,1105.5,44,,
1997-02-19 00:00:00+00:00,1122.0,1122.0,1072.5,1072.5,168,,
1997-02-20 00:00:00+00:00,1072.5,1122.0,1056.0,1089.0,104,,
1997-02-21 00:00:00+00:00,1089.0,1122.0,1072.5,1072.5,161,,
1997-02-24 00:00:00+00:00,1089.0,1089.0,1039.5,1039.5,49,,
1997-02-25 00:00:00+00:00,1122.0,1122.0,1056.0,1056.0,133,,
1997-02-26 00:00:00+00:00,1089.0,1105.5,1056.0,1105.5,238,,
1997-02-27 00:00:00+00:00,1089.0,1089.0,1072.5,1072.5,427,,
1997-02-28 00:00:00+00:00,1056.0,1080.75,1056.0,1072.5,149,,
1997-03-03 00:00:00+00:00,1072.5,1072.5,1056.0,1072.5,155,,
1997-03-04 00:00:00+00:00,1056.0,1122.0,1056.0,1089.0,955,,
1997-03-05 00:00:00+00:00,1089.0,1089.0,1056.0,1089.0,71,,
1997-03-06 00:00:00+00:00,1105.5,1122.0,1039.5,1122.0,804,,
1997-03-07 00:00:00+00:00,1353.0,1485.0,1287.0,1353.0,3285,,
1997-03-10 00:00:00+00:00,1493.25,1881.0,1427.25,1666.5,4200,,
1997-03-11 00:00:00+00:00,1848.0,1864.5,1617.0,1666.5,1019,,
1997-03-12 00:00:00+00:00,1732.5,1749.0,1600.5,1716.0,1133,,
1997-03-13 00:00:00+00:00,1699.5,1864.5,1683.0,1782.0,640,,
1997-03-14 00:00:00+00:00,1798.5,1815.0,1716.0,1782.0,393,,
1997-03-17 00:00:00+00:00,1815.0,1815.0,1716.0,1716.0,348,,
1997-03-18 00:00:00+00:00,1732.5,1749.0,1567.5,1600.5,300,,
1997-03-19 00:00:00+00:00,1666.5,1683.0,1584.0,1584.0,327,,
1997-03-20 00:00:00+00:00,1617.0,1683.0,1584.0,1650.0,224,,
1997-03-21 00:00:00+00:00,1633.5,1666.5,1584.0,1600.5,321,,
1997-03-24 00:00:00+00:00,1716.0,1815.0,1683.0,1815.0,350,,
1997-03-25 00:00:00+00:00,1798.5,1815.0,1617.0,1683.0,236,,
1997-03-26 00:00:00+00:00,1650.0,1749.0,1650.0,1716.0,205,,
1997-03-27 00:00:00+00:00,1716.0,1732.5,1650.0,1699.5,113,,
1997-03-31 00:00:00+00:00,1699.5,1716.0,1584.0,1584.0,179,,
1997-04-01 00:00:00+00:00,1650.0,1666.5,1551.0,1617.0,156,,
1997-04-02 00:00:00+00:00,1617.0,1650.0,1534.5,1567.5,129,,
1997-04-03 00:00:00+00:00,1567.5,1617.0,1534.5,1567.5,112,,
1997-04-04 00:00:00+00:00,1567.5,1567.5,1485.0,1518.0,105,,
1997-04-07 00:00:00+00:00,1518.0,1567.5,1452.0,1518.0,175,,
1997-04-08 00:00:00+00:00,1518.0,1518.0,1468.5,1501.5,79,,
1997-04-09 00:00:00+00:00,1584.0,1650.0,1584.0,1633.5,262,,
1997-04-10 00:00:00+00:00,1633.5,1633.5,1551.0,1584.0,129,,
1997-04-11 00:00:00+00:00,1567.5,1584.0,1452.0,1452.0,135,,
1997-04-14 00:00:00+00:00,1518.0,1518.0,1435.5,1452.0,156,,
1997-04-15 00:00:00+00:00,1485.0,1501.5,1402.5,1435.5,200,,
1997-04-16 00:00:00+00:00,1402.5,1782.0,1402.5,1716.0,549,,
1997-04-17 00:00:00+00:00,1749.0,2211.0,1749.0,2013.0,2105,,
1997-04-18 00:00:00+00:00,2079.0,2128.5,1848.0,1914.0,578,,
1997-04-21 00:00:00+00:00,1980.0,2046.0,1782.0,1963.5,261,,
1997-04-22 00:00:00+00:00,1963.5,1980.0,1881.0,1914.0,82,,
1997-04-23 00:00:00+00:00,1947.0,1947.0,1749.0,1815.0,60,,
1997-04-24 00:00:00+00:00,1815.0,1881.0,1716.0,1815.0,142,,
1997-04-25 00:00:00+00:00,1848.0,1848.0,1699.5,1699.5,94,,
1997-04-28 00:00:00+00:00,1699.5,1716.0,1617.0,1617.0,229,,
1997-04-29 00:00:00+00:00,1617.0,1650.0,1567.5,1617.0,395,,
1997-04-30 00:00:00+00:00,1617.0,1947.0,1617.0,1881.0,226,,
1997-05-01 00:00:00+00:00,1897.5,2046.0,1848.0,2013.0,192,,
1997-05-02 00:00:00+00:00,2046.0,2145.0,1947.0,1947.0,311,,
1997-05-05 00:00:00+00:00,2013.0,2079.0,1947.0,2029.5,104,,
1997-05-06 00:00:00+00:00,1996.5,2128.5,1996.5,2112.0,440,,
1997-05-07 00:00:00+00:00,2112.0,2194.5,1782.0,1914.0,423,,
1997-05-08 00:00:00+00:00,1914.0,1914.0,1782.0,1815.0,121,,
1997-05-09 00:00:00+00:00,1848.0,1864.5,1782.0,1848.0,123,,
1997-05-12 00:00:00+00:00,1815.0,1848.0,1567.5,1584.0,377,,
1997-05-13 00:00:00+00:00,1650.0,1815.0,1567.5,1782.0,201,,
1997-05-14 00:00:00+00:00,1782.0,1914.0,1782.0,1798.5,85,,
1997-05-15 00:00:00+00:00,1831.5,1848.0,1683.0,1683.0,173,,
1997-05-16 00:00:00+00:00,1749.0,1798.5,1584.0,1683.0,254,,
1997-05-19 00:00:00+00:00,1650.0,1716.0,1600.5,1650.0,34,,
1997-05-20 00:00:00+00:00,1600.5,1650.0,1584.0,1617.0,130,,
1997-05-21 00:00:00+00:00,1650.0,1650.0,1567.5,1617.0,279,,
1997-05-22 00:00:00+00:00,1584.0,1650.0,1567.5,1633.5,160,,
1997-05-23 00:00:00+00:00,1617.0,1650.0,1584.0,1633.5,243,,
1997-05-27 00:00:00+00:00,1633.5,1633.5,1567.5,1567.5,160,,
1997-05-28 00:00:00+00:00,1600.5,1600.5,1584.0,1584.0,121,,
1997-05-29 00:00:00+00:00,1600.5,1600.5,1567.5,1584.0,154,,
1997-05-30 00:00:00+00:00,1600.5,1600.5,1567.5,1600.5,38,,
1997-06-02 00:00:00+00:00,1600.5,1600.5,1567.5,1584.0,34,,
1997-06-03 00:00:00+00:00,1567.5,1600.5,1567.5,1584.0,42,,
1997-06-04 00:00:00+00:00,1584.0,1600.5,1518.0,1518.0,67,,
1997-06-05 00:00:00+00:00,1584.0,1584.0,1518.0,1518.0,56,,
1997-06-06 00:00:00+00:00,1518.0,1534.5,1435.5,1468.5,207,,
1997-06-09 00:00:00+00:00,1534.5,1534.5,1452.0,1452.0,167,,
1997-06-10 00:00:00+00:00,1468.5,1468.5,1419.0,1468.5,166,,
1997-06-11 00:00:00+00:00,1452.0,1468.5,1452.0,1468.5,13,,
1997-06-12 00:00:00+00:00,1435.5,1468.5,1435.5,1452.0,159,,
1997-06-13 00:00:00+00:00,1468.5,1468.5,1435.5,1452.0,210,,
1997-06-16 00:00:00+00:00,1452.0,1501.5,1452.0,1468.5,108,,
1997-06-17 00:00:00+00:00,1485.0,1485.0,1336.5,1336.5,217,,
1997-06-18 00:00:00+00:00,1320.0,1386.0,1303.5,1353.0,116,,
1997-06-19 00:00:00+00:00,1353.0,1402.5,1320.0,1369.5,124,,
1997-06-20 00:00:00+00:00,1452.0,1452.0,1402.5,1435.5,81,,
1997-06-23 00:00:00+00:00,1452.0,1518.0,1386.0,1452.0,92,,
1997-06-24 00:00:00+00:00,1468.5,1468.5,1402.5,1402.5,96,,
1997-06-25 00:00:00+00:00,1419.0,1468.5,1402.5,1468.5,26,,
1997-06-26 00:00:00+00:00,1501.5,1650.0,1501.5,1567.5,279,,
1997-06-27 00:00:00+00:00,1600.5,1600.5,1534.5,1600.5,294,,
1997-06-30 00:00:00+00:00,1600.5,1650.0,1534.5,1584.0,222,,
1997-07-01 00:00:00+00:00,1584.0,1666.5,1567.5,1633.5,190,,
1997-07-02 00:00:00+00:00,1633.5,1633.5,1567.5,1584.0,106,,
1997-07-03 00:00:00+00:00,1584.0,1584.0,1567.5,1567.5,47,,
1997-07-07 00:00:00+00:00,1584.0,1584.0,1534.5,1534.5,22,,
1997-07-08 00:00:00+00:00,1518.0,1551.0,1402.5,1419.0,74,,
1997-07-09 00:00:00+00:00,1518.0,1518.0,1353.0,1386.0,214,,
1997-07-10 00:00:00+00:00,1452.0,1452.0,1320.0,1336.5,201,,
1997-07-11 00:00:00+00:00,1369.5,1369.5,1336.5,1336.5,90,,
1997-07-14 00:00:00+00:00,1369.5,1419.0,1353.0,1386.0,104,,
1997-07-15 00:00:00+00:00,1452.0,1452.0,1386.0,1452.0,26,,
1997-07-16 00:00:00+00:00,1518.0,1584.0,1435.5,1584.0,84,,
1997-07-17 00:00:00+00:00,1551.0,1617.0,1551.0,1617.0,96,,
1997-07-18 00:00:00+00:00,1551.0,1617.0,1551.0,1551.0,34,,
1997-07-21 00:00:00+00:00,1584.0,1617.0,1551.0,1567.5,68,,
1997-07-22 00:00:00+00:00,1567.5,1584.0,1518.0,1534.5,34,,
1997-07-23 00:00:00+00:00,1567.5,1567.5,1452.0,1518.0,72,,
1997-07-24 00:00:00+00:00,1501.5,1584.0,1501.5,1518.0,91,,
1997-07-25 00:00:00+00:00,1501.5,1534.5,1485.0,1518.0,54,,
1997-07-28 00:00:00+00:00,1501.5,1551.0,1485.0,1485.0,92,,
1997-07-29 00:00:00+00:00,1518.0,1584.0,1518.0,1584.0,61,,
1997-07-30 00:00:00+00:00,1584.0,1584.0,1452.0,1452.0,156,,
1997-07-31 00:00:00+00:00,1485.0,1518.0,1419.0,1452.0,79,,
1997-08-01 00:00:00+00:00,1452.0,1518.0,1452.0,1468.5,57,,
1997-08-04 00:00:00+00:00,1452.0,1468.5,1435.5,1435.5,44,,
1997-08-05 00:00:00+00:00,1468.5,1468.5,1419.0,1435.5,75,,
1997-08-06 00:00:00+00:00,1452.0,1617.0,1435.5,1584.0,125,,
1997-08-07 00:00:00+00:00,1617.0,1650.0,1567.5,1600.5,156,,
1997-08-08 00:00:00+00:00,1633.5,1633.5,1584.0,1584.0,55,,
1997-08-11 00:00:00+00:00,1584.0,1600.5,1567.5,1600.5,43,,
1997-08-12 00:00:00+00:00,1584.0,1584.0,1534.5,1534.5,91,,
1997-08-13 00:00:00+00:00,1567.5,1567.5,1518.0,1518.0,60,,
1997-08-14 00:00:00+00:00,1518.0,1551.0,1518.0,1534.5,73,,
1997-08-15 00:00:00+00:00,1534.5,1534.5,1501.5,1534.5,161,,
1997-08-18 00:00:00+00:00,1518.0,1617.0,1518.0,1617.0,173,,
1997-08-19 00:00:00+00:00,1584.0,1600.5,1551.0,1584.0,81,,
1997-08-20 00:00:00+00:00,1584.0,1584.0,1501.5,1584.0,93,,
1997-08-21 00:00:00+00:00,1600.5,1600.5,1534.5,1551.0,46,,
1997-08-22 00:00:00+00:00,1534.5,1600.5,1518.0,1600.5,119,,
1997-08-25 00:00:00+00:00,1600.5,1600.5,1534.5,1534.5,33,,
1997-08-26 00:00:00+00:00,1567.5,1567.5,1501.5,1534.5,162,,
1997-08-27 00:00:00+00:00,1518.0,1567.5,1518.0,1567.5,85,,
1997-08-28 00:00:00+00:00,1551.0,1617.0,1551.0,1584.0,181,,
1997-08-29 00:00:00+00:00,1551.0,1600.5,1551.0,1584.0,42,,
1997-09-02 00:00:00+00:00,1600.5,1650.0,1584.0,1600.5,216,,
1997-09-03 00:00:00+00:00,1600.5,1798.5,1584.0,1798.5,647,,
1997-09-04 00:00:00+00:00,1798.5,2029.5,1782.0,1947.0,715,,
1997-09-05 00:00:00+00:00,1980.0,2013.0,1716.0,1716.0,412,,
1997-09-08 00:00:00+00:00,1716.0,1881.0,1716.0,1831.5,206,,
1997-09-09 00:00:00+00:00,1864.5,1930.5,1798.5,1914.0,299,,
1997-09-10 00:00:00+00:00,1930.5,1947.0,1881.0,1881.0,109,,
1997-09-11 00:00:00+00:00,1930.5,1930.5,1848.0,1848.0,138,,
1997-09-12 00:00:00+00:00,1848.0,1980.0,1848.0,1947.0,107,,
1997-09-15 00:00:00+00:00,1980.0,2029.5,1947.0,1980.0,80,,
1997-09-16 00:00:00+00:00,1980.0,2046.0,1914.0,2013.0,277,,
1997-09-17 00:00:00+00:00,2046.0,2062.5,2013.0,2046.0,371,,
1997-09-18 00:00:00+00:00,2013.0,2046.0,1980.0,1980.0,149,,
1997-09-19 00:00:00+00:00,1980.0,1996.5,1947.0,1947.0,132,,
1997-09-22 00:00:00+00:00,1996.5,2112.0,1980.0,2046.0,485,,
1997-09-23 00:00:00+00:00,2079.0,2128.5,2046.0,2095.5,708,,
1997-09-24 00:00:00+00:00,2095.5,2277.0,2046.0,2260.5,967,,
1997-09-25 00:00:00+00:00,2244.0,2541.0,2244.0,2541.0,1338,,
1997-09-26 00:00:00+00:00,2574.0,2706.0,2508.0,2640.0,1434,,
1997-09-29 00:00:00+00:00,2607.0,2706.0,2442.0,2442.0,1284,,
1997-09-30 00:00:00+00:00,2376.0,2442.0,2178.0,2442.0,1141,,
1997-10-01 00:00:00+00:00,2409.0,2590.5,2409.0,2541.0,431,,
1997-10-02 00:00:00+00:00,2574.0,2607.0,2508.0,2541.0,207,,
1997-10-03 00:00:00+00:00,2508.0,2574.0,2409.0,2475.0,493,,
1997-10-06 00:00:00+00:00,2541.0,2607.0,2442.0,2475.0,273,,
1997-10-07 00:00:00+00:00,2574.0,2574.0,2376.0,2442.0,96,,
1997-10-08 00:00:00+00:00,2376.0,2442.0,2343.0,2343.0,173,,
1997-10-09 00:00:00+00:00,2277.0,2376.0,2211.0,2211.0,116,,
1997-10-10 00:00:00+00:00,2277.0,2409.0,2244.0,2409.0,55,,
1997-10-13 00:00:00+00:00,2442.0,2475.0,2310.0,2409.0,45,,
1997-10-14 00:00:00+00:00,2409.0,2409.0,2211.0,2244.0,58,,
1997-10-15 00:00:00+00:00,2211.0,2211.0,2145.0,2178.0,68,,
1997-10-16 00:00:00+00:00,2145.0,2211.0,2046.0,2112.0,90,,
1997-10-17 00:00:00+00:00,2079.0,2112.0,1881.0,2112.0,129,,
1997-10-20 00:00:00+00:00,2112.0,2343.0,2112.0,2343.0,130,,
1997-10-21 00:00:00+00:00,2343.0,2409.0,2277.0,2409.0,264,,
1997-10-22 00:00:00+00:00,2409.0,2409.0,2343.0,2409.0,199,,
1997-10-23 00:00:00+00:00,2376.0,2409.0,2244.0,2376.0,126,,
1997-10-24 00:00:00+00:00,2376.0,2376.0,2244.0,2277.0,40,,
1997-10-27 00:00:00+00:00,2310.0,2310.0,1980.0,2046.0,92,,
1997-10-28 00:00:00+00:00,1980.0,2046.0,1881.0,2046.0,73,,
1997-10-29 00:00:00+00:00,2046.0,2112.0,2046.0,2112.0,130,,
1997-10-30 00:00:00+00:00,2079.0,2343.0,2079.0,2244.0,104,,
1997-10-31 00:00:00+00:00,2277.0,2409.0,2277.0,2310.0,85,,
1997-11-03 00:00:00+00:00,2310.0,2310.0,2178.0,2178.0,123,,
1997-11-04 00:00:00+00:00,2178.0,2310.0,2145.0,2310.0,303,,
1997-11-05 00:00:00+00:00,2442.0,2574.0,2376.0,2541.0,336,,
1997-11-06 00:00:00+00:00,2640.0,2772.0,2574.0,2574.0,564,,
1997-11-07 00:00:00+00:00,2508.0,2607.0,2442.0,2574.0,166,,
1997-11-10 00:00:00+00:00,2607.0,2640.0,2574.0,2574.0,119,,
1997-11-11 00:00:00+00:00,2508.0,2574.0,2442.0,2508.0,40,,
