date,LGF-A_Open,LGF-A_High,LGF-A_Low,LGF-A_Close,LGF-A_Volume,LGF-A_Dividends,LGF-A_Stock Splits
1998-11-17 00:00:00+00:00,3.25,3.3125,3.25,3.1869399547576904,42300,0.0,
1998-11-18 00:00:00+00:00,3.25,3.3125,3.125,3.066678285598755,40700,0.0,
1998-11-19 00:00:00+00:00,3.125,3.1875,3.125,3.066678285598755,30900,0.0,
1998-11-20 00:00:00+00:00,3.25,3.3125,3.125,3.126808881759644,36600,0.0,
1998-11-23 00:00:00+00:00,3.25,3.75,3.0625,3.066678285598755,329800,0.0,
1998-11-24 00:00:00+00:00,3.1875,3.25,3.0625,3.006547451019287,50500,0.0,
1998-11-25 00:00:00+00:00,3.125,3.1875,3.0625,3.006547451019287,35000,0.0,
1998-11-27 00:00:00+00:00,3.0625,3.125,3.0,2.946415901184082,14900,0.0,
1998-11-30 00:00:00+00:00,3.125,3.25,3.0625,3.006547451019287,25100,0.0,
1998-12-01 00:00:00+00:00,3.0,3.125,2.9375,2.886284828186035,23000,0.0,
1998-12-02 00:00:00+00:00,3.0,3.0,2.9375,2.886284828186035,6800,0.0,
1998-12-03 00:00:00+00:00,2.9375,3.0,2.9375,2.886284828186035,1800,0.0,
1998-12-04 00:00:00+00:00,2.9375,3.0,2.875,2.886284828186035,8000,0.0,
1998-12-07 00:00:00+00:00,2.9375,2.9375,2.875,2.8261547088623047,9300,0.0,
1998-12-08 00:00:00+00:00,2.9375,3.0,2.625,2.585630416870117,56500,0.0,
1998-12-09 00:00:00+00:00,2.6875,3.0,2.6875,2.8261547088623047,46700,0.0,
1998-12-10 00:00:00+00:00,2.9375,2.9375,2.8125,2.766023635864258,32700,0.0,
1998-12-11 00:00:00+00:00,2.8125,3.0625,2.75,2.766023635864258,49500,0.0,
1998-12-14 00:00:00+00:00,3.0,3.25,3.0,2.946415901184082,168700,0.0,
1998-12-15 00:00:00+00:00,3.1875,3.3125,3.1875,3.1869399547576904,126900,0.0,
1998-12-16 00:00:00+00:00,3.375,3.375,3.1875,3.126808881759644,101200,0.0,
1998-12-17 00:00:00+00:00,3.25,3.3125,3.125,3.066678285598755,195500,0.0,
1998-12-18 00:00:00+00:00,3.3125,3.3125,3.125,3.066678285598755,217400,0.0,
1998-12-21 00:00:00+00:00,3.25,3.25,3.0625,3.066678285598755,119900,0.0,
1998-12-22 00:00:00+00:00,3.1875,3.1875,3.0,2.946415901184082,81700,0.0,
1998-12-23 00:00:00+00:00,3.125,3.125,3.0,2.946415901184082,90300,0.0,
1998-12-24 00:00:00+00:00,3.0625,3.0625,3.0625,2.946415901184082,25100,0.0,
1998-12-28 00:00:00+00:00,3.1875,3.25,3.0625,3.126808881759644,29900,0.0,
1998-12-29 00:00:00+00:00,3.25,3.25,3.125,3.066678285598755,52000,0.0,
1998-12-30 00:00:00+00:00,3.125,3.125,3.0,3.006547451019287,82200,0.0,
1998-12-31 00:00:00+00:00,3.125,3.25,3.125,3.066678285598755,56400,0.0,
1999-01-04 00:00:00+00:00,3.25,3.25,3.125,3.066678285598755,40300,0.0,
1999-01-05 00:00:00+00:00,3.1875,3.1875,3.0625,3.066678285598755,57100,0.0,
1999-01-06 00:00:00+00:00,3.1875,3.25,3.1875,3.126808881759644,53600,0.0,
1999-01-07 00:00:00+00:00,3.25,3.25,3.125,3.066678285598755,61900,0.0,
1999-01-08 00:00:00+00:00,3.3125,3.3125,3.1875,3.1869399547576904,76200,0.0,
1999-01-11 00:00:00+00:00,3.3125,3.3125,3.25,3.126808881759644,89200,0.0,
1999-01-12 00:00:00+00:00,3.25,3.3125,3.1875,3.066678285598755,43400,0.0,
1999-01-13 00:00:00+00:00,3.125,3.125,2.9375,2.946415901184082,166600,0.0,
1999-01-14 00:00:00+00:00,3.0625,3.0625,2.9375,2.886284828186035,48500,0.0,
1999-01-15 00:00:00+00:00,3.0,3.125,2.9375,3.006547451019287,53200,0.0,
1999-01-19 00:00:00+00:00,3.25,3.3125,3.1875,3.1869399547576904,71500,0.0,
1999-01-20 00:00:00+00:00,3.4375,3.4375,3.25,3.126808881759644,163500,0.0,
1999-01-21 00:00:00+00:00,3.3125,3.3125,3.1875,3.126808881759644,135100,0.0,
1999-01-22 00:00:00+00:00,3.25,3.25,3.125,3.126808881759644,92000,0.0,
1999-01-25 00:00:00+00:00,3.25,3.3125,3.0625,2.946415901184082,191100,0.0,
1999-01-26 00:00:00+00:00,3.1875,3.3125,3.125,3.1869399547576904,106300,0.0,
1999-01-27 00:00:00+00:00,3.25,3.375,3.1875,3.2470710277557373,86800,0.0,
1999-01-28 00:00:00+00:00,3.375,3.375,3.1875,3.126808881759644,117200,0.0,
1999-01-29 00:00:00+00:00,3.25,3.25,3.0625,3.006547451019287,50100,0.0,
1999-02-01 00:00:00+00:00,3.1875,3.25,3.1875,3.126808881759644,51000,0.0,
1999-02-02 00:00:00+00:00,3.25,3.25,3.0625,3.006547451019287,62200,0.0,
1999-02-03 00:00:00+00:00,3.1875,3.1875,3.0625,3.006547451019287,75100,0.0,
1999-02-04 00:00:00+00:00,3.125,3.1875,3.0625,3.006547451019287,49800,0.0,
1999-02-05 00:00:00+00:00,3.125,3.1875,3.0625,3.066678285598755,30400,0.0,
1999-02-08 00:00:00+00:00,3.1875,3.1875,3.0625,3.006547451019287,41400,0.0,
1999-02-09 00:00:00+00:00,3.25,3.25,3.125,3.006547451019287,91600,0.0,
1999-02-10 00:00:00+00:00,3.25,3.25,3.125,3.066678285598755,122100,0.0,
1999-02-11 00:00:00+00:00,3.25,3.3125,3.1875,3.1869399547576904,54600,0.0,
1999-02-12 00:00:00+00:00,3.375,3.5625,3.3125,3.42746376991272,113100,0.0,
1999-02-16 00:00:00+00:00,3.5,3.5625,3.3125,3.2470710277557373,137800,0.0,
1999-02-17 00:00:00+00:00,3.375,3.375,3.25,3.1869399547576904,31400,0.0,
1999-02-18 00:00:00+00:00,3.3125,3.3125,3.125,3.126808881759644,55700,0.0,
1999-02-19 00:00:00+00:00,3.25,3.25,3.0,3.126808881759644,225800,0.0,
1999-02-22 00:00:00+00:00,3.25,3.3125,3.0625,2.946415901184082,65200,0.0,
1999-02-23 00:00:00+00:00,3.0625,3.1875,3.0625,2.946415901184082,27500,0.0,
1999-02-24 00:00:00+00:00,3.0625,3.125,3.0625,3.006547451019287,56800,0.0,
1999-02-25 00:00:00+00:00,3.125,3.125,3.0625,3.006547451019287,9600,0.0,
1999-02-26 00:00:00+00:00,3.125,3.1875,3.0625,3.066678285598755,85100,0.0,
1999-03-01 00:00:00+00:00,3.1875,3.1875,3.0,2.886284828186035,59700,0.0,
1999-03-02 00:00:00+00:00,3.0625,3.0625,3.0,2.886284828186035,25600,0.0,
1999-03-03 00:00:00+00:00,3.0625,3.0625,2.9375,2.886284828186035,28600,0.0,
1999-03-04 00:00:00+00:00,3.0,3.0625,2.9375,2.946415901184082,47700,0.0,
1999-03-05 00:00:00+00:00,3.125,3.1875,3.0625,2.946415901184082,49600,0.0,
1999-03-08 00:00:00+00:00,3.0625,3.25,3.0,3.006547451019287,161500,0.0,
1999-03-09 00:00:00+00:00,3.5,3.625,3.1875,3.1869399547576904,600400,0.0,
1999-03-10 00:00:00+00:00,3.3125,3.375,3.25,3.126808881759644,749000,0.0,
1999-03-11 00:00:00+00:00,3.25,3.375,3.1875,3.111776113510132,770900,0.0,
1999-03-12 00:00:00+00:00,3.25,3.375,3.25,3.2470710277557373,797700,0.0,
1999-03-15 00:00:00+00:00,3.625,3.75,3.4375,3.607856512069702,1333900,0.0,
1999-03-16 00:00:00+00:00,3.875,4.0,3.5,3.42746376991272,1335000,0.0,
1999-03-17 00:00:00+00:00,3.5,3.625,3.4375,3.4875946044921875,615000,0.0,
1999-03-18 00:00:00+00:00,3.6875,3.8125,3.5625,3.4875946044921875,646000,0.0,
1999-03-19 00:00:00+00:00,3.6875,3.8125,3.625,3.607856512069702,893700,0.0,
1999-03-22 00:00:00+00:00,3.75,3.8125,3.4375,3.42746376991272,920600,0.0,
1999-03-23 00:00:00+00:00,3.5625,3.75,3.4375,3.307201862335205,584000,0.0,
1999-03-24 00:00:00+00:00,3.5,3.5,3.25,3.126808881759644,224500,0.0,
1999-03-25 00:00:00+00:00,3.3125,3.375,3.1875,3.126808881759644,202000,0.0,
1999-03-26 00:00:00+00:00,3.25,3.3125,3.125,3.126808881759644,101000,0.0,
1999-03-29 00:00:00+00:00,3.25,3.4375,3.1875,3.126808881759644,198100,0.0,
1999-03-30 00:00:00+00:00,3.25,3.3125,3.1875,3.1869399547576904,137800,0.0,
1999-03-31 00:00:00+00:00,3.375,3.8125,3.3125,3.547725915908813,1316600,0.0,
1999-04-01 00:00:00+00:00,3.75,3.75,3.5,3.3673324584960938,353000,0.0,
1999-04-05 00:00:00+00:00,3.5625,3.625,3.5,3.3673324584960938,144700,0.0,
1999-04-06 00:00:00+00:00,3.5625,3.5625,3.375,3.2470710277557373,92500,0.0,
1999-04-07 00:00:00+00:00,3.375,3.4375,3.25,3.2470710277557373,83100,0.0,
1999-04-08 00:00:00+00:00,3.375,3.375,3.125,3.126808881759644,185700,0.0,
1999-04-09 00:00:00+00:00,3.25,3.3125,3.1875,3.126808881759644,56300,0.0,
1999-04-12 00:00:00+00:00,3.25,3.25,3.125,3.006547451019287,61400,0.0,
1999-04-13 00:00:00+00:00,3.125,3.25,3.0625,2.946415901184082,90500,0.0,
1999-04-14 00:00:00+00:00,3.125,3.1875,3.0,2.886284828186035,174900,0.0,
1999-04-15 00:00:00+00:00,3.0,3.0625,2.9375,2.886284828186035,129900,0.0,
1999-04-16 00:00:00+00:00,3.0,3.0625,2.9375,2.8261547088623047,95000,0.0,
1999-04-19 00:00:00+00:00,3.0,3.0,2.625,2.585630416870117,416200,0.0,
1999-04-20 00:00:00+00:00,2.6875,2.6875,2.4375,2.5254998207092285,226100,0.0,
1999-04-21 00:00:00+00:00,2.625,2.625,2.5,2.5254998207092285,129700,0.0,
1999-04-22 00:00:00+00:00,2.625,2.625,2.5,2.4653689861297607,85200,0.0,
