date,PKOH_Open,PKOH_High,PKOH_Low,PKOH_Close,PKOH_Volume,PKOH_Dividends,PKOH_Stock Splits
1973-02-21 00:00:00+00:00,0.0,4.6875,4.6875,3.930614709854126,200,0.0,
1973-02-22 00:00:00+00:00,0.0,4.6875,4.6875,3.930614709854126,1400,0.0,
1973-02-23 00:00:00+00:00,0.0,4.6875,4.6875,3.930614709854126,1400,0.0,
1973-02-26 00:00:00+00:00,0.0,4.5625,4.5625,3.8257999420166016,5000,0.0,
1973-02-27 00:00:00+00:00,0.0,4.4375,4.4375,3.720982551574707,1800,0.0,
1973-02-28 00:00:00+00:00,0.0,4.4375,4.4375,3.720982551574707,400,0.0,
1973-03-01 00:00:00+00:00,0.0,4.375,4.375,3.6685757637023926,2600,0.0,
1973-03-02 00:00:00+00:00,0.0,4.3125,4.3125,3.616166114807129,600,0.0,
1973-03-05 00:00:00+00:00,0.0,4.375,4.375,3.6685757637023926,2600,0.0,
1973-03-06 00:00:00+00:00,0.0,4.4375,4.4375,3.720982551574707,6000,0.0,
1973-03-07 00:00:00+00:00,0.0,4.375,4.375,3.6685757637023926,1000,0.0,
1973-03-08 00:00:00+00:00,0.0,4.375,4.375,3.6685757637023926,200,0.0,
1973-03-09 00:00:00+00:00,0.0,4.375,4.375,3.6685757637023926,4000,0.0,
1973-03-12 00:00:00+00:00,0.0,4.375,4.375,3.6685757637023926,1200,0.0,
1973-03-13 00:00:00+00:00,0.0,4.3125,4.3125,3.616166114807129,1200,0.0,
1973-03-14 00:00:00+00:00,0.0,4.25,4.25,3.563758373260498,1400,0.0,
1973-03-15 00:00:00+00:00,0.0,4.25,4.25,3.563758373260498,1000,0.0,
1973-03-16 00:00:00+00:00,0.0,4.25,4.25,3.563758373260498,1400,0.0,
1973-03-19 00:00:00+00:00,0.0,4.125,4.125,3.458941698074341,2000,0.0,
1973-03-20 00:00:00+00:00,0.0,4.125,4.125,3.458941698074341,200,0.0,
1973-03-21 00:00:00+00:00,0.0,4.125,4.125,3.458941698074341,2200,0.0,
1973-03-22 00:00:00+00:00,0.0,4.0625,4.0625,3.4065330028533936,3200,0.0,
1973-03-23 00:00:00+00:00,0.0,4.125,4.125,3.458941698074341,6000,0.0,
1973-03-26 00:00:00+00:00,0.0,4.0,4.0,3.354125499725342,4800,0.0,
1973-03-27 00:00:00+00:00,0.0,4.0,4.0,3.354125499725342,1800,0.0,
1973-03-28 00:00:00+00:00,0.0,4.0,4.0,3.354125499725342,3000,0.0,
1973-03-29 00:00:00+00:00,0.0,4.1875,4.1875,3.511349439620972,8400,0.0,
1973-03-30 00:00:00+00:00,0.0,4.25,4.25,3.563758373260498,8000,0.0,
1973-04-02 00:00:00+00:00,0.0,4.375,4.375,3.6685757637023926,5400,0.0,
1973-04-03 00:00:00+00:00,0.0,4.375,4.375,3.6685757637023926,5200,0.0,
1973-04-04 00:00:00+00:00,0.0,4.3125,4.3125,3.616166114807129,1600,0.0,
1973-04-05 00:00:00+00:00,0.0,4.25,4.25,3.563758373260498,3400,0.0,
1973-04-06 00:00:00+00:00,0.0,4.3125,4.3125,3.616166114807129,1000,0.0,
1973-04-09 00:00:00+00:00,0.0,4.375,4.375,3.6685757637023926,1800,0.0,
1973-04-10 00:00:00+00:00,0.0,4.4375,4.4375,3.720982551574707,5000,0.0,
1973-04-11 00:00:00+00:00,0.0,4.4375,4.4375,3.720982551574707,800,0.0,
1973-04-12 00:00:00+00:00,0.0,4.4375,4.4375,3.720982551574707,200,0.0,
1973-04-13 00:00:00+00:00,0.0,4.4375,4.4375,3.720982551574707,3600,0.0,
1973-04-16 00:00:00+00:00,0.0,4.25,4.25,3.563758373260498,4800,0.0,
1973-04-17 00:00:00+00:00,0.0,4.0625,4.0625,3.4065330028533936,3000,0.0,
1973-04-18 00:00:00+00:00,0.0,4.0,4.0,3.354125499725342,1400,0.0,
1973-04-19 00:00:00+00:00,0.0,4.0625,4.0625,3.4065330028533936,2200,0.0,
1973-04-23 00:00:00+00:00,0.0,4.125,4.125,3.458941698074341,3400,0.0,
1973-04-24 00:00:00+00:00,0.0,4.0,4.0,3.354125499725342,3800,0.0,
1973-04-25 00:00:00+00:00,0.0,3.9375,3.9375,3.3017170429229736,200,0.0,
1973-04-26 00:00:00+00:00,0.0,3.9375,3.9375,3.3017170429229736,4000,0.0,
1973-04-27 00:00:00+00:00,0.0,3.9375,3.9375,3.3017170429229736,200,0.0,
1973-04-30 00:00:00+00:00,0.0,4.0,4.0,3.354125499725342,2800,0.0,
1973-05-01 00:00:00+00:00,0.0,3.9375,3.9375,3.3017170429229736,800,0.0,
1973-05-02 00:00:00+00:00,0.0,3.9375,3.9375,3.3017170429229736,1600,0.0,
1973-05-03 00:00:00+00:00,0.0,4.0625,3.8125,3.1969008445739746,7600,0.0,
1973-05-04 00:00:00+00:00,0.0,3.875,3.625,3.039675712585449,12600,0.0,
1973-05-07 00:00:00+00:00,0.0,4.0,3.75,3.144492149353028,14000,0.0,
1973-05-08 00:00:00+00:00,0.0,5.125,4.875,4.087840080261231,21200,0.0,
1973-05-09 00:00:00+00:00,0.0,4.9375,4.6875,3.930614709854126,16000,0.0,
1973-05-10 00:00:00+00:00,0.0,4.9375,4.6875,3.930614709854126,3400,0.0,
1973-05-11 00:00:00+00:00,0.0,4.875,4.625,3.878206491470337,3200,0.0,
1973-05-14 00:00:00+00:00,0.0,4.6875,4.4375,3.720982551574707,6800,0.0,
1973-05-15 00:00:00+00:00,0.0,4.6875,4.4375,3.720982551574707,1800,0.0,
1973-05-16 00:00:00+00:00,0.0,4.6875,4.4375,3.720982551574707,2400,0.0,
1973-05-17 00:00:00+00:00,0.0,4.6875,4.4375,3.720982551574707,400,0.0,
1973-05-18 00:00:00+00:00,0.0,4.5625,4.3125,3.616166114807129,9200,0.0,
1973-05-21 00:00:00+00:00,0.0,4.5,4.25,3.563758373260498,2400,0.0,
1973-05-22 00:00:00+00:00,0.0,4.5,4.25,3.563758373260498,200,0.0,
1973-05-23 00:00:00+00:00,0.0,4.5,4.25,3.563758373260498,1800,0.0,
1973-05-24 00:00:00+00:00,0.0,4.5,4.25,3.563758373260498,4800,0.0,
1973-05-25 00:00:00+00:00,0.0,4.5,4.25,3.563758373260498,800,0.0,
1973-05-29 00:00:00+00:00,0.0,4.5,4.25,3.563758373260498,800,0.0,
1973-05-30 00:00:00+00:00,0.0,4.25,4.0,3.354125499725342,6600,0.0,
1973-05-31 00:00:00+00:00,0.0,4.25,4.0,3.354125499725342,1200,0.0,
1973-06-01 00:00:00+00:00,0.0,4.25,4.0,3.354125499725342,2200,0.0,
1973-06-04 00:00:00+00:00,0.0,4.25,4.0,3.354125499725342,2000,0.0,
1973-06-05 00:00:00+00:00,4.0,4.0,4.0,3.354125499725342,0,0.0,
1973-06-06 00:00:00+00:00,0.0,4.125,3.875,3.249308824539185,3800,0.0,
1973-06-07 00:00:00+00:00,0.0,4.0625,3.8125,3.1969008445739746,1200,0.0,
1973-06-08 00:00:00+00:00,0.0,4.0625,3.8125,3.1969008445739746,200,0.0,
1973-06-11 00:00:00+00:00,0.0,4.0625,3.8125,3.1969008445739746,200,0.0,
