date,BTE_Open,BTE_High,BTE_Low,BTE_Close,BTE_Volume,BTE_Dividends,BTE_Stock Splits
2006-04-03 00:00:00+00:00,17.260000228881836,17.43000030517578,17.200000762939453,8.220560073852539,87000,0.0,
2006-04-04 00:00:00+00:00,17.200000762939453,17.450000762939453,17.079999923706055,8.177668571472168,90200,0.0,
2006-04-05 00:00:00+00:00,17.239999771118164,17.31999969482422,17.15999984741211,8.220560073852539,155000,0.0,
2006-04-06 00:00:00+00:00,17.489999771118164,17.549999237060547,17.299999237060547,8.315873146057129,129400,0.0,
2006-04-07 00:00:00+00:00,17.450000762939453,17.450000762939453,17.170000076293945,8.306342124938965,132700,0.0,
2006-04-10 00:00:00+00:00,17.639999389648438,17.899999618530273,17.600000381469727,8.468368530273438,152000,0.0,
2006-04-11 00:00:00+00:00,17.850000381469727,18.0,17.799999237060547,8.501727104187012,150100,0.0,
2006-04-12 00:00:00+00:00,17.780000686645508,17.8700008392334,17.75,8.482665061950684,193500,0.0,
2006-04-13 00:00:00+00:00,17.809999465942383,17.809999465942383,17.649999618530273,8.454069137573242,102800,0.0,
2006-04-17 00:00:00+00:00,17.75,17.8700008392334,17.75,8.492197036743164,211800,0.0,
2006-04-18 00:00:00+00:00,18.030000686645508,18.229999542236328,17.940000534057617,8.663755416870117,266200,0.0,
2006-04-19 00:00:00+00:00,18.1200008392334,18.549999237060547,18.1200008392334,8.806723594665527,284800,0.0,
2006-04-20 00:00:00+00:00,18.68000030517578,18.850000381469727,18.09000015258789,8.625632286071777,290900,0.0,
2006-04-21 00:00:00+00:00,18.25,18.59000015258789,18.100000381469727,8.840085983276367,147200,0.0,
2006-04-24 00:00:00+00:00,18.56999969482422,18.780000686645508,18.31999969482422,8.930628776550293,182800,0.0,
2006-04-25 00:00:00+00:00,18.799999237060547,19.100000381469727,18.770000457763672,9.016404151916504,164300,0.0,
2006-04-26 00:00:00+00:00,18.899999618530277,19.06999969482422,18.75,9.014970779418944,138200,0.157,
2006-04-27 00:00:00+00:00,18.709999084472656,18.86000061035156,18.350000381469727,8.962101936340332,121400,0.0,
2006-04-28 00:00:00+00:00,18.68000030517578,18.950000762939453,18.68000030517578,9.08223819732666,111300,0.0,
2006-05-01 00:00:00+00:00,19.020000457763672,19.31999969482422,19.0,9.274456977844238,155500,0.0,
2006-05-02 00:00:00+00:00,19.36000061035156,19.600000381469727,19.350000381469727,9.351346015930176,157500,0.0,
2006-05-03 00:00:00+00:00,19.600000381469727,19.600000381469727,19.299999237060547,9.332120895385742,114600,0.0,
2006-05-04 00:00:00+00:00,19.270000457763672,19.3700008392334,19.100000381469727,9.25042724609375,96600,0.0,
