date,KFFB_Open,KFFB_High,KFFB_Low,KFFB_Close,KFFB_Volume,KFFB_Dividends,KFFB_Stock Splits
2005-03-03 00:00:00+00:00,10.5,10.899999618530272,10.199999809265137,4.343307018280029,199500,0.0,
2005-03-04 00:00:00+00:00,10.739999771118164,10.75,10.600000381469728,4.323179721832275,47200,0.0,
2005-03-07 00:00:00+00:00,10.739999771118164,10.75,10.649999618530272,4.315131187438965,14600,0.0,
2005-03-08 00:00:00+00:00,10.75,11.84000015258789,10.75,4.629105567932129,61800,0.0,
2005-03-09 00:00:00+00:00,11.5,11.75,10.850000381469728,4.468092441558838,35200,0.0,
2005-03-10 00:00:00+00:00,11.779999732971191,11.779999732971191,11.050000190734863,4.508343696594238,42900,0.0,
2005-03-11 00:00:00+00:00,11.289999961853027,11.289999961853027,10.869999885559082,4.407713890075684,24400,0.0,
2005-03-14 00:00:00+00:00,10.970000267028809,11.25,10.800000190734863,4.371482849121094,10700,0.0,
2005-03-15 00:00:00+00:00,10.850000381469728,10.9399995803833,10.760000228881836,4.339279651641846,20900,0.0,
2005-03-16 00:00:00+00:00,10.949999809265137,10.949999809265137,10.699999809265137,4.3473310470581055,25900,0.0,
2005-03-17 00:00:00+00:00,10.800000190734863,10.800000190734863,10.699999809265137,4.327207565307617,6100,0.0,
2005-03-18 00:00:00+00:00,10.800000190734863,10.899999618530272,10.65999984741211,4.387586116790772,7500,0.0,
2005-03-21 00:00:00+00:00,10.850000381469728,10.9399995803833,10.729999542236328,4.4036865234375,4900,0.0,
2005-03-22 00:00:00+00:00,10.699999809265137,11.0,10.699999809265137,4.427839279174805,9600,0.0,
2005-03-23 00:00:00+00:00,11.0,11.0,10.949999809265137,4.427839279174805,4700,0.0,
2005-03-24 00:00:00+00:00,10.989999771118164,11.0,10.8100004196167,4.427839279174805,5300,0.0,
2005-03-28 00:00:00+00:00,11.149999618530272,11.149999618530272,11.050000190734863,4.488218784332275,7000,0.0,
2005-03-29 00:00:00+00:00,11.100000381469728,11.109999656677246,11.100000381469728,4.472116947174072,3400,0.0,
