date,CSV_Open,CSV_High,CSV_Low,CSV_Close,CSV_Volume,CSV_Dividends,CSV_Stock Splits
1996-08-09 00:00:00+00:00,14.25,16.75,14.25,14.223670959472656,1601500,0.0,
1996-08-12 00:00:00+00:00,16.5,16.75,16.375,14.223670959472656,260900,0.0,
1996-08-13 00:00:00+00:00,16.5,16.75,16.375,14.11591911315918,162800,0.0,
1996-08-14 00:00:00+00:00,16.375,16.625,16.375,14.11591911315918,59500,0.0,
1996-08-15 00:00:00+00:00,16.625,16.625,16.375,14.331427574157717,62300,0.0,
1996-08-16 00:00:00+00:00,16.375,16.625,16.375,14.11591911315918,40600,0.0,
1996-08-19 00:00:00+00:00,16.375,16.75,16.375,14.43918228149414,381500,0.0,
1996-08-20 00:00:00+00:00,16.75,17.25,16.5,14.870201110839844,115000,0.0,
1996-08-21 00:00:00+00:00,17.25,17.625,17.0,15.19346809387207,167600,0.0,
1996-08-22 00:00:00+00:00,17.625,17.875,17.375,15.408975601196287,42400,0.0,
1996-08-23 00:00:00+00:00,17.625,19.0,17.625,16.163259506225586,80300,0.0,
1996-08-26 00:00:00+00:00,18.75,19.5,18.5,16.486530303955078,117800,0.0,
1996-08-27 00:00:00+00:00,19.5,19.75,19.25,16.80980110168457,318700,0.0,
1996-08-28 00:00:00+00:00,19.75,19.875,19.0,16.37877655029297,202600,0.0,
1996-08-29 00:00:00+00:00,19.0,19.25,18.5,15.94775390625,35600,0.0,
1996-08-30 00:00:00+00:00,18.875,18.875,18.125,15.732239723205566,127500,0.0,
1996-09-03 00:00:00+00:00,18.25,18.25,17.5,15.301219940185549,89900,0.0,
1996-09-04 00:00:00+00:00,18.0,18.5,17.75,15.732239723205566,64100,0.0,
1996-09-05 00:00:00+00:00,18.5,18.5,17.375,15.19346809387207,41800,0.0,
1996-09-06 00:00:00+00:00,17.625,17.875,17.5,15.301219940185549,30200,0.0,
1996-09-09 00:00:00+00:00,17.5,18.0,17.5,15.51673412322998,50100,0.0,
1996-09-10 00:00:00+00:00,18.0,18.5,17.625,15.624492645263672,36400,0.0,
1996-09-11 00:00:00+00:00,18.375,18.375,17.875,15.51673412322998,8200,0.0,
1996-09-12 00:00:00+00:00,17.875,18.625,17.875,15.840002059936523,42100,0.0,
1996-09-13 00:00:00+00:00,18.625,18.875,18.25,16.163259506225586,106400,0.0,
1996-09-16 00:00:00+00:00,18.5,19.625,18.5,16.917552947998047,71700,0.0,
1996-09-17 00:00:00+00:00,19.75,21.0,19.375,17.887346267700195,171300,0.0,
1996-09-18 00:00:00+00:00,21.5,22.75,21.125,19.61142921447754,121600,0.0,
1996-09-19 00:00:00+00:00,22.5,22.625,21.5,18.533878326416016,275800,0.0,
1996-09-20 00:00:00+00:00,21.25,21.25,19.25,16.80980110168457,289400,0.0,
1996-09-23 00:00:00+00:00,19.625,19.625,18.625,16.37877655029297,59900,0.0,
1996-09-24 00:00:00+00:00,19.0,19.0,18.625,16.055509567260742,134900,0.0,
1996-09-25 00:00:00+00:00,18.625,19.125,18.625,16.37877655029297,91600,0.0,
1996-09-26 00:00:00+00:00,19.125,19.75,18.875,16.271013259887695,85300,0.0,
1996-09-27 00:00:00+00:00,19.25,19.25,18.75,16.37877655029297,36800,0.0,
1996-09-30 00:00:00+00:00,19.25,19.25,18.75,16.59429359436035,254700,0.0,
1996-10-01 00:00:00+00:00,19.25,19.625,19.0,16.59429359436035,54000,0.0,
1996-10-02 00:00:00+00:00,19.25,19.75,19.25,16.917552947998047,10000,0.0,
1996-10-03 00:00:00+00:00,19.75,19.75,19.25,16.59429359436035,19300,0.0,
1996-10-04 00:00:00+00:00,19.75,19.75,19.25,17.025310516357422,45400,0.0,
1996-10-07 00:00:00+00:00,19.375,20.375,19.375,17.564077377319336,41500,0.0,
1996-10-08 00:00:00+00:00,20.375,21.75,20.375,18.749387741088867,61100,0.0,
1996-10-09 00:00:00+00:00,21.375,21.75,21.25,18.749387741088867,25700,0.0,
1996-10-10 00:00:00+00:00,22.0,22.75,21.75,18.857141494750977,102500,0.0,
1996-10-11 00:00:00+00:00,21.875,21.875,21.5,18.857141494750977,30700,0.0,
1996-10-14 00:00:00+00:00,22.0,22.375,21.875,19.18040657043457,19100,0.0,
1996-10-15 00:00:00+00:00,22.125,22.375,22.0,19.07264709472656,13900,0.0,
1996-10-16 00:00:00+00:00,22.0,22.25,21.375,18.533878326416016,40200,0.0,
1996-10-17 00:00:00+00:00,21.625,21.75,21.25,18.533878326416016,201200,0.0,
1996-10-18 00:00:00+00:00,21.5,22.0,21.5,18.96489524841309,4600,0.0,
1996-10-21 00:00:00+00:00,22.25,22.25,21.75,18.96489524841309,54000,0.0,
1996-10-22 00:00:00+00:00,21.75,22.125,21.75,18.749387741088867,58900,0.0,
1996-10-23 00:00:00+00:00,22.125,22.125,21.75,19.07264709472656,43400,0.0,
1996-10-24 00:00:00+00:00,22.125,22.625,21.875,19.39591407775879,107500,0.0,
1996-10-25 00:00:00+00:00,22.75,23.25,22.75,19.93469619750977,328500,0.0,
1996-10-28 00:00:00+00:00,23.25,23.25,22.75,20.04245376586914,210800,0.0,
1996-10-29 00:00:00+00:00,22.75,23.25,22.75,19.61142921447754,11900,0.0,
1996-10-30 00:00:00+00:00,22.75,23.5,22.75,20.04245376586914,36300,0.0,
1996-10-31 00:00:00+00:00,23.0,23.0,22.5,19.50367927551269,38700,0.0,
1996-11-01 00:00:00+00:00,22.875,22.875,22.375,19.39591407775879,10100,0.0,
1996-11-04 00:00:00+00:00,22.75,22.75,21.625,18.641626358032227,32200,0.0,
1996-11-05 00:00:00+00:00,22.125,22.125,20.75,17.99509620666504,87300,0.0,
1996-11-06 00:00:00+00:00,19.875,20.25,19.75,17.133058547973633,144800,0.0,
1996-11-07 00:00:00+00:00,20.0,20.25,19.75,17.45632553100586,34700,0.0,
1996-11-08 00:00:00+00:00,20.375,20.375,20.0,17.240819931030273,54000,0.0,
1996-11-11 00:00:00+00:00,20.0,20.375,20.0,17.564077377319336,105800,0.0,
1996-11-12 00:00:00+00:00,20.0,20.375,20.0,17.240819931030273,3400,0.0,
1996-11-13 00:00:00+00:00,20.375,20.375,19.5,17.240819931030273,178700,0.0,
1996-11-14 00:00:00+00:00,19.5,20.0,19.5,17.025310516357422,5700,0.0,
1996-11-15 00:00:00+00:00,20.0,20.0,19.5,17.025310516357422,8900,0.0,
1996-11-18 00:00:00+00:00,19.5,19.75,19.5,17.025310516357422,4100,0.0,
1996-11-19 00:00:00+00:00,19.5,20.0,19.5,17.240819931030273,147100,0.0,
1996-11-20 00:00:00+00:00,19.625,20.0,19.625,17.240819931030273,1500,0.0,
1996-11-21 00:00:00+00:00,20.0,20.0,19.25,16.80980110168457,27100,0.0,
1996-11-22 00:00:00+00:00,19.625,19.625,19.125,16.59429359436035,139000,0.0,
1996-11-25 00:00:00+00:00,19.625,19.625,19.25,16.917552947998047,7000,0.0,
1996-11-26 00:00:00+00:00,19.25,19.625,19.25,16.917552947998047,10100,0.0,
1996-11-27 00:00:00+00:00,19.625,19.625,19.25,16.59429359436035,53300,0.0,
1996-11-29 00:00:00+00:00,19.25,19.25,19.25,16.59429359436035,1000,0.0,
1996-12-02 00:00:00+00:00,19.625,19.625,19.375,16.70203971862793,12700,0.0,
1996-12-03 00:00:00+00:00,19.625,19.625,19.125,16.486530303955078,31900,0.0,
1996-12-04 00:00:00+00:00,19.625,19.625,19.125,16.486530303955078,16300,0.0,
1996-12-05 00:00:00+00:00,19.625,19.625,19.125,16.59429359436035,22900,0.0,
1996-12-06 00:00:00+00:00,18.75,19.25,18.75,16.59429359436035,5100,0.0,
1996-12-09 00:00:00+00:00,19.25,19.25,18.875,16.271013259887695,11400,0.0,
1996-12-10 00:00:00+00:00,19.25,19.25,18.875,16.59429359436035,8600,0.0,
1996-12-11 00:00:00+00:00,18.8125,18.875,18.625,16.271013259887695,13900,0.0,
1996-12-12 00:00:00+00:00,18.625,18.875,18.625,16.271013259887695,34200,0.0,
1996-12-13 00:00:00+00:00,18.875,18.875,18.75,16.271013259887695,4100,0.0,
1996-12-16 00:00:00+00:00,18.875,18.875,18.625,16.163259506225586,20600,0.0,
1996-12-17 00:00:00+00:00,18.375,18.875,18.375,16.271013259887695,10000,0.0,
1996-12-18 00:00:00+00:00,19.125,19.125,18.625,16.37877655029297,800,0.0,
1996-12-19 00:00:00+00:00,19.125,19.5,19.125,16.80980110168457,15000,0.0,
1996-12-20 00:00:00+00:00,19.75,19.75,19.5,17.025310516357422,12500,0.0,
1996-12-23 00:00:00+00:00,19.375,19.75,19.375,17.025310516357422,3600,0.0,
1996-12-24 00:00:00+00:00,19.375,19.875,19.375,17.025310516357422,6900,0.0,
1996-12-26 00:00:00+00:00,19.75,20.625,19.75,17.671838760375977,10600,0.0,
1996-12-27 00:00:00+00:00,20.5,21.0,20.5,18.102855682373047,5200,0.0,
1996-12-30 00:00:00+00:00,21.0,21.25,20.875,18.31836700439453,13400,0.0,
1996-12-31 00:00:00+00:00,21.25,22.5,21.25,19.28816032409668,24300,0.0,
1997-01-02 00:00:00+00:00,22.0,23.25,22.0,19.826940536499023,26000,0.0,
1997-01-03 00:00:00+00:00,23.0,23.25,22.75,20.04245376586914,8200,0.0,
1997-01-06 00:00:00+00:00,23.75,23.75,23.25,20.15019989013672,22100,0.0,
1997-01-07 00:00:00+00:00,23.5,23.5,23.0,19.826940536499023,8100,0.0,
1997-01-08 00:00:00+00:00,22.875,23.375,22.125,19.61142921447754,35800,0.0,
1997-01-09 00:00:00+00:00,23.25,23.25,22.75,20.04245376586914,39500,0.0,
1997-01-10 00:00:00+00:00,23.25,23.25,22.875,19.826940536499023,5500,0.0,
1997-01-13 00:00:00+00:00,22.875,23.375,22.625,19.719188690185547,28100,0.0,
1997-01-14 00:00:00+00:00,22.5,23.125,22.5,19.93469619750977,12600,0.0,
1997-01-15 00:00:00+00:00,23.25,24.625,22.75,21.012250900268555,57600,0.0,
1997-01-16 00:00:00+00:00,24.875,26.0,24.5,22.19754981994629,35900,0.0,
1997-01-17 00:00:00+00:00,25.5,25.875,25.25,21.98203659057617,17900,0.0,
1997-01-20 00:00:00+00:00,25.375,25.375,24.875,21.551023483276367,41200,0.0,
1997-01-21 00:00:00+00:00,25.25,25.25,24.875,21.551023483276367,47500,0.0,
1997-01-22 00:00:00+00:00,25.0,25.25,24.75,21.44326400756836,24700,0.0,
1997-01-23 00:00:00+00:00,24.75,24.8125,24.75,21.33550453186035,500,0.0,
1997-01-24 00:00:00+00:00,25.0,25.25,24.75,21.33550453186035,22700,0.0,
1997-01-27 00:00:00+00:00,25.25,25.25,24.75,21.76653480529785,3300,0.0,
1997-01-28 00:00:00+00:00,25.25,25.25,25.25,21.76653480529785,300,0.0,
1997-01-29 00:00:00+00:00,24.75,25.0,24.5,21.33550453186035,53400,0.0,
1997-01-30 00:00:00+00:00,24.625,24.75,23.5,20.58122062683105,30900,0.0,
1997-01-31 00:00:00+00:00,23.75,23.75,23.375,20.473468780517575,28800,0.0,
1997-02-03 00:00:00+00:00,23.75,23.75,23.375,20.473468780517575,1500,0.0,
1997-02-04 00:00:00+00:00,23.25,23.375,22.75,19.61142921447754,12400,0.0,
