date,MDT_Open,MDT_High,MDT_Low,MDT_Close,MDT_Volume,MDT_Dividends,MDT_Stock Splits
1973-05-02 00:00:00+00:00,0.0,0.3515630066394806,0.3515630066394806,0.1876965463161468,947200,0.0,
1973-05-03 00:00:00+00:00,0.0,0.359375,0.3515630066394806,0.1876965463161468,1497600,0.0,
1973-05-04 00:00:00+00:00,0.0,0.384766012430191,0.3769530057907104,0.2012519389390945,2316800,0.0,
1973-05-07 00:00:00+00:00,0.0,0.3789060115814209,0.3710939884185791,0.198123961687088,793600,0.0,
1973-05-08 00:00:00+00:00,0.0,0.3828130066394806,0.375,0.2002092897891998,1331200,0.0,
1973-05-09 00:00:00+00:00,0.0,0.3789060115814209,0.3710939884185791,0.198123961687088,1049600,0.0,
1973-05-10 00:00:00+00:00,0.0,0.375,0.3671880066394806,0.1960385292768478,1292800,0.0,
1973-05-11 00:00:00+00:00,0.0,0.353516012430191,0.3457030057907104,0.1845678836107254,1100800,0.0,
1973-05-14 00:00:00+00:00,0.0,0.3320310115814209,0.3242189884185791,0.1730977594852447,2355200,0.0,
1973-05-15 00:00:00+00:00,0.0,0.3476560115814209,0.3398439884185791,0.1814398467540741,1395200,0.0,
1973-05-16 00:00:00+00:00,0.0,0.3632810115814209,0.3554689884185791,0.189781978726387,1344000,0.0,
1973-05-17 00:00:00+00:00,0.0,0.3554689884185791,0.3476560115814209,0.1856105476617813,2726400,0.0,
1973-05-18 00:00:00+00:00,0.0,0.3359380066394806,0.328125,0.1751831769943237,1459200,0.0,
1973-05-21 00:00:00+00:00,0.0,0.3320310115814209,0.3242189884185791,0.1730977594852447,1766400,0.0,
1973-05-22 00:00:00+00:00,0.0,0.34375,0.3359380066394806,0.1793544143438339,1702400,0.0,
1973-05-23 00:00:00+00:00,0.0,0.34375,0.3359380066394806,0.1793544143438339,1472000,0.0,
1973-05-24 00:00:00+00:00,0.0,0.359375,0.3515630066394806,0.1876965463161468,1216000,0.0,
1973-05-25 00:00:00+00:00,0.0,0.375,0.3671880066394806,0.1960385292768478,2009600,0.0,
1973-05-29 00:00:00+00:00,0.0,0.375,0.3671880066394806,0.1960385292768478,844800,0.0,
1973-05-30 00:00:00+00:00,0.0,0.3574219942092895,0.3496089875698089,0.1866533309221267,1766400,0.0,
1973-05-31 00:00:00+00:00,0.0,0.359375,0.3515630066394806,0.1876965463161468,1331200,0.0,
1973-06-01 00:00:00+00:00,0.0,0.3554689884185791,0.3476560115814209,0.1856105476617813,1024000,0.0,
1973-06-04 00:00:00+00:00,0.0,0.3339839875698089,0.3261719942092895,0.1741405129432678,1676800,0.0,
1973-06-05 00:00:00+00:00,0.0,0.3574219942092895,0.3496089875698089,0.1866533309221267,2265600,0.0,
1973-06-06 00:00:00+00:00,0.0,0.359375,0.3515630066394806,0.1876965463161468,3340800,0.0,
1973-06-07 00:00:00+00:00,0.0,0.369141012430191,0.3613280057907104,0.1929099261760711,1254400,0.0,
1973-06-08 00:00:00+00:00,0.0,0.3789060115814209,0.3710939884185791,0.198123961687088,1497600,0.0,
