date,ODP_Open,ODP_High,ODP_Low,ODP_Close,ODP_Volume,ODP_Dividends,ODP_Stock Splits
1988-06-01 00:00:00+00:00,0.0,12.716049194335938,12.5925931930542,11.037919998168944,1237073,0.0,
1988-06-02 00:00:00+00:00,0.0,12.5925931930542,12.469136238098145,10.92970371246338,461498,0.0,
1988-06-03 00:00:00+00:00,0.0,13.70370388031006,13.45678997039795,11.79542350769043,182048,0.0,
1988-06-06 00:00:00+00:00,0.0,13.70370388031006,13.45678997039795,11.79542350769043,131220,0.0,
1988-06-07 00:00:00+00:00,0.0,13.580246925354004,13.333333015441896,11.68720817565918,186604,0.0,
1988-06-08 00:00:00+00:00,0.0,13.950616836547852,13.827159881591797,12.120065689086914,239963,0.0,
1988-06-09 00:00:00+00:00,0.0,13.45678997039795,13.209877014160156,11.578991889953612,89809,0.0,
1988-06-10 00:00:00+00:00,0.0,13.827159881591797,13.580246925354004,11.903636932373049,59839,0.0,
1988-06-13 00:00:00+00:00,0.0,13.580246925354004,13.45678997039795,11.79542350769043,44246,0.0,
1988-06-14 00:00:00+00:00,0.0,13.827159881591797,13.580246925354004,11.903636932373049,46879,0.0,
1988-06-15 00:00:00+00:00,0.0,13.70370388031006,13.45678997039795,11.79542350769043,20048,0.0,
1988-06-16 00:00:00+00:00,0.0,13.333333015441896,13.086420059204102,11.470778465270996,84746,0.0,
1988-06-17 00:00:00+00:00,0.0,13.827159881591797,13.580246925354004,11.903636932373049,62370,0.0,
1988-06-20 00:00:00+00:00,0.0,13.827159881591797,13.580246925354004,11.903636932373049,5670,0.0,
1988-06-21 00:00:00+00:00,0.0,15.679012298583984,15.555556297302246,13.635075569152832,181440,0.0,
1988-06-22 00:00:00+00:00,0.0,16.04938316345215,15.679012298583984,13.743291854858398,100035,0.0,
1988-06-23 00:00:00+00:00,0.0,15.185185432434082,14.938272476196287,13.09400463104248,73609,0.0,
1988-06-24 00:00:00+00:00,0.0,15.432099342346191,15.061727523803713,13.202214241027832,38475,0.0,
1988-06-27 00:00:00+00:00,0.0,14.938272476196287,14.567900657653809,12.769354820251465,27135,0.0,
1988-06-28 00:00:00+00:00,0.0,15.308642387390137,15.061727523803713,13.202214241027832,18630,0.0,
1988-06-29 00:00:00+00:00,0.0,15.185185432434082,14.938272476196287,13.09400463104248,22275,0.0,
1988-06-30 00:00:00+00:00,0.0,15.185185432434082,15.061727523803713,13.202214241027832,11745,0.0,
1988-07-01 00:00:00+00:00,0.0,15.308642387390137,15.185185432434082,13.310432434082031,17618,0.0,
1988-07-05 00:00:00+00:00,0.0,15.308642387390137,15.185185432434082,13.310432434082031,2936,0.0,
1988-07-06 00:00:00+00:00,0.0,15.432099342346191,15.185185432434082,13.310432434082031,6480,0.0,
1988-07-07 00:00:00+00:00,0.0,14.691357612609863,14.567900657653809,12.769354820251465,26528,0.0,
1988-07-08 00:00:00+00:00,0.0,14.938272476196287,14.691357612609863,12.877571105957031,25211,0.0,
1988-07-11 00:00:00+00:00,0.0,14.938272476196287,14.691357612609863,12.877571105957031,52650,0.0,
1988-07-12 00:00:00+00:00,0.0,15.80246925354004,15.679012298583984,13.743291854858398,85658,0.0,
1988-07-13 00:00:00+00:00,0.0,15.925926208496094,15.679012298583984,13.743291854858398,28046,0.0,
1988-07-14 00:00:00+00:00,0.0,15.925926208496094,15.679012298583984,13.743291854858398,47689,0.0,
1988-07-15 00:00:00+00:00,0.0,15.925926208496094,15.679012298583984,13.743291854858398,9720,0.0,
1988-07-18 00:00:00+00:00,0.0,15.555556297302246,15.308642387390137,13.418646812438965,22073,0.0,
1988-07-19 00:00:00+00:00,0.0,15.432099342346191,15.185185432434082,13.310432434082031,14681,0.0,
1988-07-20 00:00:00+00:00,0.0,15.925926208496094,15.80246925354004,13.8515043258667,27743,0.0,
1988-07-21 00:00:00+00:00,0.0,17.037036895751953,16.9135799407959,14.825438499450684,208676,0.0,
1988-07-22 00:00:00+00:00,0.0,16.04938316345215,15.80246925354004,13.8515043258667,182351,0.0,
1988-07-25 00:00:00+00:00,0.0,15.555556297302246,15.308642387390137,13.418646812438965,52144,0.0,
1988-07-26 00:00:00+00:00,0.0,15.80246925354004,15.555556297302246,13.635075569152832,55688,0.0,
1988-07-27 00:00:00+00:00,0.0,15.061727523803713,14.814814567565918,12.98578643798828,42626,0.0,
1988-07-28 00:00:00+00:00,0.0,15.555556297302246,15.308642387390137,13.418646812438965,36146,0.0,
1988-07-29 00:00:00+00:00,0.0,16.04938316345215,15.80246925354004,13.8515043258667,29464,0.0,
1988-08-01 00:00:00+00:00,0.0,16.04938316345215,15.80246925354004,13.8515043258667,21668,0.0,
1988-08-02 00:00:00+00:00,0.0,15.80246925354004,15.679012298583984,13.743291854858398,15289,0.0,
1988-08-03 00:00:00+00:00,0.0,15.679012298583984,15.432099342346191,13.526863098144531,24300,0.0,
1988-08-04 00:00:00+00:00,0.0,15.679012298583984,15.432099342346191,13.526863098144531,8809,0.0,
1988-08-05 00:00:00+00:00,0.0,15.555556297302246,15.308642387390137,13.418646812438965,26933,0.0,
1988-08-08 00:00:00+00:00,0.0,15.555556297302246,15.308642387390137,13.418646812438965,6480,0.0,
1988-08-09 00:00:00+00:00,0.0,15.432099342346191,15.185185432434082,13.310432434082031,22781,0.0,
1988-08-10 00:00:00+00:00,0.0,15.061727523803713,14.814814567565918,12.98578643798828,60446,0.0,
1988-08-11 00:00:00+00:00,0.0,14.938272476196287,14.691357612609863,12.877571105957031,4556,0.0,
1988-08-12 00:00:00+00:00,0.0,14.938272476196287,14.567900657653809,12.769354820251465,2936,0.0,
1988-08-15 00:00:00+00:00,0.0,13.45678997039795,13.209877014160156,11.578991889953612,80899,0.0,
1988-08-16 00:00:00+00:00,0.0,12.5925931930542,12.469136238098145,10.92970371246338,93353,0.0,
1988-08-17 00:00:00+00:00,0.0,12.962963104248049,12.716049194335938,11.146133422851562,95276,0.0,
1988-08-18 00:00:00+00:00,0.0,13.45678997039795,13.333333015441896,11.68720817565918,28148,0.0,
1988-08-19 00:00:00+00:00,0.0,13.580246925354004,13.333333015441896,11.68720817565918,5468,0.0,
1988-08-22 00:00:00+00:00,0.0,13.580246925354004,13.333333015441896,11.68720817565918,6075,0.0,
1988-08-23 00:00:00+00:00,0.0,14.320987701416016,14.074073791503906,12.336496353149414,51435,0.0,
1988-08-24 00:00:00+00:00,0.0,15.185185432434082,14.814814567565918,12.98578643798828,48803,0.0,
1988-08-25 00:00:00+00:00,0.0,14.938272476196287,14.691357612609863,12.877571105957031,21870,0.0,
1988-08-26 00:00:00+00:00,0.0,15.061727523803713,14.938272476196287,13.09400463104248,24806,0.0,
1988-08-29 00:00:00+00:00,0.0,14.938272476196287,14.691357612609863,12.877571105957031,24503,0.0,
1988-08-30 00:00:00+00:00,0.0,14.938272476196287,14.691357612609863,12.877571105957031,17618,0.0,
1988-08-31 00:00:00+00:00,0.0,14.691357612609863,14.444443702697754,12.661140441894531,15289,0.0,
1988-09-01 00:00:00+00:00,0.0,14.691357612609863,14.567900657653809,12.769354820251465,7493,0.0,
1988-09-02 00:00:00+00:00,0.0,14.814814567565918,14.567900657653809,12.769354820251465,1620,0.0,
1988-09-06 00:00:00+00:00,0.0,14.814814567565918,14.567900657653809,12.769354820251465,2835,0.0,
1988-09-07 00:00:00+00:00,0.0,14.814814567565918,14.567900657653809,12.769354820251465,116033,0.0,
1988-09-08 00:00:00+00:00,0.0,14.814814567565918,14.567900657653809,12.769354820251465,107426,0.0,
1988-09-09 00:00:00+00:00,0.0,14.814814567565918,14.691357612609863,12.877571105957031,3341,0.0,
1988-09-12 00:00:00+00:00,0.0,14.938272476196287,14.691357612609863,12.877571105957031,25110,0.0,
1988-09-13 00:00:00+00:00,0.0,15.061727523803713,14.814814567565918,12.98578643798828,4151,0.0,
1988-09-14 00:00:00+00:00,0.0,15.185185432434082,15.061727523803713,13.202214241027832,17921,0.0,
1988-09-15 00:00:00+00:00,0.0,15.185185432434082,15.061727523803713,13.202214241027832,15390,0.0,
1988-09-16 00:00:00+00:00,0.0,15.185185432434082,15.061727523803713,13.202214241027832,1823,0.0,
1988-09-19 00:00:00+00:00,0.0,15.185185432434082,15.061727523803713,13.202214241027832,1114,0.0,
1988-09-20 00:00:00+00:00,0.0,15.308642387390137,15.061727523803713,13.202214241027832,16706,0.0,
1988-09-21 00:00:00+00:00,0.0,15.432099342346191,15.185185432434082,13.310432434082031,11543,0.0,
1988-09-22 00:00:00+00:00,0.0,15.308642387390137,15.185185432434082,13.310432434082031,3949,0.0,
1988-09-23 00:00:00+00:00,0.0,15.308642387390137,15.185185432434082,13.310432434082031,12049,0.0,
1988-09-26 00:00:00+00:00,0.0,15.308642387390137,15.185185432434082,13.310432434082031,1721,0.0,
1988-09-27 00:00:00+00:00,0.0,15.061727523803713,14.938272476196287,13.09400463104248,28755,0.0,
1988-09-28 00:00:00+00:00,0.0,14.691357612609863,14.444443702697754,12.661140441894531,120893,0.0,
