date,BPOPM_Open,BPOPM_High,BPOPM_Low,BPOPM_Close,BPOPM_Volume,BPOPM_Dividends,BPOPM_Stock Splits
2008-11-19 00:00:00+00:00,19.0,19.01000022888184,19.0,7.400710105895996,2000,0.0,
2008-11-20 00:00:00+00:00,19.920000076293945,19.959999084472656,19.01000022888184,7.688953399658203,3100,0.0,
2008-11-21 00:00:00+00:00,19.030000686645508,19.030000686645508,19.0,7.400710105895996,1000,0.0,
2008-11-24 00:00:00+00:00,19.0,19.0,19.0,7.400710105895996,0,0.0,
2008-11-25 00:00:00+00:00,19.01000022888184,19.01000022888184,19.01000022888184,7.404608249664307,200,0.0,
2008-11-26 00:00:00+00:00,19.0,19.01000022888184,19.0,7.404608249664307,3500,0.0,
2008-11-28 00:00:00+00:00,19.01000022888184,19.01000022888184,19.01000022888184,7.404608249664307,0,0.0,
2008-12-01 00:00:00+00:00,19.88999938964844,20.0,19.88999938964844,7.790221214294434,1700,0.0,
2008-12-02 00:00:00+00:00,20.0,20.0,19.040000915527344,7.416289329528809,900,0.0,
2008-12-03 00:00:00+00:00,19.040000915527344,19.040000915527344,19.040000915527344,7.416289329528809,0,0.0,
2008-12-04 00:00:00+00:00,19.040000915527344,19.040000915527344,19.040000915527344,7.416289329528809,0,0.0,
2008-12-05 00:00:00+00:00,20.0,20.0,20.0,7.790221214294434,2100,0.0,
2008-12-08 00:00:00+00:00,20.0,20.0,20.0,7.790221214294434,0,0.0,
2008-12-09 00:00:00+00:00,19.5,19.5,19.5,7.595465660095215,1500,0.0,
2008-12-10 00:00:00+00:00,20.0,20.0,20.0,7.790221214294434,2100,0.0,
2008-12-11 00:00:00+00:00,20.0,20.0,20.0,7.840398788452148,0,0.128,
2008-12-12 00:00:00+00:00,20.0,20.0,20.0,7.840398788452148,0,0.0,
2008-12-15 00:00:00+00:00,20.0,20.0,19.01000022888184,7.452301979064941,2200,0.0,
2008-12-16 00:00:00+00:00,19.01000022888184,19.01000022888184,19.01000022888184,7.452301979064941,0,0.0,
2008-12-17 00:00:00+00:00,19.01000022888184,19.01000022888184,19.0,7.448379516601562,1400,0.0,
2008-12-18 00:00:00+00:00,20.0,20.0,19.920000076293945,7.83647871017456,1100,0.0,
2008-12-19 00:00:00+00:00,19.989999771118164,19.989999771118164,19.989999771118164,7.83647871017456,0,0.0,
2008-12-22 00:00:00+00:00,19.06999969482422,19.5,19.06999969482422,7.644390106201172,1700,0.0,
2008-12-23 00:00:00+00:00,20.5,20.5,20.489999771118164,8.036410331726074,800,0.0,
2008-12-24 00:00:00+00:00,20.5,20.5,20.5,8.036410331726074,1400,0.0,
2008-12-26 00:00:00+00:00,20.5,20.5,20.5,8.036410331726074,0,0.0,
2008-12-29 00:00:00+00:00,20.5,20.5,20.5,8.036410331726074,0,0.0,
2008-12-30 00:00:00+00:00,20.5,20.5,20.5,8.036410331726074,0,0.0,
2008-12-31 00:00:00+00:00,21.0,21.0,20.989999771118164,8.228501319885254,500,0.0,
2009-01-02 00:00:00+00:00,20.989999771118164,20.989999771118164,20.989999771118164,8.228501319885254,0,0.0,
2009-01-05 00:00:00+00:00,20.989999771118164,20.989999771118164,20.989999771118164,8.228501319885254,0,0.0,
2009-01-06 00:00:00+00:00,20.989999771118164,20.989999771118164,20.989999771118164,8.228501319885254,0,0.0,
2009-01-07 00:00:00+00:00,21.0,21.0,21.0,8.232418060302734,1000,0.0,
2009-01-08 00:00:00+00:00,21.0,21.0,21.0,8.232418060302734,0,0.0,
2009-01-09 00:00:00+00:00,21.0,21.0,21.0,8.232418060302734,0,0.0,
2009-01-12 00:00:00+00:00,21.0,21.0,21.0,8.232418060302734,0,0.0,
2009-01-13 00:00:00+00:00,21.0,21.0,21.0,8.28290843963623,0,0.128,
2009-01-14 00:00:00+00:00,21.0,21.0,21.0,8.28290843963623,100,0.0,
2009-01-15 00:00:00+00:00,21.0,21.0,21.0,8.28290843963623,0,0.0,
