date,ELS_Open,ELS_High,ELS_Low,ELS_Close,ELS_Volume,ELS_Dividends,ELS_Stock Splits
1993-02-25 00:00:00+00:00,3.4375,3.59375,3.4375,0.95038902759552,26388800,0.0,
1993-02-26 00:00:00+00:00,3.546875,3.5625,3.5,0.9631173610687256,2868000,0.0,
1993-03-01 00:00:00+00:00,3.546875,3.578125,3.53125,0.9673601984977722,1756800,0.0,
1993-03-02 00:00:00+00:00,3.5625,3.578125,3.515625,0.9546317458152772,746400,0.0,
1993-03-03 00:00:00+00:00,3.515625,3.546875,3.5,0.9588745832443236,880800,0.0,
1993-03-04 00:00:00+00:00,3.53125,3.609375,3.515625,0.980089008808136,636000,0.0,
1993-03-05 00:00:00+00:00,3.625,3.703125,3.625,0.992816686630249,487200,0.0,
1993-03-08 00:00:00+00:00,3.65625,3.75,3.65625,1.0182746648788452,440800,0.0,
1993-03-09 00:00:00+00:00,3.75,3.859375,3.71875,1.04373037815094,552000,0.0,
1993-03-10 00:00:00+00:00,3.90625,4.046875,3.90625,1.094644546508789,1170400,0.0,
1993-03-11 00:00:00+00:00,4.015625,4.109375,4.0,1.111615538597107,399200,0.0,
1993-03-12 00:00:00+00:00,4.0625,4.125,4.015625,1.115858793258667,238400,0.0,
1993-03-15 00:00:00+00:00,4.109375,4.125,4.03125,1.098887324333191,293600,0.0,
1993-03-16 00:00:00+00:00,4.03125,4.03125,3.78125,1.0607019662857056,689600,0.0,
1993-03-17 00:00:00+00:00,3.890625,4.0625,3.890625,1.094644546508789,278400,0.0,
1993-03-18 00:00:00+00:00,4.03125,4.046875,3.9375,1.0819162130355835,200800,0.0,
1993-03-19 00:00:00+00:00,3.953125,3.96875,3.90625,1.0734302997589111,146400,0.0,
1993-03-22 00:00:00+00:00,3.9375,3.953125,3.921875,1.078889012336731,114400,0.02,
1993-03-23 00:00:00+00:00,3.953125,4.0,3.9375,1.0874179601669312,84000,0.0,
1993-03-24 00:00:00+00:00,3.96875,4.0,3.96875,1.0831533670425415,96800,0.0,
1993-03-25 00:00:00+00:00,3.984375,4.0625,3.96875,1.108739137649536,262400,0.0,
1993-03-26 00:00:00+00:00,4.078125,4.34375,4.078125,1.1513826847076416,852000,0.0,
1993-03-29 00:00:00+00:00,4.25,4.296875,4.234375,1.1727056503295898,261600,0.0,
1993-03-30 00:00:00+00:00,4.34375,4.453125,4.34375,1.2110847234725952,427200,0.0,
1993-03-31 00:00:00+00:00,4.4375,4.59375,4.4375,1.2451996803283691,279200,0.0,
1993-04-01 00:00:00+00:00,4.59375,4.59375,4.4375,1.2238779067993164,272000,0.0,
1993-04-02 00:00:00+00:00,4.453125,4.5,4.40625,1.2110847234725952,125600,0.0,
1993-04-05 00:00:00+00:00,4.421875,4.4375,4.421875,1.2068202495574951,51200,0.0,
1993-04-06 00:00:00+00:00,4.453125,4.5625,4.453125,1.232406497001648,522400,0.0,
1993-04-07 00:00:00+00:00,4.515625,4.546875,4.5,1.2409347295761108,285600,0.0,
1993-04-08 00:00:00+00:00,4.5625,4.625,4.5625,1.262256741523743,347200,0.0,
1993-04-12 00:00:00+00:00,4.65625,4.703125,4.625,1.270786166191101,48800,0.0,
1993-04-13 00:00:00+00:00,4.640625,4.6875,4.578125,1.2494642734527588,105600,0.0,
1993-04-14 00:00:00+00:00,4.609375,4.65625,4.5,1.2366713285446167,110400,0.0,
1993-04-15 00:00:00+00:00,4.53125,4.5625,4.53125,1.2409347295761108,125600,0.0,
1993-04-16 00:00:00+00:00,4.59375,4.59375,4.5625,1.2451996803283691,54400,0.0,
1993-04-19 00:00:00+00:00,4.5625,4.5625,4.515625,1.2409347295761108,64800,0.0,
1993-04-20 00:00:00+00:00,4.53125,4.53125,4.515625,1.232406497001648,100000,0.0,
1993-04-21 00:00:00+00:00,4.546875,4.546875,4.484375,1.232406497001648,52800,0.0,
1993-04-22 00:00:00+00:00,4.515625,4.546875,4.515625,1.2409347295761108,31200,0.0,
1993-04-23 00:00:00+00:00,4.515625,4.515625,4.46875,1.2196136713027954,248000,0.0,
1993-04-26 00:00:00+00:00,4.484375,4.484375,4.1875,1.14285409450531,175200,0.0,
1993-04-27 00:00:00+00:00,4.1875,4.1875,4.09375,1.1257970333099363,195200,0.0,
1993-04-28 00:00:00+00:00,4.109375,4.21875,4.09375,1.1513826847076416,504800,0.0,
1993-04-29 00:00:00+00:00,4.25,4.265625,4.234375,1.1641765832901,738400,0.0,
1993-04-30 00:00:00+00:00,4.25,4.265625,4.21875,1.1556471586227417,23200,0.0,
1993-05-03 00:00:00+00:00,4.203125,4.21875,4.15625,1.1513826847076416,58400,0.0,
1993-05-04 00:00:00+00:00,4.234375,4.3125,4.203125,1.1769691705703735,256800,0.0,
1993-05-05 00:00:00+00:00,4.328125,4.359375,4.328125,1.1897625923156738,56800,0.0,
1993-05-06 00:00:00+00:00,4.375,4.4375,4.359375,1.2110847234725952,324000,0.0,
1993-05-07 00:00:00+00:00,4.453125,4.5,4.453125,1.228142261505127,37600,0.0,
1993-05-10 00:00:00+00:00,4.484375,4.53125,4.484375,1.2238779067993164,64000,0.0,
1993-05-11 00:00:00+00:00,4.5,4.5,4.4375,1.2110847234725952,32800,0.0,
1993-05-12 00:00:00+00:00,4.4375,4.4375,4.421875,1.2068202495574951,17600,0.0,
1993-05-13 00:00:00+00:00,4.421875,4.421875,4.375,1.194027304649353,24000,0.0,
1993-05-14 00:00:00+00:00,4.375,4.390625,4.375,1.198291897773743,45600,0.0,
1993-05-17 00:00:00+00:00,4.359375,4.359375,4.328125,1.1812337636947632,16000,0.0,
1993-05-18 00:00:00+00:00,4.296875,4.296875,4.296875,1.1727056503295898,12800,0.0,
1993-05-19 00:00:00+00:00,4.265625,4.265625,4.25,1.1599119901657104,21600,0.0,
