date,OCC_Open,OCC_High,OCC_Low,OCC_Close,OCC_Volume,OCC_Dividends,OCC_Stock Splits
1996-04-02 00:00:00+00:00,16.0,16.0,14.583333015441896,14.64741325378418,6225,0.0,
1996-04-03 00:00:00+00:00,16.666667938232422,18.0,14.916666984558104,15.868030548095703,47100,0.0,
1996-04-04 00:00:00+00:00,18.0,18.333332061767575,16.0,15.257723808288574,62025,0.0,
1996-04-08 00:00:00+00:00,17.666667938232422,18.0,16.0,16.173185348510742,41025,0.0,
1996-04-09 00:00:00+00:00,18.0,18.0,16.666667938232422,16.173185348510742,18675,0.0,
1996-04-10 00:00:00+00:00,17.666667938232422,17.666667938232422,16.333332061767578,16.173185348510742,2025,0.0,
1996-04-11 00:00:00+00:00,16.166667938232422,17.333332061767578,15.666666984558104,14.342260360717772,1125,0.0,
1996-04-12 00:00:00+00:00,17.0,17.0,15.333333015441896,14.037102699279783,16875,0.0,
1996-04-15 00:00:00+00:00,15.333333015441896,15.333333015441896,15.333333015441896,14.037102699279783,2700,0.0,
1996-04-16 00:00:00+00:00,17.0,17.0,13.333333015441896,12.20617961883545,16425,0.0,
1996-04-17 00:00:00+00:00,13.333333015441896,14.333333015441896,12.666666984558104,12.816487312316896,6300,0.0,
1996-04-18 00:00:00+00:00,14.0,16.0,14.0,14.342260360717772,37725,0.0,
1996-04-19 00:00:00+00:00,16.333332061767578,16.333332061767578,15.0,14.95256519317627,9825,0.0,
1996-04-22 00:00:00+00:00,16.333332061767578,18.0,16.0,16.47834014892578,26325,0.0,
1996-04-23 00:00:00+00:00,16.666667938232422,19.0,16.666667938232422,17.393800735473633,23175,0.0,
1996-04-24 00:00:00+00:00,19.0,21.333332061767575,18.333332061767575,19.529884338378903,16125,0.0,
1996-04-25 00:00:00+00:00,22.666667938232425,24.666667938232425,20.666667938232425,20.502565383911133,24525,0.0,
1996-04-26 00:00:00+00:00,23.666667938232425,24.0,22.0,21.360809326171875,4275,0.0,
1996-04-29 00:00:00+00:00,24.0,24.666667938232425,23.3125,21.665966033935547,7575,0.0,
1996-04-30 00:00:00+00:00,24.0,24.666667938232425,23.0,22.581438064575195,44250,0.0,
1996-05-01 00:00:00+00:00,24.333332061767575,25.333332061767575,22.666667938232425,21.81854057312012,11550,0.0,
1996-05-02 00:00:00+00:00,25.333332061767575,26.0,24.0,23.19173240661621,16575,0.0,
1996-05-03 00:00:00+00:00,25.333332061767575,25.333332061767575,23.666667938232425,23.19173240661621,6825,0.0,
1996-05-06 00:00:00+00:00,26.0,28.0,24.0,25.63297462463379,14025,0.0,
1996-05-07 00:00:00+00:00,28.666667938232425,29.666667938232425,26.666667938232425,26.548439025878903,39825,0.0,
1996-05-08 00:00:00+00:00,29.0,29.333332061767575,27.0,26.243284225463867,10350,0.0,
1996-05-09 00:00:00+00:00,28.666667938232425,29.333332061767575,26.666667938232425,26.853595733642575,15375,0.0,
1996-05-10 00:00:00+00:00,29.333332061767575,30.0,26.666667938232425,27.463897705078125,21600,0.0,
1996-05-13 00:00:00+00:00,30.333332061767575,35.33333206176758,29.333332061767575,31.736064910888672,23625,0.0,
1996-05-14 00:00:00+00:00,34.66666793823242,38.66666793823242,31.333332061767575,35.39791488647461,24675,0.0,
1996-05-15 00:00:00+00:00,42.66666793823242,44.66666793823242,38.0,39.97523880004883,51675,0.0,
1996-05-16 00:00:00+00:00,44.0,50.66666793823242,41.33333206176758,42.721622467041016,57825,0.0,
1996-05-17 00:00:00+00:00,50.66666793823242,60.0,45.33333206176758,45.162872314453125,59625,0.0,
1996-05-20 00:00:00+00:00,54.66666793823242,66.66666412353516,53.33333206176758,59.81026840209961,32700,0.0,
1996-05-21 00:00:00+00:00,78.66666412353516,93.33333587646484,65.33333587646484,72.01644134521484,113625,0.0,
1996-05-22 00:00:00+00:00,85.33333587646484,105.33333587646484,77.33333587646484,96.42881774902344,200925,0.0,
1996-05-23 00:00:00+00:00,118.66666412353516,171.0,108.0,134.26795959472656,506025,0.0,
1996-05-24 00:00:00+00:00,154.6666717529297,181.3333282470703,105.33333587646484,112.29682159423828,328050,0.0,
1996-05-28 00:00:00+00:00,128.0,134.6666717529297,90.66666412353516,95.20818328857422,145350,0.0,
1996-05-29 00:00:00+00:00,104.0,104.0,76.0,86.66385650634766,127275,0.0,
1996-05-30 00:00:00+00:00,101.33333587646484,117.33333587646484,80.0,96.42881774902344,102000,0.0,
1996-05-31 00:00:00+00:00,124.0,124.0,105.33333587646484,107.41438293457033,57225,0.0,
1996-06-03 00:00:00+00:00,104.0,120.0,93.33333587646484,95.20818328857422,96938,0.0,
1996-06-04 00:00:00+00:00,114.66666412353516,120.0,96.0,100.09065246582033,51113,0.0,
1996-06-05 00:00:00+00:00,114.66666412353516,114.66666412353516,96.0,102.53189849853516,19950,0.0,
1996-06-06 00:00:00+00:00,133.3333282470703,136.0,114.66666412353516,109.8555908203125,133088,0.0,
1996-06-07 00:00:00+00:00,112.0,130.6666717529297,106.66666412353516,109.8555908203125,40950,0.0,
1996-06-10 00:00:00+00:00,138.6666717529297,138.6666717529297,112.0,114.7380828857422,20738,0.0,
1996-06-11 00:00:00+00:00,138.6666717529297,141.3333282470703,120.0,122.06178283691406,43050,0.0,
1996-06-12 00:00:00+00:00,141.3333282470703,141.3333282470703,117.33333587646484,112.29682159423828,43688,0.0,
1996-06-13 00:00:00+00:00,128.0,136.0,120.0,117.17930603027344,20663,0.0,
