date,TER_Open,TER_High,TER_Low,TER_Close,TER_Volume,TER_Dividends,TER_Stock Splits
1973-02-21 00:00:00+00:00,1.2109379768371582,1.2109379768371582,1.2109379768371582,1.1218068599700928,14400,0.0,
1973-02-22 00:00:00+00:00,1.203125,1.203125,1.203125,1.1145691871643066,1600,0.0,
1973-02-23 00:00:00+00:00,1.1640629768371582,1.1640629768371582,1.1640629768371582,1.078382134437561,20800,0.0,
1973-02-26 00:00:00+00:00,1.140625,1.140625,1.140625,1.0566697120666504,4800,0.0,
1973-02-27 00:00:00+00:00,0.9609379768371582,0.9609379768371582,0.9609379768371582,0.8902083039283752,190400,0.0,
1973-02-28 00:00:00+00:00,0.9609379768371582,0.9609379768371582,0.9609379768371582,0.8902083039283752,140800,0.0,
1973-03-01 00:00:00+00:00,1.03125,1.03125,1.03125,0.9553449153900146,40000,0.0,
1973-03-02 00:00:00+00:00,1.078125,1.078125,1.078125,0.9987695813179016,44800,0.0,
1973-03-05 00:00:00+00:00,1.0703129768371582,1.0703129768371582,1.0703129768371582,0.991532862186432,17600,0.0,
1973-03-06 00:00:00+00:00,1.0703129768371582,1.0703129768371582,1.0703129768371582,0.991532862186432,0,0.0,
1973-03-07 00:00:00+00:00,1.1015629768371582,1.1015629768371582,1.1015629768371582,1.0204826593399048,12800,0.0,
1973-03-08 00:00:00+00:00,1.09375,1.09375,1.09375,1.0132447481155396,1600,0.0,
1973-03-09 00:00:00+00:00,1.09375,1.09375,1.09375,1.0132447481155396,0,0.0,
1973-03-12 00:00:00+00:00,1.0859379768371582,1.0859379768371582,1.0859379768371582,1.0060073137283323,4800,0.0,
1973-03-13 00:00:00+00:00,1.0625,1.0625,1.0625,0.984294891357422,3200,0.0,
1973-03-14 00:00:00+00:00,1.0625,1.0625,1.0625,0.984294891357422,0,0.0,
1973-03-15 00:00:00+00:00,1.0625,1.0625,1.0625,0.984294891357422,0,0.0,
1973-03-16 00:00:00+00:00,1.0625,1.0625,1.0625,0.984294891357422,3200,0.0,
1973-03-19 00:00:00+00:00,1.0625,1.0625,1.0625,0.984294891357422,147200,0.0,
1973-03-20 00:00:00+00:00,1.078125,1.078125,1.078125,0.9987695813179016,14400,0.0,
1973-03-21 00:00:00+00:00,1.0703129768371582,1.0703129768371582,1.0703129768371582,0.991532862186432,25600,0.0,
1973-03-22 00:00:00+00:00,0.953125,0.953125,0.953125,0.8829704523086548,665600,0.0,
1973-03-23 00:00:00+00:00,0.9375,0.9375,0.9375,0.8684952259063721,27200,0.0,
1973-03-26 00:00:00+00:00,0.9140629768371582,0.9140629768371582,0.9140629768371582,0.8467833995819092,14400,0.0,
1973-03-27 00:00:00+00:00,0.9375,0.9375,0.9375,0.8684952259063721,105600,0.0,
1973-03-28 00:00:00+00:00,0.9375,0.9375,0.9375,0.8684952259063721,27200,0.0,
1973-03-29 00:00:00+00:00,0.9375,0.9375,0.9375,0.8684952259063721,102400,0.0,
1973-03-30 00:00:00+00:00,0.9296879768371582,0.9296879768371582,0.9296879768371582,0.8612585067749023,8000,0.0,
1973-04-02 00:00:00+00:00,0.828125,0.828125,0.828125,0.7671707272529602,422400,0.0,
1973-04-03 00:00:00+00:00,0.921875,0.921875,0.921875,0.8540205359458923,200000,0.0,
1973-04-04 00:00:00+00:00,0.9375,0.9375,0.9375,0.8684952259063721,20800,0.0,
1973-04-05 00:00:00+00:00,0.90625,0.90625,0.90625,0.8395454287528992,6400,0.0,
