date,FTLF_Open,FTLF_High,FTLF_Low,FTLF_Close,FTLF_Volume,FTLF_Dividends,FTLF_Stock Splits
2007-11-02 00:00:00+00:00,3.450000047683716,3.950000047683716,3.450000047683716,3.875,2560,,
2007-11-05 00:00:00+00:00,3.875,3.875,3.875,3.875,0,,
2007-11-06 00:00:00+00:00,4.074999809265137,4.199999809265137,4.074999809265137,4.199999809265137,880,,
2007-11-07 00:00:00+00:00,4.375,4.699999809265137,4.375,4.574999809265137,1440,,
2007-11-08 00:00:00+00:00,4.574999809265137,4.574999809265137,4.574999809265137,4.574999809265137,0,,
2007-11-09 00:00:00+00:00,5.074999809265137,5.074999809265137,4.949999809265137,5.0,1440,,
2007-11-12 00:00:00+00:00,5.324999809265137,5.324999809265137,5.324999809265137,5.324999809265137,200,,
2007-11-13 00:00:00+00:00,5.324999809265137,5.324999809265137,5.324999809265137,5.324999809265137,0,,
2007-11-14 00:00:00+00:00,5.324999809265137,5.324999809265137,5.324999809265137,5.324999809265137,0,,
2007-11-15 00:00:00+00:00,5.375,5.375,5.375,5.375,240,,
2007-11-16 00:00:00+00:00,5.375,5.375,5.375,5.375,0,,
2007-11-19 00:00:00+00:00,5.375,5.375,5.375,5.375,0,,
2007-11-20 00:00:00+00:00,5.625,5.625,5.625,5.625,80,,
2007-11-21 00:00:00+00:00,5.625,5.625,5.625,5.625,0,,
2007-11-23 00:00:00+00:00,5.625,5.625,5.625,5.625,0,,
2007-11-26 00:00:00+00:00,5.625,5.625,5.625,5.625,0,,
2007-11-27 00:00:00+00:00,5.625,5.625,5.625,5.625,2400,,
2007-11-28 00:00:00+00:00,6.25,6.324999809265137,5.75,5.949999809265137,24400,,
2007-11-29 00:00:00+00:00,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,4040,,
2007-11-30 00:00:00+00:00,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,0,,
2007-12-03 00:00:00+00:00,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,0,,
2007-12-04 00:00:00+00:00,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,0,,
2007-12-05 00:00:00+00:00,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,0,,
2007-12-06 00:00:00+00:00,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,0,,
2007-12-07 00:00:00+00:00,7.5,7.5,6.875,6.875,4240,,
2007-12-10 00:00:00+00:00,6.875,6.875,6.875,6.875,0,,
2007-12-11 00:00:00+00:00,8.125,8.125,8.125,8.125,120,,
2007-12-12 00:00:00+00:00,8.125,8.125,8.125,8.125,120,,
2007-12-13 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2007-12-14 00:00:00+00:00,8.125,8.125,7.5,7.824999809265137,640,,
2007-12-17 00:00:00+00:00,7.824999809265137,7.824999809265137,7.824999809265137,7.824999809265137,0,,
2007-12-18 00:00:00+00:00,7.824999809265137,7.824999809265137,7.824999809265137,7.824999809265137,0,,
2007-12-19 00:00:00+00:00,8.125,8.125,8.125,8.125,240,,
2007-12-20 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2007-12-21 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2007-12-24 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2007-12-26 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2007-12-27 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2007-12-28 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2007-12-31 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-02 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-03 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-04 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-07 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-08 00:00:00+00:00,5.625,8.125,5.625,8.125,280,,
2008-01-09 00:00:00+00:00,8.125,8.125,8.125,8.125,160,,
2008-01-10 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-11 00:00:00+00:00,8.125,8.125,8.125,8.125,120,,
2008-01-14 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-15 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-16 00:00:00+00:00,8.125,8.125,8.125,8.125,80,,
2008-01-17 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-18 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-22 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-23 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-24 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-25 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-28 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-29 00:00:00+00:00,7.25,8.125,7.25,8.125,200,,
2008-01-30 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-01-31 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-02-01 00:00:00+00:00,8.125,8.125,8.125,8.125,0,,
2008-02-04 00:00:00+00:00,7.25,7.5,7.25,7.5,480,,
2008-02-05 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-06 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-07 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-08 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-11 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-12 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-13 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-14 00:00:00+00:00,7.5,7.5,7.5,7.5,600,,
2008-02-15 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-19 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-20 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-21 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-22 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-25 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-26 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-27 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-28 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-02-29 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
2008-03-03 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
